,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
24,1.4335927,1.419905,"('dishonest', 'honest')",-1.1609519,-1.0102777,0.5700299,0.67562455,0.2808902,0.3617506,-0.0808604
31,-1.403373,-1.4374216,"('evil', 'good')",-0.5410799,-0.7682825,-1.2496313,-1.3785839,-1.0646947,-1.1947626,0.1300679
39,1.316601,1.1639167,"('exploitative', 'cooperative')",0.02112097,0.20849009,-0.50053406,-0.42314056,0.2790627,0.3164221,-0.0373594
2,1.2884004,1.3693668,"('unlikable', 'likable')",0.41722986,0.33843863,0.3393505,0.5165078,0.6816603,0.7414378,-0.0597775
57,-1.2523695,-1.3857374,"('unimaginative', 'imaginative')",-0.8342652,-0.96334994,-2.9875138,-3.2427397,-1.6913827,-1.8639423,0.1725596
36,-1.1214497,-1.2844437,"('hostile', 'amicable')",-1.3352535,-1.6538354,-0.23911066,-0.44598353,-0.8986046,-1.1280875,0.2294829
72,1.1119269,1.1255941,"('unambitious', 'ambitious')",-0.20706904,-0.036089018,-1.2699342,-1.1039035,-0.1216921,-0.0047995,-0.1168926
73,1.0970043,1.2025262,"('helpless', 'self-reliant')",-0.41119766,-0.34630585,-3.9047568,-3.7528799,-1.0729834,-0.9655531,-0.1074303
33,1.0598152,1.0969548,"('wrong', 'right')",0.83418953,0.78178513,-0.7077186,-0.80986524,0.3954287,0.3562916,0.0391371
76,1.0407228,1.1945119,"('anxious', 'daring')",-0.84159255,-0.69830346,0.6022307,0.66499114,0.2671203,0.3870665,-0.1199462
9,1.0133137,1.2062134,"('unaffectionate', 'caring')",0.027368337,0.072305985,0.6903011,0.91288984,0.5769943,0.7304697,-0.1534754
28,0.9729227,0.9299048,"('disloyal', 'loyal')",-0.10155144,-0.094312415,0.86855996,0.8914207,0.5799771,0.575671,0.0043061
47,-0.9225046,-0.82643306,"('stupid', 'smart')",0.11267847,0.14726207,5.7587757,5.926253,1.6496499,1.7490273,-0.0993774
15,-0.91263765,-1.0037172,"('boring', 'funny')",-0.00014418364,-0.09383266,0.065365165,0.016290799,-0.2824722,-0.3604197,0.0779475
62,0.9007653,1.0708683,"('incompetent', 'brilliant')",0.37473089,0.56186974,0.30088687,0.607487,0.525461,0.7467417,-0.2212807
16,-0.89002144,-0.81833684,"('unpopular', 'popular')",0.28366408,0.16079783,0.9065453,0.83529574,0.1000626,0.0592522,0.0408104
25,0.8840889,1.0310988,"('egoistic', 'altruistic')",0.35121053,0.54735804,1.1088129,1.049793,0.7813708,0.8760833,-0.0947125
58,-0.8437386,-0.8397931,"('undiscriminating', 'discriminating')",-0.6276561,-0.8068268,-0.24643868,-0.4397592,-0.5726112,-0.6954597,0.1228485
18,0.8417364,0.89506286,"('disagreeable', 'welcoming')",-0.05340182,-0.15477012,-0.58926725,-0.58443844,0.0663558,0.0519514,0.0144044
84,0.8097059,0.79947424,"('inferior', 'superior')",0.9062965,1.0147685,0.883264,0.7618972,0.8664222,0.8587133,0.0077089
75,-0.78863543,-0.6259021,"('meek', 'impulsive')",-0.8794039,-0.8496338,-0.5006443,-0.29023564,-0.7228945,-0.5885905,-0.134304
63,-0.7470558,-0.57957184,"('unperceptive', 'insightful')",-0.13193747,-0.19972065,1.4370128,1.4892477,0.1860065,0.2366517,-0.0506452
5,-0.7460501,-0.49970418,"('distant', 'outgoing')",-0.08726264,-0.08596532,-0.23423605,-0.034805495,-0.3558496,-0.206825,-0.1490246
80,0.71043897,0.8294144,"('dominated', 'dominating')",-0.15929967,-0.044500224,-0.61162364,-0.5517983,-0.0201614,0.0777053,-0.0978667
55,0.69624877,0.55771136,"('incompetent', 'clever')",0.2629912,0.12035758,0.44216153,0.147663,0.4671338,0.275244,0.1918898
6,-0.67096025,-0.47165465,"('distant', 'open')",-0.20977762,-0.24498864,0.45874566,0.626209,-0.1406641,-0.0301448,-0.1105193
67,0.6488501,0.53405225,"('doubtful', 'determined')",-0.19955952,-0.19301064,-0.6522423,-0.6798194,-0.0676506,-0.1129259,0.0452753
17,-0.64608955,-0.6525338,"('nasty', 'nice')",-1.007213,-1.1217589,-0.70249,-0.7419548,-0.7852642,-0.8387492,0.053485
12,0.5737197,0.8083251,"('unsupportive', 'supportive')",0.48754847,0.48895627,-1.7989608,-1.720785,-0.2458976,-0.1411679,-0.1047297
56,0.5591474,0.7589234,"('impractical', 'practical')",0.69724435,0.7100939,-0.27211776,-0.2824625,0.3280913,0.3955183,-0.067427
0,0.5371894,0.3804713,"('unsociable', 'sociable')",-0.036309943,-0.33645844,-0.4331149,-0.6428438,0.0225882,-0.1996103,0.2221985
8,0.52103114,0.44004405,"('unaffectionate', 'affectionate')",-0.34024838,-0.37285852,0.033434805,0.19044311,0.0714059,0.0858762,-0.0144703
79,0.5175752,0.54983467,"('wavering', 'unwavering')",-1.0398947,-1.2309595,0.018334191,0.1324851,-0.1679951,-0.1828799,0.0148848
85,0.50937057,0.48261285,"('insignificant', 'prestigious')",0.63998497,0.39049065,0.31591964,0.31463182,0.4884251,0.3959118,0.0925133
86,0.50866765,0.3228686,"('uninfluential', 'influential')",0.03989493,-0.26462373,-0.19589376,-0.42195103,0.1175563,-0.1212354,0.2387917
19,0.49131852,0.5009098,"('inhospitable', 'hospitable')",-0.645946,-0.74924254,-0.05279333,0.022062153,-0.0691403,-0.0754235,0.0062832
4,-0.47885853,-0.40236688,"('disliked', 'liked')",0.12838177,-0.026030762,-6.5326223,-6.632663,-2.2943664,-2.3536868,0.0593204
51,0.4783446,0.43010834,"('uneducated', 'educated')",0.289622,-0.021715544,0.81796443,0.5878139,0.5286437,0.3320689,0.1965748
70,-0.47018862,-0.48502287,"('lethargic', 'energetic')",-1.0068933,-0.89612824,0.84077615,0.9490196,-0.2121019,-0.1440438,-0.0680581
87,0.46049464,0.61379355,"('unsuccessful', 'successful')",0.22895384,0.27272812,0.7916672,0.8834804,0.4937052,0.5900007,-0.0962955
20,-0.4420001,-0.52909476,"('rough', 'thoughtful')",0.333124,0.3056475,1.1612879,0.97400844,0.3508039,0.2501871,0.1006168
53,-0.43814975,-0.31732666,"('uncreative', 'creative')",-0.83837694,-0.8325176,0.581043,0.60170186,-0.2318279,-0.1827141,-0.0491138
69,-0.4346336,-0.4398888,"('lazy', 'industrious')",1.0911859,1.1339837,-0.36233696,-0.34217998,0.0980718,0.117305,-0.0192332
45,-0.43113005,-0.5906696,"('incompetent', 'competent')",-0.34867045,-0.589286,-0.14579237,-0.40439665,-0.308531,-0.5281174,0.2195864
29,-0.419346,-0.3529074,"('unfair', 'fair')",-0.4765291,-0.4931845,-0.6080907,-0.7689344,-0.501322,-0.5383421,0.0370201
11,-0.4031776,-0.2862286,"('unhelpful', 'helpful')",-0.10408945,-0.115093835,1.9626753,2.0490944,0.4851361,0.5492574,-0.0641213
13,-0.3936258,-0.38372278,"('impolite', 'polite')",-1.1243783,-1.2945869,0.14645179,-0.019902196,-0.4571841,-0.5660706,0.1088865
74,0.38761425,0.5616993,"('undedicated', 'dedicated')",-0.14438112,-0.22191092,-0.20077123,-0.2948874,0.014154,0.014967,-0.000813
46,-0.37388417,-0.29748118,"('uncompetitive', 'competitive')",0.0037719533,-0.06622423,0.020207733,-0.19083448,-0.1166348,-0.1848466,0.0682118
7,-0.3311941,-0.39233705,"('insensitive', 'sensitive')",-1.1544745,-1.0431274,0.6989007,0.63183445,-0.262256,-0.2678767,0.0056207
30,0.31821483,0.35247332,"('intolerant', 'tolerant')",0.17191437,0.13066496,0.796669,0.60607356,0.4289327,0.3630706,0.0658621
54,0.31619108,0.38240555,"('incapable', 'capable')",-0.20831308,-0.11823188,0.9866496,1.3944267,0.3648425,0.5528668,-0.1880243
32,0.3150548,0.3559577,"('unkind', 'kind')",0.23617285,0.26562294,0.8966603,0.9494696,0.4826293,0.5236834,-0.0410541
44,-0.31103018,-0.32535982,"('prejudiced', 'unprejudiced')",-1.1468229,-0.92623365,-1.7481037,-1.6014646,-1.0686523,-0.9510194,-0.1176329
43,0.31070748,0.44245145,"('irresponsible', 'responsible')",-0.19694251,-0.12665233,0.19586009,0.1521427,0.1032084,0.1559806,-0.0527722
22,-0.2987948,-0.30081332,"('untrustworthy', 'trustworthy')",-0.9349391,-0.99357456,-0.9271519,-0.8390134,-0.7202953,-0.7111337,-0.0091616
38,0.2869095,0.63181496,"('untruthful', 'truthful')",-0.25620085,-0.12181943,0.06280088,0.34754255,0.0311698,0.285846,-0.2546762
41,0.28647244,0.07077205,"('unforgiving', 'forgiving')",0.42602608,0.076539375,-0.18689921,-0.48474458,0.1751998,-0.1124777,0.2876775
52,-0.27097017,-0.32861844,"('irrational', 'rational')",-0.38589874,-0.47925517,-0.61527467,-0.55753297,-0.4240479,-0.4551355,0.0310876
71,0.25709745,0.4110939,"('diffident', 'self-confident')",1.204305,1.1327332,0.5038753,0.48937944,0.6550926,0.6777355,-0.0226429
64,-0.23499708,-0.41510108,"('shy', 'confident')",-0.16168989,-0.27009612,-6.655154,-6.6540833,-2.3506138,-2.4464269,0.0958131
83,0.2289655,0.10081734,"('powerless', 'powerful')",0.46896157,0.33580595,-0.8002682,-0.7007773,-0.0341137,-0.0880513,0.0539376
40,-0.22740018,-0.24895853,"('stingy', 'generous')",0.6139729,0.5076245,-1.499391,-1.7248082,-0.3709394,-0.4887141,0.1177747
60,0.21938093,0.26151004,"('inefficient', 'efficient')",0.31811762,0.3519353,0.076686256,0.002340814,0.2047283,0.205262,-0.0005337
48,0.21645081,0.059605855,"('unintelligent', 'intelligent')",0.7910202,0.7205925,0.6973605,0.47301108,0.5682772,0.4177365,0.1505407
26,-0.21627954,-0.5402279,"('hardhearted', 'benevolent')",0.8424094,0.8363369,0.7674823,0.53417444,0.4645374,0.2767612,0.1877762
10,0.20499018,0.20886281,"('unsympathetic', 'sympathetic')",-1.0872376,-1.2030205,0.050705582,-0.043742713,-0.2771806,-0.3459668,0.0687862
14,0.20097557,-0.051345773,"('antisocial', 'social')",-0.25878388,-0.1707472,-0.6819907,-0.86270165,-0.2465997,-0.3615982,0.1149985
1,-0.19984366,-0.12878937,"('unfriendly', 'friendly')",0.096000716,-0.04909712,1.2253525,1.1893862,0.3738365,0.3371666,0.0366699
81,-0.18641558,-0.44786984,"('submissive', 'aggressive')",0.54145247,0.48138654,-0.33978975,-0.43716604,0.0050824,-0.1345498,0.1396322
37,-0.18020508,-0.2824597,"('fake', 'genuine')",-0.6519987,-0.56897223,0.33971113,0.41882727,-0.1641642,-0.1442016,-0.0199626
23,0.15238374,0.1870391,"('insincere', 'sincere')",-0.62865055,-0.62486863,5.847984,6.0039015,1.7905723,1.8553573,-0.064785
61,-0.14986387,-0.22000054,"('illogical', 'logical')",-0.38614124,-0.47863695,0.33087295,0.14238836,-0.0683774,-0.1854164,0.117039
82,-0.14603505,0.054988675,"('poor', 'rich')",-0.0176876,0.022386026,6.7563205,6.955849,2.1975327,2.344408,-0.1468753
78,-0.13984433,0.20150869,"('nonresilient', 'resilient')",1.9930031,1.9267355,1.507128,1.5243247,1.1200956,1.2175229,-0.0974273
21,-0.13504124,-0.13284609,"('immoral', 'moral')",-0.29315707,-0.4488711,-0.60903645,-0.6395274,-0.3457449,-0.4070815,0.0613366
42,0.11886062,0.009419076,"('unreliable', 'reliable')",-0.07787376,-0.26879933,-2.8688173,-2.849095,-0.9426102,-1.0361585,0.0935483
65,0.10482073,-0.18379015,"('insecure', 'secure')",-0.6529751,-0.75276,-0.20318712,-0.22259426,-0.2504472,-0.3863815,0.1359343
66,0.10274675,0.18391454,"('inactive', 'active')",-1.0178313,-0.9325305,1.0405189,1.0289336,0.0418114,0.0934392,-0.0516278
77,0.08060847,0.20145309,"('unmotivated', 'motivated')",0.50741947,0.39561978,-0.8512782,-0.7378747,-0.0877501,-0.0469339,-0.0408162
49,-0.07760754,0.02030915,"('unable', 'able')",0.3503586,0.37779275,0.36414087,0.58669674,0.2122973,0.3282662,-0.1159689
35,0.069473654,0.18438151,"('corrupt', 'incorrupt')",-0.37722665,-0.29028976,-0.42252886,-0.36235705,-0.2434273,-0.1560884,-0.0873389
88,-0.04485473,0.06625141,"('low', 'eminent')",-0.48306757,-0.56473833,-0.14293064,-0.055518735,-0.2236176,-0.1846686,-0.038949
68,-0.04064009,-0.05090052,"('dependent', 'independent')",-0.57941085,-0.56210667,-0.08878336,-0.22559288,-0.2362781,-0.2795333,0.0432552
34,-0.025392044,-0.0070829354,"('mean', 'honorable')",-0.4244633,-0.5294359,6.4378886,6.4150214,1.9960111,1.9595009,0.0365102
27,-0.023981264,-0.243237,"('hardhearted', 'softhearted')",-0.46994734,-0.3826229,1.7499051,1.4757588,0.4186588,0.2832996,0.1353592
3,0.023206014,0.13281219,"('repellent', 'pleasant')",-1.2734649,-1.2842479,0.04765556,-0.0669649,-0.4008678,-0.4061335,0.0052657
59,-0.013763383,0.1615458,"('foolish', 'wise')",0.19733213,0.28965336,-0.07752883,0.20765536,0.0353466,0.2196182,-0.1842716
50,0.0029706806,0.024460047,"('clumsy', 'skillful')",-0.26058155,-0.45429987,0.61584544,0.7143408,0.1194115,0.0948337,0.0245778
