,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
69,2.5267916,2.4493542,"('lazy', 'industrious')",-0.42616224,-0.7185813,1.0777593,0.66738164,-0.22574076,-0.50983953,0.738162,0.4720787,0.2660833
10,-2.3229482,-2.5177922,"('unsympathetic', 'sympathetic')",1.097942,1.0692446,-0.89166033,-1.1564854,-0.09902215,-0.30110222,-0.5539222,-0.7265338,0.1726116
46,-2.1030502,-2.252225,"('uncompetitive', 'competitive')",2.5926619,2.6623492,-0.7360428,-0.88513815,-0.72334033,-0.89150643,-0.2424429,-0.3416301,0.0991872
48,-1.9542782,-1.9418211,"('unintelligent', 'intelligent')",-0.050983515,0.022284836,-1.1907052,-1.1581917,0.22316009,0.09960983,-0.7432017,-0.7445295,0.0013278
55,-1.8627229,-1.9507077,"('incompetent', 'clever')",2.4454284,2.5769343,-0.39794827,-0.46576437,-0.08987249,-0.21885952,0.0237212,-0.0145993,0.0383205
86,-1.859302,-2.181765,"('uninfluential', 'influential')",0.8302784,0.48477536,-1.2372984,-1.66139,-0.22278588,-0.57793415,-0.622277,-0.9840785,0.3618015
43,-1.7122502,-1.7162718,"('irresponsible', 'responsible')",1.0797299,1.2874128,-0.5575527,-0.5809771,0.6299858,0.6385778,-0.1400218,-0.0928146,-0.0472072
63,-1.6476655,-1.8843536,"('unperceptive', 'insightful')",1.9092556,1.8099161,0.33310044,0.22691272,0.58110833,0.44050077,0.2939497,0.148244,0.1457057
78,-1.5842304,-1.7125963,"('nonresilient', 'resilient')",0.756413,0.8749265,0.2309759,0.3053113,-0.31766835,-0.3424994,-0.2286275,-0.2187145,-0.009913
35,1.4461102,1.3070769,"('corrupt', 'incorrupt')",-2.2869172,-2.5862117,-0.068973824,-0.22414683,0.28264216,0.18996675,-0.1567847,-0.3283287,0.171544
0,-1.3909292,-1.5195515,"('unsociable', 'sociable')",0.8017415,0.817608,-0.6280944,-0.7171187,-0.9759655,-1.101642,-0.5483119,-0.6301761,0.0818642
44,1.3888843,1.6340469,"('prejudiced', 'unprejudiced')",-0.38234475,-0.11929483,-0.73417294,-0.52315676,-1.5657598,-1.5067447,-0.3233483,-0.1287874,-0.1945609
8,-1.3591683,-1.4879661,"('unaffectionate', 'affectionate')",-0.751197,-0.91358364,-1.5676985,-1.8052474,0.8766009,0.8142195,-0.7003657,-0.8481444,0.1477787
28,-1.3252221,-1.4520243,"('disloyal', 'loyal')",0.2587314,0.42253828,-0.62730473,-0.71727866,1.3858637,1.4345732,-0.0769829,-0.0780479,0.001065
23,-1.3083142,-1.3383766,"('insincere', 'sincere')",0.5199993,0.71659744,-0.5477213,-0.50418514,5.9531236,6.200984,1.1542718,1.268755,-0.1144832
21,-1.2717117,-1.2039251,"('immoral', 'moral')",1.2648591,1.642692,-0.234512,0.084434226,-1.3152786,-1.1957577,-0.3891608,-0.1681392,-0.2210216
9,-1.2146697,-1.4800129,"('unaffectionate', 'caring')",-0.5224368,-0.84830624,-1.1564224,-1.5914168,1.3912834,1.3634155,-0.3755614,-0.6390801,0.2635187
73,1.2039013,1.2600346,"('helpless', 'self-reliant')",0.07496689,0.00063211843,0.22973952,0.17933935,-3.5466044,-3.814044,-0.5094992,-0.5935095,0.0840103
33,1.1749262,0.8829399,"('wrong', 'right')",0.009459242,-0.4164549,0.23601055,-0.11295931,-0.17885515,-0.4494576,0.3103852,-0.023983,0.3343682
15,1.1439475,1.2433236,"('boring', 'funny')",-1.1115866,-0.9526411,0.46100008,0.6825494,0.4183846,0.4574791,0.2279364,0.3576777,-0.1297413
51,-1.1170099,-1.3139989,"('uneducated', 'educated')",1.519232,1.382489,0.51595056,0.5337714,0.30065012,0.26214048,0.3047057,0.2161005,0.0886052
49,-1.0946312,-0.9260308,"('unable', 'able')",-1.2216855,-0.90421337,-1.4415513,-0.9925208,-1.1223836,-0.92185986,-1.2200629,-0.9361562,-0.2839067
12,-1.0943549,-1.3234575,"('unsupportive', 'supportive')",1.4346976,1.2154032,-0.9260608,-1.1932795,-1.9954841,-2.1829886,-0.6453005,-0.8710806,0.2257801
3,-1.0928291,-1.1612617,"('repellent', 'pleasant')",1.4549172,1.4549972,0.8129271,0.7916204,0.56549215,0.56801385,0.4351268,0.4133424,0.0217844
39,1.0668895,1.214736,"('exploitative', 'cooperative')",2.1866775,2.239693,1.4224033,1.8093598,0.36915547,0.4840573,1.2612814,1.4369615,-0.1756801
53,-1.0408579,-1.239983,"('uncreative', 'creative')",0.021172091,-0.14442605,0.65010166,0.4897787,1.5262743,1.2815775,0.2891725,0.0967368,0.1924357
45,-1.0291481,-1.220165,"('incompetent', 'competent')",1.17089,1.0719167,-0.08236577,-0.56619346,-0.16820712,-0.4972095,-0.0272078,-0.3029128,0.275705
11,-1.0204203,-0.96965855,"('unhelpful', 'helpful')",0.42111894,0.6680645,0.111879244,0.32667857,1.7643696,1.9542803,0.3192369,0.4948412,-0.1756043
59,1.0201316,1.0079992,"('foolish', 'wise')",-1.6917906,-2.0403802,0.19900346,-0.029892042,0.27563098,0.20387116,-0.0492561,-0.2146005,0.1653444
42,0.97613895,1.0382742,"('unreliable', 'reliable')",1.5570655,1.8079157,-0.11768748,-0.0029043686,-3.2663074,-3.4528556,-0.2126976,-0.1523925,-0.0603051
41,-0.95172805,-1.1647555,"('unforgiving', 'forgiving')",0.6588898,0.61198944,0.37426713,0.28443593,0.5016297,0.4900866,0.1457646,0.0554391,0.0903255
85,0.9058555,0.9792929,"('insignificant', 'prestigious')",-2.2450686,-2.1181743,-1.0092132,-0.8470229,0.8786742,0.9817195,-0.367438,-0.2510462,-0.1163918
60,-0.90535104,-0.9630859,"('inefficient', 'efficient')",2.4131243,2.523091,-0.15934382,-0.26968932,-0.59286815,-0.48405546,0.1888903,0.2015651,-0.0126748
62,-0.87770987,-0.9626738,"('incompetent', 'brilliant')",1.1456251,1.3526114,-0.8792897,-0.9710132,-0.25695288,-0.13144535,-0.2170818,-0.1781302,-0.0389516
75,0.8665462,0.9837091,"('meek', 'impulsive')",-0.78484446,-0.74966604,-0.756247,-0.66057074,-0.0030922927,0.027568173,-0.1694094,-0.0997399,-0.0696695
52,0.85561913,0.755697,"('irrational', 'rational')",-1.7168151,-2.0126476,-0.72675544,-0.9463666,0.25276658,0.12521936,-0.3337962,-0.5195245,0.1857283
38,-0.8538076,-0.855239,"('untruthful', 'truthful')",-0.983052,-0.93019426,-0.98544884,-1.0783136,-0.12528169,-0.0074416995,-0.7368976,-0.7177972,-0.0191004
72,-0.85213107,-0.8391247,"('unambitious', 'ambitious')",1.3924497,1.3064588,-0.43198046,-0.604598,-0.54127824,-0.4061416,-0.108235,-0.1358514,0.0276164
57,-0.82833254,-1.0966146,"('unimaginative', 'imaginative')",0.57101667,0.5799718,-0.3002008,-0.5989162,-2.2921486,-2.7223804,-0.7124163,-0.9594848,0.2470685
1,-0.81736064,-1.1885194,"('unfriendly', 'friendly')",-0.83253855,-1.2207328,-0.6756452,-0.9731677,2.0527966,1.7743933,-0.0681869,-0.4020066,0.3338197
6,0.7856056,0.5421062,"('distant', 'open')",-2.9497707,-3.412814,-1.4960399,-2.0701926,0.47619975,0.42146844,-0.7960013,-1.129858,0.3338567
