,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
70,-1.2929661,-1.3241283,"('lethargic', 'energetic')",-0.6242879,-0.53684276,-0.7320699,-0.46658432,0.5705936,0.6882398,-0.5196826,-0.4098288,-0.1098538
22,-1.2631646,-1.2540102,"('untrustworthy', 'trustworthy')",-0.79688835,-0.6053726,-0.017256934,0.05064922,-1.6721547,-1.5410416,-0.9373661,-0.8374438,-0.0999223
81,-1.2598283,-1.3158131,"('submissive', 'aggressive')",-1.1144738,-1.2597042,-1.0363303,-1.0716505,-1.1746756,-1.2124766,-1.146327,-1.2149111,0.0685841
77,-1.2096816,-1.4153094,"('unmotivated', 'motivated')",-0.2676207,-0.5141781,-0.15483913,-0.5649358,-0.6106747,-0.7629178,-0.5607041,-0.8143353,0.2536312
88,-1.1744604,-0.75332534,"('low', 'eminent')",-1.2035441,-0.7059287,-0.9599813,-0.118037246,0.37773612,0.59999883,-0.7400625,-0.2443231,-0.4957394
11,-1.1478769,-1.2019552,"('unhelpful', 'helpful')",-0.6924502,-0.7247689,-0.448241,-0.28265494,2.2099354,2.2182243,-0.0196581,0.0022113,-0.0218694
1,-1.1183438,-0.7954263,"('unfriendly', 'friendly')",0.5282394,1.1065814,-0.50579196,-0.2765036,2.0222497,2.1455486,0.2315883,0.54505,-0.3134617
21,-1.1159725,-1.1758063,"('immoral', 'moral')",-0.5228573,-0.5348846,-0.64171636,-0.75828445,-1.3722297,-1.3142217,-0.9131939,-0.9457992,0.0326053
24,-1.1091298,-0.93345976,"('dishonest', 'honest')",0.14613873,0.47855878,-0.9565302,-0.83907527,0.7681781,0.86357045,-0.2878358,-0.1076015,-0.1802343
53,-1.0436952,-0.9064216,"('uncreative', 'creative')",-0.24808036,-0.10693464,0.46550494,0.42122185,1.3487287,1.3736614,0.1306145,0.1953818,-0.0647673
72,-1.0345718,-1.1439607,"('unambitious', 'ambitious')",-1.0288205,-0.98113793,-1.1496588,-1.2288091,-1.141136,-1.038751,-1.0885468,-1.0981647,0.0096179
82,-1.01714,-0.9856446,"('poor', 'rich')",-1.6364601,-1.6276996,0.26544747,0.6435528,6.393186,6.408964,1.0012584,1.1097932,-0.1085348
66,1.0096015,1.1690292,"('inactive', 'active')",0.15352067,0.23537102,0.4067978,0.52194124,1.4859191,1.5920746,0.7639598,0.879604,-0.1156442
60,-0.929323,-1.1944374,"('inefficient', 'efficient')",-0.5156925,-0.86557925,-0.25556642,-0.6203679,-0.19369012,-0.32722983,-0.473568,-0.7519036,0.2783356
58,-0.89042485,-0.9486682,"('undiscriminating', 'discriminating')",0.16260698,0.16325009,0.75490844,0.7602406,-0.23353928,-0.09405528,-0.0516122,-0.0298082,-0.021804
0,-0.88171583,-1.0985749,"('unsociable', 'sociable')",0.18593934,0.012650296,0.3554688,0.111900166,-0.64520586,-0.712158,-0.2463784,-0.4215456,0.1751672
14,-0.8729483,-0.85726416,"('antisocial', 'social')",0.36518225,0.3245669,0.8109537,0.7839279,-1.0987095,-1.00582,-0.1988804,-0.1886473,-0.0102331
6,0.83678716,1.1875882,"('distant', 'open')",1.1179829,1.334814,-0.45459232,-0.43009564,0.69980615,0.809521,0.549996,0.7254569,-0.1754609
5,0.8365069,1.1725991,"('distant', 'outgoing')",1.2853944,1.4165739,-0.32711783,-0.35728154,-0.05271274,0.038183216,0.4355177,0.5675187,-0.132001
64,-0.8047336,-1.0052497,"('shy', 'confident')",-0.4723878,-0.65348446,0.36968815,0.0665227,-6.782423,-6.770051,-1.922464,-2.0905657,0.1681017
87,0.8035596,0.7731525,"('unsuccessful', 'successful')",1.355218,1.3767083,1.015495,1.129306,0.72967476,0.9409572,0.9759868,1.0550309,-0.0790441
7,-0.7746289,-0.76326495,"('insensitive', 'sensitive')",-0.5493609,-0.6116547,-1.0521513,-1.1041747,0.7845242,0.7359972,-0.3979042,-0.4357743,0.0378701
33,0.77294725,0.8798839,"('wrong', 'right')",0.90286887,1.0055249,-0.121827714,-0.10454897,-0.34144047,-0.17969394,0.303137,0.4002915,-0.0971545
8,0.73959553,1.0880604,"('unaffectionate', 'affectionate')",0.50211155,0.9107505,-1.1333387,-0.91243327,1.0064652,1.0913389,0.2787084,0.5444291,-0.2657207
63,-0.69867104,-0.91306716,"('unperceptive', 'insightful')",-0.17334789,-0.148386,-0.39366224,-0.46668637,1.3722829,1.1320053,0.0266504,-0.0990335,0.1256839
78,-0.6782827,-0.83929336,"('nonresilient', 'resilient')",-0.5654975,-0.67982674,-0.18807983,-0.39478293,0.9202169,0.6043145,-0.1279108,-0.3273971,0.1994863
47,-0.6693772,-0.5563025,"('stupid', 'smart')",-0.08654839,0.15731478,0.36231798,0.6282674,5.268236,5.079111,1.2186571,1.3270977,-0.1084406
36,0.6517824,1.1581535,"('hostile', 'amicable')",0.41491804,0.96542007,-0.2535724,0.30274832,0.73628616,0.9317314,0.3873535,0.8395134,-0.4521599
79,0.64104474,0.84282374,"('wavering', 'unwavering')",-0.37022978,-0.26855692,-1.00199,-0.72035456,0.59875095,0.5719791,-0.033106,0.1064728,-0.1395788
71,0.621809,0.94836026,"('diffident', 'self-confident')",1.5643996,1.8250016,-0.18573862,-0.19823767,0.45233446,0.5370992,0.6132011,0.7780558,-0.1648547
2,0.6150603,1.1371821,"('unlikable', 'likable')",1.3163142,1.7803911,1.4935671,1.9220899,0.58783185,1.0281986,1.0031934,1.4669654,-0.463772
56,-0.5946836,-0.6639811,"('impractical', 'practical')",0.44545966,0.33283544,0.5885127,0.5197548,-0.35380834,-0.24233018,0.0213701,-0.0134302,0.0348003
19,0.59305084,0.8650588,"('inhospitable', 'hospitable')",1.2081249,1.4844844,0.14201114,0.24961938,0.24883312,0.39394152,0.548005,0.748276,-0.200271
62,-0.5920928,-0.7311078,"('incompetent', 'brilliant')",0.048218105,-0.020485595,-0.2959831,-0.36095715,0.0852961,0.08516504,-0.1886404,-0.2568464,0.068206
40,-0.56495833,-0.48493046,"('stingy', 'generous')",0.018492285,0.28101555,-0.41321743,-0.6735739,-1.6421533,-1.5281895,-0.6504592,-0.6014196,-0.0490396
76,-0.5584052,-0.4784687,"('anxious', 'daring')",-0.387936,-0.27129698,0.06268579,0.18010703,-0.57005775,-0.51127094,-0.3634283,-0.2702324,-0.0931959
28,-0.5328841,-0.33705032,"('disloyal', 'loyal')",0.0645468,0.25240132,-0.7337292,-0.75654936,0.969971,0.94871294,-0.0580239,0.0268787,-0.0849026
85,0.514801,1.0137564,"('insignificant', 'prestigious')",0.7028067,1.2401278,-0.065659136,0.57605237,1.0132267,1.5214432,0.5412939,1.087845,-0.5465511
20,-0.48758712,-0.48637772,"('rough', 'thoughtful')",0.486111,0.50972515,0.4173898,0.5800028,0.46092027,0.5683212,0.2192085,0.2929178,-0.0737093
50,0.46686637,0.5318254,"('clumsy', 'skillful')",-0.30731183,-0.051928286,0.02313874,0.28988028,0.69231695,0.6669263,0.2187526,0.3591759,-0.1404233
39,0.46181923,0.4504589,"('exploitative', 'cooperative')",1.8277509,1.8206947,1.691014,1.8591561,-0.22855818,0.02866457,0.9380065,1.0397437,-0.1017372
15,0.4545989,0.8505758,"('boring', 'funny')",1.4045777,1.6162295,0.941319,1.2211533,0.34329578,0.5749218,0.7859479,1.0657201,-0.2797722
25,0.40617332,0.7076945,"('egoistic', 'altruistic')",0.75287217,1.17015,0.57384807,0.67897356,1.3257574,1.4814953,0.7646627,1.0095783,-0.2449156
83,-0.4045885,-0.45337832,"('powerless', 'powerful')",0.041014202,0.079990126,-1.2153015,-1.2345943,-1.3912591,-1.2692518,-0.7425337,-0.7193086,-0.0232251
61,-0.34406796,-0.3990497,"('illogical', 'logical')",1.1048912,1.0893254,-0.29250416,-0.41714185,0.101836756,0.12670669,0.142539,0.0999601,0.0425789
51,-0.3407399,-0.6366173,"('uneducated', 'educated')",-0.14649269,-0.1851612,0.42142814,0.16928752,0.73408973,0.7224744,0.1670713,0.0174958,0.1495755
26,-0.32072338,0.068315476,"('hardhearted', 'benevolent')",1.6832649,2.244732,1.2746166,1.7064865,1.2168634,1.506045,0.9635053,1.3813947,-0.4178894
27,-0.31590268,-0.18060261,"('hardhearted', 'softhearted')",0.36967233,0.57240397,-0.19506161,-0.29294798,1.6622808,1.5746467,0.3802472,0.418375,-0.0381278
73,0.3134646,0.4205413,"('helpless', 'self-reliant')",0.9733727,1.1794662,0.8991787,0.9571312,-3.6832197,-3.4592738,-0.3743009,-0.2255338,-0.1487671
12,-0.3100902,-0.39727825,"('unsupportive', 'supportive')",0.91699934,1.0492306,-1.032947,-1.2033877,-1.828298,-1.8067001,-0.563584,-0.5895339,0.0259499
74,-0.29510814,-0.30815586,"('undedicated', 'dedicated')",1.1860297,1.3686577,0.16995674,0.32040468,0.12377666,0.33422783,0.2961637,0.4287836,-0.1326199
17,0.29191345,0.52119404,"('nasty', 'nice')",-0.073432066,0.0626145,0.11520584,0.27180067,-1.1123688,-0.7439961,-0.1946704,0.0279033,-0.2225737
42,-0.2755073,-0.07052143,"('unreliable', 'reliable')",0.53977895,0.8597486,0.36934435,0.45209473,-3.1332386,-3.0033925,-0.6249056,-0.4405176,-0.184388
34,-0.27547035,-0.0656894,"('mean', 'honorable')",-0.56996244,-0.29317105,-0.05335456,0.20533822,6.1717854,6.221345,1.3182495,1.5169557,-0.1987062
52,0.26864648,0.32073373,"('irrational', 'rational')",1.3308852,1.4050697,-0.4646958,-0.46581936,0.34791595,0.48944622,0.370688,0.4373575,-0.0666695
84,0.26444253,0.033487245,"('inferior', 'superior')",0.59483457,0.4425405,0.8366884,0.5463829,0.48674196,0.5153861,0.5456769,0.3844492,0.1612277
18,-0.25943413,0.13574472,"('disagreeable', 'welcoming')",-0.078473724,0.32436824,-0.8613103,-0.66255707,-0.5692173,-0.3526727,-0.4421089,-0.1387792,-0.3033297
31,0.22229125,0.47195086,"('evil', 'good')",0.5932637,0.8029814,0.2543148,0.25724956,-0.96457374,-0.8702418,0.026324,0.165485,-0.139161
44,0.18908255,0.3346229,"('prejudiced', 'unprejudiced')",-0.46784103,-0.5788393,-0.4240453,-0.1732778,-1.6889926,-1.5834914,-0.5979491,-0.5002464,-0.0977027
29,-0.186924,-0.36723045,"('unfair', 'fair')",0.021024562,-0.04787219,-0.019471783,-0.22677667,-0.93782943,-1.0163479,-0.2808002,-0.4145568,0.1337566
49,-0.18463191,-0.16992798,"('unable', 'able')",-0.16085514,-0.1704918,-0.82723117,-0.65812284,-0.6547504,-0.6580621,-0.4568672,-0.4141512,-0.042716
59,-0.18416186,-0.17651735,"('foolish', 'wise')",1.463813,1.574963,0.30069005,0.47281975,0.7769311,0.9904233,0.589318,0.7154222,-0.1261042
54,0.18402341,0.52019465,"('incapable', 'capable')",1.236596,1.3235147,-0.70891976,-0.40703613,1.2048637,1.3291299,0.4791408,0.6914508,-0.21231
75,0.16363767,0.35494524,"('meek', 'impulsive')",-1.1663795,-1.1221969,-0.8429873,-0.53192735,-0.3672025,-0.2131711,-0.5532329,-0.3780876,-0.1751453
9,0.15972945,0.5062233,"('unaffectionate', 'caring')",1.0021063,1.328862,-0.952412,-0.7697091,1.8439302,1.826259,0.5133385,0.7229088,-0.2095703
4,0.09388844,0.27409273,"('disliked', 'liked')",0.17701112,0.36595136,0.184831,0.28894025,-6.480484,-6.145343,-1.5061884,-1.3040897,-0.2020987
41,-0.06513554,0.11189023,"('unforgiving', 'forgiving')",0.1414848,0.4839722,-0.1045763,0.05354795,-0.09591015,0.019173149,-0.0310343,0.1671459,-0.1981802
38,-0.05248781,0.049552195,"('untruthful', 'truthful')",-0.26138115,-0.124647304,-1.1854808,-0.84989196,0.44784594,0.5113533,-0.262876,-0.1034084,-0.1594676
67,-0.045189343,-0.19855092,"('doubtful', 'determined')",0.68996835,0.4090874,0.69739985,0.49010053,-0.46391195,-0.40051216,0.2195667,0.0750312,0.1445355
80,0.042984672,-0.3702864,"('dominated', 'dominating')",-0.5315217,-0.68913853,-0.19488426,-0.42084044,-1.5091676,-1.6472329,-0.5481472,-0.7818745,0.2337273
37,-0.007421192,-0.17263372,"('fake', 'genuine')",-0.08598126,-0.11809387,-0.69219244,-0.70483905,0.15071672,0.11980949,-0.1587195,-0.2189393,0.0602198
16,0.007249195,0.21642452,"('unpopular', 'popular')",-0.42219475,-0.2863119,-0.19447395,0.084416635,1.119651,1.2602423,0.1275579,0.3186929,-0.191135
13,0.0038423352,-0.09276869,"('impolite', 'polite')",-0.26380536,-0.5193547,-0.04584363,-0.22515473,-0.14754802,-0.34507433,-0.1133387,-0.2955881,0.1822494
32,-0.0022654831,0.32324573,"('unkind', 'kind')",-0.24184087,0.0043317424,0.103274606,0.35439715,0.9656516,0.96245235,0.206205,0.4111068,-0.2049018
