,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.3250022,2.4810286,"('lazy', 'industrious')",1.4640373,1.5019095,1.5989242,1.4644688,0.023068756,0.110543646,1.3527582,1.3894876,-0.0367294
57,-2.2116783,-2.0394528,"('unimaginative', 'imaginative')",-1.0010054,-0.8845983,-0.9838013,-0.8923901,-3.02751,-2.7844744,-1.8059988,-1.6502289,-0.1557699
10,-2.0581844,-2.1231449,"('unsympathetic', 'sympathetic')",-1.5362306,-1.4331378,-1.8268143,-1.8023508,-0.14780731,-0.3230269,-1.3922591,-1.4204149,0.0281558
3,-1.8524398,-1.8634087,"('repellent', 'pleasant')",-1.1697251,-1.1030457,0.22102487,0.14880665,0.07737306,-0.018417098,-0.6809417,-0.7090163,0.0280746
86,-1.7539787,-1.78976,"('uninfluential', 'influential')",-0.56830114,-0.27479395,-1.1159008,-1.2846663,-0.15145165,-0.048883587,-0.8974081,-0.849526,-0.0478821
45,-1.7323517,-1.838108,"('incompetent', 'competent')",-0.2025484,-0.17827722,-0.79268074,-0.76170695,-0.7198234,-0.6343036,-0.861851,-0.8530989,-0.0087521
46,-1.5135379,-1.7750276,"('uncompetitive', 'competitive')",-1.0022877,-1.064704,-1.2869617,-1.2864053,-1.0409606,-1.0508472,-1.210937,-1.294246,0.083309
35,1.4700083,1.926506,"('corrupt', 'incorrupt')",0.43171245,0.7004062,-0.07748795,0.4173807,0.27120513,0.4221453,0.5238595,0.8666096,-0.3427501
43,-1.445334,-1.4992899,"('irresponsible', 'responsible')",0.05087776,0.023531308,-0.10297116,-0.0705064,0.6418388,0.68690103,-0.2138971,-0.214841,0.0009439
48,-1.4395974,-1.6871653,"('unintelligent', 'intelligent')",-0.7228391,-0.80218756,-1.1397295,-1.4839796,0.38408136,0.21540919,-0.7295212,-0.9394808,0.2099596
65,-1.4281435,-1.4918875,"('insecure', 'secure')",-1.0162427,-1.1121318,-0.29206747,-0.5043971,-0.930007,-0.9442823,-0.9166152,-1.0131747,0.0965595
30,-1.41321,-1.3459998,"('intolerant', 'tolerant')",-0.07685958,-0.007652156,0.5794614,0.7413282,0.8926567,1.0985535,-0.0044879,0.1215574,-0.1260453
23,-1.3678578,-1.2622654,"('insincere', 'sincere')",-0.53317094,-0.44904542,-1.0042374,-0.8250671,5.992525,5.8064957,0.7718147,0.8175294,-0.0457147
55,-1.3671592,-1.6777227,"('incompetent', 'clever')",-0.49988052,-0.69896686,-0.03758855,-0.43623006,-0.54915595,-0.5596123,-0.6134461,-0.843133,0.2296869
68,-1.3121047,-1.4897505,"('dependent', 'independent')",-0.6598041,-0.90218616,-1.3734275,-1.4753245,-0.64405394,-0.7114065,-0.9973476,-1.144667,0.1473194
