,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.3015163,-2.5144856,"('unfriendly', 'friendly')",1.4802752,1.4920084,-0.4106206,-0.5112386,0.100618
86,-2.032612,-2.0406444,"('uninfluential', 'influential')",-0.23735134,-0.1331014,-1.1349818,-1.0868729,-0.0481089
9,-1.963472,-2.1176367,"('unaffectionate', 'caring')",1.4190238,1.5344621,-0.2722241,-0.2915873,0.0193632
8,-1.8343172,-2.09032,"('unaffectionate', 'affectionate')",1.0663025,1.1694702,-0.3840073,-0.460425,0.0764177
53,-1.7878956,-1.9183469,"('uncreative', 'creative')",0.51029813,0.5670319,-0.6387987,-0.6756575,0.0368588
44,1.770227,1.5734992,"('prejudiced', 'unprejudiced')",-1.2712791,-1.4032723,0.2494739,0.0851135,0.1643604
36,-1.6262174,-1.6415668,"('hostile', 'amicable')",-0.09452368,-0.16381373,-0.8603705,-0.9026902,0.0423197
28,-1.4158454,-1.5267825,"('disloyal', 'loyal')",1.019633,0.9976073,-0.1981062,-0.2645876,0.0664814
31,-1.4121627,-1.3849344,"('evil', 'good')",-0.68407,-0.74330497,-1.0481163,-1.0641197,0.0160034
6,-1.1963679,-1.3993813,"('distant', 'open')",-0.24202043,-0.20855324,-0.7191942,-0.8039672,0.084773
80,1.1651533,1.3484474,"('dominated', 'dominating')",-1.0074704,-0.9725128,0.0788414,0.1879673,-0.1091259
19,-1.1313351,-0.8731849,"('inhospitable', 'hospitable')",-0.62493736,-0.3246754,-0.8781363,-0.5989302,-0.2792061
54,-1.1145203,-1.3990897,"('incapable', 'capable')",0.95636,1.0484561,-0.0790802,-0.1753168,0.0962366
81,1.107144,0.99920934,"('submissive', 'aggressive')",-0.8233251,-0.8170425,0.1419095,0.0910834,0.0508261
69,1.0867906,0.8766314,"('lazy', 'industrious')",-0.80971724,-0.9351871,0.1385367,-0.0292779,0.1678146
10,-1.0863825,-1.18396,"('unsympathetic', 'sympathetic')",-0.2884739,-0.1075698,-0.6874282,-0.6457649,-0.0416633
24,-1.0103269,-0.90267026,"('dishonest', 'honest')",0.45061055,0.62281305,-0.2798582,-0.1399286,-0.1399296
42,0.9894643,0.9421764,"('unreliable', 'reliable')",-3.6617758,-3.4475012,-1.3361558,-1.2526624,-0.0834934
76,0.9858386,0.61301935,"('anxious', 'daring')",-0.25158945,-0.30127105,0.3671246,0.1558741,0.2112505
48,-0.95483994,-0.8649798,"('unintelligent', 'intelligent')",0.5884858,0.6978773,-0.1831771,-0.0835513,-0.0996258
39,0.9181792,0.9891505,"('exploitative', 'cooperative')",0.52025837,0.42727017,0.7192188,0.7082103,0.0110085
38,-0.8934172,-0.8268299,"('untruthful', 'truthful')",-0.6826103,-0.5448389,-0.7880137,-0.6858344,-0.1021793
78,-0.8909012,-0.7302739,"('nonresilient', 'resilient')",-0.11898163,-0.036344558,-0.5049414,-0.3833092,-0.1216322
73,0.8669562,0.90058404,"('helpless', 'self-reliant')",-3.450935,-3.3455458,-1.2919893,-1.2224809,-0.0695084
0,-0.86203957,-1.0867233,"('unsociable', 'sociable')",-0.1801012,-0.2566736,-0.5210704,-0.6716985,0.1506281
79,-0.8092896,-1.0421855,"('wavering', 'unwavering')",-0.48671648,-0.40379503,-0.648003,-0.7229903,0.0749873
27,-0.7817308,-0.6755622,"('hardhearted', 'softhearted')",1.4605004,1.6153096,0.3393848,0.4698737,-0.1304889
84,0.7477895,0.76963323,"('inferior', 'superior')",0.7293926,0.81434953,0.7385911,0.7919914,-0.0534003
67,0.7467005,0.8033706,"('doubtful', 'determined')",-0.8048028,-0.81148815,-0.0290511,-0.0040588,-0.0249923
85,-0.7316732,-1.0169132,"('insignificant', 'prestigious')",-0.10441537,-0.0012031314,-0.4180443,-0.5090582,0.0910139
52,-0.7314031,-0.9167436,"('irrational', 'rational')",0.0701274,-0.029541353,-0.3306379,-0.4731425,0.1425046
71,-0.7125272,-0.38496184,"('diffident', 'self-confident')",0.32822618,0.45360425,-0.1921505,0.0343212,-0.2264717
5,-0.6833045,-0.7705876,"('distant', 'outgoing')",-0.5018258,-0.4569158,-0.5925652,-0.6137517,0.0211865
4,-0.6633208,-0.38323447,"('disliked', 'liked')",-7.940473,-7.8402185,-4.301897,-4.1117263,-0.1901707
23,-0.63337946,-0.7579185,"('insincere', 'sincere')",6.16818,6.1350384,2.7674003,2.68856,0.0788403
60,0.61570597,0.8948871,"('inefficient', 'efficient')",-0.13572991,0.013911644,0.239988,0.4543994,-0.2144114
26,-0.6141903,-0.63265485,"('hardhearted', 'benevolent')",1.7381902,1.7197136,0.5619999,0.5435294,0.0184705
16,-0.6051964,-0.8554616,"('unpopular', 'popular')",0.1591581,0.071198136,-0.2230192,-0.3921317,0.1691125
14,0.5955097,0.7918344,"('antisocial', 'social')",-0.037345238,-0.16912022,0.2790822,0.3113571,-0.0322749
57,-0.574288,-0.85766184,"('unimaginative', 'imaginative')",-3.037919,-3.081864,-1.8061035,-1.969763,0.1636595
25,-0.5722249,-0.4925349,"('egoistic', 'altruistic')",1.3318125,1.348828,0.3797938,0.4281465,-0.0483527
12,-0.563804,-0.49649632,"('unsupportive', 'supportive')",-2.375766,-2.1501882,-1.469785,-1.3233423,-0.1464427
20,0.55327713,0.536376,"('rough', 'thoughtful')",0.75554246,0.7297848,0.6544098,0.6330804,0.0213294
56,0.5509261,0.39960316,"('impractical', 'practical')",-0.82168007,-0.92214537,-0.135377,-0.2612711,0.1258941
70,0.5287637,0.3209259,"('lethargic', 'energetic')",0.4130181,0.4353186,0.4708909,0.3781222,0.0927687
32,-0.46811518,-0.55315053,"('unkind', 'kind')",0.7996736,0.8325155,0.1657792,0.1396825,0.0260967
87,0.46283418,0.46053863,"('unsuccessful', 'successful')",0.89558434,0.89554363,0.6792092,0.6780411,0.0011681
18,-0.46153978,-0.57100946,"('disagreeable', 'welcoming')",-0.53160405,-0.43889534,-0.4965719,-0.5049524,0.0083805
2,0.45120046,0.1514055,"('unlikable', 'likable')",0.5386833,0.54117155,0.4949419,0.3462885,0.1486534
51,-0.4349902,-0.2784629,"('uneducated', 'educated')",0.09801683,0.3400195,-0.1684867,0.0307783,-0.199265
62,0.42198002,0.48432052,"('incompetent', 'brilliant')",0.2525993,0.36147964,0.3372897,0.4229001,-0.0856104
72,-0.42126793,-0.5883662,"('unambitious', 'ambitious')",-0.16687983,-0.17320105,-0.2940739,-0.3807836,0.0867097
46,-0.41696393,-0.5447529,"('uncompetitive', 'competitive')",-1.0186671,-1.0022429,-0.7178155,-0.7734979,0.0556824
65,0.40154302,0.37787756,"('insecure', 'secure')",-0.15318358,-0.12941203,0.1241797,0.1242328,-5.31e-05
7,-0.3876108,-0.19628361,"('insensitive', 'sensitive')",0.50880146,0.6929335,0.0605953,0.2483249,-0.1877296
45,-0.36653215,-0.30807936,"('incompetent', 'competent')",-0.112164915,0.006781081,-0.2393485,-0.1506491,-0.0886994
22,0.36557874,0.36236,"('untrustworthy', 'trustworthy')",-0.8035464,-0.7484528,-0.2189838,-0.1930464,-0.0259374
13,-0.33289325,-0.10534112,"('impolite', 'polite')",-0.92072177,-0.60382265,-0.6268075,-0.3545819,-0.2722256
11,0.33092177,0.20030835,"('unhelpful', 'helpful')",1.5577992,1.6147745,0.9443605,0.9075414,0.0368191
68,-0.32295558,-0.09887932,"('dependent', 'independent')",-0.7926835,-0.6496633,-0.5578195,-0.3742713,-0.1835482
75,0.31995815,0.19225842,"('meek', 'impulsive')",-0.65987027,-0.7008209,-0.1699561,-0.2542813,0.0843252
77,-0.319874,0.010110026,"('unmotivated', 'motivated')",-1.2788033,-1.1807986,-0.7993387,-0.5853443,-0.2139944
30,0.3009783,0.303381,"('intolerant', 'tolerant')",0.76272476,0.7590463,0.5318515,0.5312136,0.0006379
83,-0.2971655,-0.15440579,"('powerless', 'powerful')",-1.1025364,-1.0248744,-0.699851,-0.5896401,-0.1102109
43,-0.2873978,-0.45042017,"('irresponsible', 'responsible')",0.3934965,0.47325003,0.0530494,0.0114149,0.0416345
66,-0.279639,-0.7763615,"('inactive', 'active')",0.42706165,0.32377124,0.0737113,-0.2262951,0.3000064
88,-0.26115564,-0.4102048,"('low', 'eminent')",-0.5726496,-0.5954192,-0.4169026,-0.502812,0.0859094
49,-0.25880387,-0.11361582,"('unable', 'able')",-0.32432607,-0.20400962,-0.291565,-0.1588127,-0.1327523
35,-0.2533372,-0.1575692,"('corrupt', 'incorrupt')",-0.4257968,-0.43798703,-0.339567,-0.2977781,-0.0417889
15,-0.2392001,-0.273799,"('boring', 'funny')",0.088734925,0.08247384,-0.0752326,-0.0956626,0.02043
61,-0.23371756,-0.23295695,"('illogical', 'logical')",0.7306315,0.6596609,0.248457,0.213352,0.035105
34,0.23053978,0.26216212,"('mean', 'honorable')",5.9043517,6.0443316,3.0674458,3.1532469,-0.0858011
58,-0.21714045,-0.34149814,"('undiscriminating', 'discriminating')",0.050063506,0.10720764,-0.0835385,-0.1171452,0.0336067
21,0.2168024,0.14688303,"('immoral', 'moral')",-0.7147519,-0.7036451,-0.2489747,-0.278381,0.0294063
17,-0.21105845,-0.099955834,"('nasty', 'nice')",-0.56452274,-0.58401495,-0.3877906,-0.3419854,-0.0458052
47,0.19776364,-0.014888871,"('stupid', 'smart')",5.8920274,5.8352685,3.0448954,2.9101899,0.1347055
40,0.18997201,0.09208651,"('stingy', 'generous')",-1.9862609,-1.8445154,-0.8981444,-0.8762144,-0.02193
64,0.17799582,0.43765607,"('shy', 'confident')",-7.1150913,-7.048344,-3.4685478,-3.3053441,-0.1632037
29,-0.15928562,-0.17901064,"('unfair', 'fair')",-0.40016398,-0.43591058,-0.2797248,-0.3074606,0.0277358
55,-0.15661235,-0.11848752,"('incompetent', 'clever')",0.38866568,0.3999653,0.1160267,0.1407389,-0.0247122
59,-0.15660444,-0.25293377,"('foolish', 'wise')",0.16498193,0.1925841,0.0041887,-0.0301748,0.0343635
50,0.15088056,0.2363346,"('clumsy', 'skillful')",-0.011060007,0.11446534,0.0699103,0.1754,-0.1054897
82,-0.1440419,-0.42180195,"('poor', 'rich')",7.0041313,6.965759,3.4300447,3.2719784,0.1580663
74,0.11847432,-0.2426357,"('undedicated', 'dedicated')",-0.125546,-0.22182606,-0.0035358,-0.2322309,0.2286951
63,-0.11640964,-0.1712645,"('unperceptive', 'insightful')",0.46454307,0.7267062,0.1740667,0.2777209,-0.1036542
37,-0.10983825,-0.1130075,"('fake', 'genuine')",0.1792797,0.33081633,0.0347207,0.1089044,-0.0741837
41,-0.09377002,-0.08760385,"('unforgiving', 'forgiving')",-0.15296838,-0.018601121,-0.1233692,-0.0531025,-0.0702667
33,0.07528907,0.01091478,"('wrong', 'right')",-0.5962165,-0.5620339,-0.2604637,-0.2755595,0.0150958
3,-0.058236398,-0.12641929,"('repellent', 'pleasant')",1.0884879,0.9188193,0.5151258,0.3962,0.1189258
