,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
75,1.045001,1.0658996,"('meek', 'impulsive')",-0.1894713,-0.1514112,0.4277649,0.4572442,-0.0294793
3,-1.0336474,-1.1630802,"('repellent', 'pleasant')",0.02465151,-0.014867113,-0.5044979,-0.5889736,0.0844757
22,-1.017906,-0.9398075,"('untrustworthy', 'trustworthy')",-0.9538355,-0.9561157,-0.9858707,-0.9479616,-0.0379091
32,-1.0161746,-0.7676556,"('unkind', 'kind')",0.56496584,0.7016043,-0.2256044,-0.0330257,-0.1925787
30,-0.95280576,-0.7818078,"('intolerant', 'tolerant')",1.1085086,1.2123046,0.0778514,0.2152484,-0.137397
41,-0.9385994,-0.6553659,"('unforgiving', 'forgiving')",-0.086450495,-0.13539845,-0.512525,-0.3953822,-0.1171428
70,-0.9286511,-0.9191144,"('lethargic', 'energetic')",1.0917815,1.1594669,0.0815652,0.1201762,-0.038611
34,-0.9281166,-1.026928,"('mean', 'honorable')",5.1964707,5.05961,2.134177,2.016341,0.117836
13,-0.89850277,-0.7746381,"('impolite', 'polite')",-0.41837406,-0.41739503,-0.6584384,-0.5960166,-0.0624218
44,0.8954426,0.8770431,"('prejudiced', 'unprejudiced')",-1.7194847,-1.5654235,-0.412021,-0.3441902,-0.0678308
79,0.88280666,0.95901996,"('wavering', 'unwavering')",0.13441966,0.14371449,0.5086132,0.5513672,-0.042754
5,0.87717146,1.171904,"('distant', 'outgoing')",-0.29949477,-0.21731389,0.2888383,0.477295,-0.1884567
59,0.8412342,1.1954254,"('foolish', 'wise')",0.26766026,0.3542435,0.5544472,0.7748345,-0.2203873
66,0.833876,0.6201285,"('inactive', 'active')",1.1544404,0.99766284,0.9941582,0.8088957,0.1852625
61,-0.8214944,-0.919575,"('illogical', 'logical')",0.20279032,0.10149431,-0.309352,-0.4090403,0.0996883
38,-0.82100624,-0.5114349,"('untruthful', 'truthful')",0.01596112,0.24134235,-0.4025226,-0.1350463,-0.2674763
4,0.769397,1.0022373,"('disliked', 'liked')",-5.422899,-5.180569,-2.3267508,-2.0891659,-0.2375849
28,-0.75770617,-0.6011689,"('disloyal', 'loyal')",0.55701536,0.7164291,-0.1003454,0.0576301,-0.1579755
6,0.752479,1.0960171,"('distant', 'open')",0.09691814,0.105882764,0.4246986,0.6009499,-0.1762513
7,-0.75101125,-0.7386171,"('insensitive', 'sensitive')",0.9060717,0.95886683,0.0775302,0.1101249,-0.0325947
45,-0.74548185,-0.64699656,"('incompetent', 'competent')",0.16333544,0.24492301,-0.2910732,-0.2010368,-0.0900364
87,0.7160761,0.4750589,"('unsuccessful', 'successful')",1.4378886,1.2006778,1.0769824,0.8378683,0.2391141
49,-0.664122,-0.78097796,"('unable', 'able')",-0.22522202,-0.44231278,-0.444672,-0.6116453,0.1669733
83,-0.6620652,-0.7650996,"('powerless', 'powerful')",-0.6657968,-0.66697073,-0.663931,-0.7160351,0.0521041
24,-0.6345809,-0.37667644,"('dishonest', 'honest')",0.47060743,0.6686312,-0.0819867,0.1459774,-0.2279641
53,-0.62975943,-0.63633895,"('uncreative', 'creative')",0.76767224,0.990915,0.0689564,0.177288,-0.1083316
58,-0.623732,-0.78170305,"('undiscriminating', 'discriminating')",0.46736166,0.4531558,-0.0781852,-0.1642736,0.0860884
19,0.6159865,0.8527164,"('inhospitable', 'hospitable')",0.16903472,0.36220598,0.3925106,0.6074612,-0.2149506
33,0.60261095,0.7796898,"('wrong', 'right')",-0.34535724,-0.20255473,0.1286269,0.2885675,-0.1599406
31,0.5783201,0.86924714,"('evil', 'good')",-1.0788324,-1.052426,-0.2502562,-0.0915894,-0.1586668
88,-0.55418557,-0.53805083,"('low', 'eminent')",0.14971444,0.145085,-0.2022356,-0.1964829,-0.0057527
82,-0.51957506,-0.33663106,"('poor', 'rich')",4.893655,4.8839464,2.1870399,2.2736578,-0.0866179
25,0.5147649,0.4437615,"('egoistic', 'altruistic')",1.3439977,1.3866627,0.9293813,0.9152121,0.0141692
68,-0.5021221,-0.6735814,"('dependent', 'independent')",-0.33631808,-0.4814111,-0.4192201,-0.5774963,0.1582762
2,0.48143652,0.64052856,"('unlikable', 'likable')",0.6016084,0.8214487,0.5415224,0.7309886,-0.1894662
26,0.47923404,0.6012083,"('hardhearted', 'benevolent')",1.8060242,2.0145514,1.1426291,1.3078799,-0.1652508
36,0.4791398,0.5832633,"('hostile', 'amicable')",-0.25314918,-0.226574,0.1129953,0.1783446,-0.0653493
16,0.4445802,0.37211576,"('unpopular', 'popular')",0.51750624,0.36434007,0.4810432,0.3682279,0.1128153
39,0.41485038,0.2967881,"('exploitative', 'cooperative')",0.051564205,0.021384113,0.2332073,0.1590861,0.0741212
71,0.41298574,0.3426978,"('diffident', 'self-confident')",0.77479786,0.73800766,0.5938918,0.5403527,0.0535391
51,-0.3525777,-0.4373869,"('uneducated', 'educated')",0.8262286,0.72882533,0.2368255,0.1457192,0.0911063
42,0.3507311,0.56543916,"('unreliable', 'reliable')",-2.0886927,-1.8083221,-0.8689808,-0.6214415,-0.2475393
74,0.3506743,0.32407683,"('undedicated', 'dedicated')",0.5177695,0.6152792,0.4342219,0.469678,-0.0354561
78,-0.34580764,-0.60803217,"('nonresilient', 'resilient')",1.0431832,0.8683129,0.3486878,0.1301404,0.2185474
29,0.33764583,0.20489462,"('unfair', 'fair')",-0.64306694,-0.63992083,-0.1527106,-0.2175131,0.0648025
84,0.3285474,0.17855969,"('inferior', 'superior')",1.2474041,1.1528577,0.7879757,0.6657087,0.122267
27,-0.32736194,-0.2902592,"('hardhearted', 'softhearted')",1.5498505,1.4652126,0.6112443,0.5874767,0.0237676
20,-0.3026661,-0.5314312,"('rough', 'thoughtful')",1.4204137,1.3544145,0.5588738,0.4114916,0.1473822
77,-0.27603465,-0.55393964,"('unmotivated', 'motivated')",-0.681579,-0.6767588,-0.4788068,-0.6153492,0.1365424
18,-0.25183803,-0.13885638,"('disagreeable', 'welcoming')",-0.6740221,-0.62119985,-0.4629301,-0.3800281,-0.082902
64,-0.19400239,-0.11375001,"('shy', 'confident')",-5.696723,-5.3473997,-2.9453626,-2.7305748,-0.2147878
76,-0.18300022,-0.41769296,"('anxious', 'daring')",0.40244642,0.3869485,0.1097231,-0.0153722,0.1250953
80,-0.18026231,-0.475689,"('dominated', 'dominating')",-0.78255296,-0.99231976,-0.4814076,-0.7340044,0.2525968
37,0.17769891,0.14958382,"('fake', 'genuine')",0.8970395,0.9151021,0.5373692,0.532343,0.0050262
67,0.16321492,0.070516005,"('doubtful', 'determined')",-0.26609728,-0.3618822,-0.0514412,-0.1456831,0.0942419
9,-0.1601296,0.03640239,"('unaffectionate', 'caring')",1.1564178,1.2591134,0.4981441,0.6477579,-0.1496138
17,-0.1217715,-0.16629466,"('nasty', 'nice')",-0.49465087,-0.451815,-0.3082112,-0.3090549,0.0008437
8,0.054362133,0.2782703,"('unaffectionate', 'affectionate')",0.8964143,0.94920635,0.4753882,0.6137383,-0.1383501
40,-0.05182793,0.08909513,"('stingy', 'generous')",-0.92112434,-0.76728356,-0.4864761,-0.3390942,-0.1473819
15,0.04764498,0.13241947,"('boring', 'funny')",0.30814222,0.25439027,0.1778936,0.1934049,-0.0155113
52,-0.03336218,0.20884454,"('irrational', 'rational')",-0.15867993,-0.09715012,-0.0960211,0.0558472,-0.1518683
54,0.020234711,0.030343331,"('incapable', 'capable')",0.9873164,1.1419839,0.5037756,0.5861636,-0.082388
