,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
36,-3.325797,-3.2450283,"('hostile', 'amicable')",1.1411926,1.171104,-1.3557799,-1.1390934,-0.2160179,-0.17533028,-0.9391006,-0.847087,-0.0920136
46,2.7800746,2.7546275,"('uncompetitive', 'competitive')",-1.8403149,-1.708215,1.0056754,1.034876,-0.5643124,-0.5291532,0.3452807,0.3880338,-0.0427531
81,2.6377199,2.402919,"('submissive', 'aggressive')",-1.7705352,-1.6848631,0.5259323,0.3628558,-0.33165973,-0.45640588,0.2653643,0.1561265,0.1092378
85,-2.6094894,-2.429109,"('insignificant', 'prestigious')",1.5875503,1.547481,-1.385643,-1.2260216,-0.23486581,-0.011546046,-0.660612,-0.529799,-0.130813
8,-2.5924017,-2.5378537,"('unaffectionate', 'affectionate')",1.0916713,1.0961603,-1.276627,-1.135824,0.418828,0.5021689,-0.5896323,-0.5188372,-0.0707951
31,-2.4827003,-2.5260024,"('evil', 'good')",1.034312,1.0096632,-1.4372109,-1.4397459,-1.2745186,-1.2677634,-1.0400294,-1.0559621,0.0159327
56,2.3217251,2.4785335,"('impractical', 'practical')",0.5451927,0.68957305,0.8967401,0.9216149,-0.043758743,-0.060270578,0.9299749,1.0073627,-0.0773878
80,2.2751033,2.2082567,"('dominated', 'dominating')",-0.70744723,-0.76499486,1.9753276,1.8876566,-0.6970201,-0.71897084,0.7114909,0.6529869,0.058504
10,2.1690474,2.16312,"('unsympathetic', 'sympathetic')",-1.4544908,-1.321202,0.100307554,0.058062315,0.5214865,0.48538613,0.3340877,0.3463416,-0.0122539
35,-2.1474044,-1.939967,"('corrupt', 'incorrupt')",1.1490622,1.0934744,-0.52380955,-0.42769662,-0.37882,-0.2827428,-0.475243,-0.389233,-0.08601
75,-2.0619705,-2.140419,"('meek', 'impulsive')",-0.3575045,-0.49184614,-0.55055094,-0.60507965,-0.60308295,-0.64940137,-0.8932772,-0.9716865,0.0784093
60,2.0410867,1.9943128,"('inefficient', 'efficient')",-1.0261291,-0.87942505,1.2092415,1.1861603,0.34235725,0.42174944,0.6416391,0.6806993,-0.0390602
23,1.9765248,1.9785109,"('insincere', 'sincere')",-0.19157952,-0.033391833,0.21865106,0.21021593,6.3038874,6.2756543,2.0768709,2.1077473,-0.0308764
42,1.95914,2.0691648,"('unreliable', 'reliable')",0.8848089,0.8983408,1.2085232,1.2296555,-2.6362333,-2.7341056,0.3540597,0.3657638,-0.0117041
70,1.9356077,1.9709007,"('lethargic', 'energetic')",-0.7469286,-0.68304193,0.29501995,0.23953268,1.0719674,0.92142165,0.6389166,0.6122032,0.0267134
65,1.920867,1.8630664,"('insecure', 'secure')",-1.7082947,-1.6300597,-0.46244976,-0.48546833,0.016808812,-0.010195408,-0.0582672,-0.0656643,0.0073971
12,1.8453609,1.8641919,"('unsupportive', 'supportive')",0.671936,0.856311,0.14157727,0.17294511,-1.793068,-1.7304772,0.2164515,0.2907427,-0.0742912
11,1.8130119,1.7059448,"('unhelpful', 'helpful')",-1.2120026,-1.1238564,0.59502494,0.55435854,1.9513688,1.9886634,0.7868508,0.7812776,0.0055732
77,1.687572,1.6164412,"('unmotivated', 'motivated')",-0.19182594,-0.12284788,0.9292065,0.93788606,-0.8689817,-0.79039085,0.3889927,0.4102722,-0.0212795
21,1.6858048,1.7597768,"('immoral', 'moral')",-1.054678,-0.93166775,1.2562304,1.2099559,-0.43760183,-0.43159503,0.3624389,0.4016175,-0.0391786
0,1.665196,1.6753854,"('unsociable', 'sociable')",-0.67384195,-0.4728529,0.7911049,0.7680555,-0.12187017,-0.098131984,0.4151472,0.468114,-0.0529668
51,1.5758274,1.4882714,"('uneducated', 'educated')",-0.74111724,-0.64567703,0.5406941,0.51932395,0.813725,0.84683764,0.5472823,0.552189,-0.0049067
74,1.5343966,1.6480529,"('undedicated', 'dedicated')",-0.63238525,-0.5036482,-0.44489992,-0.4600303,0.034428313,0.066493385,0.1228849,0.1877169,-0.064832
62,1.5094317,1.4349924,"('incompetent', 'brilliant')",-0.60264504,-0.52497524,1.175506,1.0589881,0.40290046,0.39562413,0.6212983,0.5911574,0.0301409
1,-1.5052096,-1.5035547,"('unfriendly', 'friendly')",0.9189445,1.0082481,-1.0110537,-0.8664722,1.393403,1.5287056,-0.0509789,0.0417317,-0.0927106
52,-1.4602184,-1.5479017,"('irrational', 'rational')",1.1148187,1.0929427,-0.8035062,-0.6838559,-0.70644695,-0.579,-0.4638382,-0.4294537,-0.0343845
67,1.3534012,1.3568399,"('doubtful', 'determined')",0.24363638,0.28700888,0.62841743,0.64037883,-0.62567014,-0.6584262,0.3999462,0.4064503,-0.0065041
28,1.2886055,1.2882705,"('disloyal', 'loyal')",0.57618225,0.66895264,-0.0072431155,0.025937758,0.94051135,0.98122025,0.699514,0.7410953,-0.0415813
13,1.2626743,1.3514374,"('impolite', 'polite')",-1.1119401,-0.90366125,1.3400416,1.3949137,0.11614123,0.23768096,0.4017293,0.5200927,-0.1183634
55,1.261536,1.0821112,"('incompetent', 'clever')",-1.3830711,-1.3752098,0.6089652,0.47354224,0.43463504,0.34621227,0.2305163,0.131664,0.0988523
32,1.261176,1.3768423,"('unkind', 'kind')",0.49210683,0.64017844,0.008919708,0.024880603,1.1313777,1.1629721,0.723395,0.8012184,-0.0778234
48,1.2607872,1.2350701,"('unintelligent', 'intelligent')",0.14149788,0.12977251,-0.0072434247,-0.07884722,0.7446293,0.7329121,0.5349178,0.5047269,0.0301909
7,1.2358712,1.3027036,"('insensitive', 'sensitive')",0.056164704,0.14264917,0.24100265,0.1453225,1.093085,1.1428804,0.6565309,0.6833889,-0.026858
57,1.234967,1.1361188,"('unimaginative', 'imaginative')",-1.396263,-1.3519504,-0.72708356,-0.7705431,-2.729142,-2.7205064,-0.9043804,-0.9267203,0.0223399
86,1.2100747,1.1985141,"('uninfluential', 'influential')",-0.44155878,-0.3137686,-0.011359662,0.02788373,0.2002382,0.19535515,0.2393486,0.2769961,-0.0376475
4,-1.1964568,-1.1422276,"('disliked', 'liked')",0.80441236,0.78598344,-0.51983666,-0.5208609,-7.242064,-7.0462685,-2.0384862,-1.9808434,-0.0576428
39,1.1570258,1.3160847,"('exploitative', 'cooperative')",0.9561357,1.0314978,0.25055757,0.26464713,0.18191992,0.24340323,0.6364098,0.7139083,-0.0774985
63,1.1220719,1.0749443,"('unperceptive', 'insightful')",-0.56122684,-0.44073698,0.81376165,0.85256654,1.2261325,1.2578136,0.6501848,0.6861469,-0.0359621
6,-1.0913053,-1.0939674,"('distant', 'open')",1.0972852,1.0952092,-1.0498836,-0.97186285,0.041228894,0.11042863,-0.2506687,-0.2150481,-0.0356206
14,0.9965465,0.9447846,"('antisocial', 'social')",-0.70579517,-0.63245773,0.49178007,0.37012446,-0.2691587,-0.33615738,0.1283432,0.0865735,0.0417697
15,-0.95146656,-0.9981246,"('boring', 'funny')",0.8167816,0.65108144,-1.0788405,-1.200107,0.21941896,0.18586183,-0.2485266,-0.3403221,0.0917955
76,0.95092577,0.92431134,"('anxious', 'daring')",-0.6824719,-0.6417736,1.0314026,0.9939833,0.47560853,0.32050532,0.4438663,0.3992566,0.0446097
