,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
83,1.0442607,1.1322112,"('powerless', 'powerful')",0.78186095,0.83151644,-1.114507,-0.98460466,0.2372049,0.3263744,-0.0891695
46,-1.0213572,-1.1475396,"('uncompetitive', 'competitive')",0.99093944,0.9386879,-0.82023215,-0.94045705,-0.28355,-0.3831029,0.0995529
84,1.0199192,1.0063599,"('inferior', 'superior')",0.51611316,0.56561697,0.8647358,0.8270658,0.800256,0.7996809,0.0005751
5,1.0023208,1.2854632,"('distant', 'outgoing')",0.52727634,0.6546976,0.19793664,0.44353053,0.5758446,0.7945638,-0.2187192
62,-0.99062955,-0.89158785,"('incompetent', 'brilliant')",0.879516,0.9417668,0.2222105,0.28831673,0.0370323,0.1128319,-0.0757996
81,-0.9781572,-1.0687877,"('submissive', 'aggressive')",0.6443832,0.5860468,-0.9462412,-1.0831802,-0.4266717,-0.5219737,0.095302
87,0.91955703,0.9976088,"('unsuccessful', 'successful')",1.8027042,1.7829803,0.8514191,0.81434584,1.1912268,1.1983116,-0.0070848
23,-0.8912931,-1.0342222,"('insincere', 'sincere')",0.9539249,0.8820369,6.3147407,6.240201,2.1257908,2.0293385,0.0964523
71,0.8836146,0.9059598,"('diffident', 'self-confident')",1.9019291,1.9640847,0.74640065,0.823174,1.1773148,1.2310728,-0.053758
75,0.8287433,1.0308838,"('meek', 'impulsive')",-0.3086513,-0.1968483,-0.45297256,-0.33188626,0.0223731,0.1673831,-0.14501
72,-0.8123663,-0.6623112,"('unambitious', 'ambitious')",0.059177723,0.10849851,-0.66500646,-0.56924707,-0.4727317,-0.3743532,-0.0983785
39,-0.8064652,-0.83389467,"('exploitative', 'cooperative')",0.79367805,0.78523827,0.023599193,0.037127987,0.003604,-0.0038428,0.0074468
82,-0.79784256,-0.72823787,"('poor', 'rich')",-0.22630659,-0.21994771,6.7273984,6.756654,1.901083,1.9361561,-0.0350731
77,-0.786569,-0.84637654,"('unmotivated', 'motivated')",1.0117428,1.0630113,-1.2251945,-1.219802,-0.3333402,-0.3343891,0.0010489
51,-0.780205,-0.819514,"('uneducated', 'educated')",0.1628075,0.076162755,0.41265988,0.35771784,-0.0682459,-0.1285445,0.0602986
17,0.7314021,0.6699056,"('nasty', 'nice')",-0.0944407,-0.057217658,-0.6381172,-0.67384744,-0.0003853,-0.0203865,0.0200012
8,-0.7030249,-0.65952945,"('unaffectionate', 'affectionate')",-0.022860624,0.010660871,0.88596636,0.9926195,0.0533603,0.1145837,-0.0612234
63,-0.69961935,-0.8569961,"('unperceptive', 'insightful')",1.6711407,1.5827883,1.1300857,1.0676163,0.7005357,0.5978029,0.1027328
41,-0.68876797,-0.8168652,"('unforgiving', 'forgiving')",0.8257696,0.7148313,-0.19462353,-0.22957608,-0.0192073,-0.1105367,0.0913294
70,-0.680849,-0.793174,"('lethargic', 'energetic')",0.3458499,0.23484884,0.56290096,0.51179355,0.0759673,-0.0155105,0.0914778
78,0.6448878,0.5581577,"('nonresilient', 'resilient')",1.5439479,1.5153241,0.5672731,0.5071654,0.9187029,0.8602157,0.0584872
6,0.62759215,0.81922466,"('distant', 'open')",-0.23465447,-0.13312557,0.80246764,1.058713,0.3984684,0.581604,-0.1831356
7,-0.62431335,-0.748812,"('insensitive', 'sensitive')",0.7536576,0.72441727,0.8505578,0.7602048,0.326634,0.24527,0.081364
59,0.6117763,0.6564341,"('foolish', 'wise')",0.6155448,0.6548941,0.7144435,0.7722623,0.6472549,0.6945302,-0.0472753
88,-0.55065745,-0.5289928,"('low', 'eminent')",-0.8853201,-0.88468635,-0.012973227,0.021597981,-0.4829836,-0.464027,-0.0189566
11,-0.5401582,-0.6094429,"('unhelpful', 'helpful')",0.53080416,0.3928067,1.9095292,1.8529326,0.6333917,0.5454321,0.0879596
65,-0.50792325,-0.7909805,"('insecure', 'secure')",-0.014851347,-0.15465139,-0.46656743,-0.558029,-0.3297807,-0.5012203,0.1714396
21,-0.5064323,-0.48268235,"('immoral', 'moral')",0.4922199,0.55461043,-0.9103059,-0.89846087,-0.3081728,-0.2755109,-0.0326619
1,-0.4977615,-0.584439,"('unfriendly', 'friendly')",1.3219025,1.2286069,2.1887057,2.1805272,1.0042822,0.941565,0.0627172
9,-0.48698783,-0.37750727,"('unaffectionate', 'caring')",1.384892,1.4656364,1.3821393,1.5333889,0.7600145,0.8738393,-0.1138248
27,0.48281017,0.33068958,"('hardhearted', 'softhearted')",-0.25364617,-0.34516728,1.6275684,1.5720503,0.6189108,0.5191909,0.0997199
22,-0.48199648,-0.6397377,"('untrustworthy', 'trustworthy')",-0.5761205,-0.6649327,-1.0561033,-1.0067077,-0.70474,-0.7704593,0.0657193
61,-0.46984917,-0.46250695,"('illogical', 'logical')",1.1830279,1.2669047,0.19067492,0.17819847,0.3012845,0.3275321,-0.0262476
54,0.46266797,0.58911407,"('incapable', 'capable')",1.2992343,1.3863887,1.3698504,1.5197695,1.0439175,1.1650907,-0.1211732
80,-0.46024778,-0.5495722,"('dominated', 'dominating')",0.062796,-0.03307701,-1.108332,-1.2004989,-0.5019279,-0.5943827,0.0924548
37,-0.43173397,-0.43643928,"('fake', 'genuine')",-0.7643713,-0.75078684,0.5446867,0.6354619,-0.2171395,-0.1839214,-0.0332181
4,0.42573544,0.48039138,"('disliked', 'liked')",-0.08874367,-0.01740816,-7.113599,-7.0971007,-2.258869,-2.2113725,-0.0474965
18,-0.41674864,-0.48839185,"('disagreeable', 'welcoming')",-0.44046968,-0.5019328,-0.21410215,-0.08182878,-0.3571068,-0.3573845,0.0002777
13,-0.3929459,-0.51837075,"('impolite', 'polite')",0.45005798,0.32578388,-0.13983801,-0.22708978,-0.0275753,-0.1398922,0.1123169
43,-0.38782102,-0.33150584,"('irresponsible', 'responsible')",0.9006972,0.90375036,0.5307472,0.54694366,0.3478744,0.3730627,-0.0251883
15,0.3423399,0.16194375,"('boring', 'funny')",0.06250821,-0.049041416,0.31210127,0.33553597,0.2389831,0.1494794,0.0895037
26,0.3375828,0.17233692,"('hardhearted', 'benevolent')",1.1567011,0.9996112,1.3475863,1.3192396,0.9472901,0.8303959,0.1168942
58,0.3162773,0.26130116,"('undiscriminating', 'discriminating')",1.6439372,1.5779743,0.22204694,0.116620794,0.7274205,0.6519654,0.0754551
32,-0.30920812,-0.34721756,"('unkind', 'kind')",0.43015683,0.37802166,0.8939084,0.96821606,0.3382857,0.3330067,0.005279
47,0.23256037,0.18813437,"('stupid', 'smart')",0.74802285,0.71018547,5.966986,6.024637,2.3158565,2.3076523,0.0082042
31,-0.22379453,-0.15341084,"('evil', 'good')",-0.9428468,-0.8435442,-1.004848,-0.90770185,-0.7238297,-0.6348856,-0.0889441
56,0.22083196,0.16582143,"('impractical', 'practical')",0.61404544,0.54605526,-0.23296896,-0.30489132,0.2006361,0.1356618,0.0649743
67,-0.21953243,-0.2110196,"('doubtful', 'determined')",-0.12389416,-0.16990218,-0.85580724,-0.8054559,-0.3997446,-0.3954593,-0.0042853
76,-0.20374027,-0.24128948,"('anxious', 'daring')",0.41535878,0.37804633,0.08139708,0.13286646,0.0976719,0.0898744,0.0077975
49,-0.19763711,-0.03666552,"('unable', 'able')",-0.7017556,-0.6174642,-0.11811038,0.08708945,-0.3391677,-0.1890134,-0.1501543
53,-0.19525266,-0.30466947,"('uncreative', 'creative')",1.2848992,1.2081851,1.0505085,1.0379856,0.713385,0.647167,0.066218
25,0.17743555,0.06509411,"('egoistic', 'altruistic')",-0.049629457,-0.054990917,1.4229404,1.5217392,0.5169155,0.5106142,0.0063013
40,0.17719966,-0.016432853,"('stingy', 'generous')",1.1876354,1.119518,-1.8157655,-1.9506712,-0.1503102,-0.2825287,0.1322185
30,-0.16591293,-0.20875476,"('intolerant', 'tolerant')",0.4583806,0.45352054,0.8796427,0.82883054,0.3907035,0.3578655,0.032838
52,0.1447201,0.0654748,"('irrational', 'rational')",-0.028901799,-0.052320257,0.00075664,-0.08121559,0.0388583,-0.022687,0.0615453
74,-0.12574291,-0.10059533,"('undedicated', 'dedicated')",0.74482894,0.7334661,-0.016055875,0.037176847,0.20101,0.2233492,-0.0223392
12,0.09824219,0.045044616,"('unsupportive', 'supportive')",1.4482309,1.4063005,-1.9606777,-1.9224083,-0.1380682,-0.157021,0.0189528
29,0.09678295,0.28992352,"('unfair', 'fair')",-0.34960777,-0.14807898,-0.50936115,-0.3538976,-0.254062,-0.0706844,-0.1833776
38,-0.09480525,0.033060774,"('untruthful', 'truthful')",0.7716546,0.8906465,0.06417975,0.18381397,0.2470097,0.3691738,-0.1221641
20,0.08752581,-0.06670952,"('rough', 'thoughtful')",0.20967399,0.16112688,1.0063728,0.9639526,0.4345242,0.35279,0.0817342
64,-0.05373314,0.04371413,"('shy', 'confident')",0.5913946,0.66493744,-7.1942315,-7.1717486,-2.2188567,-2.1543657,-0.064491
68,0.04554753,0.1636377,"('dependent', 'independent')",-1.7526907,-1.6824311,-0.56840175,-0.4777005,-0.758515,-0.6654979,-0.0930171
19,-0.0053319493,0.11394726,"('inhospitable', 'hospitable')",0.032785937,0.048411503,0.0695115,0.1356259,0.0323218,0.0993282,-0.0670064
16,0.00025969557,0.015069211,"('unpopular', 'popular')",-0.033084664,-0.024467476,0.5454379,0.5318189,0.170871,0.1741402,-0.0032692
