,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
60,3.1709027,3.770833,"('inefficient', 'efficient')",1.8282095,1.7645669,-0.28449774,-0.40617916,1.5715381,1.7097403,-0.1382022
31,-3.097405,-3.4051058,"('evil', 'good')",-1.0575588,-1.000412,-0.35710734,-0.3670873,-1.5040236,-1.5908683,0.0868447
55,2.6763985,3.5797553,"('incompetent', 'clever')",0.58551335,0.57046115,-0.3107861,-0.25262573,0.9837086,1.299197,-0.3154884
62,2.55366,2.9941692,"('incompetent', 'brilliant')",1.0122094,1.0357957,-0.37421542,-0.3110934,1.0638847,1.2396239,-0.1757392
56,2.5535069,2.8847427,"('impractical', 'practical')",0.62135243,0.5643709,-0.50120413,-0.49872246,0.8912183,0.9834637,-0.0922454
76,2.4010172,2.996984,"('anxious', 'daring')",0.003735443,0.037067704,0.13961591,0.07334615,0.8481229,1.0357993,-0.1876764
36,-2.3548195,-2.904167,"('hostile', 'amicable')",-1.6804669,-1.6752592,0.6103954,0.70298237,-1.1416303,-1.292148,0.1505177
16,-2.1979494,-2.6749566,"('unpopular', 'popular')",-0.5660104,-0.60853493,0.6351963,0.52536386,-0.7095879,-0.9193759,0.209788
77,2.1809993,2.24505,"('unmotivated', 'motivated')",0.8443389,0.76499647,-1.3884557,-1.3695253,0.5456275,0.5468404,-0.0012129
6,-2.087874,-2.4307992,"('distant', 'open')",-1.665016,-1.3965368,0.7288968,0.8355267,-1.0079978,-0.9972698,-0.010728
72,2.0302613,1.9105943,"('unambitious', 'ambitious')",-1.0239266,-1.0550863,-0.9378301,-0.9739072,0.0228349,-0.0394664,0.0623013
46,1.9914027,2.6434953,"('uncompetitive', 'competitive')",1.2035676,1.2399696,-0.8901106,-1.0024397,0.7682865,0.9603417,-0.1920552
23,1.9520011,2.2811406,"('insincere', 'sincere')",0.9128067,0.90193176,5.13731,5.1355104,2.6673727,2.7728608,-0.1054881
35,-1.9037029,-2.2647896,"('corrupt', 'incorrupt')",-1.4330541,-1.4173293,0.043564785,0.10428913,-1.0977307,-1.1926099,0.0948792
39,1.8762295,2.1173863,"('exploitative', 'cooperative')",1.4518518,1.5703604,0.083437026,0.14440486,1.1371728,1.2773839,-0.1402111
5,-1.8181583,-2.334245,"('distant', 'outgoing')",-1.2226129,-1.0948887,0.102283634,0.16486172,-0.9794958,-1.0880907,0.1085949
81,1.7778091,2.4188838,"('submissive', 'aggressive')",0.47575834,0.44274166,-1.0894818,-1.1191416,0.3880285,0.580828,-0.1927995
30,1.7692097,2.3743193,"('intolerant', 'tolerant')",1.587781,1.6550456,0.8512189,0.80987084,1.4027365,1.6130786,-0.2103421
