,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
7,2.8562634,2.8388042,"('insensitive', 'sensitive')",1.7396798,2.0478704,1.2916899,1.2721497,1.1960648,1.1189117,1.7709246,1.819434,-0.0485094
12,2.7304053,2.8810172,"('unsupportive', 'supportive')",1.4290347,1.5782883,0.85108644,0.9042795,-1.861582,-1.7425423,0.7872362,0.9052608,-0.1180246
13,2.6689072,2.8240435,"('impolite', 'polite')",2.0964484,2.550205,1.3478974,1.3467972,0.0061293617,0.0949482,1.5298456,1.7039984,-0.1741528
32,2.6670372,2.7774982,"('unkind', 'kind')",0.945511,1.1780518,1.1146302,1.1460401,1.2521881,1.290796,1.4948417,1.5980966,-0.1032549
16,-2.6187696,-2.7734158,"('unpopular', 'popular')",-1.6746734,-1.8302971,-1.1022891,-1.1246445,0.03769484,-0.16456744,-1.3395094,-1.4732312,0.1337218
75,-2.5376716,-2.5744948,"('meek', 'impulsive')",-1.3036101,-1.7093146,-1.6875379,-1.7666551,-0.68364054,-0.6286043,-1.553115,-1.6697673,0.1166523
4,-2.5053647,-2.6092105,"('disliked', 'liked')",-0.76714295,-1.5061011,-0.40139982,-0.5907993,-7.1115685,-7.378417,-2.6963689,-3.021132,0.3247631
45,2.4620147,2.4594023,"('incompetent', 'competent')",1.1050793,1.7516012,1.5508306,1.7308824,-0.017918024,-0.10828812,1.2750016,1.4583994,-0.1833978
86,2.4542224,2.7044065,"('uninfluential', 'influential')",0.13794678,1.0890247,0.17809162,0.29098853,0.23104696,0.19901781,0.7503269,1.0708594,-0.3205325
59,-2.3978772,-2.629823,"('foolish', 'wise')",-0.5401029,-1.5137311,-0.6058073,-0.7861512,-0.05808041,-0.08663869,-0.900467,-1.254086,0.353619
30,2.3326452,2.295057,"('intolerant', 'tolerant')",0.9935747,1.1892698,1.0285658,0.9966499,0.73387384,0.67156005,1.2721648,1.2881341,-0.0159693
63,2.3325636,2.2874522,"('unperceptive', 'insightful')",1.109566,1.5245143,1.407717,1.5009648,0.87833256,0.89096516,1.4320449,1.550974,-0.1189291
57,2.3279617,2.6501627,"('unimaginative', 'imaginative')",0.20990954,1.2103105,-0.13770138,0.1508936,-2.8131208,-2.7794268,-0.1032377,0.307985,-0.4112227
11,2.2997427,2.2309191,"('unhelpful', 'helpful')",1.5775889,1.8902003,0.5931104,0.5513508,1.8182931,1.8153967,1.5721838,1.6219667,-0.0497829
3,2.250837,2.1976557,"('repellent', 'pleasant')",0.15629482,0.66304314,0.51374245,0.5154839,0.70032316,0.5798024,0.9052994,0.9889963,-0.0836969
22,2.2034845,2.2217088,"('untrustworthy', 'trustworthy')",0.7687541,1.0979518,0.5098166,0.549503,-0.7095446,-0.5955295,0.6931276,0.8184085,-0.1252809
39,2.145806,2.154119,"('exploitative', 'cooperative')",2.2656777,2.118679,1.4862998,1.541559,0.5920912,0.79223675,1.6224686,1.6516484,-0.0291798
87,2.03498,2.009919,"('unsuccessful', 'successful')",1.2152755,1.6416361,1.4663306,1.4721411,0.57497144,0.4227308,1.3228893,1.3866068,-0.0637175
78,2.0119226,2.0822794,"('nonresilient', 'resilient')",0.16487083,0.7711664,0.9387755,1.2640425,-0.2661384,-0.20779277,0.7123576,0.9774239,-0.2650663
25,-1.8230572,-1.95932,"('egoistic', 'altruistic')",-0.77051294,-1.0025167,0.23008187,-0.0064998916,1.3718737,1.2525604,-0.2479037,-0.4289441,0.1810404
29,-1.7032862,-1.7289914,"('unfair', 'fair')",-0.7965766,-1.2673585,-0.8800321,-0.7757598,-0.69065547,-0.5417135,-1.0176375,-1.0784557,0.0608182
28,1.7005419,1.6657772,"('disloyal', 'loyal')",0.53668624,0.7131302,0.18876639,0.044026993,1.007649,0.8617475,0.8584109,0.8211705,0.0372404
1,-1.6648822,-1.7625812,"('unfriendly', 'friendly')",-0.38115865,-0.48101026,-0.16998829,-0.3050535,1.5481554,1.3489981,-0.1669684,-0.2999117,0.1329433
19,-1.6221775,-1.4919698,"('inhospitable', 'hospitable')",-0.36641467,-0.4718661,-0.92260253,-0.6730136,-0.06707126,0.011194393,-0.7445665,-0.6564138,-0.0881527
44,-1.5769373,-1.7226502,"('prejudiced', 'unprejudiced')",-1.3282405,-1.5437574,-0.6348281,-0.5734972,-1.3293853,-1.2919255,-1.2173479,-1.2829576,0.0656097
24,1.5488895,1.4907111,"('dishonest', 'honest')",1.0751902,1.3335768,-0.19327116,-0.35399655,0.88595283,0.84223884,0.8291904,0.8281326,0.0010578
37,1.414362,1.5717127,"('fake', 'genuine')",0.651546,0.81284535,0.09068346,0.22568052,0.8396847,0.8659718,0.749069,0.8690526,-0.1199836
83,1.3333142,1.4581217,"('powerless', 'powerful')",0.56836694,0.9237979,-0.21534376,-0.22548173,-1.2693114,-1.2898366,0.1042565,0.2166503,-0.1123938
33,-1.3140887,-1.1702287,"('wrong', 'right')",0.09931056,-0.022581365,-0.86362374,-0.85812116,-0.65481144,-0.5692648,-0.6833034,-0.655049,-0.0282544
42,1.2664474,1.3560358,"('unreliable', 'reliable')",1.1083913,1.3363799,0.7401241,0.9080806,-2.8159516,-2.730445,0.0747529,0.2175128,-0.1427599
66,-1.2256889,-1.1928954,"('inactive', 'active')",-1.0848329,-1.065,-1.167851,-1.1301943,0.47608137,0.46959957,-0.7505729,-0.7296225,-0.0209504
8,-1.1852297,-1.2558022,"('unaffectionate', 'affectionate')",-0.10090124,-0.6393995,-0.47477585,-0.5940681,1.0293107,0.9369316,-0.182899,-0.3880845,0.2051855
64,1.1708739,1.330975,"('shy', 'confident')",0.7028469,0.77477384,-0.26372892,-0.45438004,-6.9375196,-6.8344193,-1.331882,-1.2957625,-0.0361195
48,1.104315,1.1754879,"('unintelligent', 'intelligent')",-0.36910376,-0.005490437,-0.09503096,-0.038960062,-0.32851052,-0.32192132,0.0779174,0.202279,-0.1243616
82,1.0253493,0.98437816,"('poor', 'rich')",-0.45582768,0.11390477,0.5964673,0.7444413,6.516268,6.436307,1.9205642,2.0697577,-0.1491935
17,-0.96900886,-0.97382635,"('nasty', 'nice')",-0.2171751,-0.5566907,-0.46574777,-0.6193683,-0.5683395,-0.5293679,-0.5550678,-0.6698133,0.1147455
77,0.9541661,1.2058029,"('unmotivated', 'motivated')",0.48883775,1.1877309,-0.1364702,-0.13466701,-1.4884061,-1.4405557,-0.0454681,0.2045778,-0.2500459
61,0.90487325,1.0165988,"('illogical', 'logical')",0.4094129,0.8224356,-0.022494532,0.08058203,0.23954606,0.3615745,0.3828344,0.5702977,-0.1874633
72,0.90211743,1.2135838,"('unambitious', 'ambitious')",0.7023729,0.8904503,-0.6772711,-0.71981066,-0.43799776,-0.33201835,0.1223053,0.2630513,-0.140746
53,-0.7840834,-0.64113176,"('uncreative', 'creative')",-0.40592268,0.102253936,0.04970412,0.27914822,0.52467024,0.5256133,-0.153908,0.0664709,-0.2203789
41,0.76144093,0.6485934,"('unforgiving', 'forgiving')",1.280568,1.2287724,0.515819,0.43356043,0.028239066,0.040968943,0.6465167,0.5879738,0.0585429
50,-0.7272829,-0.7400475,"('clumsy', 'skillful')",-0.21054085,-0.4410836,-0.08133863,0.03388253,-0.120782636,-0.20112531,-0.2849862,-0.3370935,0.0521073
88,-0.7248575,-0.6845056,"('low', 'eminent')",-0.59203726,-0.60328496,-0.33925748,-0.4067627,-0.23248969,-0.34463483,-0.4721605,-0.509797,0.0376365
68,-0.70586604,-0.6482917,"('dependent', 'independent')",-1.9675398,-1.6430552,-1.1310556,-1.0266671,-0.9322622,-0.84852326,-1.184181,-1.0416343,-0.1425467
71,-0.66332364,-0.64610887,"('diffident', 'self-confident')",0.6777391,0.3900531,1.232694,1.1052905,0.31045204,0.15541168,0.3893903,0.2511616,0.1382287
26,-0.62028444,-0.533623,"('hardhearted', 'benevolent')",1.0473022,0.808739,0.93777984,1.0205605,1.1169695,1.1014864,0.6204418,0.5992907,0.0211511
73,-0.54477084,-0.55260026,"('helpless', 'self-reliant')",0.7364681,0.3425773,0.108414784,0.029225707,-3.3447814,-3.4843528,-0.7611673,-0.9162875,0.1551202
58,-0.54184854,-0.4298611,"('undiscriminating', 'discriminating')",-0.22146592,0.025667347,0.08056107,0.26189965,-0.05647981,-0.09915133,-0.1848083,-0.0603614,-0.1244469
15,-0.5256023,-0.60719585,"('boring', 'funny')",0.37156382,0.121206954,-0.030107161,-0.08262177,0.24975982,0.26419422,0.0164036,-0.0761041,0.0925077
9,0.49665684,0.29435048,"('unaffectionate', 'caring')",0.94404626,0.60045946,0.2643598,0.02164872,1.4302534,1.2891515,0.7838291,0.5514026,0.2324265
40,0.49559417,0.45478892,"('stingy', 'generous')",0.64241105,0.5793529,0.57706344,0.37418848,-1.6384016,-1.7550395,0.0191668,-0.0866773,0.1058441
20,0.481818,0.5839754,"('rough', 'thoughtful')",0.48314542,0.83182895,-0.07851453,2.1234155e-05,0.60706115,0.56511927,0.3733775,0.4952362,-0.1218587
38,0.45819616,0.46034163,"('untruthful', 'truthful')",0.6134205,0.54756224,-0.1224882,-0.21984544,-0.15668298,-0.13829081,0.1981114,0.1624419,0.0356695
54,-0.44259995,-0.24450244,"('incapable', 'capable')",0.6286958,0.91246116,-0.36285758,-0.082744725,0.9792432,1.1301643,0.2006204,0.4288446,-0.2282242
84,-0.38982534,-0.3466991,"('inferior', 'superior')",0.58223087,0.64376986,-1.0357921,-1.037447,-0.070454314,0.11589524,-0.2284602,-0.1561202,-0.07234
34,-0.33318865,-0.23626244,"('mean', 'honorable')",-0.7320073,-0.5342813,-0.02714843,-0.053366438,5.900662,5.814753,1.2020793,1.2477107,-0.0456314
27,-0.26184374,-0.08212072,"('hardhearted', 'softhearted')",0.40585136,0.58103937,0.8253373,1.1317685,1.7786857,1.8132302,0.6870077,0.8609793,-0.1739716
18,-0.2372663,-0.24741614,"('disagreeable', 'welcoming')",-0.32590958,-0.5880837,-0.36925775,-0.4092887,-0.4602462,-0.490975,-0.34817,-0.4339409,0.0857709
49,0.23624344,0.23629224,"('unable', 'able')",0.1190776,0.45693392,-0.26213086,-0.09999105,-0.45727703,-0.32639596,-0.0910217,0.0667098,-0.1577315
47,0.089297056,0.12887579,"('stupid', 'smart')",0.36791277,0.62854713,0.7672118,0.8529948,5.559506,5.530481,1.6959819,1.7852247,-0.0892428
2,0.08745763,0.060045596,"('unlikable', 'likable')",0.8371781,0.6923739,0.3170564,0.29326886,0.1800454,0.1966357,0.3554344,0.310581,0.0448534
67,0.012368131,0.11744425,"('doubtful', 'determined')",0.8166331,0.82008946,-0.4459525,-0.2717712,-0.8328885,-0.70791316,-0.1124599,-0.0105377,-0.1019222
