,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
10,-1.9883511,-2.0094943,"('unsympathetic', 'sympathetic')",-2.400657,-2.403646,-0.21473052,0.39235473,-1.5345796,-1.3402618,-0.1943178
1,-1.7561127,-1.6683732,"('unfriendly', 'friendly')",-1.2085501,-1.2979828,1.7257152,0.94685996,-0.4129825,-0.6731653,0.2601828
3,-1.7005441,-1.8150535,"('repellent', 'pleasant')",-1.1945627,-1.2640795,0.6459731,1.036445,-0.7497112,-0.680896,-0.0688152
46,-1.6635345,-1.5610596,"('uncompetitive', 'competitive')",-1.6587898,-1.5832689,-1.2841316,-0.573757,-1.5354853,-1.2393618,-0.2961235
86,-1.4596494,-1.5486712,"('uninfluential', 'influential')",-1.5664594,-1.7219869,-0.41013873,-0.16740027,-1.1454158,-1.1460195,0.0006037
73,1.4198881,1.5422407,"('helpless', 'self-reliant')",1.3298589,1.3339307,-3.2350543,-3.6138897,-0.1617691,-0.245906,0.0841369
48,-1.3933995,-1.5386162,"('unintelligent', 'intelligent')",-1.6830631,-1.8862498,0.33004493,0.3936874,-0.9154726,-1.0103928,0.0949202
23,-1.3490645,-1.4525723,"('insincere', 'sincere')",-1.3132583,-1.5030838,5.9612803,6.3293777,1.0996525,1.1245739,-0.0249214
17,-1.2391162,-1.1459596,"('nasty', 'nice')",-0.46127963,-0.2756001,-0.67518866,-0.6834729,-0.7918615,-0.7016775,-0.090184
49,-1.221553,-1.1128987,"('unable', 'able')",-0.76433724,-0.6755494,-0.28677967,0.06421598,-0.7575566,-0.574744,-0.1828126
57,-1.2211336,-1.1347208,"('unimaginative', 'imaginative')",-1.1856521,-1.0878679,-3.2130785,-3.113023,-1.8732882,-1.7785371,-0.0947511
72,-1.2186592,-1.2661602,"('unambitious', 'ambitious')",-1.2980915,-1.4152794,-0.2951961,-0.033342026,-0.9373156,-0.9049273,-0.0323883
35,1.2065614,1.2692574,"('corrupt', 'incorrupt')",1.5023422,1.6743159,-0.30386153,-0.8399758,0.8016807,0.7011992,0.1004815
11,-1.1904721,-1.1832701,"('unhelpful', 'helpful')",-1.4491944,-1.5671008,1.6093581,1.8877159,-0.3434362,-0.2875517,-0.0558845
28,-1.1595145,-1.2320424,"('disloyal', 'loyal')",-0.73107934,-0.746501,1.1658888,1.291171,-0.2415684,-0.2291242,-0.0124442
63,-1.1280514,-1.0885085,"('unperceptive', 'insightful')",-0.9898098,-1.0059944,0.5881999,0.7805892,-0.5098871,-0.4379712,-0.0719159
53,-1.1241752,-1.088554,"('uncreative', 'creative')",-1.0273852,-0.9432999,0.5926658,0.6106284,-0.5196315,-0.4737418,-0.0458897
41,-1.0871708,-0.94614875,"('unforgiving', 'forgiving')",-0.93652284,-0.9437738,-0.18413274,-0.6260399,-0.7359421,-0.8386542,0.1027121
88,-1.0835677,-1.1514888,"('low', 'eminent')",-1.822239,-1.9766742,-0.5141578,-0.44895282,-1.1399882,-1.1923719,0.0523837
0,-1.0559833,-1.1608601,"('unsociable', 'sociable')",-0.99670994,-1.0159081,0.014725003,0.30317575,-0.6793228,-0.6245309,-0.0547919
34,-1.0347937,-1.0913359,"('mean', 'honorable')",-0.9661589,-0.99692696,5.7294793,5.8814645,1.2428422,1.2644006,-0.0215584
32,-1.0264242,-1.1068451,"('unkind', 'kind')",-1.4458767,-1.5738814,0.856145,0.9379154,-0.5387187,-0.5809371,0.0422184
77,-0.9974309,-0.9958332,"('unmotivated', 'motivated')",-1.0680938,-1.0445739,-1.2624049,-0.71722496,-1.1093098,-0.9192108,-0.190099
21,-0.97932404,-1.0081905,"('immoral', 'moral')",-1.2903681,-1.3298438,-0.7060729,0.028112378,-0.9919217,-0.7699739,-0.2219478
54,-0.92918295,-0.8726686,"('incapable', 'capable')",-0.84121436,-0.7802882,0.9999615,0.97880775,-0.2568119,-0.2247164,-0.0320955
33,0.9038905,0.9195989,"('wrong', 'right')",1.276011,1.2352945,-0.5057046,-0.9210844,0.5580657,0.4112697,0.146796
62,-0.8836482,-0.78222406,"('incompetent', 'brilliant')",-1.247338,-1.3243573,0.08122131,0.5140194,-0.683255,-0.5308539,-0.1524011
82,-0.8749443,-0.6934676,"('poor', 'rich')",-1.265135,-1.1757253,6.704242,7.2666464,1.5213876,1.7991511,-0.2777635
45,-0.85240585,-0.70261693,"('incompetent', 'competent')",-0.4990797,-0.43846938,0.09219469,0.17966051,-0.4197636,-0.3204753,-0.0992883
59,0.8470264,0.9006849,"('foolish', 'wise')",1.0403126,1.0537366,0.58149475,0.06680099,0.8229446,0.6737409,0.1492037
18,-0.8327567,-0.72980046,"('disagreeable', 'welcoming')",-1.2333474,-1.2541442,-0.58936983,-0.8403594,-0.885158,-0.9414347,0.0562767
65,-0.8324617,-0.89797926,"('insecure', 'secure')",-1.2116734,-1.3110597,-0.2525045,0.40860432,-0.7655466,-0.6001449,-0.1654017
67,0.8174376,0.8970452,"('doubtful', 'determined')",1.1393023,1.0879366,-0.47352725,-0.60278183,0.4944042,0.4607333,0.0336709
42,0.79165906,1.0548532,"('unreliable', 'reliable')",0.26288962,0.3914455,-3.029125,-2.7137823,-0.6581921,-0.4224945,-0.2356976
22,-0.79099995,-0.736447,"('untrustworthy', 'trustworthy')",-0.85633546,-0.98510844,-0.80511606,-0.6030444,-0.8174838,-0.7748666,-0.0426172
43,-0.767546,-0.7008719,"('irresponsible', 'responsible')",-1.1964037,-1.3375852,0.47511658,0.7247535,-0.4962777,-0.4379012,-0.0583765
12,-0.73968405,-0.7115656,"('unsupportive', 'supportive')",-0.51510125,-0.50036186,-1.9584316,-2.0861712,-1.0710723,-1.0993662,0.0282939
81,-0.7178629,-0.8744175,"('submissive', 'aggressive')",-1.4301909,-1.5828041,-1.095006,-0.5350343,-1.08102,-0.9974186,-0.0836014
58,-0.70395935,-0.63751423,"('undiscriminating', 'discriminating')",-0.74291366,-0.74190587,-0.13060838,-0.34729618,-0.5258271,-0.5755721,0.049745
24,-0.66009885,-0.62065375,"('dishonest', 'honest')",-0.8742071,-0.9192054,0.5156439,0.27937454,-0.339554,-0.4201616,0.0806076
19,-0.62681043,-0.4403056,"('inhospitable', 'hospitable')",-0.54789186,-0.40837026,-0.36077136,-0.5315963,-0.5118245,-0.4600907,-0.0517338
61,-0.6019146,-0.5054512,"('illogical', 'logical')",-0.75413287,-0.66929454,0.49016008,0.56486756,-0.2886291,-0.2032927,-0.0853364
69,0.5925964,0.60667664,"('lazy', 'industrious')",1.9421953,2.0148044,-0.5914719,-1.2614851,0.6477733,0.4533319,0.1944414
29,-0.59021664,-0.4755389,"('unfair', 'fair')",0.052212946,0.10696478,-0.35508472,-0.54998016,-0.2976961,-0.3061848,0.0084887
85,0.57870865,0.5878758,"('insignificant', 'prestigious')",0.3899021,0.42002392,0.12649728,-0.9013447,0.365036,0.0355183,0.3295177
38,-0.55116874,-0.49679762,"('untruthful', 'truthful')",-0.25629213,-0.3517947,-0.34074283,-0.65594923,-0.3827346,-0.5015138,0.1187792
40,-0.5505603,-0.5816882,"('stingy', 'generous')",-0.13055965,-0.19402863,-2.01155,-2.5608895,-0.8975566,-1.1122021,0.2146455
78,-0.5447361,-0.47693133,"('nonresilient', 'resilient')",-0.13588768,-0.03081635,0.4090953,0.80494124,-0.0905095,0.0990645,-0.189574
39,0.53881675,0.41369691,"('exploitative', 'cooperative')",0.38234606,0.2353276,0.24055815,0.06794158,0.3872403,0.2389887,0.1482516
7,-0.5248613,-0.5137022,"('insensitive', 'sensitive')",-0.6528937,-0.6401477,0.6663916,0.8786404,-0.1704545,-0.0917365,-0.078718
15,0.48504305,0.4784774,"('boring', 'funny')",0.4686985,0.5068125,-0.2736009,-0.51826227,0.2267135,0.1556759,0.0710376
66,-0.48345923,-0.41500401,"('inactive', 'active')",0.1332965,0.37508702,0.6232888,0.47366655,0.091042,0.1445832,-0.0535412
9,-0.47292677,-0.43755737,"('unaffectionate', 'caring')",-0.5707399,-0.58077276,1.650118,1.1652775,0.2021504,0.0489825,0.1531679
76,-0.46978575,-0.38812736,"('anxious', 'daring')",-0.8743958,-0.7485782,-0.32683682,0.36926252,-0.5570061,-0.2558143,-0.3011918
60,-0.46763074,-0.52645236,"('inefficient', 'efficient')",-0.99221826,-1.2005913,-0.3251152,0.32602352,-0.5949881,-0.4670067,-0.1279814
79,-0.45865515,-0.4141338,"('wavering', 'unwavering')",-0.07969734,0.024354367,-0.26057374,-0.36975443,-0.2663087,-0.253178,-0.0131307
8,-0.453346,-0.409014,"('unaffectionate', 'affectionate')",-0.273647,-0.25684115,1.167067,0.4276736,0.1466913,-0.0793939,0.2260852
16,-0.45025307,-0.32197472,"('unpopular', 'popular')",-0.46268797,-0.39557493,0.4538664,0.31515285,-0.1530249,-0.1341323,-0.0188926
30,-0.44556725,-0.4522828,"('intolerant', 'tolerant')",-0.94343466,-1.0224012,0.3357516,0.24942249,-0.3510834,-0.4084205,0.0573371
68,-0.43619025,-0.59088665,"('dependent', 'independent')",-0.69429517,-0.8229516,-0.8979198,-0.8436506,-0.6761351,-0.7524962,0.0763611
14,-0.40503445,-0.5188982,"('antisocial', 'social')",-0.8986067,-0.81815815,-0.4510016,-0.11067755,-0.5848809,-0.482578,-0.1023029
75,0.36465287,0.5354785,"('meek', 'impulsive')",0.52692616,0.5942014,-0.8030751,-0.8157764,0.0295013,0.1046345,-0.0751332
2,-0.3587068,-0.20743251,"('unlikable', 'likable')",-0.60854745,-0.63319784,0.44813454,0.34913665,-0.1730399,-0.1638312,-0.0092087
70,-0.34171283,-0.22007425,"('lethargic', 'energetic')",-0.77153015,-0.8523532,0.27301168,0.92185,-0.2800771,-0.0501925,-0.2298846
52,0.33850193,0.31025663,"('irrational', 'rational')",-9.190291e-06,0.037256323,0.47009933,-0.25576687,0.2695307,0.030582,0.2389487
87,0.31650412,0.42755625,"('unsuccessful', 'successful')",0.4051863,0.52905995,1.0460535,1.16012,0.589248,0.7055787,-0.1163307
36,-0.2891975,-0.13600133,"('hostile', 'amicable')",0.28860867,0.50923795,0.09412146,-0.5572476,0.0311775,-0.061337,0.0925145
80,0.27939674,0.09200987,"('dominated', 'dominating')",-0.094402015,-0.14010671,-1.0814027,-0.52975935,-0.2988027,-0.1926187,-0.106184
4,-0.27898073,-0.0925862,"('disliked', 'liked')",0.6529996,0.815722,-7.45052,-8.046524,-2.3588338,-2.4411294,0.0822956
26,-0.26962277,-0.18436995,"('hardhearted', 'benevolent')",-0.008526966,0.061419126,1.6546651,0.9623954,0.4588385,0.2798149,0.1790236
13,-0.25537738,-0.3016382,"('impolite', 'polite')",-0.20954464,-0.22362246,-0.7699769,-0.42962834,-0.411633,-0.3182963,-0.0933367
50,0.24298006,0.27280974,"('clumsy', 'skillful')",0.34967098,0.42254487,0.5258018,0.6988401,0.3728176,0.4647315,-0.0919139
6,-0.24087457,-0.11441198,"('distant', 'open')",0.043292787,0.15207216,0.0108916275,-0.5021023,-0.0622301,-0.154814,0.0925839
83,-0.23846838,-0.23846829,"('powerless', 'powerful')",-0.5739813,-0.54344845,-1.3598889,-0.9796433,-0.7241128,-0.5871867,-0.1369261
51,-0.23816372,-0.41994292,"('uneducated', 'educated')",-1.3817147,-1.590552,0.16368084,0.36211365,-0.4853992,-0.5494604,0.0640612
55,-0.22624943,-0.27564853,"('incompetent', 'clever')",-1.2375363,-1.3263555,0.015785482,0.47607043,-0.4826668,-0.3753112,-0.1073556
84,0.19067024,0.17192526,"('inferior', 'superior')",0.5745848,0.568669,0.84330857,0.7040943,0.5361879,0.4815629,0.054625
74,0.17179298,0.29479536,"('undedicated', 'dedicated')",-0.012856249,-0.025508646,-0.19339898,-0.23970006,-0.0114874,0.0098622,-0.0213496
47,-0.15349935,-0.10512968,"('stupid', 'smart')",-0.15777192,-0.11365945,5.7238636,6.069272,1.8041975,1.950161,-0.1459635
20,-0.13579853,-0.07106055,"('rough', 'thoughtful')",-0.41057426,-0.384959,1.0765121,1.0672033,0.1767131,0.2037279,-0.0270148
5,-0.12358759,-0.061513264,"('distant', 'outgoing')",0.18949565,0.28785703,-0.28937715,-0.826514,-0.0744897,-0.2000568,0.1255671
31,-0.11893131,0.05428998,"('evil', 'good')",0.38310277,0.4541377,-0.74247587,-1.4926689,-0.1594348,-0.3280804,0.1686456
37,-0.100022726,-0.1771306,"('fake', 'genuine')",-0.15213686,-0.16319494,0.3167631,0.14409974,0.0215345,-0.0654086,0.0869431
71,-0.08674986,-0.06898576,"('diffident', 'self-confident')",0.88090354,0.95333123,0.6910169,0.5763961,0.4950569,0.4869138,0.0081431
27,-0.074152246,-0.03596473,"('hardhearted', 'softhearted')",-0.3058098,-0.36797845,1.3780121,0.933299,0.3326833,0.1764519,0.1562314
64,0.06008362,-0.00022731535,"('shy', 'confident')",0.0931811,0.080869615,-6.5363655,-6.46863,-2.1277003,-2.1293292,0.0016289
25,0.04978472,0.046258695,"('egoistic', 'altruistic')",0.8148148,0.8844603,1.3712604,1.0230709,0.7452866,0.6512633,0.0940233
44,0.013359709,0.016963288,"('prejudiced', 'unprejudiced')",0.20019296,0.20701008,-1.3747107,-1.3057208,-0.3870527,-0.3605825,-0.0264702
56,0.007167116,0.15341386,"('impractical', 'practical')",0.021779008,-0.0087331515,-0.77124524,-0.3075167,-0.247433,-0.0542787,-0.1931543
