,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
60,2.7074213,2.9353957,"('inefficient', 'efficient')",4.8855453,4.4055443,0.67759496,0.85505253,2.7568537,2.7319975,0.0248562
36,-2.5965645,-2.8448112,"('hostile', 'amicable')",-3.6250162,-3.3228629,-0.9303182,-1.1396974,-2.3839663,-2.4357905,0.0518242
6,-2.568259,-2.5083284,"('distant', 'open')",-2.0425057,-1.6060679,-0.5605335,-0.37028688,-1.723766,-1.4948943,-0.2288717
31,-2.562643,-2.5957255,"('evil', 'good')",-2.7353477,-2.2367218,-1.179479,-1.2425234,-2.1591566,-2.0249901,-0.1341665
14,2.456899,2.621695,"('antisocial', 'social')",3.3158166,3.0276477,-0.48882315,-0.3775345,1.7612975,1.7572694,0.0040281
5,-2.4343052,-2.3011565,"('distant', 'outgoing')",-1.6733534,-1.2713537,-0.8610399,-0.7582445,-1.6562328,-1.4435849,-0.2126479
56,2.4087107,2.5504425,"('impractical', 'practical')",3.2098382,2.9841096,0.31842706,0.38510424,1.978992,1.9732188,0.0057732
19,-2.1366305,-2.1097612,"('inhospitable', 'hospitable')",-1.9093754,-1.6607467,-0.8919811,-0.8055619,-1.6459958,-1.5253566,-0.1206392
79,-2.0420556,-2.174548,"('wavering', 'unwavering')",-3.2469316,-2.9804697,-0.5367666,-0.53931457,-1.9419179,-1.8981109,-0.043807
81,1.9476484,2.3192537,"('submissive', 'aggressive')",3.3692844,3.13714,0.009051539,0.20324758,1.775328,1.8865471,-0.1112191
21,1.9208366,1.9375796,"('immoral', 'moral')",2.7357357,2.369894,-0.019223176,0.14354888,1.545783,1.4836742,0.0621088
7,1.8825576,1.896145,"('insensitive', 'sensitive')",2.674495,2.507664,0.3078943,0.56261283,1.6216489,1.655474,-0.0338251
30,1.8634199,1.9633012,"('intolerant', 'tolerant')",2.846414,2.5801766,0.62359667,0.7537345,1.7778103,1.7657375,0.0120728
72,1.7903202,1.8467468,"('unambitious', 'ambitious')",1.1453323,1.3022268,0.67557645,0.834492,1.203743,1.3278218,-0.1240788
62,1.7169855,1.870535,"('incompetent', 'brilliant')",3.2256813,2.9645076,0.92357284,1.1116732,1.9554133,1.9822386,-0.0268253
66,-1.6716652,-1.70412,"('inactive', 'active')",-1.8785539,-1.8229374,-0.14969625,-0.16410108,-1.2333051,-1.2303862,-0.0029189
52,-1.6108115,-1.7614694,"('irrational', 'rational')",-2.3883383,-2.1088192,-0.5487878,-0.5862763,-1.5159791,-1.4855216,-0.0304575
11,1.6019754,1.5833383,"('unhelpful', 'helpful')",2.9942918,2.7133315,2.2711687,2.1632972,2.2891453,2.1533224,0.1358229
16,-1.5709062,-1.6908283,"('unpopular', 'popular')",-0.83410084,-0.7216561,-0.32216334,-0.3251338,-0.9090567,-0.9125394,0.0034827
49,-1.5483702,-1.2570621,"('unable', 'able')",-0.37195396,-0.18385112,0.094608285,0.474312,-0.608572,-0.3222004,-0.2863716
67,1.5346038,1.3940762,"('doubtful', 'determined')",1.2513207,1.1023097,-0.47843614,-0.4769941,0.7691627,0.6731307,0.096032
23,1.5268918,1.5323247,"('insincere', 'sincere')",2.3029025,2.056676,6.1425023,6.2160406,3.3240989,3.2683471,0.0557518
24,1.4744462,1.4802476,"('dishonest', 'honest')",1.4353176,1.4512587,1.5760562,1.7125812,1.4952733,1.5480291,-0.0527558
13,1.4564935,1.3423386,"('impolite', 'polite')",1.3325108,1.0057621,-0.062280174,0.0815109,0.908908,0.8098706,0.0990374
4,-1.4506711,-1.500625,"('disliked', 'liked')",-1.2353512,-0.9698526,-7.554344,-7.710486,-3.4134553,-3.3936545,-0.0198008
43,1.419632,1.6499766,"('irresponsible', 'responsible')",2.650459,2.5693479,0.8747136,1.0522466,1.6482682,1.7571904,-0.1089222
10,1.4167424,1.4572676,"('unsympathetic', 'sympathetic')",2.508669,2.1830602,0.8270978,1.1409736,1.5841697,1.5937672,-0.0095975
12,1.3949225,1.5240963,"('unsupportive', 'supportive')",2.1393058,2.252165,-1.8129152,-1.6381648,0.573771,0.7126989,-0.1389279
35,-1.3620222,-1.638172,"('corrupt', 'incorrupt')",-3.0058908,-2.7815888,-1.2132124,-1.2667658,-1.8603752,-1.8955088,0.0351336
85,-1.331162,-1.4953965,"('insignificant', 'prestigious')",-3.2631993,-2.8965752,-1.7050395,-1.6959894,-2.0998003,-2.0293204,-0.0704799
50,-1.3050703,-1.4013467,"('clumsy', 'skillful')",-0.9403229,-0.96742785,0.04545872,-0.00017968006,-0.7333115,-0.7896514,0.0563399
