,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
55,1.2993904,1.4804788,"('incompetent', 'clever')",2.8695328,2.4888902,0.63372666,0.7965459,1.6008833,1.5886383,0.012245
53,-1.2695862,-1.2872006,"('uncreative', 'creative')",-0.4922114,-0.55656135,0.28808317,0.28945556,-0.4912382,-0.5181021,0.0268639
71,1.1579114,0.94424003,"('diffident', 'self-confident')",0.39466128,0.34842575,0.020387597,0.17507373,0.5243201,0.4892465,0.0350736
70,1.1182903,1.1849821,"('lethargic', 'energetic')",2.7289076,2.4502432,0.8530187,0.9435892,1.5667389,1.5262715,0.0404674
54,-1.1075703,-1.033645,"('incapable', 'capable')",-0.96912634,-0.68935066,0.89704084,1.0142576,-0.3932186,-0.2362461,-0.1569725
8,-1.0538425,-1.0624917,"('unaffectionate', 'affectionate')",-1.4767982,-1.2150468,0.75389373,0.8585875,-0.592249,-0.4729836,-0.1192654
1,-1.0306722,-1.0343814,"('unfriendly', 'friendly')",-0.750384,-0.5042985,1.1014303,1.031781,-0.226542,-0.1689663,-0.0575757
45,0.99442494,1.0639538,"('incompetent', 'competent')",2.305139,2.0920086,0.20374052,0.24643773,1.1677682,1.1341334,0.0336348
41,0.9739926,1.0696092,"('unforgiving', 'forgiving')",1.7675308,1.8933573,-0.017024193,-0.17865117,0.9081663,0.9281051,-0.0199388
48,0.9693448,1.0448686,"('unintelligent', 'intelligent')",1.1358501,1.0596187,0.5673949,0.53664654,0.8908633,0.880378,0.0104853
63,0.96172667,1.0161046,"('unperceptive', 'insightful')",2.5391483,2.4234238,0.4677042,0.58941984,1.3228598,1.3429828,-0.020123
20,0.91148126,0.8387855,"('rough', 'thoughtful')",0.43007982,0.30999684,0.4697561,0.488348,0.6037724,0.5457101,0.0580623
68,-0.8833827,-0.8106738,"('dependent', 'independent')",0.50318056,0.37341174,-1.0538137,-0.92964464,-0.4780053,-0.4556355,-0.0223698
39,0.88250977,0.96594757,"('exploitative', 'cooperative')",2.280193,2.1978495,0.3594035,0.4075895,1.1740354,1.1904622,-0.0164268
75,-0.8502172,-0.9368308,"('meek', 'impulsive')",-2.0841024,-1.9344982,-0.7485601,-0.7399757,-1.2276265,-1.2037683,-0.0238582
69,-0.83519506,-0.91624945,"('lazy', 'industrious')",-1.3163067,-1.0652544,-1.6966743,-1.8093132,-1.2827253,-1.2636058,-0.0191195
22,0.83464736,0.8315634,"('untrustworthy', 'trustworthy')",2.1229744,2.0214632,-0.37134105,-0.4661781,0.8620936,0.7956161,0.0664775
59,-0.8078811,-0.84509116,"('foolish', 'wise')",-0.58488685,-0.33076817,-0.13279061,-0.21258813,-0.5085195,-0.4628158,-0.0457037
58,0.80679905,0.7171188,"('undiscriminating', 'discriminating')",0.73782486,0.6772865,-0.33912492,-0.3287022,0.401833,0.3552344,0.0465986
76,0.80142677,0.7613222,"('anxious', 'daring')",0.99518085,0.684964,0.062133826,0.26122028,0.6195805,0.5691688,0.0504117
42,0.79456246,0.80921894,"('unreliable', 'reliable')",1.50712,1.4901327,-2.3784852,-2.2998567,-0.0256009,-0.0001683,-0.0254326
65,0.79071015,0.7897436,"('insecure', 'secure')",2.3537083,1.949242,0.7804986,0.6915965,1.3083057,1.1435273,0.1647784
46,0.7609318,0.8056599,"('uncompetitive', 'competitive')",2.890596,2.4782271,-0.69045085,-0.5389123,0.9870256,0.9149915,0.0720341
73,0.7436946,0.6489941,"('helpless', 'self-reliant')",-1.0283358,-0.9307538,-3.3247552,-3.3049598,-1.2031322,-1.1955732,-0.007559
77,0.73157907,0.8340411,"('unmotivated', 'motivated')",1.0930691,0.95985895,-1.4531823,-1.3819244,0.1238219,0.1373252,-0.0135033
80,0.7220758,0.8006925,"('dominated', 'dominating')",1.9166485,1.6654018,-0.43402213,-0.31875739,0.7349007,0.715779,0.0191217
74,0.698787,0.7553422,"('undedicated', 'dedicated')",1.4247773,1.5110766,-0.41689306,-0.4497545,0.5688904,0.6055547,-0.0366643
18,-0.6587319,-0.50358653,"('disagreeable', 'welcoming')",0.06484091,0.20947869,-0.751026,-0.697489,-0.4483056,-0.3305323,-0.1177733
38,0.6459626,0.637069,"('untruthful', 'truthful')",0.31832087,0.40549517,-0.34259355,-0.39742136,0.20723,0.2150476,-0.0078176
33,0.61566174,0.4796226,"('wrong', 'right')",-0.3539862,-0.29416907,-0.83203316,-0.8705261,-0.1901192,-0.2283575,0.0382383
82,-0.59280103,-0.44647044,"('poor', 'rich')",0.693251,0.66743886,6.803446,6.968331,2.3012986,2.396433,-0.0951344
32,0.48876712,0.7025204,"('unkind', 'kind')",1.8903437,1.9323025,1.3765861,1.3634524,1.2518989,1.3327584,-0.0808595
28,0.4677203,0.4133876,"('disloyal', 'loyal')",0.0025857966,-0.12428443,1.0801492,0.97328925,0.5168184,0.4207975,0.0960209
61,0.4470762,0.40955657,"('illogical', 'logical')",1.7066956,1.4373248,0.03078923,-0.08992029,0.728187,0.5856537,0.1425333
0,0.42195228,0.5453858,"('unsociable', 'sociable')",2.3291788,2.1412497,-0.09587659,-0.043623645,0.8850848,0.8810039,0.0040809
34,0.4182929,0.35880828,"('mean', 'honorable')",0.33071995,0.2766957,5.156105,5.1929564,1.9683727,1.9428202,0.0255525
29,-0.4078145,-0.38294053,"('unfair', 'fair')",-0.44675466,-0.43977243,-0.7852071,-0.9092909,-0.5465921,-0.5773346,0.0307425
47,0.38825062,0.54948556,"('stupid', 'smart')",1.0601361,1.0036542,5.735627,5.8044467,2.3946713,2.4525288,-0.0578575
25,-0.38794643,-0.25252202,"('egoistic', 'altruistic')",-0.89404947,-0.60813135,0.4346777,0.43682104,-0.2824394,-0.1412775,-0.1411619
86,-0.35036927,-0.19231848,"('uninfluential', 'influential')",1.4028019,1.3667146,0.18580703,0.29859722,0.4127465,0.4909978,-0.0782513
15,-0.34920266,-0.39211017,"('boring', 'funny')",-0.39049807,-0.34977975,-0.016935013,-0.08032512,-0.2522119,-0.2740717,0.0218598
40,0.33244887,0.395486,"('stingy', 'generous')",0.8243846,0.8787074,-2.0528607,-2.017401,-0.2986757,-0.2477359,-0.0509398
57,0.30692255,0.36972564,"('unimaginative', 'imaginative')",1.2779293,1.1546093,-2.8205333,-2.689929,-0.4118938,-0.3885314,-0.0233624
44,-0.30564612,-0.47096556,"('prejudiced', 'unprejudiced')",-0.8726562,-0.8412529,-1.0199387,-0.9962096,-0.732747,-0.769476,0.036729
87,-0.3012832,-0.35214102,"('unsuccessful', 'successful')",1.3626794,1.1887888,0.23274812,0.15832175,0.4313814,0.3316565,0.0997249
88,-0.29498014,-0.21877429,"('low', 'eminent')",-0.0017082253,0.12708053,-0.254108,-0.13617544,-0.1835988,-0.0759564,-0.1076424
78,-0.2553936,-0.18186246,"('nonresilient', 'resilient')",0.41270798,0.43399745,-0.67066485,-0.55141234,-0.1711168,-0.0997591,-0.0713577
83,0.25394735,0.20937546,"('powerless', 'powerful')",-0.21434644,-0.19504854,-0.7348506,-0.64584166,-0.2317499,-0.2105049,-0.021245
3,-0.25105506,-0.14071676,"('repellent', 'pleasant')",0.92345315,0.712779,0.9133695,1.014791,0.5285892,0.5289511,-0.0003619
17,-0.2397321,-0.2288523,"('nasty', 'nice')",-0.45318466,-0.41875175,-0.57676214,-0.6769131,-0.4232263,-0.4415057,0.0182794
27,-0.23865235,-0.15819916,"('hardhearted', 'softhearted')",1.234297,1.291134,1.4926873,1.5658343,0.829444,0.8995897,-0.0701457
26,0.21489936,0.23427899,"('hardhearted', 'benevolent')",0.30854,0.4907666,0.780594,0.56173265,0.4346778,0.4289261,0.0057517
51,-0.21444942,-0.09988016,"('uneducated', 'educated')",1.2813609,1.1102144,0.044261873,-0.024387933,0.3703911,0.3286488,0.0417423
2,-0.16113237,0.0041050464,"('unlikable', 'likable')",0.47953945,0.6134316,0.5465344,0.649536,0.2883138,0.4223576,-0.1340438
64,0.12474072,0.29184005,"('shy', 'confident')",0.23172858,0.30486667,-5.887292,-5.9026723,-1.8436076,-1.7686551,-0.0749525
84,0.06524421,-0.026156496,"('inferior', 'superior')",-0.77856874,-0.727025,0.037279747,-0.035674635,-0.2253483,-0.262952,0.0376037
9,-0.02731355,-0.018726058,"('unaffectionate', 'caring')",0.381634,0.5908069,1.6134076,1.6703848,0.6559093,0.7474885,-0.0915792
37,0.02296948,-0.16231307,"('fake', 'genuine')",-0.009149838,-0.09240226,0.57548296,0.6568805,0.1964342,0.1340551,0.0623791
