,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
55,-2.6946523,-2.9403493,"('incompetent', 'clever')",-1.8272818,-1.4670861,-0.025205737,0.44793814,-1.5157132,-1.3198324,-0.1958808
81,-2.3931582,-2.4820654,"('submissive', 'aggressive')",-1.3572743,-1.1694427,-0.5965837,-0.14445975,-1.4490054,-1.2653226,-0.1836828
82,-2.099206,-1.9501843,"('poor', 'rich')",-0.89134294,-0.28101125,5.5554776,6.876782,0.8549763,1.5485287,-0.6935524
49,-2.0417106,-1.8044907,"('unable', 'able')",-1.085039,-0.46938917,-0.8992959,-0.22740452,-1.3420151,-0.8337615,-0.5082536
60,-1.9623643,-1.3746765,"('inefficient', 'efficient')",-1.1520796,-0.5084988,-0.32743558,0.33475542,-1.1472931,-0.5161399,-0.6311532
13,-1.8953978,-1.38445,"('impolite', 'polite')",-1.336028,-1.1819717,-0.83663106,-0.30001146,-1.356019,-0.9554776,-0.4005414
45,-1.8271554,-1.9172834,"('incompetent', 'competent')",-1.2142435,-0.9857348,-0.14320333,-0.06385166,-1.0615341,-0.9889566,-0.0725775
22,-1.8258437,-1.8326045,"('untrustworthy', 'trustworthy')",-0.9074886,-0.7162337,-1.1862427,-0.87011635,-1.3065249,-1.1396515,-0.1668734
65,-1.80472,-1.3542426,"('insecure', 'secure')",-1.0077507,-0.4307063,-0.44738606,0.3282561,-1.086619,-0.4855642,-0.6010548
30,-1.7989995,-1.9171237,"('intolerant', 'tolerant')",-1.4077421,-1.7799276,0.55191576,0.2454222,-0.8849421,-1.1505431,0.265601
46,-1.7604687,-1.7334543,"('uncompetitive', 'competitive')",-0.94211,-0.114407785,-1.2483971,-0.5654393,-1.316992,-0.8044338,-0.5125582
57,-1.6303619,-2.1205266,"('unimaginative', 'imaginative')",-0.63003856,-0.31813264,-3.0128877,-3.2169192,-1.7577627,-1.8851929,0.1274302
77,-1.6225767,-1.6525552,"('unmotivated', 'motivated')",-0.5800838,-0.3528566,-0.9970147,-0.58319485,-1.0665584,-0.8628689,-0.2036895
62,-1.5512007,-0.9897406,"('incompetent', 'brilliant')",-0.91199565,-0.21416274,0.15765812,0.8868533,-0.7685127,-0.1056833,-0.6628294
52,1.53613,0.9840704,"('irrational', 'rational')",0.33758268,-0.5062547,0.04159285,-0.714735,0.6384352,-0.0789731,0.7174083
69,1.5263388,1.7110169,"('lazy', 'industrious')",1.4787835,1.2657955,-0.1352785,-1.0571837,0.9566146,0.6398762,0.3167384
85,1.4633512,0.6805279,"('insignificant', 'prestigious')",0.6292849,-0.4454391,-0.14066511,-1.5916839,0.650657,-0.4521983,1.1028553
54,-1.3724732,-1.2221493,"('incapable', 'capable')",-0.26705688,0.09863381,0.52403206,0.81272,-0.3718327,-0.1035985,-0.2682342
11,-1.3239746,-0.965962,"('unhelpful', 'helpful')",-1.4896221,-1.4122672,1.4864143,1.9244741,-0.4423941,-0.1512517,-0.2911424
6,1.2808299,0.98250306,"('distant', 'open')",0.36238936,-0.36931306,-0.23729604,-0.99805886,0.468641,-0.1282896,0.5969306
26,1.2453133,0.6304037,"('hardhearted', 'benevolent')",1.5792196,0.64825845,2.0936944,0.89210856,1.6394091,0.7235902,0.9158189
51,-1.2403387,-1.6334733,"('uneducated', 'educated')",-0.7224865,-0.71981764,0.24546397,0.26406267,-0.5724537,-0.6964095,0.1239558
47,-1.1888119,-0.98458105,"('stupid', 'smart')",-0.6551845,-0.35251716,5.0469174,5.71766,1.0676403,1.4601873,-0.392547
70,-1.1835566,-0.94125706,"('lethargic', 'energetic')",-0.83194166,-0.5025549,7.188693e-05,0.61840343,-0.6718087,-0.2751362,-0.3966725
73,1.1674819,1.5067195,"('helpless', 'self-reliant')",-0.05024361,-0.29121214,-3.3457222,-3.6871603,-0.742828,-0.8238843,0.0810563
67,1.1415232,1.3057013,"('doubtful', 'determined')",-0.31292602,-0.3803798,-0.25416002,-0.6107428,0.191479,0.1048596,0.0866194
10,-1.108715,-1.4967651,"('unsympathetic', 'sympathetic')",-1.8690583,-1.6438546,-0.43893754,0.1296217,-1.1389036,-1.003666,-0.1352376
