,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
82,-1.5837464,-1.2368788,"('poor', 'rich')",-0.9632553,-0.6498343,6.0790324,5.8915043,1.1773435,1.3349304,-0.1575869
57,-1.5628245,-1.5264745,"('unimaginative', 'imaginative')",-0.6141296,-0.35526907,-2.9749625,-2.8653107,-1.7173055,-1.5823514,-0.1349541
73,1.5331396,1.9345177,"('helpless', 'self-reliant')",0.5633681,0.93502957,-3.7008374,-3.2677398,-0.5347766,-0.1327308,-0.4020458
14,-1.5128759,-1.1992943,"('antisocial', 'social')",1.019253,1.0856056,-0.77619165,-0.83441526,-0.4232715,-0.3160347,-0.1072368
23,-1.5084977,-1.0144807,"('insincere', 'sincere')",0.5530503,0.68326694,6.1024866,5.8717237,1.7156798,1.8468366,-0.1311568
33,1.4962803,1.6958789,"('wrong', 'right')",1.1721742,1.1983367,-0.9711479,-0.4917849,0.5657689,0.8008103,-0.2350414
36,1.4258839,1.4673535,"('hostile', 'amicable')",-0.16130632,-0.15787238,-0.28175965,0.20255077,0.327606,0.5040106,-0.1764046
81,-1.3187664,-1.2934161,"('submissive', 'aggressive')",0.52018785,0.5227488,-0.28850168,-0.6194584,-0.3623601,-0.4633753,0.1010152
11,-1.2600045,-0.8934365,"('unhelpful', 'helpful')",0.17017162,0.4585394,1.873495,1.9913322,0.2612207,0.5188117,-0.257591
63,-1.2417405,-1.0865755,"('unperceptive', 'insightful')",1.2605202,1.4309303,1.2912074,1.1024972,0.4366624,0.482284,-0.0456216
5,1.2360578,1.5187283,"('distant', 'outgoing')",0.4440625,0.5296942,-0.48335567,0.06707618,0.3989215,0.7051662,-0.3062447
2,1.1979086,1.6579527,"('unlikable', 'likable')",2.0252068,2.2754211,0.083661266,0.5920249,1.1022589,1.5084662,-0.4062073
50,1.1553661,1.010662,"('clumsy', 'skillful')",0.6886582,0.78299445,0.35913983,0.22629748,0.734388,0.6733179,0.0610701
70,-1.1227634,-0.9846094,"('lethargic', 'energetic')",-0.14121556,0.12862168,0.82324916,0.6109352,-0.1469099,-0.0816842,-0.0652257
39,-1.1065803,-0.6139154,"('exploitative', 'cooperative')",0.6259833,0.98103946,-0.09535746,-0.07102536,-0.1919848,0.0986996,-0.2906844
77,-1.0786788,-1.2131385,"('unmotivated', 'motivated')",0.9994611,1.0051794,-0.97918653,-1.1039404,-0.3528014,-0.4372998,0.0844984
75,1.0745916,1.0228821,"('meek', 'impulsive')",-0.16008937,-0.11655465,-0.62544066,-0.3942634,0.0963539,0.170688,-0.0743341
17,1.0461215,0.7598375,"('nasty', 'nice')",0.064021945,-0.0005561076,-0.51690495,-0.42544085,0.1977462,0.1112802,0.086466
83,1.0102388,0.82722044,"('powerless', 'powerful')",0.94660705,0.8566546,-0.66787595,-0.9024665,0.4296566,0.2604695,0.1691871
22,-0.9878664,-0.80904907,"('untrustworthy', 'trustworthy')",-0.96647817,-0.60945755,-1.1766472,-1.0743754,-1.0436639,-0.8309607,-0.2127032
65,-0.98573285,-0.9327991,"('insecure', 'secure')",-0.3444127,-0.2917382,-0.36681938,-0.53171206,-0.565655,-0.5854165,0.0197615
43,-0.98174876,-0.6109669,"('irresponsible', 'responsible')",0.5333804,0.68221587,0.4980811,0.5198063,0.0165709,0.1970184,-0.1804475
72,-0.97980803,-0.64663124,"('unambitious', 'ambitious')",-0.01435326,0.035040632,-0.93098956,-0.9006219,-0.641717,-0.5040708,-0.1376462
34,0.97807825,1.1493287,"('mean', 'honorable')",0.36878556,0.47076386,5.965197,6.0827627,2.4373536,2.5676184,-0.1302648
13,-0.9438236,-0.49337792,"('impolite', 'polite')",0.43906122,0.3810056,0.14184853,-0.08000964,-0.1209713,-0.0641273,-0.056844
84,0.93148595,0.7965171,"('inferior', 'superior')",0.4629331,0.45766374,0.8139117,0.9573481,0.7361102,0.7371763,-0.0010661
41,-0.92761153,-0.46765563,"('unforgiving', 'forgiving')",0.6542212,0.74375975,-0.5453612,-0.209734,-0.2729172,0.0221234,-0.2950406
7,-0.87507546,-0.6583487,"('insensitive', 'sensitive')",0.5410042,0.5586706,0.83147293,0.869871,0.1658006,0.256731,-0.0909304
71,0.85409975,0.90542597,"('diffident', 'self-confident')",1.8580623,1.7381157,0.6160951,0.5566107,1.109419,1.0667175,0.0427015
6,0.8357324,1.143697,"('distant', 'open')",-0.39775652,-0.26952738,0.02966915,0.6643659,0.1558817,0.5128452,-0.3569635
21,-0.77378154,-0.78899795,"('immoral', 'moral')",0.34742904,0.33463362,-0.5388304,-0.8619434,-0.3217276,-0.4387693,0.1170417
51,-0.7568032,-1.1245714,"('uneducated', 'educated')",0.25300258,0.13427088,0.93232834,0.5880018,0.1428426,-0.1340996,0.2769422
59,0.74542975,0.85457385,"('foolish', 'wise')",0.61463064,0.6699619,0.101228304,0.58805794,0.4870963,0.7041979,-0.2171016
87,0.68703943,0.77314854,"('unsuccessful', 'successful')",1.7240632,1.6258307,0.9509538,0.9425713,1.1206854,1.1138501,0.0068353
54,0.6666362,0.7676221,"('incapable', 'capable')",1.3094095,1.1340321,1.0994345,1.1101834,1.0251601,1.0039458,0.0212143
37,-0.65343654,-0.6060903,"('fake', 'genuine')",-0.8963277,-0.7768726,0.17483103,0.38400382,-0.458311,-0.3329864,-0.1253246
61,-0.5993573,-0.45547706,"('illogical', 'logical')",1.1064304,1.0517633,0.11215635,0.07604729,0.2064098,0.2241112,-0.0177014
8,-0.5850268,-0.09731871,"('unaffectionate', 'affectionate')",-0.2874252,-0.1108233,0.092552826,0.5775983,-0.2599664,0.1231521,-0.3831185
25,0.56478643,0.3690026,"('egoistic', 'altruistic')",-0.13787341,-0.12658551,1.1881505,1.5584779,0.5383545,0.6002983,-0.0619438
9,-0.5612366,0.1912244,"('unaffectionate', 'caring')",0.9745217,1.2308518,0.7991572,1.2809504,0.4041474,0.9010089,-0.4968615
32,-0.5593502,-0.3662979,"('unkind', 'kind')",0.21485598,0.24374479,0.83181536,0.84390116,0.1624404,0.2404493,-0.0780089
30,-0.5519013,-0.028539173,"('intolerant', 'tolerant')",0.25252914,0.5079057,0.8491261,1.0995578,0.1832513,0.5263081,-0.3430568
80,-0.5392101,-1.1622112,"('dominated', 'dominating')",0.12360081,0.027245352,-0.37820113,-0.9432739,-0.2646035,-0.6927466,0.4281431
26,0.52958673,0.72425425,"('hardhearted', 'benevolent')",0.768548,0.9570578,1.1616197,1.6825873,0.8199182,1.1212997,-0.3013815
52,0.5275795,0.5415372,"('irrational', 'rational')",-0.051178627,-0.005740395,-0.70913357,-0.25098887,-0.0775776,0.094936,-0.1725136
15,0.5103986,0.7484747,"('boring', 'funny')",0.030013189,0.13004932,0.32662097,0.40423757,0.2890109,0.4275872,-0.1385763
27,0.5103554,0.39099053,"('hardhearted', 'softhearted')",-0.24261037,-0.5471095,1.6930269,1.5574402,0.6535906,0.4671071,0.1864835
76,-0.49485514,-0.39086357,"('anxious', 'daring')",0.34012774,0.31598938,0.4820389,0.12676522,0.1091038,0.017297,0.0918068
1,-0.494664,-0.16584969,"('unfriendly', 'friendly')",0.9761362,1.0415572,1.39382,2.0400937,0.6250974,0.9719337,-0.3468363
78,0.49062532,-0.18323013,"('nonresilient', 'resilient')",1.3890905,1.0954043,1.066177,0.37641492,0.9819643,0.4295297,0.5524346
56,-0.4637548,-0.20059098,"('impractical', 'practical')",0.26811677,0.4951288,-0.07155221,-0.04055369,-0.0890634,0.0846614,-0.1737248
53,-0.44490933,-0.33092576,"('uncreative', 'creative')",0.9984772,1.0852036,0.63939416,0.8168153,0.397654,0.5236977,-0.1260437
4,0.44041693,0.41068235,"('disliked', 'liked')",-0.25336042,0.067405045,-7.2156854,-6.413566,-2.3428763,-1.9784929,-0.3643834
74,-0.406771,-0.24907744,"('undedicated', 'dedicated')",0.4377445,0.7360762,0.05472025,0.2428905,0.0285646,0.2432964,-0.2147318
18,-0.37589923,-0.09537325,"('disagreeable', 'welcoming')",-0.5039964,-0.43996948,-0.6696168,-0.3536461,-0.5165041,-0.2963296,-0.2201745
49,-0.37376386,-0.4878151,"('unable', 'able')",-0.8278925,-0.9450916,-0.2052912,-0.38435853,-0.4689825,-0.6057551,0.1367726
88,-0.34749076,-0.38099048,"('low', 'eminent')",-0.8594172,-0.981283,0.18955302,0.15695329,-0.3391183,-0.4017734,0.0626551
38,-0.3185264,0.19082001,"('untruthful', 'truthful')",0.78873086,1.0276572,-0.3313732,0.31929272,0.0462771,0.5125899,-0.4663128
31,0.29592294,0.2699659,"('evil', 'good')",-0.69442874,-0.7251512,-1.5075624,-1.1277049,-0.6353561,-0.5276301,-0.107726
47,-0.21702075,0.06582914,"('stupid', 'smart')",0.5478581,0.53290707,5.746274,5.650311,2.0257037,2.0830158,-0.0573121
58,0.17890783,0.309492,"('undiscriminating', 'discriminating')",1.6148055,1.4955139,0.09133309,0.1865915,0.6283488,0.6638658,-0.035517
12,-0.1516463,0.0031203115,"('unsupportive', 'supportive')",1.2448577,1.3042687,-1.9322234,-1.752843,-0.2796707,-0.1484847,-0.131186
20,-0.14235334,-0.410511,"('rough', 'thoughtful')",0.09512728,-0.047217563,0.9253004,0.86036104,0.2926914,0.1342108,0.1584806
16,-0.14045973,0.01982499,"('unpopular', 'popular')",-0.18830293,-0.032876745,0.1448453,0.40723002,-0.0613058,0.1313928,-0.1926986
68,0.10406348,-0.26077488,"('dependent', 'independent')",-1.494177,-1.8266122,-0.5461589,-0.71851647,-0.6454241,-0.9353011,0.289877
40,0.086808085,0.13715398,"('stingy', 'generous')",0.77597374,1.1136451,-2.2833257,-1.7340559,-0.4735146,-0.1610856,-0.312429
29,0.07727087,-0.122490995,"('unfair', 'fair')",-0.32263717,-0.40097988,-0.67819065,-0.70109564,-0.3078523,-0.4081888,0.1003365
67,-0.041353226,-0.0027876124,"('doubtful', 'determined')",0.30435482,0.061863676,-0.6517196,-0.5728394,-0.1295727,-0.1712544,0.0416817
64,-0.024750212,-0.12014949,"('shy', 'confident')",0.74991226,0.84304553,-6.9706936,-6.7320867,-2.0818439,-2.0030635,-0.0787804
19,-0.011514362,0.007395111,"('inhospitable', 'hospitable')",-0.09761806,-0.12155536,-0.19241631,-0.015380874,-0.1005162,-0.0431804,-0.0573358
