,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,male-female
6,0.6110267,1.2687155,"('distant', 'open')",-0.98568803,-0.66351,-0.85191214,-0.8967949,-0.4088578,-0.0971965,-0.3116613
15,0.56522727,0.8155634,"('boring', 'funny')",0.65800005,0.6991314,-0.41754776,-0.3572034,0.2685598,0.3858305,-0.1172707
1,-0.5616419,-0.16343512,"('unfriendly', 'friendly')",-1.208521,-1.0974426,1.1361983,1.1974027,-0.2113215,-0.0211583,-0.1901632
60,-0.55591035,-0.80070305,"('inefficient', 'efficient')",1.9352125,1.8172979,1.0654688,1.2876111,0.8149236,0.7680686,0.046855
79,0.54814434,0.47325537,"('wavering', 'unwavering')",-1.1450565,-1.0460372,-0.7271017,-0.9338407,-0.4413379,-0.5022075,0.0608696
52,-0.5251726,-0.12105723,"('irrational', 'rational')",-1.683623,-1.5483793,-0.7162396,-0.72992873,-0.9750117,-0.7997885,-0.1752232
44,0.5151029,0.5738448,"('prejudiced', 'unprejudiced')",-0.36469227,-0.23975678,-1.2294104,-1.1348315,-0.3596666,-0.2669145,-0.0927521
59,0.5130854,0.841349,"('foolish', 'wise')",-0.6985921,-0.6230068,-0.43426457,-0.42344442,-0.2065904,-0.0683674,-0.138223
14,0.5114807,0.28994152,"('antisocial', 'social')",1.4635665,1.3511649,0.24483898,0.29584423,0.7399621,0.6456502,0.0943119
12,0.46408093,0.46675155,"('unsupportive', 'supportive')",0.26209345,0.3030325,-1.7038009,-1.7418299,-0.3258755,-0.3240153,-0.0018602
8,-0.4315311,0.030220214,"('unaffectionate', 'affectionate')",-1.0099753,-0.8899406,0.4828866,0.53494895,-0.3195399,-0.1082572,-0.2112827
45,-0.41999373,-0.7190479,"('incompetent', 'competent')",0.39019412,0.23654276,0.1713613,0.21527793,0.0471872,-0.0890757,0.1362629
35,-0.41270807,0.0325031,"('corrupt', 'incorrupt')",-1.4848579,-1.2008053,-1.1595416,-1.2745937,-1.0190358,-0.8142986,-0.2047372
57,-0.41240555,-0.67780894,"('unimaginative', 'imaginative')",-0.11388993,-0.19859138,-2.9794495,-2.7936192,-1.1685816,-1.2233399,0.0547583
13,0.40862173,0.31513485,"('impolite', 'polite')",0.60620403,0.6024023,-0.066699564,-0.09703711,0.3160421,0.2735,0.0425421
75,-0.40261197,-0.25807127,"('meek', 'impulsive')",-1.2512631,-1.0864171,-1.2957139,-1.3110316,-0.9831963,-0.8851733,-0.098023
32,-0.3951201,-0.387243,"('unkind', 'kind')",0.15342993,0.08950817,1.3226154,1.4050975,0.3603084,0.3691209,-0.0088125
23,-0.39074224,-0.53931916,"('insincere', 'sincere')",0.9905029,0.9088295,6.8530836,6.7735724,2.4842814,2.3810275,0.1032539
81,-0.37444153,-0.73656934,"('submissive', 'aggressive')",1.0668161,0.83973986,0.00917495,0.094121575,0.2338498,0.065764,0.1680858
18,0.37125006,0.6450244,"('disagreeable', 'welcoming')",-0.43571267,-0.3180523,-0.24256109,-0.30276483,-0.1023412,0.0080691,-0.1104103
65,-0.35281357,-0.6326666,"('insecure', 'secure')",0.8177093,0.6323902,0.72141474,0.7792532,0.3954368,0.2596589,0.1357779
7,0.3440023,0.1774857,"('insensitive', 'sensitive')",0.91708463,0.7230711,1.4012642,1.3402932,0.8874504,0.74695,0.1405004
56,0.31834334,0.16576797,"('impractical', 'practical')",1.706152,1.6677122,0.19141038,0.15906954,0.7386352,0.6641832,0.074452
5,0.31274754,1.0029086,"('distant', 'outgoing')",-1.1083888,-0.8036411,-1.2204359,-1.2375606,-0.6720257,-0.3460977,-0.325928
4,0.30840015,0.30076137,"('disliked', 'liked')",-0.3603555,-0.27550244,-8.159631,-8.20494,-2.7371953,-2.7265603,-0.010635
87,0.2988312,0.03218098,"('unsuccessful', 'successful')",0.046587512,-0.24248424,0.46008793,0.4435709,0.2685022,0.0777559,0.1907463
51,-0.29837143,-0.5743521,"('uneducated', 'educated')",0.24571136,0.07751455,0.6592582,0.48255244,0.2021994,-0.0047617,0.2069611
25,-0.28919962,-0.065700926,"('egoistic', 'altruistic')",-0.9362838,-0.90526843,0.8018225,0.81237894,-0.1412203,-0.0528635,-0.0883568
48,-0.25981095,-0.4328627,"('unintelligent', 'intelligent')",-0.39210975,-0.4966782,1.106819,1.2337725,0.1516328,0.1014105,0.0502223
62,-0.25872064,-0.44663316,"('incompetent', 'brilliant')",0.79854184,0.6552409,0.81427896,0.8781891,0.4513667,0.3622656,0.0891011
24,0.24184933,0.41857067,"('dishonest', 'honest')",-0.16128165,0.012134463,1.0810016,1.1429763,0.3871898,0.5245605,-0.1373707
61,0.234329,0.0795743,"('illogical', 'logical')",-0.052802898,-0.18125728,0.93896395,0.8083197,0.3734967,0.2355456,0.1379511
47,-0.23426105,-0.23680285,"('stupid', 'smart')",0.6305356,0.53934187,5.707203,5.775257,2.0344925,2.025932,0.0085605
70,-0.23057407,-0.41740596,"('lethargic', 'energetic')",1.5957634,1.3862417,0.8917972,0.84093493,0.7523289,0.6032569,0.149072
64,-0.2057665,-0.13187915,"('shy', 'confident')",-0.58812827,-0.5489438,-6.6353626,-6.3937407,-2.4764191,-2.3581878,-0.1182313
0,-0.20545252,-0.48407775,"('unsociable', 'sociable')",0.68853873,0.52476096,0.4458117,0.43949544,0.3096326,0.1600596,0.149573
29,0.19752297,0.25979814,"('unfair', 'fair')",0.11798217,0.20314625,0.010763727,-0.2791591,0.1087563,0.0612618,0.0474945
88,-0.18892208,-0.2656405,"('low', 'eminent')",-1.3116925,-1.414656,-0.15638308,-0.14145575,-0.5523325,-0.6072508,0.0549183
80,-0.18824387,-0.60013837,"('dominated', 'dominating')",0.6357966,0.3402711,-0.23911011,-0.3516895,0.0694809,-0.2038523,0.2733332
54,-0.17931832,-0.17368618,"('incapable', 'capable')",-0.6367623,-0.6515837,0.8315031,0.7229345,0.0051408,-0.0341118,0.0392526
66,-0.17731759,-0.1248579,"('inactive', 'active')",-0.5512122,-0.5811287,-0.089803405,-0.26200914,-0.2727777,-0.3226653,0.0498876
37,-0.17406482,-0.14551969,"('fake', 'genuine')",0.21413864,0.207339,0.40156284,0.43036813,0.1472122,0.1640625,-0.0168503
40,0.1737997,0.36687902,"('stingy', 'generous')",-0.011223518,0.016603928,-2.3228066,-2.2265172,-0.7200768,-0.6143448,-0.105732
71,0.17325896,0.31556353,"('diffident', 'self-confident')",1.0182801,1.0302072,0.7557843,0.5935441,0.6491078,0.6464383,0.0026695
27,-0.17229402,-0.03447647,"('hardhearted', 'softhearted')",0.15857327,0.116200164,0.97747225,1.0430416,0.3212505,0.3749218,-0.0536713
2,0.16792151,0.26320556,"('unlikable', 'likable')",0.22558957,0.2665592,0.1869315,0.35928914,0.1934809,0.2963513,-0.1028704
63,-0.16186395,-0.35452724,"('unperceptive', 'insightful')",1.3270693,1.1338555,0.4804132,0.45649296,0.5485395,0.4119404,0.1365991
58,-0.16004622,-0.3198475,"('undiscriminating', 'discriminating')",0.3760844,0.1630064,0.31466717,0.15289827,0.1769018,-0.0013143,0.1782161
83,-0.15494607,-0.25074077,"('powerless', 'powerful')",-0.33919615,-0.45850706,-0.94669425,-0.9663103,-0.4802788,-0.5585194,0.0782406
31,-0.15224102,0.29619375,"('evil', 'good')",-1.5205334,-1.1973623,-1.6589423,-1.6718858,-1.1105723,-0.8576848,-0.2528875
38,-0.1493297,-0.052930783,"('untruthful', 'truthful')",-0.43328476,-0.23839186,-0.20982361,-0.21905151,-0.264146,-0.1701247,-0.0940213
11,-0.14831233,-0.46851456,"('unhelpful', 'helpful')",0.1348364,0.08019303,2.142339,2.1754308,0.709621,0.5957031,0.1139179
19,-0.14542928,0.0811488,"('inhospitable', 'hospitable')",-0.6867382,-0.61183995,-0.91443634,-1.0175233,-0.5822013,-0.5160715,-0.0661298
9,-0.12817782,0.30516076,"('unaffectionate', 'caring')",-0.91653824,-0.802637,1.18923,1.2774073,0.0481713,0.259977,-0.2118057
43,0.11909046,0.053601228,"('irresponsible', 'responsible')",0.9168217,0.9640486,1.0073065,1.0635347,0.6810729,0.6937282,-0.0126553
22,0.054364998,-0.017404523,"('untrustworthy', 'trustworthy')",0.7376972,0.6823228,-0.39299473,-0.3687458,0.1330225,0.0987242,0.0342983
41,0.04351147,0.11410649,"('unforgiving', 'forgiving')",0.819901,0.98607314,-0.1371921,-0.19283974,0.2420735,0.3024466,-0.0603731
28,0.039653726,-0.024438001,"('disloyal', 'loyal')",-0.7593563,-0.747081,1.4760803,1.4702215,0.2521259,0.2329008,0.0192251
3,-0.027478945,-0.35732788,"('repellent', 'pleasant')",0.489571,0.5278905,0.5656687,0.6782913,0.3425869,0.2829513,0.0596356
76,-0.013823395,-0.1530182,"('anxious', 'daring')",0.9560695,0.859913,0.87552774,0.80332136,0.6059246,0.5034054,0.1025192
69,0.008852756,0.30408713,"('lazy', 'industrious')",-0.26450026,-0.14503276,-2.0193093,-1.973995,-0.7583189,-0.6049802,-0.1533387
74,-0.007394176,-0.12466902,"('undedicated', 'dedicated')",0.77599126,0.60854524,-0.17906284,-0.17640702,0.1965114,0.1024897,0.0940217
