,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.5819776,-2.6203508,"('unfriendly', 'friendly')",1.3307414,1.5499114,-0.6256181,-0.5352197,-0.0903984
53,-2.3077302,-2.3043976,"('uncreative', 'creative')",0.55724585,0.6771829,-0.8752422,-0.8136073,-0.0616349
36,-1.7899401,-1.736933,"('hostile', 'amicable')",-0.5332686,-0.56321055,-1.1616044,-1.1500717,-0.0115327
19,-1.7709906,-1.4100163,"('inhospitable', 'hospitable')",-0.6012387,-0.20031957,-1.1861147,-0.8051679,-0.3809468
86,-1.7396178,-1.9525177,"('uninfluential', 'influential')",-0.13152893,-0.3277328,-0.9355734,-1.1401253,0.2045519
44,1.5504997,1.30634,"('prejudiced', 'unprejudiced')",-1.2407545,-1.524496,0.1548726,-0.109078,0.2639506
10,-1.4093926,-1.386211,"('unsympathetic', 'sympathetic')",-0.044012222,0.16291168,-0.7267024,-0.6116497,-0.1150527
66,-1.4025373,-1.4556534,"('inactive', 'active')",0.08973713,0.010717083,-0.6564001,-0.7224682,0.0660681
85,-1.3878973,-1.32503,"('insignificant', 'prestigious')",-0.17010826,-0.15949787,-0.7790028,-0.7422639,-0.0367389
57,-1.3543874,-1.5589728,"('unimaginative', 'imaginative')",-2.2862706,-2.5970619,-1.820329,-2.0780172,0.2576882
31,-1.2766359,-1.2465724,"('evil', 'good')",-1.4318265,-1.4718412,-1.3542311,-1.3592068,0.0049757
9,-1.2671719,-1.0234202,"('unaffectionate', 'caring')",0.9351184,1.3427186,-0.1660267,0.1596492,-0.3256759
58,-1.2407131,-1.3559263,"('undiscriminating', 'discriminating')",-0.12216358,-0.111033425,-0.6814383,-0.7334799,0.0520416
8,-1.1614556,-1.0575001,"('unaffectionate', 'affectionate')",0.511238,0.71893686,-0.3251088,-0.1692816,-0.1558272
80,1.1486219,1.1465144,"('dominated', 'dominating')",-0.96846086,-1.0313405,0.0900805,0.057587,0.0324935
6,-1.1034018,-0.94366205,"('distant', 'open')",-0.23815875,0.00024520792,-0.6707802,-0.4717084,-0.1990718
63,-1.1011958,-0.89712495,"('unperceptive', 'insightful')",1.2856258,1.6238112,0.092215,0.3633431,-0.2711281
61,-1.0705537,-1.2159243,"('illogical', 'logical')",0.2567465,0.1382775,-0.4069036,-0.5388234,0.1319198
60,1.061661,0.8726977,"('inefficient', 'efficient')",0.839899,0.93043727,0.95078,0.9015675,0.0492125
54,-1.0603853,-1.0278989,"('incapable', 'capable')",1.0067027,1.3840966,-0.0268413,0.1780989,-0.2049402
23,-1.0586036,-1.0268134,"('insincere', 'sincere')",5.653678,6.2470098,2.2975371,2.6100981,-0.312561
81,1.0177755,0.8070612,"('submissive', 'aggressive')",-0.21093267,-0.095827684,0.4034214,0.3556167,0.0478047
5,-0.94471073,-0.8343257,"('distant', 'outgoing')",-0.434547,-0.19633037,-0.6896288,-0.515328,-0.1743008
79,-0.93997747,-0.7586963,"('wavering', 'unwavering')",-0.5371665,-0.24058938,-0.738572,-0.4996428,-0.2389292
82,-0.9030455,-0.71104354,"('poor', 'rich')",5.8376946,6.4565077,2.4673245,2.8727322,-0.4054077
71,-0.8957306,-0.8564651,"('diffident', 'self-confident')",0.43777633,0.30140468,-0.2289771,-0.2775302,0.0485531
27,-0.8651263,-0.73407835,"('hardhearted', 'softhearted')",1.2308891,1.3750426,0.1828814,0.3204821,-0.1376007
0,-0.8487908,-1.1483928,"('unsociable', 'sociable')",-0.060784936,-0.23983827,-0.4547879,-0.6941155,0.2393276
77,-0.8306366,-0.8972604,"('unmotivated', 'motivated')",-0.69826573,-0.76075256,-0.7644511,-0.8290065,0.0645554
24,-0.8122293,-0.9286963,"('dishonest', 'honest')",0.7187932,1.0564102,-0.046718,0.063857,-0.110575
26,-0.79694104,-0.9578262,"('hardhearted', 'benevolent')",1.543139,1.3807893,0.373099,0.2114815,0.1616175
30,0.78995466,0.7304119,"('intolerant', 'tolerant')",1.4129354,1.5439951,1.101445,1.1372035,-0.0357585
16,-0.7720707,-0.50095946,"('unpopular', 'popular')",0.32070312,0.22086562,-0.2256838,-0.1400469,-0.0856369
69,0.75714225,0.43307868,"('lazy', 'industrious')",-0.5287609,-0.8917005,0.1141907,-0.2293109,0.3435016
37,0.751969,0.6896611,"('fake', 'genuine')",0.4995266,0.46273685,0.6257478,0.5761989,0.0495489
62,0.7497011,0.8569141,"('incompetent', 'brilliant')",0.83439124,1.2905794,0.7920462,1.0737468,-0.2817006
73,0.74530315,0.75041413,"('helpless', 'self-reliant')",-2.8175979,-2.99642,-1.0361474,-1.1230029,0.0868555
78,-0.7312107,-0.4386101,"('nonresilient', 'resilient')",0.56217843,0.73572177,-0.0845161,0.1485558,-0.2330719
38,-0.7181045,-0.48851305,"('untruthful', 'truthful')",-0.06514525,0.45127547,-0.3916249,-0.0186188,-0.3730061
39,0.6945096,0.41512176,"('exploitative', 'cooperative')",0.3036197,0.2993534,0.4990647,0.3572376,0.1418271
