,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
66,-0.54810053,-0.47910142,"('inactive', 'active')",-0.6989092,-0.6304633,-0.21238042,0.02268172,-0.4864634,-0.3622944,-0.124169
56,0.5367411,0.35401723,"('impractical', 'practical')",2.306369,2.0076938,0.7204952,0.2411138,1.1878684,0.8676083,0.3202601
52,-0.5322463,-0.31651074,"('irrational', 'rational')",-0.64546835,-0.6151916,-0.8266335,-0.60772806,-0.668116,-0.5131435,-0.1549725
70,0.5234912,0.36083943,"('lethargic', 'energetic')",0.8450169,0.74951404,1.1401197,0.9758862,0.8362093,0.6954133,0.140796
54,-0.5189434,-0.4859934,"('incapable', 'capable')",0.08817292,0.10281428,0.41976732,0.504431,-0.0036677,0.0404173,-0.044085
51,-0.49575397,-0.6413032,"('uneducated', 'educated')",-0.19794188,-0.24584064,0.7902432,0.5207909,0.0321825,-0.1221177,0.1543002
15,-0.47337228,-0.33273423,"('boring', 'funny')",0.32090712,0.3924869,-0.33699006,-0.27663416,-0.1631517,-0.0722938,-0.0908579
11,0.46881425,0.059104033,"('unhelpful', 'helpful')",0.5608229,0.28676865,2.6771178,2.4769397,1.235585,0.9409374,0.2946476
87,0.46837512,0.30997238,"('unsuccessful', 'successful')",1.155677,0.9596274,1.1340908,0.9279748,0.919381,0.7325249,0.1868561
78,-0.4485307,-0.4133699,"('nonresilient', 'resilient')",-0.04920502,-0.16456726,-0.007922111,-0.019692313,-0.1685526,-0.1992098,0.0306572
44,0.41491923,0.31498405,"('prejudiced', 'unprejudiced')",-0.66655964,-0.78359354,-1.3977784,-1.3967849,-0.5498063,-0.6217981,0.0719918
72,-0.40817955,-0.3418162,"('unambitious', 'ambitious')",-0.9569073,-0.8764057,-0.40106466,-0.14867213,-0.5887171,-0.4556313,-0.1330858
13,0.38729814,0.29416955,"('impolite', 'polite')",1.9947635,1.7470834,0.28579402,-0.05951508,0.8892852,0.6605793,0.2287059
32,0.38524598,0.34723645,"('unkind', 'kind')",0.69429827,0.8544346,1.294174,1.3631327,0.7912394,0.8549346,-0.0636952
57,-0.37470126,-0.40610722,"('unimaginative', 'imaginative')",-0.3972665,-0.51308185,-2.7981226,-2.9326344,-1.1900301,-1.2839411,0.093911
41,-0.37348932,0.009084138,"('unforgiving', 'forgiving')",1.4013859,1.6296728,-0.12894616,-0.15057373,0.2996502,0.496061,-0.1964108
34,-0.33938324,-0.37350288,"('mean', 'honorable')",0.06663397,-0.03151518,5.5665197,5.500593,1.7645901,1.6985251,0.066065
69,0.32615358,0.45336658,"('lazy', 'industrious')",0.7847494,0.89596546,-1.1828926,-0.9066549,-0.0239965,0.1475591,-0.1715556
65,0.3144087,0.2174839,"('insecure', 'secure')",0.7075565,0.4761645,0.707022,0.5159095,0.5763291,0.403186,0.1731431
55,0.29438257,0.30604923,"('incompetent', 'clever')",0.6208393,0.6903276,1.2168981,1.0417818,0.7107066,0.6793862,0.0313204
38,-0.26451784,-0.27799633,"('untruthful', 'truthful')",0.79460514,0.7523108,0.31411856,0.22084133,0.281402,0.2317186,0.0496834
22,-0.25357231,-0.14297424,"('untrustworthy', 'trustworthy')",-0.6208659,-0.40313512,-0.4842513,-0.29109374,-0.4528965,-0.2790677,-0.1738288
61,0.24525267,0.19559696,"('illogical', 'logical')",1.0281376,0.9148989,0.6261243,0.5862508,0.6331716,0.5655822,0.0675894
45,0.23619251,0.19389307,"('incompetent', 'competent')",1.972554,1.93772,0.8858625,0.6657539,1.0315363,0.9324556,0.0990807
0,-0.23311776,-0.0734578,"('unsociable', 'sociable')",1.6969838,1.6588639,0.47224876,0.32597992,0.6453716,0.6371287,0.0082429
49,-0.2331142,-0.21436593,"('unable', 'able')",-0.3841889,-0.30670622,-0.34948573,-0.32350266,-0.3222629,-0.2815249,-0.040738
74,0.19406378,0.40837148,"('undedicated', 'dedicated')",0.8677245,1.0780681,-0.264667,-0.19494094,0.2657071,0.4304996,-0.1647925
17,0.17217907,0.029173184,"('nasty', 'nice')",-0.14255422,-0.25298634,-0.83198875,-0.82643056,-0.2674546,-0.3500812,0.0826266
48,-0.15901321,-0.1761553,"('unintelligent', 'intelligent')",-0.12250437,-0.12814315,0.6011905,0.5847248,0.1065576,0.0934754,0.0130822
23,-0.14939862,-0.5755062,"('insincere', 'sincere')",1.4936497,1.2841783,6.558257,6.3194604,2.6341694,2.3427108,0.2914586
84,0.1435777,0.24400608,"('inferior', 'superior')",0.39052793,0.3978854,0.31967723,0.6341975,0.2845943,0.425363,-0.1407687
33,-0.14184527,0.04362096,"('wrong', 'right')",0.20889178,0.40968567,-1.1640906,-0.9869622,-0.3656814,-0.1778852,-0.1877962
10,-0.13713914,-0.046819456,"('unsympathetic', 'sympathetic')",0.038448785,0.078227594,0.066422164,0.24687797,-0.0107561,0.092762,-0.1035181
25,-0.13547863,-0.028926928,"('egoistic', 'altruistic')",0.76838225,0.8785297,0.851198,1.1000396,0.4947006,0.6498808,-0.1551802
63,-0.12283366,-0.24018806,"('unperceptive', 'insightful')",0.7024617,0.7463471,1.2739921,1.0754961,0.6178734,0.5272184,0.090655
71,-0.11091167,-0.30905062,"('diffident', 'self-confident')",1.6007437,1.621061,0.32117963,0.06681496,0.6036705,0.4596084,0.1440621
4,0.09408641,0.03275459,"('disliked', 'liked')",0.15062329,0.13768259,-6.6202893,-7.0512958,-2.1251933,-2.2936195,0.1684262
75,0.08325543,0.049933083,"('meek', 'impulsive')",-2.0520666,-2.045002,-1.008199,-0.85386765,-0.9923368,-0.9496455,-0.0426913
59,-0.05914972,-0.14973369,"('foolish', 'wise')",-0.34747642,-0.20452684,-0.5903047,-0.163434,-0.3323103,-0.1725648,-0.1597455
37,0.05759123,0.064518355,"('fake', 'genuine')",0.03715872,0.08529048,-0.026204953,0.27328342,0.0228483,0.1410307,-0.1181824
83,-0.055967297,0.09636797,"('powerless', 'powerful')",-0.07376013,-0.021994151,-1.0688711,-1.105899,-0.3995329,-0.3438417,-0.0556912
24,0.05294144,0.21594015,"('dishonest', 'honest')",0.52829933,0.87079203,0.8350118,1.0467207,0.4720842,0.711151,-0.2390668
3,0.04494942,-0.05364009,"('repellent', 'pleasant')",-0.42726642,-0.5703329,1.1411709,1.000024,0.2529513,0.1253503,0.127601
7,0.040088717,-0.1579384,"('insensitive', 'sensitive')",0.75110346,0.5972226,0.67318106,0.6177209,0.4881244,0.3523351,0.1357893
43,0.037929997,0.0008379072,"('irresponsible', 'responsible')",1.2595129,1.3351929,1.1130345,1.0747263,0.8034925,0.8035857,-9.32e-05
12,0.03747685,0.09387016,"('unsupportive', 'supportive')",0.93366736,0.90013194,-1.7201737,-1.7958564,-0.2496765,-0.2672848,0.0176083
47,0.028740067,0.021132769,"('stupid', 'smart')",0.67043686,0.778381,5.6125455,5.8531375,2.1039074,2.2175504,-0.113643
50,-0.01518775,-0.16548495,"('clumsy', 'skillful')",-0.5841714,-0.53066623,-0.05663974,0.10013209,-0.2186663,-0.198673,-0.0199933
40,-0.010705762,0.2937918,"('stingy', 'generous')",0.43432784,0.7234585,-2.389726,-2.1948895,-0.6553679,-0.3925464,-0.2628215
28,-0.0017200066,-0.10243076,"('disloyal', 'loyal')",1.1690108,1.2549957,1.2660111,1.159467,0.8111006,0.7706773,0.0404233
