,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
18,-0.73773766,-0.6720017,"('disagreeable', 'welcoming')",-0.210233,-0.29804942,0.17813873,0.33279285,-0.2941747,-0.17571452,-0.2660016,-0.2032432,-0.0627584
12,0.70761424,0.6645693,"('unsupportive', 'supportive')",2.3135886,2.4066217,0.21894768,0.35299498,-1.1672803,-1.2155901,0.5182176,0.5521489,-0.0339313
29,-0.7026397,-0.86162776,"('unfair', 'fair')",-0.16759604,0.058562387,-0.70519054,-0.70720017,-0.56645405,-0.6651986,-0.5354701,-0.543866,0.0083959
4,-0.68539363,-0.73826784,"('disliked', 'liked')",0.77350193,0.76610076,0.200396,0.28143397,-5.553789,-5.8116794,-1.3163213,-1.3756031,0.0592818
69,0.65751475,0.5304148,"('lazy', 'industrious')",0.7031561,0.81468284,0.60923636,0.70894784,-0.5109198,-0.58432525,0.3647468,0.36743,-0.0026832
17,-0.6454325,-0.69947475,"('nasty', 'nice')",-0.4559465,-0.31032518,-0.90003973,-0.8920722,-0.5245864,-0.5960594,-0.6315013,-0.6244829,-0.0070184
45,-0.6218559,-0.4826048,"('incompetent', 'competent')",-0.03312368,0.13726975,-0.5742573,-0.32352746,-0.5691945,-0.5987141,-0.4496078,-0.3168942,-0.1327136
52,-0.5959272,-0.73556787,"('irrational', 'rational')",0.18235543,0.08918313,-0.88404095,-1.0282063,-0.3090255,-0.3113739,-0.4016595,-0.4964913,0.0948318
67,0.5771804,0.56246614,"('doubtful', 'determined')",-0.18721685,-0.1316857,0.5510919,0.6849381,-0.80610114,-0.69437695,0.0337386,0.1053354,-0.0715968
56,0.5727183,0.7600997,"('impractical', 'practical')",0.63878685,0.83245116,-0.19663876,0.084177285,-0.29711947,-0.20670299,0.1794367,0.3675063,-0.1880696
40,-0.55624384,-0.6234228,"('stingy', 'generous')",0.63838094,0.4776153,0.3770983,0.2832178,-1.1138449,-1.3745611,-0.1636524,-0.3092877,0.1456353
76,0.53455234,0.62015957,"('anxious', 'daring')",-0.89168435,-0.9977788,0.5701567,0.64442724,0.14036065,0.29102913,0.0883463,0.1394593,-0.051113
22,-0.5315246,-0.48088756,"('untrustworthy', 'trustworthy')",0.072167516,-0.0918883,-0.12438101,-0.10923727,-1.0854067,-1.049557,-0.4172862,-0.4328925,0.0156063
48,-0.5174839,-0.63761246,"('unintelligent', 'intelligent')",0.27466065,0.17785901,-0.24492973,-0.55957586,0.5334801,0.45423445,0.0114318,-0.1412737,0.1527055
38,-0.5131359,-0.3024467,"('untruthful', 'truthful')",0.5339778,0.68827283,-0.75996745,-0.59260696,0.12527236,0.32185456,-0.1534633,0.0287684,-0.1822317
68,-0.50166535,-0.65568995,"('dependent', 'independent')",-1.2118062,-1.2553353,-0.47453985,-0.77412236,-0.35515654,-0.6304438,-0.635792,-0.8288979,0.1931059
32,0.4953514,0.26506078,"('unkind', 'kind')",1.7026838,1.5431322,0.60290724,0.53617907,1.346447,1.3946129,1.0368474,0.9347463,0.1021011
34,0.4728256,0.55924153,"('mean', 'honorable')",0.62161857,0.8052088,-0.08565231,0.025991231,6.066037,6.2296443,1.7687073,1.9050214,-0.1363141
78,-0.4664872,-0.6111534,"('nonresilient', 'resilient')",1.113007,1.1126255,0.37980404,0.21891011,0.43645397,0.31997818,0.3656944,0.2600901,0.1056043
46,-0.46163535,-0.4578752,"('uncompetitive', 'competitive')",-0.14297096,-0.21323754,0.5428508,0.38122016,-0.27823976,-0.4159003,-0.0849988,-0.1764482,0.0914494
37,0.44643193,0.46305934,"('fake', 'genuine')",0.1112739,0.13395582,0.0960609,0.13916403,0.41188973,0.6600121,0.2664141,0.3490478,-0.0826337
75,-0.4402204,-0.23662859,"('meek', 'impulsive')",0.36041528,0.49826527,-0.16334336,0.18064898,-0.41897428,-0.27379963,-0.1655307,0.0421215,-0.2076522
27,-0.4327878,-0.50142664,"('hardhearted', 'softhearted')",0.6597006,0.7467629,0.40037134,0.2676977,1.656527,1.4685142,0.5709528,0.495387,0.0755658
15,-0.42315796,-0.38347265,"('boring', 'funny')",0.37795395,0.3104929,-0.8750816,-0.7506694,0.24525505,0.29125625,-0.1687576,-0.1330982,-0.0356594
55,-0.41779718,-0.42961574,"('incompetent', 'clever')",-1.1251531,-1.2690426,-0.17566834,-0.23385182,-0.013542779,-0.13315569,-0.4330404,-0.5164164,0.083376
60,0.41238838,0.48862103,"('inefficient', 'efficient')",-0.3020715,-0.18592411,0.2893663,0.3487392,-0.022396393,0.12471022,0.0943217,0.1940366,-0.0997149
59,0.39113852,0.3737027,"('foolish', 'wise')",1.8425955,1.7455183,-0.20834547,-0.15018454,0.23067504,0.26181278,0.5640159,0.5577123,0.0063036
72,-0.38158867,-0.33464313,"('unambitious', 'ambitious')",0.38199833,0.2913118,-0.4305524,-0.33162355,-1.39399,-1.2603037,-0.4560332,-0.4088147,-0.0472185
43,0.37384194,0.45696694,"('irresponsible', 'responsible')",1.0316609,1.177291,-0.60970175,-0.4828058,0.4336605,0.5574367,0.3073654,0.4272223,-0.1198569
33,0.35246798,0.27145553,"('wrong', 'right')",0.8130576,0.65067744,0.5614128,0.46725476,-0.8068445,-0.7646752,0.2300235,0.1561781,0.0738454
44,0.35105148,0.396433,"('prejudiced', 'unprejudiced')",-0.64090383,-0.44842628,-0.19159818,0.06877785,-1.5064849,-1.2487118,-0.4969839,-0.3079818,-0.1890021
49,-0.31913233,-0.2708781,"('unable', 'able')",-0.25730655,-0.25102782,-0.39414668,-0.34973738,-0.23725368,-0.100477226,-0.3019598,-0.2430301,-0.0589297
35,-0.31642398,-0.30769598,"('corrupt', 'incorrupt')",-0.75726086,-0.6678562,-0.98914504,-0.8181209,-0.21604815,-0.20298308,-0.5697196,-0.499164,-0.0705556
87,0.31468955,0.14848898,"('unsuccessful', 'successful')",0.024447568,-0.21828239,0.6035969,0.5306245,0.37790167,0.43888265,0.3301589,0.2249284,0.1052305
30,0.30893135,0.406183,"('intolerant', 'tolerant')",0.15515436,0.1071488,0.9689552,0.9907669,1.1135246,1.1200544,0.6366414,0.6560383,-0.0193969
83,-0.30615947,-0.28093255,"('powerless', 'powerful')",0.27713013,0.24611194,0.30293128,0.4088906,-0.8632159,-0.88612753,-0.1473285,-0.1280144,-0.0193141
26,-0.29165366,-0.33408403,"('hardhearted', 'benevolent')",1.7947568,1.7293417,1.8126838,1.753427,1.8234123,1.7653859,1.2847998,1.2285177,0.0562821
23,-0.2670491,-0.25687876,"('insincere', 'sincere')",-0.12729044,-0.10329567,-0.5110717,-0.4510085,5.339303,5.548429,1.1084729,1.1843115,-0.0758386
41,-0.25963664,-0.34915543,"('unforgiving', 'forgiving')",0.5678256,0.48463142,-0.23860316,-0.09205364,0.433248,0.2999168,0.1257085,0.0858348,0.0398737
64,0.25519088,0.064950325,"('shy', 'confident')",-0.052823696,-0.28536993,0.96082777,0.7983139,-6.2343373,-6.3623753,-1.2677855,-1.4461203,0.1783348
54,-0.2432518,-0.1711309,"('incapable', 'capable')",0.4614871,0.47574914,0.4778688,0.6203938,0.8352951,1.0901537,0.3828498,0.5037915,-0.1209417
74,0.22420196,0.20072514,"('undedicated', 'dedicated')",0.73604006,0.78581446,0.045851953,-0.023567403,0.4885536,0.3996034,0.3736619,0.3406439,0.033018
61,-0.22385615,-0.33586383,"('illogical', 'logical')",-0.18272585,-0.2452665,-0.13198924,-0.36535957,0.19077967,0.08189614,-0.0869479,-0.2161485,0.1292006
71,0.19567691,0.12625723,"('diffident', 'self-confident')",2.733905,2.6432667,1.255745,1.1935537,0.942553,0.9123001,1.28197,1.2188444,0.0631256
51,0.17732942,-0.08870952,"('uneducated', 'educated')",0.17749736,-0.049745787,0.92567146,0.667158,0.87315875,0.63926053,0.5384142,0.2919908,0.2464234
20,-0.1677454,-0.1700378,"('rough', 'thoughtful')",-0.4787205,-0.46835756,-0.18187225,-0.1826888,0.9478042,0.9053208,0.0298665,0.0210592,0.0088073
65,-0.1623905,-0.28422278,"('insecure', 'secure')",-1.0488003,-1.3609606,0.37094676,0.13249294,-0.37075275,-0.3588063,-0.3027492,-0.4678742,0.165125
13,0.14630863,0.21300176,"('impolite', 'polite')",0.1318615,-0.011056595,-0.05637271,-0.025996827,-0.10347693,-0.04400423,0.0295801,0.032986,-0.0034059
88,-0.14331697,-0.38170752,"('low', 'eminent')",-0.08750859,-0.33456567,0.11690777,-0.052017257,0.44158515,0.4538563,0.0819168,-0.0786085,0.1605253
63,0.14309388,0.101990044,"('unperceptive', 'insightful')",0.44280303,0.40844843,1.1649852,1.1250495,1.301498,1.2197784,0.763095,0.7138166,0.0492784
79,0.13245752,0.04339043,"('wavering', 'unwavering')",0.4757197,0.57168794,-0.77307177,-0.7485357,0.08332612,0.0697808,-0.0203921,-0.0159191,-0.004473
19,-0.12212362,-0.046872966,"('inhospitable', 'hospitable')",0.27559876,0.34520912,-0.48981524,-0.34760404,0.014075056,0.15045232,-0.0805663,0.0252961,-0.1058624
47,0.12013671,0.25385356,"('stupid', 'smart')",1.2842591,1.335492,-0.17982236,0.14070253,5.027585,5.307415,1.5630397,1.7593658,-0.1963261
81,0.117029786,0.027759489,"('submissive', 'aggressive')",-0.064627185,-0.35720274,0.50024897,0.4906338,-0.6437854,-0.7522083,-0.0227835,-0.1477544,0.1249709
62,0.11248626,0.32869235,"('incompetent', 'brilliant')",-0.3707657,-0.22098807,0.029058676,0.31650048,-0.31152308,-0.027170058,-0.135186,0.0992587,-0.2344447
3,-0.10709915,-0.15077649,"('repellent', 'pleasant')",-1.0080101,-0.95687664,0.27676207,0.23317766,0.29130685,0.18732254,-0.1367601,-0.1717882,0.0350281
70,0.10121782,0.16089197,"('lethargic', 'energetic')",-0.16835827,-0.16019717,0.77589136,0.8044782,0.8303259,0.8143729,0.3847692,0.4048865,-0.0201173
7,0.09403121,-0.023367804,"('insensitive', 'sensitive')",-0.13389368,-0.16890813,0.52213407,0.3618311,0.9027372,0.7519141,0.3462522,0.2303673,0.1158849
66,0.08448051,-0.07486741,"('inactive', 'active')",-0.11114179,-0.15233329,1.0772446,1.0198966,1.3734249,1.2210367,0.6060021,0.5034332,0.1025689
84,-0.08307286,-0.3677575,"('inferior', 'superior')",1.0627608,0.89020497,0.20890918,-0.007662803,0.8111591,0.7208123,0.4999391,0.3088993,0.1910398
85,-0.06967108,-0.13861641,"('insignificant', 'prestigious')",1.7982064,1.7871821,0.6632629,0.5299568,0.8774632,0.8802016,0.8173153,0.764681,0.0526343
11,-0.04658503,0.0040438958,"('unhelpful', 'helpful')",-0.31800985,-0.281062,-1.05768,-0.80571926,1.7330885,2.0103588,0.0777034,0.2319054,-0.154202
14,-0.032621354,-0.077057034,"('antisocial', 'social')",-0.082332656,-0.15038636,1.0839233,1.1278249,-0.7644421,-0.7789083,0.0511318,0.0303683,0.0207635
24,0.019861832,0.035274275,"('dishonest', 'honest')",0.5113039,0.48992655,-0.7346067,-0.77816415,0.5022412,0.6412428,0.0747001,0.0970699,-0.0223698
77,0.015167518,-0.06327876,"('unmotivated', 'motivated')",-0.2568115,-0.31298923,0.6805553,0.59389204,-1.2255543,-1.2144853,-0.1966608,-0.2492153,0.0525545
21,0.006947525,-0.13004202,"('immoral', 'moral')",0.7855054,0.6802769,0.2545529,0.16104087,-0.64995027,-0.6448502,0.0992639,0.0166064,0.0826575
