,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
40,-0.31309158,-0.07579586,"('stingy', 'generous')",-0.86387694,-0.9183732,-0.77597153,-0.73803544,-1.7107136,-1.9199519,-0.9159135,-0.9130391,-0.0028744
64,0.31038928,0.19385964,"('shy', 'confident')",0.9470993,0.98903286,-0.45655805,-0.4017945,-5.30122,-5.7471933,-1.1250724,-1.2415239,0.1164515
7,0.29461274,0.42005032,"('insensitive', 'sensitive')",1.3190223,1.5194238,-0.5354818,-0.55467504,0.26988235,0.24767883,0.3370089,0.4081195,-0.0711106
46,0.2881257,0.35598165,"('uncompetitive', 'competitive')",2.8767087,3.1261606,-1.4204503,-1.3576931,-1.0386262,-1.2010579,0.1764395,0.2308478,-0.0544083
47,0.28443858,0.45827928,"('stupid', 'smart')",0.748347,0.71462995,-0.017511431,-0.02676054,4.861588,5.1933794,1.4692155,1.584882,-0.1156665
21,-0.279163,-0.030330297,"('immoral', 'moral')",0.9467556,1.2934467,-1.371676,-1.2687242,-1.6585201,-1.5702895,-0.5906509,-0.3939743,-0.1966766
35,-0.26818973,-0.4871546,"('corrupt', 'incorrupt')",-3.440046,-3.814269,1.1784974,0.9886436,0.065733805,0.09663628,-0.6160011,-0.8040359,0.1880348
3,-0.26759744,-0.15693082,"('repellent', 'pleasant')",-0.123856634,-0.04859498,-0.6401303,-0.49092326,-0.29396504,-0.17973723,-0.3313873,-0.2190466,-0.1123407
78,-0.2641655,-0.22985253,"('nonresilient', 'resilient')",1.7863715,2.0140781,-0.5562075,-0.52587587,0.694251,0.6028118,0.4150624,0.4652904,-0.050228
8,-0.23100941,-0.18904088,"('unaffectionate', 'affectionate')",-0.99641657,-1.1325693,-1.3528943,-1.4153037,0.9130324,0.9162751,-0.416822,-0.4551597,0.0383377
23,0.22475658,0.256957,"('insincere', 'sincere')",1.0675988,1.1056982,-1.3493539,-1.4004773,4.1988063,4.4891067,1.0354519,1.1128211,-0.0773692
41,-0.20866516,0.06802519,"('unforgiving', 'forgiving')",-0.30708492,-0.34235442,-0.9240591,-1.0062784,-0.03153006,-0.144898,-0.3678348,-0.3563764,-0.0114584
76,0.20359838,0.42340705,"('anxious', 'daring')",0.4950525,0.74834627,-0.06184651,0.11257883,-0.59443986,-0.5553005,0.0105911,0.1822579,-0.1716668
38,-0.1923506,-0.07508688,"('untruthful', 'truthful')",-0.15306686,-0.14298691,-1.2815758,-1.2061975,-0.065727234,-0.01917786,-0.4231801,-0.3608623,-0.0623178
48,-0.19050671,-0.14920694,"('unintelligent', 'intelligent')",-0.22416502,-0.14935276,-1.9906392,-1.9915332,-0.5698416,-0.594045,-0.7437881,-0.7210345,-0.0227536
52,-0.18960907,-0.29433438,"('irrational', 'rational')",-1.8127131,-2.3258114,-0.6829632,-0.7983696,0.28833312,0.24697244,-0.599238,-0.7928858,0.1936478
29,0.17081062,0.10623482,"('unfair', 'fair')",-0.16935393,-0.16085337,-0.857844,-0.9743799,-0.69881094,-0.65133333,-0.3887995,-0.420083,0.0312835
14,-0.15729603,-0.13143098,"('antisocial', 'social')",1.8661542,2.0400205,-0.35476005,-0.29600772,0.20113026,0.06290079,0.3888071,0.4188706,-0.0300635
27,-0.12759733,-0.060018912,"('hardhearted', 'softhearted')",-0.95806515,-0.9011602,-0.5487958,-0.50966716,0.5076838,0.63876516,-0.2816936,-0.2080203,-0.0736733
44,0.123194836,-0.25332078,"('prejudiced', 'unprejudiced')",-1.0197618,-1.2152808,0.37126246,0.19650783,-1.1620299,-1.2751899,-0.4218336,-0.6368209,0.2149873
85,0.11070631,0.028144797,"('insignificant', 'prestigious')",-3.1503966,-3.580622,-0.4628884,-0.5303819,0.625086,0.63969225,-0.7193732,-0.8607917,0.1414185
9,-0.09105576,0.007429436,"('unaffectionate', 'caring')",-0.31536537,-0.33443946,-1.8905209,-1.8726386,1.1636122,1.2012768,-0.2833324,-0.249593,-0.0337394
37,0.09079677,0.11781123,"('fake', 'genuine')",0.84518754,0.99023783,0.060566466,0.033483185,0.5279788,0.6630483,0.3811324,0.4511451,-0.0700127
77,-0.08371265,-0.17543587,"('unmotivated', 'motivated')",0.64743185,0.820217,-1.0923282,-0.9945857,-1.2375098,-1.3336958,-0.4415297,-0.4208751,-0.0206546
79,-0.08283666,-0.1289375,"('wavering', 'unwavering')",-2.2991333,-2.3796902,0.3836819,0.3560134,-0.05723087,0.046093386,-0.5138797,-0.5266302,0.0127505
42,-0.07311864,0.14989555,"('unreliable', 'reliable')",0.30053198,0.37702787,0.17797087,0.29468578,-2.682602,-2.84043,-0.5693044,-0.5047052,-0.0645992
50,0.068097435,-0.15221405,"('clumsy', 'skillful')",-0.4386493,-0.58741176,0.75389653,0.5716456,-0.07324391,-0.14223261,0.0775252,-0.0775532,0.1550784
25,0.05477491,0.026506077,"('egoistic', 'altruistic')",-0.59428084,-0.82229877,0.08169779,0.09393813,1.6468354,1.6129164,0.2972568,0.2277654,0.0694914
1,-0.054206617,0.107414,"('unfriendly', 'friendly')",-0.8147025,-0.91233647,-1.389355,-1.3639526,1.9610679,2.0132058,-0.074299,-0.0389174,-0.0353816
70,-0.04639497,0.27060503,"('lethargic', 'energetic')",0.9383272,1.2639704,-0.6759234,-0.5277346,-0.31726995,-0.2650614,-0.0253153,0.1854449,-0.2107602
61,0.04080546,0.006283067,"('illogical', 'logical')",0.62067884,0.5433761,-0.37879175,-0.4679033,0.5511941,0.5171076,0.2084717,0.1497159,0.0587558
24,0.02741482,0.32600382,"('dishonest', 'honest')",-0.7732332,-0.6331315,-1.1258589,-0.975841,0.079470366,0.25139487,-0.4480517,-0.2578934,-0.1901583
32,0.013041493,0.36617878,"('unkind', 'kind')",0.31525773,0.43965453,-0.7294524,-0.6683184,0.21762753,0.32215154,-0.0458814,0.1149166,-0.160798
13,-0.01023455,0.24294779,"('impolite', 'polite')",1.3134212,1.6125848,-0.4540903,-0.29183817,-0.96183157,-0.9398377,-0.0281838,0.1559642,-0.184148
80,-0.009554923,-0.009513341,"('dominated', 'dominating')",1.9370284,2.3770716,-0.062290788,-0.023784474,-0.060714252,-0.113710456,0.4511171,0.5575159,-0.1063988
53,0.007635207,0.033415675,"('uncreative', 'creative')",-0.51383716,-0.561317,-0.72788143,-0.8436165,0.9743141,0.8065308,-0.0649423,-0.1412468,0.0763045
55,-0.0025992543,0.17716742,"('incompetent', 'clever')",1.8814332,2.1115184,-1.4942043,-1.4356494,-0.45115212,-0.4514571,-0.0166306,0.1003948,-0.1170254
