,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
33,0.9068049,0.7976014,"('wrong', 'right')",0.04120129,0.11711583,0.35259965,0.37754026,-0.40640795,-0.36848015,0.2235495,0.2309444,-0.0073949
74,0.8840662,1.2126813,"('undedicated', 'dedicated')",0.4064908,0.43937227,-0.25761208,-0.085239984,0.57961816,0.4505537,0.4031408,0.5043418,-0.101201
17,-0.85919374,-0.82525474,"('nasty', 'nice')",-0.5106676,-0.49529675,0.017589917,-0.10461968,-0.7300881,-0.6760909,-0.5205899,-0.5253155,0.0047256
54,0.8549262,0.7933145,"('incapable', 'capable')",0.6122624,0.62312394,-0.15831986,-0.18398455,1.2315847,1.1879398,0.6351134,0.6050984,0.030015
21,-0.8465593,-0.5730814,"('immoral', 'moral')",0.29813156,0.24150261,0.013698703,0.17919378,0.096389234,0.1786934,-0.1095849,0.0065771,-0.116162
36,-0.83310735,-0.7645959,"('hostile', 'amicable')",-1.0418639,-0.84412014,-0.7125782,-0.6569087,-0.6078988,-0.5074041,-0.798862,-0.6932572,-0.1056048
13,-0.82396233,-0.8751074,"('impolite', 'polite')",0.34505564,0.19674933,0.22783381,0.17081231,0.8735164,0.766036,0.1556109,0.0646226,0.0909883
84,0.79535156,0.70440227,"('inferior', 'superior')",1.0724093,1.0120494,0.1514038,0.115909345,0.060042866,0.076553196,0.5198019,0.4772286,0.0425733
48,-0.77273226,-0.74220663,"('unintelligent', 'intelligent')",0.15101883,-0.04961038,-1.1253809,-1.1238929,0.09839589,0.06824421,-0.4121746,-0.4618664,0.0496918
86,-0.7365921,-0.3884863,"('uninfluential', 'influential')",-0.5451299,-0.564775,-2.5988913,-2.3746924,-0.026059244,0.06263274,-0.9766681,-0.8163303,-0.1603378
55,-0.6998545,-0.42436665,"('incompetent', 'clever')",0.17318186,0.08544248,-0.59009564,-0.42376485,0.7668564,0.75408435,-0.087478,-0.0021512,-0.0853268
4,-0.66487956,-0.46271816,"('disliked', 'liked')",-0.95196927,-0.8408652,-0.7522767,-0.6485107,-7.6895337,-7.8961916,-2.5146649,-2.4620714,-0.0525935
87,0.63730836,0.6458879,"('unsuccessful', 'successful')",0.7291376,0.76224816,0.86862797,0.8906076,0.5206105,0.5350838,0.6889212,0.7084569,-0.0195357
70,-0.61939454,-0.5199918,"('lethargic', 'energetic')",-0.41848862,-0.5769872,-0.18672936,-0.1799009,1.7200729,1.5659937,0.1238651,0.0722784,0.0515867
59,0.5963551,0.505669,"('foolish', 'wise')",0.2004749,0.29097402,0.5786733,0.48932388,-0.1952396,-0.20952943,0.2950659,0.2691094,0.0259565
7,-0.5672573,-0.5246294,"('insensitive', 'sensitive')",-0.04958511,-0.15740588,-0.3257897,-0.37196377,0.7713857,0.557137,-0.0428116,-0.1242155,0.0814039
34,-0.55345386,-0.60824215,"('mean', 'honorable')",0.060271233,-0.03221815,0.20643751,0.12989551,5.4729342,5.3868475,1.2965473,1.2190707,0.0774766
22,-0.51468337,-0.3711161,"('untrustworthy', 'trustworthy')",-0.2613699,-0.30551755,0.24039939,0.33398852,-0.26747617,-0.31065118,-0.2007825,-0.1633241,-0.0374584
78,-0.50116056,-0.42225572,"('nonresilient', 'resilient')",0.08156298,0.05878561,-0.7929863,-0.79899573,0.28372058,0.23014247,-0.2322158,-0.2330808,0.000865
37,0.49274832,0.41599506,"('fake', 'genuine')",-0.2876901,-0.37786505,-0.26521745,-0.40400693,0.18989561,0.0044532754,0.0324341,-0.0903559,0.12279
9,0.4789181,0.49301618,"('unaffectionate', 'caring')",-0.07396369,-0.08069614,-2.094639,-2.0287106,1.595178,1.3612467,-0.0236267,-0.063786,0.0401593
24,-0.4719778,-0.29714617,"('dishonest', 'honest')",-0.48108798,-0.5081701,-0.48295265,-0.33196223,1.1641804,1.0341605,-0.0679595,-0.0257795,-0.04218
38,0.45694852,0.5250335,"('untruthful', 'truthful')",0.3981087,0.41251227,-0.7387677,-0.61132944,0.6805398,0.5057275,0.1992073,0.207986,-0.0087787
80,0.43821353,0.5239378,"('dominated', 'dominating')",0.249315,0.2029129,1.0337005,1.0193151,-0.45264545,-0.30122134,0.3171459,0.3612361,-0.0440902
76,-0.39299667,-0.22247833,"('anxious', 'daring')",-0.49751526,-0.50367564,0.40216398,0.5585671,0.28800708,0.3622989,-0.0500852,0.048678,-0.0987632
67,0.39099196,0.60682774,"('doubtful', 'determined')",0.801767,0.88704836,1.0653723,1.2375641,-0.5215905,-0.36661673,0.4341352,0.5912058,-0.1570706
53,0.3678123,0.54497296,"('uncreative', 'creative')",-0.9577223,-0.8388381,-1.8214723,-1.599357,0.64893633,0.46754083,-0.4406115,-0.3564203,-0.0841912
6,0.35957623,0.5136186,"('distant', 'open')",-0.32032388,-0.20877093,-1.2155477,-1.1593109,-0.09922398,-0.10848865,-0.3188798,-0.240738,-0.0781418
63,0.32754478,0.38363105,"('unperceptive', 'insightful')",0.35068387,0.2789502,-0.3728873,-0.30475035,1.3616444,1.1103307,0.4167464,0.3670404,0.049706
16,-0.31990233,-0.47555766,"('unpopular', 'popular')",-0.75761473,-0.73903555,-0.70487374,-0.7280282,0.09312712,0.09070006,-0.4223159,-0.4629803,0.0406644
15,0.3180957,0.21348235,"('boring', 'funny')",0.5275239,0.5097186,0.24125986,0.2366929,-0.23355246,-0.27016866,0.2133317,0.1724313,0.0409004
31,-0.30816418,-0.20669092,"('evil', 'good')",-1.1577995,-1.0276241,-1.0631659,-0.9848577,-1.7902372,-1.801359,-1.0798416,-1.0051329,-0.0747087
25,-0.3009614,-0.44887912,"('egoistic', 'altruistic')",-0.22325832,-0.25329608,-0.25969228,-0.3006274,1.1862242,1.1058745,0.100578,0.025768,0.07481
75,0.2931177,0.116595216,"('meek', 'impulsive')",-0.48240077,-0.4012189,0.3679907,0.4054777,-1.254874,-1.1949861,-0.2690416,-0.268533,-0.0005086
2,-0.28619954,-0.2765178,"('unlikable', 'likable')",-0.09170434,-0.13795581,1.1669296,1.2331996,0.87244254,0.73386014,0.4153671,0.3881465,0.0272206
66,-0.28069958,-0.2833132,"('inactive', 'active')",-1.174135,-0.975113,0.096124515,0.18824613,0.35577667,0.46336862,-0.2507333,-0.1517029,-0.0990304
32,0.27060583,0.37590104,"('unkind', 'kind')",0.6114599,0.52177215,-0.16178715,-0.07544362,1.2787976,1.1171069,0.4997691,0.4848341,0.014935
68,-0.268169,-0.34811333,"('dependent', 'independent')",-0.7142283,-0.74449885,-0.3322195,-0.39804426,-1.1949836,-1.1447159,-0.6274001,-0.658843,0.0314429
44,-0.2583504,-0.32352737,"('prejudiced', 'unprejudiced')",-0.28292757,-0.27842224,1.3946054,1.3609723,-1.1061369,-1.0078114,-0.0632024,-0.0621972,-0.0010052
42,0.25363958,0.36174387,"('unreliable', 'reliable')",0.32575682,0.3205019,0.7541788,0.83724797,-2.60661,-2.7177699,-0.3182587,-0.299569,-0.0186897
20,-0.20199701,-0.0343379,"('rough', 'thoughtful')",-0.063843355,-0.037240457,0.51559186,0.4946515,0.58004165,0.55440915,0.2074483,0.2443706,-0.0369223
49,0.19936061,0.448075,"('unable', 'able')",0.33763254,0.38388634,-0.21856934,-0.09408142,-0.47323072,-0.4246151,-0.0387017,0.0783162,-0.1170179
26,0.16975668,0.5228274,"('hardhearted', 'benevolent')",0.10831069,0.19335103,-0.1778111,0.07022312,0.88924944,0.8271991,0.2473764,0.4034002,-0.1560238
60,-0.16743405,0.017050978,"('inefficient', 'efficient')",1.3856556,1.1406393,0.25823253,0.27793998,1.6038544,1.4035757,0.7700771,0.7098015,0.0602756
88,0.15078543,0.22098714,"('low', 'eminent')",-0.5672169,-0.50741065,-0.48232624,-0.42650452,-0.03518854,-0.05821184,-0.2334866,-0.192785,-0.0407016
79,0.14903665,0.1567751,"('wavering', 'unwavering')",-0.5448061,-0.34585553,-0.7741028,-0.65737736,-0.55367565,-0.48194003,-0.430887,-0.3320994,-0.0987876
12,-0.14872967,0.0683064,"('unsupportive', 'supportive')",0.25695023,0.23865417,-0.63313264,-0.4695315,-1.1342425,-1.275874,-0.4147887,-0.3596112,-0.0551775
35,-0.14123611,-0.20036033,"('corrupt', 'incorrupt')",-1.2490352,-1.0444462,0.26136345,0.18429852,-1.0809023,-0.909972,-0.5524526,-0.49262,-0.0598326
1,0.14024453,0.20863585,"('unfriendly', 'friendly')",-0.04472302,-0.09961189,-1.6678904,-1.5520604,1.7134569,1.3707137,0.035272,-0.0180807,0.0533527
19,0.114000574,0.1522022,"('inhospitable', 'hospitable')",-0.79051656,-0.6792008,-1.5892415,-1.5647957,-0.75011456,-0.7945192,-0.753968,-0.7215784,-0.0323896
50,0.09585942,-0.20549946,"('clumsy', 'skillful')",0.123205006,0.032832824,0.87101495,0.57669467,0.0787426,-0.16996443,0.2922055,0.0585159,0.2336896
8,-0.082247876,-0.10963486,"('unaffectionate', 'affectionate')",-0.766239,-0.762103,-2.4570334,-2.4812856,0.3374188,0.12064292,-0.7420254,-0.8080952,0.0660698
29,-0.070405565,-0.0577833,"('unfair', 'fair')",0.103144415,0.049295433,-0.14440204,-0.1560021,-0.8802212,-0.8185938,-0.2479711,-0.2457709,-0.0022002
46,-0.06001427,0.11164245,"('uncompetitive', 'competitive')",0.685845,0.6138275,-1.0888741,-1.0117372,0.26286766,0.20820402,-0.0500439,-0.0195158,-0.0305281
30,-0.057251394,0.27121082,"('intolerant', 'tolerant')",0.09729947,0.123294085,0.081298664,0.30397066,1.2817655,1.2646351,0.350778,0.4907777,-0.1399997
61,-0.055643715,0.119720474,"('illogical', 'logical')",-0.31258923,-0.26471484,-0.45114022,-0.399614,0.44307902,0.4912447,-0.0940735,-0.0133409,-0.0807326
11,-0.053513866,-0.1207923,"('unhelpful', 'helpful')",0.71182764,0.5429402,-0.18610294,-0.20451178,2.849585,2.5499525,0.830449,0.6918972,0.1385518
43,-0.044698693,0.28784242,"('irresponsible', 'responsible')",0.29464138,0.2539431,-0.43180194,-0.24520256,1.3156735,1.2346531,0.2834536,0.382809,-0.0993554
62,0.038326725,0.12287635,"('incompetent', 'brilliant')",-0.19423059,-0.31271136,0.33784398,0.38149136,0.9915799,0.89423835,0.29338,0.2714737,0.0219063
52,0.029558223,-0.11015429,"('irrational', 'rational')",0.18668889,0.25591657,-0.8569788,-0.84110755,-0.46703652,-0.38712776,-0.276942,-0.2706183,-0.0063237
72,0.027074147,0.13414785,"('unambitious', 'ambitious')",-0.49474028,-0.5239876,-0.57783335,-0.44115645,-0.009728416,0.16625246,-0.263807,-0.1661859,-0.0976211
23,0.016052501,-0.0045243707,"('insincere', 'sincere')",1.105897,0.9102682,-0.6259733,-0.6141943,7.302591,7.133681,1.9496417,1.8563076,0.0933341
47,-0.012401762,0.10427445,"('stupid', 'smart')",0.60457397,0.5435839,0.58896565,0.53851914,5.6794777,5.7474627,1.7151539,1.7334601,-0.0183062
