,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,-0.9686178,-1.152676,"('inactive', 'active')",0.21509558,0.27013028,-0.3767611,-0.4412729,0.0645118
44,0.9271452,0.8807547,"('prejudiced', 'unprejudiced')",-1.0544554,-1.1571257,-0.0636551,-0.1381855,0.0745304
10,-0.9011191,-0.66568047,"('unsympathetic', 'sympathetic')",-0.383578,-0.3611096,-0.6423485,-0.5133951,-0.1289534
76,0.8932731,1.0076238,"('anxious', 'daring')",0.3376444,0.39523196,0.6154587,0.7014279,-0.0859692
51,-0.8862477,-0.80608773,"('uneducated', 'educated')",-0.16411474,-0.1469698,-0.5251812,-0.4765288,-0.0486524
61,-0.76391685,-0.7767142,"('illogical', 'logical')",0.12661077,0.09779838,-0.318653,-0.3394579,0.0208049
58,-0.7244865,-0.3291761,"('undiscriminating', 'discriminating')",-0.08102709,0.013509104,-0.4027568,-0.1578335,-0.2449233
42,0.69950634,0.9054612,"('unreliable', 'reliable')",-3.00533,-2.9797559,-1.1529119,-1.0371473,-0.1157646
7,-0.6744166,-0.3421701,"('insensitive', 'sensitive')",0.50577986,0.6376784,-0.0843184,0.1477541,-0.2320725
23,-0.6441208,-0.75646865,"('insincere', 'sincere')",5.523652,5.6257467,2.4397657,2.434639,0.0051267
12,-0.6417583,-0.58675766,"('unsupportive', 'supportive')",-1.8223646,-1.7930603,-1.2320614,-1.189909,-0.0421524
62,0.6389059,0.8272405,"('incompetent', 'brilliant')",0.6465726,0.5723429,0.6427392,0.6997917,-0.0570525
29,-0.6229697,-0.4636108,"('unfair', 'fair')",-0.6797841,-0.5581404,-0.6513769,-0.5108756,-0.1405013
30,0.61638635,0.560527,"('intolerant', 'tolerant')",1.455566,1.4288425,1.0359762,0.9946848,0.0412914
41,-0.59209275,-0.42268133,"('unforgiving', 'forgiving')",-0.28542525,-0.29927817,-0.438759,-0.3609797,-0.0777793
45,-0.57814056,-0.5393607,"('incompetent', 'competent')",0.027277892,-0.11348914,-0.2754313,-0.3264249,0.0509936
32,-0.572746,-0.50150806,"('unkind', 'kind')",0.6007759,0.5117363,0.014015,0.0051141,0.0089009
17,-0.5540123,-0.5563199,"('nasty', 'nice')",-0.52898693,-0.35348904,-0.5414996,-0.4549045,-0.0865951
84,0.52546877,0.6023243,"('inferior', 'superior')",0.9102476,1.1010205,0.7178582,0.8516724,-0.1338142
56,0.4962036,0.5283397,"('impractical', 'practical')",0.24739954,0.11369951,0.3718016,0.3210196,0.050782
4,-0.49063316,-0.65986454,"('disliked', 'liked')",-6.443412,-6.7675323,-3.4670224,-3.7136984,0.246676
81,0.48571134,0.5936856,"('submissive', 'aggressive')",-0.12331365,-0.34116536,0.1811988,0.1262601,0.0549387
33,-0.47041178,-0.6124164,"('wrong', 'right')",-0.7070862,-0.59295005,-0.588749,-0.6026832,0.0139342
78,-0.46327668,-0.3645491,"('nonresilient', 'resilient')",0.081310734,0.14913198,-0.190983,-0.1077086,-0.0832744
85,-0.45109552,-0.54454535,"('insignificant', 'prestigious')",0.08154371,0.34473172,-0.1847759,-0.0999068,-0.0848691
82,-0.45062333,-0.17307994,"('poor', 'rich')",5.834605,6.0969934,2.6919909,2.9619567,-0.2699658
16,-0.4494431,-0.5249254,"('unpopular', 'popular')",0.23751992,0.23800202,-0.1059616,-0.1434617,0.0375001
14,-0.4422157,-0.05070144,"('antisocial', 'social')",-0.17694421,-0.28637534,-0.30958,-0.1685384,-0.1410416
2,0.42986146,0.43471316,"('unlikable', 'likable')",0.33597386,0.24767488,0.3829176,0.341194,0.0417236
71,-0.4160413,-0.50893176,"('diffident', 'self-confident')",0.39954728,0.44897425,-0.008247,-0.0299788,0.0217318
54,-0.41582602,-0.17027022,"('incapable', 'capable')",1.0653105,1.345753,0.3247422,0.5877414,-0.2629992
40,-0.40095878,-0.21167943,"('stingy', 'generous')",-1.8710508,-1.8659489,-1.1360048,-1.0388142,-0.0971906
43,-0.38944796,-0.28833517,"('irresponsible', 'responsible')",0.67384803,0.71477395,0.1422,0.2132194,-0.0710194
18,-0.37644374,-0.16979912,"('disagreeable', 'welcoming')",-0.70068014,-0.38744453,-0.5385619,-0.2786218,-0.2599401
15,0.3762805,0.010993268,"('boring', 'funny')",0.3706831,0.32083574,0.3734818,0.1659145,0.2075673
63,-0.37463892,-0.3470849,"('unperceptive', 'insightful')",0.7836143,0.81917655,0.2044877,0.2360458,-0.0315581
47,-0.36312383,-0.08106402,"('stupid', 'smart')",5.1059895,5.463089,2.3714328,2.6910124,-0.3195796
79,-0.34293005,-0.852441,"('wavering', 'unwavering')",-0.46352318,-0.42842743,-0.4032266,-0.6404342,0.2372076
69,-0.33184314,-0.3037656,"('lazy', 'industrious')",-0.83220685,-0.6935054,-0.582025,-0.4986355,-0.0833895
11,-0.32189015,-0.25952774,"('unhelpful', 'helpful')",1.5707076,1.7194871,0.6244087,0.7299796,-0.1055709
35,-0.29929644,-0.26973063,"('corrupt', 'incorrupt')",-0.60164917,-0.37934914,-0.4504728,-0.3245399,-0.1259329
24,-0.29712337,-0.21781713,"('dishonest', 'honest')",0.41851568,0.5531091,0.0606962,0.167646,-0.1069498
38,-0.28786784,-0.61645925,"('untruthful', 'truthful')",-0.1981644,-0.17260985,-0.2430161,-0.3945346,0.1515185
25,-0.2854847,-0.50388765,"('egoistic', 'altruistic')",1.4551408,1.345416,0.5848281,0.4207641,0.164064
72,-0.27613783,-0.15209423,"('unambitious', 'ambitious')",-0.76937956,-0.62888646,-0.5227587,-0.3904904,-0.1322683
70,0.26813856,0.506437,"('lethargic', 'energetic')",0.65274096,0.6435257,0.4604397,0.5749813,-0.1145416
60,0.263679,0.7534572,"('inefficient', 'efficient')",0.43069184,0.5523534,0.3471854,0.6529053,-0.3057199
22,-0.2634798,0.041657314,"('untrustworthy', 'trustworthy')",-1.1536502,-0.9180758,-0.708565,-0.4382092,-0.2703558
75,0.24080512,0.1050846,"('meek', 'impulsive')",-0.74995387,-0.7949132,-0.2545744,-0.3449143,0.0903399
39,-0.2301571,0.043829523,"('exploitative', 'cooperative')",0.061251212,0.30984014,-0.0844529,0.1768348,-0.2612877
52,-0.23000802,-0.78141654,"('irrational', 'rational')",0.08835374,0.009102542,-0.0708271,-0.386157,0.3153299
64,-0.20812336,-0.24882187,"('shy', 'confident')",-6.4558353,-6.7026896,-3.3319793,-3.4757557,0.1437764
65,0.17903487,0.33171356,"('insecure', 'secure')",-0.3549755,-0.2705115,-0.0879703,0.030601,-0.1185713
83,-0.1768134,-0.08531487,"('powerless', 'powerful')",-0.7775521,-0.7494724,-0.4771827,-0.4173936,-0.0597891
3,-0.16890211,-0.16513799,"('repellent', 'pleasant')",0.24137504,0.2569684,0.0362365,0.0459152,-0.0096787
13,-0.16457446,-0.2795558,"('impolite', 'polite')",-0.645185,-0.68455046,-0.4048797,-0.4820531,0.0771734
88,-0.15146077,-0.20706959,"('low', 'eminent')",0.2571144,0.2618063,0.0528268,0.0273684,0.0254584
74,-0.14906321,-0.2568416,"('undedicated', 'dedicated')",0.012388423,-0.05644451,-0.0683374,-0.1566431,0.0883057
46,-0.14743708,0.083604366,"('uncompetitive', 'competitive')",-0.51586455,-0.53566146,-0.3316508,-0.2260285,-0.1056223
21,0.14553851,0.3348661,"('immoral', 'moral')",-0.4429891,-0.52991575,-0.1487253,-0.0975248,-0.0512005
67,-0.13606144,0.01388574,"('doubtful', 'determined')",-0.53682166,-0.4688308,-0.3364415,-0.2274725,-0.108969
87,-0.12018393,-0.25188535,"('unsuccessful', 'successful')",0.65630144,0.58948886,0.2680587,0.1688018,0.0992569
55,-0.08103934,0.4428025,"('incompetent', 'clever')",0.37136164,0.37895352,0.1451612,0.410878,-0.2657168
49,0.07972303,0.5479308,"('unable', 'able')",-0.3670764,-0.028691772,-0.1436767,0.2596195,-0.4032962
68,-0.07556639,0.0893572,"('dependent', 'independent')",-0.9263963,-0.64470494,-0.5009813,-0.2776739,-0.2233074
26,-0.07199786,0.09645265,"('hardhearted', 'benevolent')",1.8203838,1.8153124,0.874193,0.9558825,-0.0816895
20,-0.0670687,0.31917772,"('rough', 'thoughtful')",0.94525903,1.0529047,0.4390952,0.6860412,-0.246946
34,0.048969172,0.23486832,"('mean', 'honorable')",5.474151,5.8062515,2.7615602,3.02056,-0.2589998
59,0.046696104,-0.08970623,"('foolish', 'wise')",-0.025950413,0.3239489,0.0103728,0.1171213,-0.1067485
27,-0.040775247,-0.097490214,"('hardhearted', 'softhearted')",1.2415577,1.3021835,0.6003912,0.6023467,-0.0019555
50,0.032536115,0.11092305,"('clumsy', 'skillful')",-0.012440942,0.107783526,0.0100476,0.1093533,-0.0993057
80,-0.022593383,-0.016913515,"('dominated', 'dominating')",-1.1013942,-1.4371223,-0.5619938,-0.7270179,0.1650241
37,0.014365938,0.2628493,"('fake', 'genuine')",0.21141888,0.374761,0.1128924,0.3188052,-0.2059128
48,-0.0061783716,0.20130982,"('unintelligent', 'intelligent')",0.62463814,0.7634821,0.3092299,0.4823959,-0.173166
