,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
31,-2.4317317,-3.13181,"('evil', 'good')",-0.2061831,-0.30105722,-1.0257461,-1.1489902,-1.2212203,-1.5272857,0.3060654
16,-2.130455,-2.0315886,"('unpopular', 'popular')",-1.213155,-1.1381127,0.24094255,0.25886142,-1.0342225,-0.9702799,-0.0639426
60,2.015019,2.68925,"('inefficient', 'efficient')",0.04200839,0.019024802,0.2386368,0.26441994,0.7652214,0.9908983,-0.2256769
56,1.9428074,2.2215776,"('impractical', 'practical')",0.6564686,0.6673847,-0.37297297,-0.38386464,0.742101,0.8350325,-0.0929315
14,1.9131335,1.9725428,"('antisocial', 'social')",0.8913298,0.6873418,0.10943196,-0.19389221,0.9712985,0.8219974,0.1493011
55,1.8939465,2.0141087,"('incompetent', 'clever')",-0.2152959,-0.4464119,0.42213273,0.12004776,0.7002611,0.5625815,0.1376796
13,1.8373033,2.0502899,"('impolite', 'polite')",0.26071164,0.17395252,-0.32383013,-0.41943723,0.5913949,0.6016018,-0.0102069
37,1.8143742,1.5215266,"('fake', 'genuine')",0.6986533,0.46140134,0.4015437,0.27860832,0.9715237,0.7538454,0.2176783
39,1.7628037,1.5218871,"('exploitative', 'cooperative')",0.73587376,0.54209816,0.24089651,0.1901527,0.9131913,0.7513793,0.161812
0,1.6460726,1.6288673,"('unsociable', 'sociable')",-0.5127205,-0.88110363,0.06982586,-0.24379317,0.4010593,0.1679901,0.2330692
43,1.6295698,1.5214286,"('irresponsible', 'responsible')",0.24283645,0.028457075,0.7348168,0.47294903,0.8690743,0.6742783,0.194796
12,1.6128024,1.3510417,"('unsupportive', 'supportive')",0.16384825,-0.09014423,-1.8060366,-1.8712028,-0.0097953,-0.2034351,0.1936398
21,1.5377113,2.088582,"('immoral', 'moral')",0.032529093,0.022106625,-0.36993995,-0.5256626,0.4001002,0.528342,-0.1282418
85,-1.4699248,-2.0686483,"('insignificant', 'prestigious')",-0.6670592,-0.83541185,-0.312511,-0.34920207,-0.8164983,-1.0844208,0.2679225
75,-1.4606024,-1.9094688,"('meek', 'impulsive')",-0.09579557,-0.13924348,-0.8955975,-0.93070436,-0.8173318,-0.9931389,0.1758071
52,-1.4121377,-1.8301597,"('irrational', 'rational')",-0.7901961,-0.802435,-0.23141392,-0.1868712,-0.8112493,-0.939822,0.1285727
36,-1.3967273,-1.9984831,"('hostile', 'amicable')",-0.6192652,-0.7945229,-0.438757,-0.48374122,-0.8182499,-1.0922491,0.2739992
62,1.3632303,1.4517069,"('incompetent', 'brilliant')",0.032831877,-0.12338012,0.7361274,0.70643604,0.7107299,0.6782543,0.0324756
10,1.3270131,1.6711831,"('unsympathetic', 'sympathetic')",-0.6897759,-0.99023,0.20935859,-0.04099157,0.2821986,0.2133205,0.0688781
82,-1.3089782,-0.6003292,"('poor', 'rich')",-0.3832759,-0.22458741,6.0747523,5.8651443,1.4608328,1.680076,-0.2192432
34,-1.2847095,-1.0152314,"('mean', 'honorable')",0.004189614,0.07437283,5.657547,5.612962,1.459009,1.5573678,-0.0983588
70,1.2583563,1.2599802,"('lethargic', 'energetic')",0.42582586,0.16280578,0.54072237,0.32393003,0.7416348,0.5822387,0.1593961
71,1.2573665,0.93464303,"('diffident', 'self-confident')",0.9809178,0.78950703,0.6002108,0.5240514,0.9461651,0.7494005,0.1967646
80,1.193023,1.362425,"('dominated', 'dominating')",0.5908759,0.43892178,-0.6634511,-0.7215375,0.3734826,0.3599364,0.0135462
42,1.1754872,1.1650823,"('unreliable', 'reliable')",1.4330398,1.3251278,-2.8432295,-2.8433328,-0.0782342,-0.1177076,0.0394734
66,-1.1192054,-1.7275491,"('inactive', 'active')",0.10936185,-0.23314734,0.39872414,0.19078851,-0.2037064,-0.5899693,0.3862629
88,-1.1056995,-1.1085032,"('low', 'eminent')",-1.0843247,-1.1118747,-0.5877344,-0.6035408,-0.9259196,-0.9413063,0.0153867
7,1.1023377,1.267421,"('insensitive', 'sensitive')",-0.0415793,-0.10466306,0.88607746,0.6170888,0.6489453,0.5932823,0.055663
53,-1.0238261,-1.1481231,"('uncreative', 'creative')",-1.6903639,-1.8343534,0.33042592,0.17784686,-0.794588,-0.9348766,0.1402886
67,1.001926,1.1265955,"('doubtful', 'determined')",0.6747966,0.9097783,-0.3876815,-0.3137005,0.4296803,0.5742245,-0.1445442
65,0.9953016,1.2471713,"('insecure', 'secure')",0.7635141,0.67331034,-0.17866474,-0.1942586,0.526717,0.5754077,-0.0486907
81,0.9535474,1.354198,"('submissive', 'aggressive')",0.42617822,0.4741335,-0.44372654,-0.40027905,0.3119997,0.4760175,-0.1640178
45,0.9532451,0.7804686,"('incompetent', 'competent')",0.4798009,0.039970674,0.4106724,0.046425186,0.6145728,0.2889548,0.325618
30,0.948389,1.3226418,"('intolerant', 'tolerant')",-0.23502743,-0.34812295,0.82139504,0.7977833,0.5115856,0.5907674,-0.0791818
54,-0.94290835,-1.1022257,"('incapable', 'capable')",-0.58676046,-0.7346896,0.679674,0.7418967,-0.2833316,-0.3650062,0.0816746
35,-0.93089265,-1.5094383,"('corrupt', 'incorrupt')",0.18742353,0.04167285,-0.8146341,-0.72885317,-0.5193677,-0.7322062,0.2128385
79,-0.93006694,-1.2991325,"('wavering', 'unwavering')",-0.16156247,-0.3328807,-0.54257834,-0.51220906,-0.5447359,-0.7147408,0.1700049
