,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.7105272,-1.9230654,"('hostile', 'amicable')",-2.9763708,-2.1148548,-0.9645281,-0.9305171,-2.2171421,-1.6561457,-0.5609964
39,2.006473,1.7778115,"('exploitative', 'cooperative')",1.4953728,1.3006103,0.32314792,0.2655263,1.2749979,1.1146494,0.1603485
56,1.9303881,2.0815237,"('impractical', 'practical')",2.6162028,2.5102441,0.24075535,0.7075126,1.5957821,1.7664267,-0.1706446
12,1.7501682,1.3250127,"('unsupportive', 'supportive')",0.8666234,0.80974376,-1.8954363,-2.107613,0.2404518,0.0090478,0.231404
62,1.6353465,1.1480361,"('incompetent', 'brilliant')",2.1727796,1.8245057,0.9542032,0.7948883,1.587443,1.25581,0.331633
50,-1.5107054,-0.64786685,"('clumsy', 'skillful')",-1.0818568,-0.40047494,-0.040094074,-0.08659494,-0.8775521,-0.3783122,-0.4992399
28,1.4514024,1.1141324,"('disloyal', 'loyal')",0.23212434,0.28006357,1.6615424,1.5662397,1.1150231,0.986812,0.1282111
14,1.4486614,1.4043437,"('antisocial', 'social')",2.6996515,2.4244869,0.01334715,0.31860307,1.3872201,1.3824779,0.0047422
35,-1.4138044,-0.70571655,"('corrupt', 'incorrupt')",-2.57746,-2.1556506,-0.9400598,-1.1097878,-1.6437747,-1.3237184,-0.3200563
24,1.4024125,0.8656473,"('dishonest', 'honest')",0.9043953,0.55708385,1.2280463,0.8713684,1.1782846,0.7646999,0.4135847
52,-1.3505944,-0.7693016,"('irrational', 'rational')",-1.3208708,-0.9424338,-0.4974729,-0.48281348,-1.0563127,-0.7315163,-0.3247964
38,1.3342327,1.4312066,"('untruthful', 'truthful')",0.40371642,0.60426,-0.13598952,0.16059801,0.5339865,0.7320216,-0.1980351
67,1.3157948,1.511178,"('doubtful', 'determined')",1.5218621,1.549794,-0.21172802,0.11263216,0.8753096,1.0578681,-0.1825585
63,1.3131591,1.1018225,"('unperceptive', 'insightful')",1.1102641,1.226745,0.5511217,0.43942475,0.991515,0.9226641,0.0688509
75,-1.2917188,-0.5789808,"('meek', 'impulsive')",-1.160176,-0.3001162,-1.0699711,-0.8177055,-1.1739553,-0.5656008,-0.6083545
43,1.2782161,0.8469071,"('irresponsible', 'responsible')",1.6389917,1.0601287,0.86931473,0.697373,1.2621741,0.8681362,0.3940379
23,1.2213835,1.0547912,"('insincere', 'sincere')",1.3829607,1.1235075,6.9204636,6.891423,3.174936,3.0232407,0.1516953
21,1.2144915,0.97577506,"('immoral', 'moral')",1.6592753,1.3941716,0.0073547065,-0.008799743,0.9603739,0.787049,0.1733249
78,-1.2028843,-1.5826855,"('nonresilient', 'resilient')",-0.36000624,-0.405779,-0.25727808,-0.5175101,-0.6067229,-0.8353248,0.2286019
31,-1.1952193,-0.98143125,"('evil', 'good')",-1.6442953,-1.3143427,-1.2922053,-1.6189302,-1.37724,-1.3049014,-0.0723386
11,1.1934478,1.3320073,"('unhelpful', 'helpful')",1.7418475,2.0070093,2.28925,2.7190936,1.7415152,2.0193701,-0.2778549
42,1.184993,1.362624,"('unreliable', 'reliable')",0.9263228,1.1511803,-2.6464877,-2.7293732,-0.1783907,-0.0718563,-0.1065344
32,1.178278,1.2252235,"('unkind', 'kind')",0.6909323,0.7030453,1.3128579,1.5574801,1.0606894,1.1619163,-0.1012269
16,-1.173508,-0.4663822,"('unpopular', 'popular')",-1.1939039,-0.38200867,-0.22151247,0.16913229,-0.8629749,-0.2264195,-0.6365554
80,1.1670718,0.66909057,"('dominated', 'dominating')",1.1293862,0.92486376,-0.28520608,-0.30054277,0.6704173,0.4311372,0.2392801
60,1.1246593,0.17962101,"('inefficient', 'efficient')",2.4360185,1.6617439,0.759808,0.48031175,1.4401619,0.7738922,0.6662697
71,1.1191416,0.77341396,"('diffident', 'self-confident')",1.255685,1.2098588,0.5462903,0.42596915,0.9737056,0.8030806,0.170625
8,-1.106982,-0.8107662,"('unaffectionate', 'affectionate')",-1.2953951,-0.93604755,0.65801054,0.2591244,-0.5814555,-0.4958965,-0.085559
4,-1.0825325,-0.34926283,"('disliked', 'liked')",-0.86332685,-0.1391419,-8.276007,-7.706671,-3.4072889,-2.731692,-0.6755969
25,-1.0778943,-0.6695493,"('egoistic', 'altruistic')",-1.2214744,-0.7894768,0.81824315,0.8538691,-0.4937086,-0.201719,-0.2919896
26,1.0320816,1.4082289,"('hardhearted', 'benevolent')",-0.25235978,0.44492778,1.0871783,1.6018234,0.6223001,1.15166,-0.5293599
53,-1.0231998,-1.0481714,"('uncreative', 'creative')",-0.33759388,-0.24953935,0.37657908,0.20028763,-0.3280716,-0.3658077,0.0377361
13,1.011752,0.5719581,"('impolite', 'polite')",1.4622242,1.2507746,-0.028344147,-0.098295294,0.8152107,0.5748125,0.2403982
84,1.0090741,0.9862163,"('inferior', 'superior')",-0.89509696,-0.83540136,0.2686339,0.39036384,0.127537,0.1803929,-0.0528559
