,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
86,-0.49880466,-0.58832383,"('uninfluential', 'influential')",1.1188853,1.2935838,-1.8541229,-2.1249487,0.058995843,-0.09715278,-0.2937616,-0.3792104,0.0854488
7,0.47989148,0.40411046,"('insensitive', 'sensitive')",1.4462886,1.5486721,-0.5350293,-0.66898185,0.35163674,0.44475,0.4356969,0.4321377,0.0035592
20,-0.46656758,-0.57611597,"('rough', 'thoughtful')",0.103834055,0.12990546,-0.4946551,-0.5623468,1.1734468,1.1150569,0.0790145,0.0266249,0.0523896
66,-0.46652612,-0.48246443,"('inactive', 'active')",-0.1564357,-0.21467434,2.0197804,2.040794,1.6178821,1.6297474,0.7536752,0.7433506,0.0103246
45,-0.4544751,-0.62284476,"('incompetent', 'competent')",1.7233443,1.8586069,-0.39871284,-0.77190405,0.6523605,0.64947075,0.3806292,0.2783322,0.102297
3,-0.41786978,-0.29568952,"('repellent', 'pleasant')",0.056453317,0.17856053,-0.4461852,-0.5251216,-0.29669896,-0.29421473,-0.2760752,-0.2341163,-0.0419589
30,-0.41687128,-0.12130768,"('intolerant', 'tolerant')",1.6045926,1.7198963,-1.0507764,-0.96009064,-0.10460607,0.26810947,0.0080847,0.2266518,-0.2185671
22,-0.41589102,-0.40804952,"('untrustworthy', 'trustworthy')",0.123815596,0.19616584,-1.2636882,-1.2900163,-1.495704,-1.4009457,-0.7628669,-0.7257114,-0.0371555
78,-0.41510543,-0.6896836,"('nonresilient', 'resilient')",2.1042573,2.2207704,-0.5167349,-0.4636479,0.98914754,0.609019,0.5403911,0.4191145,0.1212766
43,0.41380358,0.42824596,"('irresponsible', 'responsible')",2.3212583,2.5117123,-1.6406335,-1.4051394,0.79374564,1.0475401,0.4720435,0.6455897,-0.1735462
6,-0.36609015,-0.3987425,"('distant', 'open')",-2.4927657,-2.589321,0.042945236,0.024221342,0.72546536,0.49734443,-0.5226113,-0.6166244,0.0940131
28,-0.3592835,-0.45296615,"('disloyal', 'loyal')",-0.23676428,-0.29648295,-1.2255574,-1.2764035,0.9443039,0.8415189,-0.2193253,-0.2960835,0.0767582
65,0.34664857,0.9541826,"('insecure', 'secure')",2.270077,2.5231726,-0.9178384,-0.7882473,-0.3577808,-0.027405508,0.3352766,0.6654256,-0.330149
61,0.33760676,0.3002592,"('illogical', 'logical')",1.0181967,1.1186788,-0.34244362,-0.38993207,0.7443197,0.8997406,0.4394199,0.4821866,-0.0427667
46,0.31886315,0.0590629,"('uncompetitive', 'competitive')",3.4864702,3.7869132,-1.5290525,-1.3118736,-0.9448772,-0.85605735,0.3328509,0.4195113,-0.0866604
47,0.31686854,0.44714165,"('stupid', 'smart')",0.6491331,0.7561624,-0.32411394,-0.26483268,4.4784145,4.834606,1.2800756,1.4432694,-0.1631938
1,0.31500992,-0.0312348,"('unfriendly', 'friendly')",-1.0363349,-1.1168693,-1.2970048,-1.509505,2.264593,2.0672083,0.0615658,-0.1476002,0.209166
10,-0.30948964,-0.25150007,"('unsympathetic', 'sympathetic')",1.5544095,1.8826417,-2.2479215,-2.1787815,-0.86835575,-0.708004,-0.4678393,-0.313911,-0.1539283
85,0.3027221,0.12530908,"('insignificant', 'prestigious')",-3.8043203,-4.145189,-0.4491372,-0.6536618,0.9420606,0.8468185,-0.7521688,-0.9566808,0.204512
63,0.283051,0.107799605,"('unperceptive', 'insightful')",1.0075626,1.0611131,-0.941013,-1.2007622,0.9243583,0.79999304,0.3184897,0.1920359,0.1264538
64,0.27774125,0.6110853,"('shy', 'confident')",1.0542614,1.260099,-0.49896452,-0.4234718,-5.3460245,-5.027935,-1.1282465,-0.8950557,-0.2331908
60,0.26307473,0.7211054,"('inefficient', 'efficient')",3.477605,3.89113,-1.4439503,-1.0713179,-0.7300932,-0.29157284,0.3916591,0.8123362,-0.4206771
77,-0.23699097,-0.21980011,"('unmotivated', 'motivated')",0.99008125,1.1822239,-1.1109339,-0.9884118,-1.0769777,-1.0273349,-0.3587053,-0.2633307,-0.0953746
52,-0.22868502,-0.1350076,"('irrational', 'rational')",-2.0724976,-2.2960222,-0.86138946,-0.99700904,0.3987019,0.30145484,-0.6909676,-0.781646,0.0906784
37,0.21608695,-0.068781644,"('fake', 'genuine')",0.86071295,0.7889538,-0.099497736,-0.05149159,0.5618082,0.4000121,0.3847776,0.2671732,0.1176044
41,-0.21228121,-0.28095502,"('unforgiving', 'forgiving')",-0.4825449,-0.54988754,-0.8198439,-1.0964469,0.11460002,0.13343051,-0.3500175,-0.4484648,0.0984473
27,-0.2096009,-0.3204663,"('hardhearted', 'softhearted')",-1.0373497,-1.1409681,-0.39942923,-0.69683135,0.7415728,0.524492,-0.2262018,-0.4084434,0.1822416
5,-0.20684133,-0.21839982,"('distant', 'outgoing')",-2.0094757,-2.0579553,-0.09558057,-0.10399462,0.53001136,0.34014824,-0.4454715,-0.5100504,0.0645789
80,0.20658784,0.20602767,"('dominated', 'dominating')",2.8277411,2.971654,-0.012370251,-0.07070392,-0.029588602,0.059703723,0.7480925,0.7916704,-0.0435779
88,-0.2005622,0.023076294,"('low', 'eminent')",-0.96148896,-0.7108064,-1.075551,-0.7047209,0.01678748,0.4630709,-0.5552037,-0.232345,-0.3228587
79,-0.19653766,-0.2436661,"('wavering', 'unwavering')",-2.4686637,-2.6154883,0.3375663,0.51508933,0.1631157,-0.07146184,-0.5411298,-0.6038818,0.062752
24,0.19079164,0.37129718,"('dishonest', 'honest')",-0.96048254,-0.8986437,-1.0293304,-1.0873163,0.3150288,0.49448243,-0.3709981,-0.2800451,-0.090953
42,-0.18398988,0.1621236,"('unreliable', 'reliable')",0.33153087,0.45069578,0.109962255,0.22629493,-2.5747676,-2.3460596,-0.5793161,-0.3767363,-0.2025798
38,-0.16988814,-0.29946303,"('untruthful', 'truthful')",-0.26211265,-0.3670165,-1.2323933,-1.4309305,0.3362381,0.23513836,-0.332039,-0.4655679,0.1335289
2,0.16221987,0.77981865,"('unlikable', 'likable')",0.24799049,0.37790403,0.4135465,0.9020994,0.2527778,0.73653024,0.2691337,0.6990881,-0.4299544
50,-0.16022108,-0.0877946,"('clumsy', 'skillful')",-0.56966305,-0.6606273,0.5300717,0.7370012,-0.06496326,-0.00864955,-0.0661939,-0.0050176,-0.0611763
13,0.15941155,0.3430818,"('impolite', 'polite')",1.8264145,2.1525593,-0.5048426,-0.2844826,-0.99861765,-0.60226256,0.1205915,0.4022239,-0.2816324
9,0.15308082,-0.060522597,"('unaffectionate', 'caring')",-0.4141037,-0.5226336,-1.8096691,-2.120759,1.4862058,1.3402313,-0.1461216,-0.340921,0.1947994
29,0.15104932,0.05239633,"('unfair', 'fair')",0.014564455,-0.13271485,-0.89138156,-0.84049433,-0.6764186,-0.79099786,-0.3505466,-0.4279527,0.0774061
14,-0.1387418,0.25496212,"('antisocial', 'social')",2.1600094,2.4253514,-0.37937707,-0.28850833,0.015604297,0.26188964,0.4143737,0.6634237,-0.24905
44,-0.1303167,0.054493897,"('prejudiced', 'unprejudiced')",-1.2685995,-1.2286487,0.23904493,0.6972665,-1.5954479,-1.3744179,-0.6888298,-0.4628266,-0.2260032
40,-0.12238928,-0.14549744,"('stingy', 'generous')",-1.0199085,-1.1339992,-0.80628693,-1.1908741,-1.5585779,-1.7538357,-0.8767906,-1.0560516,0.179261
58,-0.11897752,-0.5195821,"('undiscriminating', 'discriminating')",1.3106376,1.1111805,-0.45132774,-0.74123627,0.8276835,0.6503455,0.392004,0.1251769,0.2668271
76,0.10879893,0.40374976,"('anxious', 'daring')",0.9264667,1.2458675,-0.16774932,0.36963463,-0.85045713,-0.55903924,0.0042648,0.3650531,-0.3607883
0,-0.10816846,0.027862882,"('unsociable', 'sociable')",1.3901728,1.7230983,-1.7499765,-1.5835334,-0.80432075,-0.5287237,-0.3180732,-0.090324,-0.2277492
15,-0.10573559,-0.076143675,"('boring', 'funny')",-0.3890896,-0.50996983,0.8921438,1.106575,0.059145544,0.17793089,0.114116,0.1745981,-0.0604821
55,0.09249717,0.16376907,"('incompetent', 'clever')",2.518332,2.8540964,-1.5061337,-1.4565207,-0.54934764,-0.345075,0.138837,0.3040674,-0.1652304
25,0.07005033,0.11369854,"('egoistic', 'altruistic')",-1.0026586,-1.0977534,0.050254077,0.07763091,1.7097402,1.6280911,0.2068465,0.1804168,0.0264297
23,0.06200112,0.17010081,"('insincere', 'sincere')",1.1025358,1.3259661,-1.4540237,-1.4854622,4.263095,4.2904315,0.993402,1.0752591,-0.0818571
35,-0.06168498,-0.2217463,"('corrupt', 'incorrupt')",-3.9345782,-4.177902,1.2330883,1.3810197,-0.0023387335,-0.009538979,-0.6913784,-0.757042,0.0656636
53,-0.06139741,-0.039792344,"('uncreative', 'creative')",-0.48501757,-0.376706,-0.8052892,-0.6321412,0.9593456,0.8997809,-0.0980896,-0.0372147,-0.0608749
32,0.055443022,0.3467255,"('unkind', 'kind')",0.29063398,0.49728465,-0.6694566,-0.63937944,0.12612003,0.5846613,-0.0493149,0.197323,-0.2466379
8,-0.053769704,-0.25327647,"('unaffectionate', 'affectionate')",-1.4011854,-1.5923777,-1.3486133,-1.6917151,1.0988151,0.80687034,-0.4261883,-0.6826247,0.2564364
48,-0.03386707,-0.28462115,"('unintelligent', 'intelligent')",-0.0839849,-0.054709837,-2.0340168,-2.0950947,-0.45746982,-0.38150242,-0.6523347,-0.703982,0.0516473
70,-0.02469942,-0.006122593,"('lethargic', 'energetic')",1.0644535,1.2544816,-0.79798466,-0.6828659,-0.36016348,-0.2911201,-0.0295985,0.0685932,-0.0981917
26,-0.013286337,0.08074547,"('hardhearted', 'benevolent')",0.56306016,0.5503248,0.94545394,0.6772754,2.4738984,2.6278188,0.9922816,0.9840411,0.0082405
17,-0.013045013,-0.12345117,"('nasty', 'nice')",-1.9095061,-2.0609753,-0.6502938,-0.6221769,-0.8663768,-0.8011532,-0.8598055,-0.9019392,0.0421337
