,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
0,-2.560785,-2.2486677,"('unsociable', 'sociable')",-2.687399,-2.6379836,-2.6240921,-2.4433255,-0.1807666
65,-2.4678686,-1.9510388,"('insecure', 'secure')",-1.9441482,-1.7923932,-2.2060084,-1.871716,-0.3342924
30,-2.3985696,-2.1689582,"('intolerant', 'tolerant')",-1.3550913,-1.2540299,-1.8768305,-1.711494,-0.1653365
75,2.2636182,1.9023843,"('meek', 'impulsive')",0.6954377,0.81073946,1.479528,1.3565619,0.1229661
23,-2.0865178,-1.8032707,"('insincere', 'sincere')",-2.4113948,-2.152614,-2.2489562,-1.9779425,-0.2710137
10,-2.0325963,-1.4272884,"('unsympathetic', 'sympathetic')",-2.750986,-2.4531577,-2.3917913,-1.940223,-0.4515683
56,-1.9432185,-1.471116,"('impractical', 'practical')",-2.7076569,-2.3619058,-2.3254375,-1.9165108,-0.4089267
69,1.793095,1.3717972,"('lazy', 'industrious')",1.9002867,1.7121917,1.8466909,1.5419945,0.3046964
43,-1.7927935,-1.4501101,"('irresponsible', 'responsible')",-2.6819203,-2.4193628,-2.2373569,-1.9347365,-0.3026204
57,-1.7047112,-1.5528713,"('unimaginative', 'imaginative')",-2.109621,-1.9506716,-1.9071661,-1.7517715,-0.1553946
81,-1.6356995,-1.214709,"('submissive', 'aggressive')",-2.3155408,-1.9649799,-1.9756202,-1.5898445,-0.3857757
11,-1.6170462,-1.3231997,"('unhelpful', 'helpful')",-2.8791358,-2.5696654,-2.248091,-1.9464326,-0.3016584
55,-1.58837,-1.266433,"('incompetent', 'clever')",-1.6523476,-1.632671,-1.6203587,-1.4495521,-0.1708066
28,-1.5540143,-1.4239717,"('disloyal', 'loyal')",-1.3164567,-1.4465616,-1.4352355,-1.4352666,3.11e-05
8,-1.5029057,-1.7062095,"('unaffectionate', 'affectionate')",0.18340297,0.036316752,-0.6597514,-0.8349464,0.175195
86,-1.441219,-1.3828884,"('uninfluential', 'influential')",-2.3337858,-2.4537332,-1.8875024,-1.9183109,0.0308085
47,-1.340008,-1.1818281,"('stupid', 'smart')",-1.4304279,-1.2298466,-1.3852179,-1.2058374,-0.1793805
14,-1.3360181,-0.79702044,"('antisocial', 'social')",-1.8232005,-1.7269154,-1.5796093,-1.2619679,-0.3176414
35,1.308596,0.90651417,"('corrupt', 'incorrupt')",1.4691043,1.2678783,1.3888502,1.0871962,0.301654
22,-1.2795994,-0.8384311,"('untrustworthy', 'trustworthy')",-1.3871393,-1.1989925,-1.3333694,-1.0187118,-0.3146576
1,-1.253376,-1.5001823,"('unfriendly', 'friendly')",-0.01886338,-0.22831225,-0.6361197,-0.8642473,0.2281276
37,1.2496226,1.192419,"('fake', 'genuine')",-0.48114982,-0.78635436,0.3842364,0.2030323,0.1812041
12,-1.216692,-1.0494336,"('unsupportive', 'supportive')",-1.6471605,-1.384359,-1.4319263,-1.2168963,-0.21503
66,1.1918724,1.001712,"('inactive', 'active')",1.1121178,1.125441,1.1519951,1.0635765,0.0884186
46,-1.1873429,-0.8899811,"('uncompetitive', 'competitive')",-2.3144953,-2.256551,-1.7509191,-1.573266,-0.1776531
32,-1.1845046,-0.7785666,"('unkind', 'kind')",-0.9782294,-0.7539702,-1.081367,-0.7662684,-0.3150986
73,1.1680293,1.1026449,"('helpless', 'self-reliant')",0.53893745,0.54615796,0.8534834,0.8244014,0.029082
78,-1.1523296,-1.1827933,"('nonresilient', 'resilient')",-1.0663015,-1.0439539,-1.1093155,-1.1133735,0.004058
63,-1.1485949,-0.94535017,"('unperceptive', 'insightful')",-1.4222974,-1.1413987,-1.2854462,-1.0433744,-0.2420718
6,1.1442397,1.1036764,"('distant', 'open')",2.4858005,2.412256,1.8150201,1.7579663,0.0570538
77,-1.1393777,-1.0417335,"('unmotivated', 'motivated')",-0.75507504,-0.72442746,-0.9472264,-0.8830805,-0.0641459
60,-1.0835592,-0.4303343,"('inefficient', 'efficient')",-2.276653,-2.0560129,-1.6801062,-1.2431736,-0.4369326
85,1.0467182,0.3187787,"('insignificant', 'prestigious')",3.314417,2.8731165,2.1805675,1.5959476,0.5846199
82,-1.0167606,-0.75521266,"('poor', 'rich')",-0.8178687,-0.4520223,-0.9173146,-0.6036175,-0.3136971
45,-0.9394142,-0.6215384,"('incompetent', 'competent')",-2.325339,-2.108596,-1.6323767,-1.3650672,-0.2673095
41,-0.9327931,-0.7217767,"('unforgiving', 'forgiving')",-1.2138462,-1.0617439,-1.0733197,-0.8917603,-0.1815594
70,-0.9182504,-0.6105096,"('lethargic', 'energetic')",-2.2334642,-1.9698005,-1.5758573,-1.2901551,-0.2857022
18,-0.8826744,-0.8805151,"('disagreeable', 'welcoming')",0.49097675,0.4747513,-0.1958488,-0.2028819,0.0070331
48,-0.8810349,-1.0562263,"('unintelligent', 'intelligent')",-1.0126716,-1.207641,-0.9468533,-1.1319337,0.1850804
29,0.8771044,0.8011011,"('unfair', 'fair')",1.1819943,1.1399602,1.0295494,0.9705306,0.0590188
38,-0.8758119,-0.5886877,"('untruthful', 'truthful')",-1.5769442,-1.3524569,-1.2263781,-0.9705724,-0.2558057
80,0.8529049,1.0581943,"('dominated', 'dominating')",-1.090341,-1.1240813,-0.118718,-0.0329435,-0.0857745
13,-0.85117865,-0.39931196,"('impolite', 'polite')",-2.36287,-2.2328942,-1.6070243,-1.3161031,-0.2909212
68,0.772763,0.5799592,"('dependent', 'independent')",-0.6635517,-0.69144243,0.0546057,-0.0557416,0.1103473
33,0.76101357,0.6224652,"('wrong', 'right')",1.6256735,1.4571459,1.1933435,1.0398055,0.153538
27,-0.75073624,-0.83988047,"('hardhearted', 'softhearted')",-0.72139466,-0.7434593,-0.7360654,-0.7916698,0.0556044
9,-0.6828481,-0.68843645,"('unaffectionate', 'caring')",0.00081142783,-0.052809507,-0.3410183,-0.370623,0.0296047
40,0.6563974,0.5857238,"('stingy', 'generous')",-0.36294448,-0.4555176,0.1467265,0.0651031,0.0816234
34,-0.654939,-0.72388,"('mean', 'honorable')",-0.74982655,-0.8591391,-0.7023828,-0.7915095,0.0891267
72,-0.5785714,-0.28314933,"('unambitious', 'ambitious')",-1.3142648,-1.159204,-0.946418,-0.7211767,-0.2252413
21,-0.54201394,-0.21305956,"('immoral', 'moral')",-0.80387175,-0.8741893,-0.6729429,-0.5436245,-0.1293184
19,0.52996784,0.45425454,"('inhospitable', 'hospitable')",1.1149513,0.991151,0.8224596,0.7227027,0.0997569
49,-0.52840865,-0.41604942,"('unable', 'able')",-0.42455095,-0.44005772,-0.4764798,-0.4280536,-0.0484262
3,-0.42950302,-0.09360439,"('repellent', 'pleasant')",-1.5801795,-1.4198265,-1.0048412,-0.7567155,-0.2481257
53,-0.42864466,-0.36844045,"('uncreative', 'creative')",-0.17463523,-0.037625343,-0.3016399,-0.2030329,-0.098607
4,0.42508847,0.3832595,"('disliked', 'liked')",0.49567822,0.47178912,0.4603834,0.4275243,0.0328591
59,0.416144,0.30072886,"('foolish', 'wise')",1.8275781,1.9384261,1.121861,1.1195775,0.0022835
67,-0.39682457,-0.47862655,"('doubtful', 'determined')",-0.35590523,-0.5002486,-0.3763649,-0.4894376,0.1130727
2,0.3887758,0.5284437,"('unlikable', 'likable')",1.870884,1.8564667,1.1298299,1.1924552,-0.0626253
44,0.36852852,0.2802298,"('prejudiced', 'unprejudiced')",0.2914641,0.15782195,0.3299963,0.2190259,0.1109704
25,-0.36329216,-0.5610889,"('egoistic', 'altruistic')",0.55714715,0.5129435,0.0969275,-0.0240727,0.1210002
16,0.3574713,0.17622688,"('unpopular', 'popular')",0.9526019,0.9795528,0.6550366,0.5778899,0.0771467
50,0.3387584,0.21439217,"('clumsy', 'skillful')",0.514246,0.6462355,0.4265022,0.4303139,-0.0038117
87,0.33850545,0.4042843,"('unsuccessful', 'successful')",0.7840889,0.7903497,0.5612972,0.597317,-0.0360198
61,0.27751106,0.525742,"('illogical', 'logical')",-0.15815704,-0.009500055,0.059677,0.258121,-0.198444
84,-0.2589591,-0.41314954,"('inferior', 'superior')",0.58098924,0.42918658,0.1610151,0.0080185,0.1529966
64,0.2513389,0.46907175,"('shy', 'confident')",-0.6205254,-0.6557214,-0.1845933,-0.0933248,-0.0912685
88,-0.24276705,-0.5899537,"('low', 'eminent')",-0.23471516,-0.3200078,-0.2387411,-0.4549808,0.2162397
31,0.22621422,-0.039756022,"('evil', 'good')",1.5714196,1.4731609,0.8988169,0.7167024,0.1821145
76,-0.21851265,0.1572981,"('anxious', 'daring')",-0.4342823,-0.1709986,-0.3263975,-0.0068503,-0.3195472
36,-0.20573682,-0.51653606,"('hostile', 'amicable')",0.93396235,0.6983995,0.3641128,0.0909317,0.2731811
15,0.2035204,-0.006432906,"('boring', 'funny')",1.7999431,1.7129718,1.0017318,0.8532695,0.1484623
42,0.19599156,0.51089567,"('unreliable', 'reliable')",0.63887185,0.79894537,0.4174317,0.6549205,-0.2374888
51,-0.18660153,-0.04636188,"('uneducated', 'educated')",-0.20434815,-0.16815174,-0.1954748,-0.1072568,-0.088218
79,0.18478222,-0.21319653,"('wavering', 'unwavering')",1.3132489,1.2966598,0.7490156,0.5417317,0.2072839
74,-0.18081725,-0.037968874,"('undedicated', 'dedicated')",-0.4610568,-0.26537323,-0.320937,-0.1516711,-0.1692659
24,-0.15618527,0.095646925,"('dishonest', 'honest')",-0.47263613,-0.5069692,-0.3144107,-0.2056611,-0.1087496
