,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
61,-0.722881,-0.7489928,"('illogical', 'logical')",-0.14167556,-0.06794415,0.20310722,0.28938618,-0.2204831,-0.1758503,-0.0446328
58,-0.70540833,-0.97787386,"('undiscriminating', 'discriminating')",0.7670957,0.683717,0.19939068,0.20276275,0.087026,-0.0304647,0.1174907
44,0.69351196,0.7475025,"('prejudiced', 'unprejudiced')",-0.45486104,-0.31971645,-1.4641833,-1.3989394,-0.4085108,-0.3237178,-0.084793
77,-0.6864061,-0.71172994,"('unmotivated', 'motivated')",0.46585724,0.39255452,-1.2275704,-1.1526821,-0.4827064,-0.4906192,0.0079128
88,-0.6680961,-0.5665538,"('low', 'eminent')",-1.2020303,-0.91568726,0.24492863,0.3242782,-0.5417326,-0.3859876,-0.155745
38,-0.6515334,-0.6867166,"('untruthful', 'truthful')",-0.9639454,-0.8701376,0.041229084,0.2692077,-0.5247499,-0.4292155,-0.0955344
82,-0.6493382,-0.4173376,"('poor', 'rich')",-0.10681036,0.11395542,5.8978534,5.865702,1.7139015,1.8541066,-0.1402051
71,-0.64196455,-0.63110924,"('diffident', 'self-confident')",-0.02512068,0.028818488,0.50176877,0.57704973,-0.0551055,-0.0084137,-0.0466918
59,0.6364815,0.5838101,"('foolish', 'wise')",-0.7928033,-0.95642954,0.6853787,0.581658,0.1763523,0.0696795,0.1066728
43,-0.63327444,-0.63757163,"('irresponsible', 'responsible')",0.96234643,1.1189466,0.55751735,0.81679636,0.2955298,0.4327238,-0.137194
15,0.574682,0.64371514,"('boring', 'funny')",-1.052777,-1.0203778,0.38428438,0.52297163,-0.0312702,0.0487697,-0.0800399
62,-0.5726749,-0.5434244,"('incompetent', 'brilliant')",0.8712296,1.0537691,0.13808008,0.34857863,0.1455449,0.2863078,-0.1407629
41,-0.5683245,-0.56742424,"('unforgiving', 'forgiving')",0.4818281,0.5491516,0.16757967,0.30847245,0.0270278,0.0967333,-0.0697055
24,-0.5544549,-0.5130397,"('dishonest', 'honest')",0.01745715,0.0676344,0.66028434,0.76344174,0.0410955,0.1060121,-0.0649166
32,-0.5443018,-0.4098259,"('unkind', 'kind')",0.6227124,0.7472085,0.7375245,0.81135255,0.2719784,0.3829117,-0.1109333
7,-0.54050606,-0.4684788,"('insensitive', 'sensitive')",0.024313513,0.18967101,0.7036312,0.8801025,0.0624796,0.2004316,-0.137952
72,-0.50003636,-0.4386405,"('unambitious', 'ambitious')",0.73385,0.6605877,-0.63570535,-0.64560854,-0.1339639,-0.1412204,0.0072565
19,-0.49970442,-0.506208,"('inhospitable', 'hospitable')",-1.4614921,-1.4784516,-0.050878793,0.02855507,-0.6706917,-0.6520349,-0.0186568
33,0.49969363,0.2996849,"('wrong', 'right')",0.07767003,-0.10272747,0.008654207,-0.11721748,0.1953393,0.02658,0.1687593
75,0.48921016,0.5015096,"('meek', 'impulsive')",-1.4188675,-1.4213276,-0.4267106,-0.45753196,-0.4521226,-0.4591167,0.0069941
49,-0.47881833,-0.3302682,"('unable', 'able')",-1.046582,-0.8196272,-0.53288376,-0.391078,-0.6860947,-0.5136578,-0.1724369
27,-0.45342937,-0.62495327,"('hardhearted', 'softhearted')",-0.3201272,-0.49415493,1.5482336,1.405473,0.2582257,0.0954549,0.1627708
76,0.44586906,0.67162865,"('anxious', 'daring')",0.631886,0.99506205,0.077718176,0.31044683,0.3851577,0.6590459,-0.2738882
64,0.42626536,0.53066885,"('shy', 'confident')",0.75254256,0.8939907,-6.9204483,-6.6160626,-1.91388,-1.7304678,-0.1834122
79,-0.4253464,-0.43079838,"('wavering', 'unwavering')",-2.0650842,-2.0740044,-0.050928526,-0.09462115,-0.8471197,-0.8664746,0.0193549
34,-0.42347792,-0.41410774,"('mean', 'honorable')",-0.091364056,0.0439858,5.8258643,5.9622583,1.7703408,1.8640455,-0.0937047
6,-0.4233234,-0.61987126,"('distant', 'open')",-1.9489137,-2.228616,0.50876397,0.39359438,-0.6211577,-0.8182977,0.19714
5,-0.4038173,-0.57271934,"('distant', 'outgoing')",-1.8752998,-2.1328924,-0.1514595,-0.16637458,-0.8101922,-0.9573288,0.1471366
54,-0.3949547,-0.26727784,"('incapable', 'capable')",-0.15988788,0.0058952104,1.0272356,1.0750855,0.1574643,0.2712343,-0.11377
42,0.3688334,0.5874931,"('unreliable', 'reliable')",1.1220472,1.388402,-3.0108745,-2.7906356,-0.5066646,-0.2715801,-0.2350845
50,0.3488509,0.459973,"('clumsy', 'skillful')",-0.1514802,-0.077339664,0.39072102,0.27451995,0.1960306,0.2190511,-0.0230205
40,-0.34685224,-0.65859157,"('stingy', 'generous')",0.62735623,0.30333364,-1.4071052,-1.5358151,-0.3755337,-0.6303577,0.254824
70,-0.34500352,-0.315364,"('lethargic', 'energetic')",0.592051,0.7670446,0.24325553,0.5887419,0.1634343,0.3468075,-0.1833732
18,-0.34084794,-0.18966943,"('disagreeable', 'welcoming')",-0.58361936,-0.44991744,-0.38172653,-0.35368952,-0.4353979,-0.3310921,-0.1043058
4,-0.33115253,-0.5295619,"('disliked', 'liked')",-0.4275435,-0.52801543,-6.595713,-6.4431853,-2.4514697,-2.5002543,0.0487846
85,-0.2894755,-0.30015087,"('insignificant', 'prestigious')",-0.7288371,-0.68500584,0.7853088,0.6938378,-0.0776679,-0.0971063,0.0194384
16,-0.28918225,-0.3129537,"('unpopular', 'popular')",-0.31442255,-0.21734601,0.62542063,0.54476714,0.0072719,0.0048225,0.0024494
14,-0.27887467,-0.1318364,"('antisocial', 'social')",1.7291263,2.0287135,-0.49989307,-0.3275939,0.3167862,0.5230944,-0.2063082
29,0.27048346,0.19770797,"('unfair', 'fair')",-0.44116932,-0.5042742,-0.4765911,-0.6102604,-0.215759,-0.3056089,0.0898499
13,-0.25894633,-0.071006835,"('impolite', 'polite')",-0.07510922,0.20838109,-0.50930417,-0.1588199,-0.2811199,-0.0071485,-0.2739714
87,-0.25250602,-0.37478924,"('unsuccessful', 'successful')",1.2849115,1.2585511,0.80130976,0.74571663,0.6112384,0.5431595,0.0680789
74,-0.24962129,-0.32459325,"('undedicated', 'dedicated')",1.3994617,1.2869337,0.024130948,0.13344699,0.3913238,0.3652625,0.0260613
65,-0.23676339,-0.02251514,"('insecure', 'secure')",0.64971846,0.8267417,-0.87599224,-0.7073199,-0.1543457,0.0323022,-0.1866479
22,-0.23625511,-0.20227751,"('untrustworthy', 'trustworthy')",0.5133074,0.56573343,-1.2607169,-1.1207234,-0.3278882,-0.2524225,-0.0754657
83,0.23380405,0.051058855,"('powerless', 'powerful')",0.40305915,0.45195323,-0.6856257,-0.6694633,-0.0162541,-0.0554837,0.0392296
31,-0.23137313,-0.4649435,"('evil', 'good')",-1.3228558,-1.6919628,-0.69472986,-0.9640089,-0.7496529,-1.0403051,0.2906522
17,-0.21054816,-0.13638882,"('nasty', 'nice')",-1.0379156,-0.8328059,-0.40035754,-0.2782586,-0.5496071,-0.4158178,-0.1337893
52,0.18099135,-0.21423581,"('irrational', 'rational')",-0.37360436,-0.7319789,0.4539552,0.08167054,0.0871141,-0.2881814,0.3752955
68,0.17652155,0.21826729,"('dependent', 'independent')",-0.3689106,-0.34682438,-0.7048738,-0.6674415,-0.2990876,-0.2653329,-0.0337547
80,-0.16268447,-0.23666224,"('dominated', 'dominating')",0.95130813,0.9321505,-1.4307116,-1.3027492,-0.2140293,-0.2024203,-0.011609
36,-0.15808731,-0.40528038,"('hostile', 'amicable')",-1.0765798,-1.4172198,0.54829043,0.25453198,-0.2287922,-0.522656,0.2938638
56,0.09885089,0.29930523,"('impractical', 'practical')",0.86584127,1.172509,-0.1740727,0.2308887,0.2635398,0.5675676,-0.3040278
25,-0.097779766,-0.18588023,"('egoistic', 'altruistic')",0.10181256,-0.0796643,1.6416306,1.4806671,0.5485545,0.4050409,0.1435136
81,-0.08869541,0.21094254,"('submissive', 'aggressive')",1.3796412,1.727392,-1.0087012,-0.7226798,0.0940815,0.4052182,-0.3111367
20,-0.08483852,-0.14765564,"('rough', 'thoughtful')",1.5917645,1.5673082,1.4018551,1.2259063,0.9695937,0.8818529,0.0877408
60,-0.07164508,0.0633204,"('inefficient', 'efficient')",1.4900448,1.7249148,-0.30243933,0.0869879,0.3719868,0.6250743,-0.2530875
21,0.06940602,0.15009034,"('immoral', 'moral')",0.6302686,0.78121275,-0.9054256,-0.76600796,-0.0685837,0.0550984,-0.1236821
47,-0.06272601,0.018997528,"('stupid', 'smart')",0.59430295,0.6944399,5.2808084,5.313805,1.9374619,2.0090809,-0.071619
66,0.029849581,-0.06628753,"('inactive', 'active')",0.29967228,0.29174528,1.182628,1.1764178,0.50405,0.4672919,0.0367581
30,-0.0055452846,0.07465519,"('intolerant', 'tolerant')",0.7004833,0.8745966,1.331539,1.5798753,0.6754924,0.8430424,-0.16755
