,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
45,-1.5478098,-1.6113439,"('incompetent', 'competent')",-1.0119953,-0.92810285,0.17898719,0.12559052,-0.40858358,-0.49964684,-0.6973504,-0.7283758,0.0310254
39,1.5457075,1.1815106,"('exploitative', 'cooperative')",0.9754824,0.6754268,2.0704,1.8562883,0.2751289,0.21339224,1.2166797,0.9816545,0.2350252
29,-1.4262664,-1.3281391,"('unfair', 'fair')",-1.2077117,-0.9395171,-0.86674446,-0.6750245,-1.0033633,-0.9315651,-1.1260215,-0.9685614,-0.1574601
73,1.3783221,1.6283579,"('helpless', 'self-reliant')",1.0741106,1.2481642,-9.245053e-05,0.13265085,-2.7426207,-2.71648,-0.0725701,0.0731732,-0.1457433
77,-1.3174459,-1.1670836,"('unmotivated', 'motivated')",-0.78957886,-0.7927272,0.13170408,0.241671,-1.3120433,-1.1514435,-0.821841,-0.7173958,-0.1044452
16,-1.302126,-1.246786,"('unpopular', 'popular')",0.2111592,0.28473693,-0.26835698,-0.21279103,0.7340479,0.4499429,-0.156319,-0.1812243,0.0249053
78,-1.279369,-1.1146721,"('nonresilient', 'resilient')",-0.3717282,-0.107508734,0.56193095,0.7715937,0.027577119,0.07857075,-0.2653973,-0.0930041,-0.1723932
53,-1.2258614,-1.136591,"('uncreative', 'creative')",-0.8011985,-0.69723904,-0.672855,-0.5054825,0.964979,0.80730426,-0.433734,-0.3830021,-0.0507319
22,-1.1693745,-1.1013618,"('untrustworthy', 'trustworthy')",-0.7497426,-0.6183571,0.49642438,0.4123175,-1.0085436,-0.862654,-0.6078091,-0.5425138,-0.0652953
0,-1.1411424,-1.405308,"('unsociable', 'sociable')",-1.226815,-1.4917514,0.46116346,0.15879631,-0.599313,-0.69273996,-0.6265267,-0.8577508,0.2312241
31,-1.1077806,-0.8117262,"('evil', 'good')",0.38737783,0.4658823,-0.9808482,-0.72593534,-1.0014881,-1.2950765,-0.6756848,-0.5917139,-0.0839709
86,-1.1010735,-0.9982163,"('uninfluential', 'influential')",-0.9244211,-0.9261343,-0.34836063,-0.34524408,-0.5903731,-0.5910952,-0.741057,-0.7151725,-0.0258845
57,-1.0721915,-1.1214204,"('unimaginative', 'imaginative')",-1.0718629,-0.99477375,-0.87842774,-0.6375859,-2.3170984,-2.3473434,-1.3348951,-1.275281,-0.0596141
47,-0.975016,-1.0680633,"('stupid', 'smart')",-0.17070985,0.034491546,0.83736634,0.85582757,5.3527827,5.495725,1.2611058,1.3294952,-0.0683894
46,-0.96568364,-0.9975408,"('uncompetitive', 'competitive')",-0.7947406,-0.7580903,1.4259623,1.2263765,-0.69824183,-0.72337645,-0.2581759,-0.3131577,0.0549818
55,-0.95258945,-1.0408232,"('incompetent', 'clever')",-1.338037,-1.232416,0.9009869,0.8737416,-0.23464128,-0.21871072,-0.4060702,-0.404552,-0.0015182
49,-0.92242885,-1.0647624,"('unable', 'able')",-0.77412826,-0.56649315,-0.79767853,-0.90912676,-0.042006843,0.075256206,-0.6340606,-0.6162816,-0.017779
66,0.91954607,1.0380888,"('inactive', 'active')",1.0005492,1.0015016,0.30007413,0.4416945,0.75116354,0.6915176,0.7428332,0.7932006,-0.0503674
36,-0.86204404,-0.9798745,"('hostile', 'amicable')",1.0991595,0.7328566,-1.3580382,-1.5511621,0.40073803,-0.07167662,-0.1800462,-0.4674642,0.287418
1,-0.7947119,-0.88660073,"('unfriendly', 'friendly')",0.2224913,0.072728865,-0.30027804,-0.4580287,1.9474108,1.4826211,0.268728,0.0526801,0.2160479
62,-0.7775244,-0.72609204,"('incompetent', 'brilliant')",-0.019469306,0.33284476,0.95363057,1.1110467,0.34196073,0.6808316,0.1246494,0.3496578,-0.2250084
3,-0.77543104,-0.99454653,"('repellent', 'pleasant')",-0.9693175,-1.1573384,1.0673373,0.7693995,0.27465057,0.22179155,-0.1006902,-0.2901735,0.1894833
71,0.772187,0.83907545,"('diffident', 'self-confident')",0.55575544,0.6020135,0.35910103,0.33343112,0.46521518,0.5301178,0.5380647,0.5761595,-0.0380948
69,0.7420104,0.9297865,"('lazy', 'industrious')",2.5825033,2.6075828,0.31064606,0.5834498,-0.317256,-0.34200963,0.8294759,0.9447024,-0.1152265
37,-0.7157919,-0.552203,"('fake', 'genuine')",-0.87375194,-0.8203832,-0.7268293,-0.7489017,0.21267897,0.20850255,-0.5259236,-0.4782464,-0.0476772
67,0.7132002,0.91141987,"('doubtful', 'determined')",0.47795644,0.630237,0.77373934,0.97167826,-0.3541233,-0.115815125,0.4026932,0.59938,-0.1966868
18,0.7129543,0.7913213,"('disagreeable', 'welcoming')",1.0754154,1.0995765,-0.34178156,-0.24062958,-0.16006625,-0.22526424,0.3216304,0.356251,-0.0346206
8,-0.65346134,-0.59785295,"('unaffectionate', 'affectionate')",0.21947442,0.14641108,-0.6096354,-0.6525735,0.6803236,0.5261639,-0.0908247,-0.1444629,0.0536382
41,-0.64369816,-0.8547974,"('unforgiving', 'forgiving')",-0.20779598,-0.17594418,0.81532246,0.79401124,0.13804679,0.0806681,0.0254688,-0.0390156,0.0644844
2,0.61085534,0.49916863,"('unlikable', 'likable')",1.4843351,1.7001235,2.0048897,1.9892263,1.3031685,1.2735727,1.3508122,1.3655229,-0.0147107
4,-0.60935634,-0.40974534,"('disliked', 'liked')",-0.021720866,0.16637062,-0.8865314,-0.64578295,-5.632553,-5.708848,-1.7875404,-1.6495014,-0.138039
76,0.57667106,0.33061862,"('anxious', 'daring')",0.08330594,0.32419693,0.93344927,1.006946,0.31437287,0.3881374,0.4769498,0.5124747,-0.0355249
24,0.559506,0.3104912,"('dishonest', 'honest')",-0.45116723,-0.602754,-0.29155183,-0.5437316,0.8128731,0.7516228,0.157415,-0.0210929,0.1785079
14,-0.5503864,-0.59509724,"('antisocial', 'social')",0.35869667,0.35212454,2.0775354,2.0443552,-0.60919654,-0.5169209,0.3191623,0.3211154,-0.0019531
5,-0.53221905,-0.041514765,"('distant', 'outgoing')",0.4904478,0.86713135,-1.5927739,-1.1867476,-0.047017753,0.12628046,-0.4203907,-0.0587126,-0.3616781
82,-0.5148322,-0.58373207,"('poor', 'rich')",-0.7934996,-0.5457725,-0.10558134,-0.14628613,5.8083324,5.64094,1.0986049,1.0912874,0.0073175
