,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
36,1.3688494,1.550288,"('hostile', 'amicable')",0.38436848,0.50114733,0.13228408,0.1256159,0.6285007,0.7256837,-0.097183
79,1.3148837,1.41809,"('wavering', 'unwavering')",-0.13429321,-0.06904771,0.13580184,0.0622256,0.4387974,0.4704226,-0.0316252
55,-1.3036774,-1.4610021,"('incompetent', 'clever')",-0.45266163,-0.42975754,-0.020590581,-0.115686476,-0.5923099,-0.6688154,0.0765055
52,1.2733562,1.4191017,"('irrational', 'rational')",-1.0375642,-0.84745514,-0.13886249,-0.037449725,0.0323099,0.1780656,-0.1457557
48,-1.2566785,-1.3287584,"('unintelligent', 'intelligent')",-0.55788344,-0.6468966,0.4276895,0.25074416,-0.4622908,-0.5749702,0.1126794
59,1.2167491,1.2605675,"('foolish', 'wise')",-0.47145516,-0.31941897,0.3745584,0.5120177,0.3732841,0.4843887,-0.1111046
28,-1.2001662,-1.1334643,"('disloyal', 'loyal')",-0.8000594,-0.5826949,0.46144396,0.55427533,-0.5129272,-0.3872946,-0.1256326
51,-1.1703962,-1.3761361,"('uneducated', 'educated')",0.8758084,0.66240597,0.67465776,0.44408277,0.12669,-0.0898824,0.2165724
72,-1.1603792,-1.1735914,"('unambitious', 'ambitious')",-0.4487817,-0.47082227,-1.2155734,-1.2571149,-0.9415781,-0.9671762,0.0255981
22,-1.1530577,-1.3145027,"('untrustworthy', 'trustworthy')",-0.9271171,-0.9976202,-1.3572994,-1.5319532,-1.1458248,-1.2813587,0.1355339
30,-1.13861,-1.1991402,"('intolerant', 'tolerant')",-0.4651456,-0.2519851,0.8064903,0.9956652,-0.2657551,-0.15182,-0.1139351
0,-1.1137835,-1.130357,"('unsociable', 'sociable')",0.39360034,0.3531033,-0.52541035,-0.48608762,-0.4151978,-0.4211138,0.005916
7,-1.1033956,-1.1893469,"('insensitive', 'sensitive')",-0.62658495,-0.80612946,0.37914538,0.10299,-0.4502784,-0.6308288,0.1805504
62,-1.0592175,-1.1928791,"('incompetent', 'brilliant')",0.64124024,0.49227187,0.19419596,0.18946642,-0.0745938,-0.1703803,0.0957865
43,-1.0070746,-1.1225054,"('irresponsible', 'responsible')",0.19688192,0.2768031,0.3162436,0.4376527,-0.1646497,-0.1360165,-0.0286332
46,-0.9864082,-1.2496861,"('uncompetitive', 'competitive')",1.1610315,0.9420075,-0.19334692,-0.37238437,-0.0062412,-0.2266877,0.2204465
80,-0.98073435,-1.2812735,"('dominated', 'dominating')",0.814056,0.48295617,-0.90190256,-1.0795465,-0.3561936,-0.6259546,0.269761
41,-0.9117621,-0.7118019,"('unforgiving', 'forgiving')",-0.6685423,-0.3203035,-0.38000056,-0.3141447,-0.653435,-0.4487501,-0.2046849
63,-0.88782036,-1.0679731,"('unperceptive', 'insightful')",0.51132363,0.27916652,0.9849,0.65444636,0.2028011,-0.0447868,0.2475879
25,0.8693873,0.9735879,"('egoistic', 'altruistic')",0.19551794,0.3698733,1.249178,1.2457597,0.7713611,0.8630737,-0.0917126
82,-0.86613595,-0.87716967,"('poor', 'rich')",-0.9025261,-0.7006714,6.080513,6.0330124,1.4372837,1.4850572,-0.0477735
4,0.8591805,0.906087,"('disliked', 'liked')",-0.23919879,-0.19607612,-6.5546966,-6.308004,-1.9782383,-1.8659976,-0.1122407
32,-0.85622346,-0.8096151,"('unkind', 'kind')",-1.3448038,-1.1026536,0.51409197,0.7822139,-0.5623118,-0.3766849,-0.1856269
19,0.8087191,0.8705019,"('inhospitable', 'hospitable')",-0.6941538,-0.5816982,-0.13343515,-0.06895895,-0.0062899,0.0732816,-0.0795715
50,0.80430216,0.8040841,"('clumsy', 'skillful')",0.36332583,0.33392838,0.40609252,0.35201657,0.5245735,0.4966764,0.0278971
77,-0.7937868,-0.74782723,"('unmotivated', 'motivated')",-0.19262059,-0.14645118,-0.9606306,-0.9744224,-0.6490126,-0.6229002,-0.0261124
84,0.74165905,0.65347505,"('inferior', 'superior')",1.0279322,0.9935979,0.9961509,0.9647347,0.921914,0.8706026,0.0513114
66,0.72947454,0.6706369,"('inactive', 'active')",1.5850765,1.3381443,1.1747891,1.0125985,1.1631133,1.0071266,0.1559867
29,0.7019991,0.60902834,"('unfair', 'fair')",-0.7622911,-0.8002106,-0.74404496,-0.83676374,-0.2681123,-0.3426487,0.0745364
88,-0.6857128,-0.5943024,"('low', 'eminent')",-0.8698658,-0.8072983,-0.090949625,0.062292516,-0.5488427,-0.4464361,-0.1024066
67,0.632667,0.60033673,"('doubtful', 'determined')",0.7663444,0.7961523,-0.43276837,-0.2414451,0.322081,0.3850147,-0.0629337
54,0.5975877,0.63510084,"('incapable', 'capable')",0.013076805,0.016676465,1.1161995,1.2637305,0.5756213,0.6385026,-0.0628813
47,-0.58817244,-0.6381526,"('stupid', 'smart')",-0.23104677,-0.17902794,5.5420585,5.316132,1.5742798,1.4996505,0.0746293
61,-0.5357272,-0.622975,"('illogical', 'logical')",-0.0020611081,-0.0940331,0.31878403,0.23220599,-0.0730014,-0.1616007,0.0885993
87,0.5094108,0.33451968,"('unsuccessful', 'successful')",2.01139,1.8266532,1.2007014,1.1898934,1.2405008,1.117022,0.1234788
12,-0.5087986,-0.602468,"('unsupportive', 'supportive')",-0.20048803,-0.2353352,-2.040805,-2.074613,-0.9166973,-0.9708055,0.0541082
31,0.5066858,0.63515466,"('evil', 'good')",-1.4965241,-1.2225612,-1.3680086,-1.4301823,-0.785949,-0.6725296,-0.1134194
39,0.48863405,0.5797464,"('exploitative', 'cooperative')",0.4366374,0.7150401,-0.4058265,-0.17462201,0.1731483,0.3733881,-0.2002398
68,-0.47617775,-0.693421,"('dependent', 'independent')",0.5589623,0.33092648,-0.34097573,-0.6575562,-0.0860637,-0.3400169,0.2539532
64,-0.42993906,-0.48673797,"('shy', 'confident')",-0.021642268,-0.12746511,-6.600977,-6.202298,-2.3508528,-2.272167,-0.0786858
58,-0.42538297,-0.5280807,"('undiscriminating', 'discriminating')",0.41294602,0.25798425,-0.20198162,-0.47300723,-0.0714729,-0.2477012,0.1762283
37,-0.40423766,-0.5618721,"('fake', 'genuine')",-0.76579034,-0.910604,0.13269472,-0.07407755,-0.3457778,-0.5155179,0.1697401
76,-0.3634026,-0.5014926,"('anxious', 'daring')",1.1471018,1.0009218,0.5588316,0.4660092,0.4475102,0.3218128,0.1256974
44,0.33735308,0.27721155,"('prejudiced', 'unprejudiced')",0.35822046,0.34543955,-1.2901555,-1.0334903,-0.198194,-0.1369464,-0.0612476
74,-0.32762566,-0.50292957,"('undedicated', 'dedicated')",0.6719701,0.693791,-0.010386318,0.060206607,0.1113194,0.0836893,0.0276301
13,-0.313887,-0.27873757,"('impolite', 'polite')",1.2899827,1.3585463,0.10350543,0.11364341,0.359867,0.3978174,-0.0379504
75,0.31217974,0.4719339,"('meek', 'impulsive')",-0.12785119,-0.039662506,-0.3508594,-0.27048635,-0.0555103,0.0539283,-0.1094386
20,0.27720034,0.16111971,"('rough', 'thoughtful')",0.560462,0.32734582,0.8810482,0.8155181,0.5729035,0.4346612,0.1382423
83,0.26950812,0.14137554,"('powerless', 'powerful')",0.0845815,-0.0074923635,-0.69746035,-0.82262135,-0.1144569,-0.2295794,0.1151225
9,-0.22879797,-0.07703985,"('unaffectionate', 'caring')",-0.3623349,-0.28554776,0.8172332,0.70798993,0.0753668,0.1151341,-0.0397673
49,0.19060312,0.0561819,"('unable', 'able')",-0.24101421,-0.22825302,-0.25900084,-0.28111166,-0.1031373,-0.1510609,0.0479236
15,0.1856195,0.36973655,"('boring', 'funny')",-0.54352045,-0.36524564,0.32192558,0.3640127,-0.0119918,0.1228345,-0.1348263
78,0.16979393,0.09268074,"('nonresilient', 'resilient')",1.599932,1.2456925,0.782128,0.50386566,0.850618,0.6140796,0.2365384
1,0.16937813,0.28527936,"('unfriendly', 'friendly')",-0.7374833,-0.74531204,1.3636777,1.3047824,0.2651908,0.2815832,-0.0163924
8,-0.15213299,0.0062322244,"('unaffectionate', 'affectionate')",-1.1060435,-0.9346983,0.060066607,0.0773062,-0.39937,-0.28372,-0.11565
38,-0.15118589,-0.07053758,"('untruthful', 'truthful')",-0.4314015,-0.25143722,0.039983958,0.19108579,-0.1808678,-0.0436297,-0.1372381
42,0.14395899,0.034125637,"('unreliable', 'reliable')",0.2739102,0.27172592,-3.3061624,-3.2750251,-0.9627644,-0.9897246,0.0269602
18,0.12819827,0.12853923,"('disagreeable', 'welcoming')",0.5099853,0.6174638,-0.5899309,-0.5090553,0.0160842,0.0789826,-0.0628984
56,0.11022088,0.06077396,"('impractical', 'practical')",1.1214483,1.1629857,-0.13603468,-0.05374009,0.3652115,0.3900065,-0.024795
53,-0.107176796,-0.09235075,"('uncreative', 'creative')",0.0077918917,0.016770892,0.7507098,0.7252622,0.2171083,0.2165608,0.0005475
27,-0.10084817,-0.16371135,"('hardhearted', 'softhearted')",-0.696577,-0.78088444,1.1626726,0.8576912,0.1217492,-0.0289682,0.1507174
26,-0.09590617,-0.09934695,"('hardhearted', 'benevolent')",0.17084913,0.2752651,1.0669209,1.2310331,0.3806213,0.4689837,-0.0883624
40,0.08360231,-0.03364258,"('stingy', 'generous')",-0.1363239,-0.21096466,-1.8895985,-2.166461,-0.64744,-0.8036894,0.1562494
2,0.08280106,0.16483435,"('unlikable', 'likable')",0.9473462,1.1802063,0.48258078,0.75322455,0.5042427,0.6994217,-0.195179
17,-0.067279115,-0.053131696,"('nasty', 'nice')",-1.3079834,-1.1142961,-0.7455494,-0.70867497,-0.7069373,-0.6253676,-0.0815697
34,0.020287845,-0.119333036,"('mean', 'honorable')",0.55812323,0.50764775,6.240542,5.924654,2.2729843,2.1043229,0.1686614
