,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
26,2.0164146,1.6543983,"('hardhearted', 'benevolent')",1.2157739,0.9262557,1.0962652,0.75934935,0.27605385,0.03638491,1.7826924,1.5517007,1.2774401,0.9856178,0.2918223
71,1.764383,1.7086929,"('diffident', 'self-confident')",0.36155105,0.57018375,2.0823317,2.1276665,-0.039541036,0.032460675,0.47227663,0.42070138,0.9282002,0.9719411,-0.0437409
3,-1.6767544,-1.4419705,"('repellent', 'pleasant')",-0.74251425,-0.7443178,-0.3315063,-0.0096718,0.37339896,0.51955914,0.072100155,0.24994448,-0.4610551,-0.2852913,-0.1757638
77,-1.550159,-1.3706118,"('unmotivated', 'motivated')",-1.5170437,-1.2879616,-1.1588973,-0.88035786,-0.09251476,0.124594174,-1.2427647,-1.0259815,-1.1122759,-0.8880637,-0.2242122
6,1.5347683,1.0703021,"('distant', 'open')",0.42699113,0.5843746,0.95075154,0.69164526,-1.7555542,-1.6710695,0.5963021,0.4000812,0.3506517,0.2150667,0.135585
20,-1.5033258,-1.3521647,"('rough', 'thoughtful')",-0.33310688,-0.27939862,-0.14793211,-0.16894951,-0.013123505,-0.084132835,1.1161273,1.0738599,-0.1762722,-0.1621572,-0.014115
8,1.4666817,1.0527072,"('unaffectionate', 'affectionate')",-0.8788195,-0.6839414,0.38209432,0.17614397,-1.4059477,-1.4374522,0.76464224,0.5977819,0.0657302,-0.0589521,0.1246823
9,1.4544755,1.214228,"('unaffectionate', 'caring')",-0.5077083,-0.20251365,0.75155807,0.7863474,-0.36742255,-0.34495488,1.2592654,1.1273999,0.5180336,0.5161014,0.0019322
73,1.4264328,1.3719643,"('helpless', 'self-reliant')",1.5171642,1.5122441,2.503664,2.471204,0.48604068,0.40259698,-2.9149892,-2.9765987,0.6036624,0.5562821,0.0473803
85,1.3610132,0.86616784,"('insignificant', 'prestigious')",0.6885858,0.6014456,2.0152392,1.644325,-0.7715143,-0.94351697,1.2225412,0.7642913,0.9031731,0.5865426,0.3166305
56,1.2676324,1.6037523,"('impractical', 'practical')",0.030726295,0.21941234,1.1326535,1.4454361,1.8840773,2.0328,-0.2824651,-0.055447973,0.8065248,1.0491905,-0.2426657
5,1.2497236,0.808958,"('distant', 'outgoing')",0.51747274,0.67049867,1.3018975,1.1873797,-1.1976376,-1.167168,0.1203071,-0.07118326,0.3983526,0.285697,0.1126556
15,1.2150245,0.92379755,"('boring', 'funny')",0.65167534,0.36228767,1.1000135,0.75893617,-0.62813497,-0.7441113,0.6382768,0.55605453,0.5953711,0.371393,0.2239781
42,1.1899762,1.2840959,"('unreliable', 'reliable')",1.2603514,1.1188095,0.93586135,0.8861163,-0.1917361,-0.3357141,-2.8364315,-2.8942146,0.0716043,0.0118186,0.0597857
12,1.1851027,1.2649271,"('unsupportive', 'supportive')",0.75586283,0.9777033,1.3627355,1.4780251,0.5850735,0.634349,-1.5204558,-1.5934315,0.4736637,0.5523146,-0.0786509
29,1.1545541,1.03987,"('unfair', 'fair')",0.5352038,0.42870075,0.37504634,0.33810902,-0.93402696,-1.0836505,-0.40232763,-0.6801401,0.1456899,0.0085778,0.1371121
1,1.1276016,0.8956219,"('unfriendly', 'friendly')",-0.19873688,-0.014219407,1.386891,1.3521035,-0.35488832,-0.2438364,2.2871795,2.0761652,0.8496094,0.813167,0.0364424
84,1.1266465,1.1050438,"('inferior', 'superior')",0.41921803,0.35242885,1.0702496,1.0348666,-0.08840543,-0.16567504,1.0739799,0.85500896,0.7203377,0.6363346,0.0840031
63,-1.0416055,-0.76250714,"('unperceptive', 'insightful')",0.4960828,0.7696988,-0.25989288,-0.1658116,0.423626,0.5294811,0.8309156,0.91641337,0.0898252,0.2574549,-0.1676297
68,-1.041359,-0.937185,"('dependent', 'independent')",0.19118643,0.18056129,-0.76723814,-0.700219,-0.5118853,-0.5463524,-0.27615547,-0.20884931,-0.4810903,-0.4424088,-0.0386815
10,-1.0186772,-0.60586816,"('unsympathetic', 'sympathetic')",-1.3890096,-1.3487263,-1.4291078,-1.0810176,-0.15977153,-0.037858546,-0.58304155,-0.44459584,-0.9159215,-0.7036133,-0.2123082
74,1.009258,1.1245358,"('undedicated', 'dedicated')",1.0082936,1.1116883,0.92341226,1.0897965,0.7200467,0.8039587,0.39510942,0.3763089,0.811224,0.9012577,-0.0900337
2,0.9997783,0.9853283,"('unlikable', 'likable')",1.2668529,1.2866677,0.6407567,0.5337075,0.74043506,0.70137,0.70407844,0.7268579,0.8703802,0.8467863,0.0235939
