,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.84724003,-0.73119235,"('unmotivated', 'motivated')",0.4002984,0.4575759,-0.95891744,-0.8216047,-0.4686197,-0.3650737,-0.103546
50,0.8338938,1.0733606,"('clumsy', 'skillful')",0.10782907,0.09127104,0.4681652,0.3783119,0.4699627,0.5143145,-0.0443518
64,-0.8213205,-0.79147476,"('shy', 'confident')",-0.25500476,-0.2029051,-5.704337,-5.368337,-2.2602208,-2.1209057,-0.1393151
34,-0.81766135,-0.61586,"('mean', 'honorable')",0.07925743,0.08286333,5.899956,5.852466,1.7205175,1.7731565,-0.052639
0,-0.8170986,-1.0660467,"('unsociable', 'sociable')",1.2291094,1.0357618,0.006884752,-0.0955963,0.1396318,-0.0419604,0.1815922
21,-0.8066366,-0.53167164,"('immoral', 'moral')",0.6984103,0.8214446,-0.54229933,-0.39349094,-0.2168419,-0.0345727,-0.1822692
11,-0.7650354,-0.47210214,"('unhelpful', 'helpful')",0.5068631,0.6865136,2.3016236,2.3823686,0.6811504,0.8655934,-0.184443
51,-0.7551688,-0.6221717,"('uneducated', 'educated')",-0.10979477,-0.15899983,0.64183694,0.56415564,-0.0743755,-0.0723386,-0.0020369
65,-0.7363021,-0.6777571,"('insecure', 'secure')",0.26745656,0.33107182,-0.15362307,0.022875417,-0.2074895,-0.1079366,-0.0995529
58,-0.727041,-0.77618223,"('undiscriminating', 'discriminating')",0.34666744,0.39106032,-0.06254183,-0.069601804,-0.1476385,-0.1515746,0.0039361
56,0.7045986,0.99541134,"('impractical', 'practical')",1.9697565,2.1166391,0.52943,0.65401125,1.0679283,1.2553539,-0.1874256
42,0.69007844,0.9351717,"('unreliable', 'reliable')",0.970369,1.0699083,-2.1413388,-2.0041907,-0.1602972,0.0002964,-0.1605936
7,-0.66715926,-0.49053454,"('insensitive', 'sensitive')",0.5499665,0.6322109,0.6334208,0.59734744,0.172076,0.2463413,-0.0742653
47,-0.63839686,-0.36264026,"('stupid', 'smart')",1.1338673,1.1884588,5.013302,5.03127,1.8362575,1.9523629,-0.1161054
83,-0.63703924,-0.5192007,"('powerless', 'powerful')",0.5682032,0.6263569,-0.70620245,-0.57336205,-0.2583462,-0.1554019,-0.1029443
4,0.61638236,0.38762552,"('disliked', 'liked')",-0.10577452,-0.23297177,-5.5809717,-5.531241,-1.6901213,-1.7921958,0.1020745
45,-0.601939,-0.41131184,"('incompetent', 'competent')",0.3439911,0.4720155,-0.05758865,0.06714168,-0.1051789,0.0426151,-0.147794
78,-0.58498377,-0.54244745,"('nonresilient', 'resilient')",0.9961982,1.0146798,0.71043086,0.6785836,0.3738817,0.3836053,-0.0097236
37,-0.5588465,-0.23142807,"('fake', 'genuine')",-0.25173753,-0.1765003,0.23236893,0.30712178,-0.1927384,-0.0336022,-0.1591362
68,-0.5388153,-0.3584264,"('dependent', 'independent')",-0.38706002,-0.3157667,-0.2402495,-0.14278924,-0.3887083,-0.2723274,-0.1163809
6,-0.5148776,-0.65923613,"('distant', 'open')",-0.5338602,-0.56223065,0.20366448,0.10931157,-0.2816911,-0.3707184,0.0890273
71,0.5070829,0.5542843,"('diffident', 'self-confident')",2.7669344,2.544714,0.8052091,0.6494435,1.3597422,1.2494806,0.1102616
25,-0.5058299,-0.5913483,"('egoistic', 'altruistic')",-0.6073407,-0.66897744,0.99100214,0.9713414,-0.0407228,-0.0963281,0.0556053
2,0.4974823,0.14686535,"('unlikable', 'likable')",0.42355183,0.33626008,0.7795362,0.7278383,0.5668568,0.4036546,0.1632022
61,-0.47780523,-0.3797866,"('illogical', 'logical')",-0.34689787,-0.38326168,-0.06071033,-0.12295152,-0.2951378,-0.2953333,0.0001955
60,-0.4735962,-0.173803,"('inefficient', 'efficient')",1.9969926,2.1434932,0.59875375,0.73831123,0.7073834,0.9026671,-0.1952837
44,0.46492797,0.49342158,"('prejudiced', 'unprejudiced')",0.19611809,0.22115253,-1.2159408,-1.2124794,-0.1849649,-0.1659684,-0.0189965
32,-0.46184814,-0.25408652,"('unkind', 'kind')",1.0252361,1.0336716,0.9749476,0.8647462,0.5127785,0.5481104,-0.0353319
17,0.46053243,0.6039743,"('nasty', 'nice')",-0.97627443,-0.9317589,-0.86342645,-0.86162287,-0.4597228,-0.3964692,-0.0632536
80,-0.45324036,-0.57230353,"('dominated', 'dominating')",0.58372927,0.47521988,-1.1207321,-1.1167172,-0.3300811,-0.4046003,0.0745192
39,0.44977793,0.8428326,"('exploitative', 'cooperative')",1.3907245,1.4815831,0.022539346,0.17098244,0.621014,0.8317993,-0.2107853
67,0.42912906,0.64715755,"('doubtful', 'determined')",0.24904643,0.28056186,-0.13478382,-0.15977623,0.1811306,0.2559811,-0.0748505
12,-0.42545372,-0.384302,"('unsupportive', 'supportive')",0.8898605,0.98209614,-1.1012568,-1.0847999,-0.2122834,-0.1623352,-0.0499482
23,-0.3889321,-0.42451486,"('insincere', 'sincere')",1.0351708,1.1380284,5.293043,5.122987,1.9797606,1.9455001,0.0342605
22,-0.35492417,-0.25674838,"('untrustworthy', 'trustworthy')",0.22266525,0.27679414,-0.9509741,-0.7169673,-0.3610777,-0.2323072,-0.1287705
35,0.3029322,0.21457809,"('corrupt', 'incorrupt')",-2.3872178,-2.5011377,-1.0541548,-1.1260854,-1.0461467,-1.1375483,0.0914016
63,-0.2963333,-0.22476426,"('unperceptive', 'insightful')",0.84895945,0.93009007,1.6233052,1.602434,0.7253105,0.7692533,-0.0439428
74,0.28411666,0.24564353,"('undedicated', 'dedicated')",0.79452723,0.82546246,0.5318187,0.5102649,0.5368209,0.5271236,0.0096973
38,-0.27940387,-0.29876578,"('untruthful', 'truthful')",-0.4453322,-0.34766957,0.14930008,0.1859483,-0.191812,-0.1534957,-0.0383163
18,-0.27271998,-0.30590534,"('disagreeable', 'welcoming')",-0.69369453,-0.7316173,-0.39003164,-0.41118443,-0.4521487,-0.4829023,0.0307536
31,-0.25654408,-0.5022631,"('evil', 'good')",-1.8024913,-1.8306053,-1.373721,-1.4603112,-1.1442521,-1.2643932,0.1201411
13,-0.25214297,-0.015677903,"('impolite', 'polite')",1.059368,0.99185795,0.12729216,0.1282633,0.3115057,0.3681478,-0.0566421
24,-0.25045574,-0.2181282,"('dishonest', 'honest')",-0.41113597,-0.38060302,0.43850222,0.5497861,-0.0743632,-0.016315,-0.0580482
55,0.25039703,0.20840017,"('incompetent', 'clever')",0.85391706,0.95375204,0.44340122,0.5736775,0.5159051,0.5786099,-0.0627048
19,-0.25001207,-0.27626413,"('inhospitable', 'hospitable')",-0.32659912,-0.3626025,0.013616227,-0.05531936,-0.187665,-0.2313953,0.0437303
85,0.23182726,0.22692454,"('insignificant', 'prestigious')",-0.10255992,-0.32696983,0.28686112,0.0017620195,0.1387095,-0.0327611,0.1714706
87,0.20821145,0.03973581,"('unsuccessful', 'successful')",1.7669096,1.5936248,0.88430226,0.69655573,0.9531411,0.7766388,0.1765023
52,-0.19029082,-0.36579746,"('irrational', 'rational')",-1.2395501,-1.4139014,-0.80807245,-0.8698636,-0.7459711,-0.8831875,0.1372164
27,0.18544047,0.3622798,"('hardhearted', 'softhearted')",0.35328555,0.41749313,1.0356112,0.97028106,0.5247791,0.5833513,-0.0585722
36,-0.15529807,-0.41633546,"('hostile', 'amicable')",-1.7501491,-1.9969262,-0.35097933,-0.65690374,-0.7521422,-1.0233885,0.2712463
84,-0.14079314,0.11015308,"('inferior', 'superior')",0.16401447,0.33630162,0.6102639,0.7871083,0.2111617,0.4111876,-0.2000259
49,-0.12402588,0.08143088,"('unable', 'able')",0.55799663,0.6388742,0.16420259,0.28941655,0.1993911,0.3365739,-0.1371828
76,0.11960667,0.10679557,"('anxious', 'daring')",1.0984641,1.2063571,0.74475515,0.7709796,0.6542753,0.6947107,-0.0404354
30,0.11237415,0.22835147,"('intolerant', 'tolerant')",1.5506625,1.6771746,1.2353617,1.2946861,0.9661328,1.0667373,-0.1006045
16,0.102065675,-0.08178674,"('unpopular', 'popular')",-0.46271107,-0.54659873,0.60959953,0.457491,0.0829847,-0.0569648,0.1399495
41,-0.085228935,-0.25897342,"('unforgiving', 'forgiving')",-0.5633101,-0.5911212,0.00019035302,0.03987798,-0.2161162,-0.2700722,0.053956
62,0.07522097,0.15533328,"('incompetent', 'brilliant')",1.096811,1.3174312,0.44483423,0.65421766,0.5389554,0.7089941,-0.1700387
29,-0.05655757,0.093064815,"('unfair', 'fair')",-1.1274682,-1.0887021,-0.84090763,-0.77706903,-0.6749778,-0.5909021,-0.0840757
20,-0.04614512,0.098708965,"('rough', 'thoughtful')",0.3732365,0.48343408,0.9697383,1.018189,0.4322766,0.533444,-0.1011674
5,-0.04548085,-0.043364223,"('distant', 'outgoing')",0.06748494,0.079361185,-0.06258562,-0.12311349,-0.0135272,-0.0290388,0.0155116
43,0.038042124,0.1324888,"('irresponsible', 'responsible')",1.6299059,1.6823016,0.8614989,0.7933458,0.8431489,0.8693787,-0.0262298
75,0.037272573,0.06188972,"('meek', 'impulsive')",-1.206793,-1.2110374,-0.6968042,-0.68947715,-0.6221082,-0.6128749,-0.0092333
79,-0.03340502,-0.20605522,"('wavering', 'unwavering')",-1.2928767,-1.3998413,-0.33653152,-0.512077,-0.5542711,-0.7059911,0.15172
54,-0.032619923,-0.14027575,"('incapable', 'capable')",1.0654995,1.030798,1.0204865,0.9072175,0.6844554,0.5992466,0.0852088
