,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,male-female
23,1.4304146,1.4680661,"('insincere', 'sincere')",5.911193,5.95324,3.6708038,3.7106531,-0.0398493
71,1.3993598,1.3933994,"('diffident', 'self-confident')",0.50657797,0.43860763,0.9529689,0.9160035,0.0369654
42,-1.3848399,-1.0779712,"('unreliable', 'reliable')",-3.8437824,-3.3582325,-2.6143112,-2.218102,-0.3962092
51,-1.3594543,-1.3274659,"('uneducated', 'educated')",0.7431884,0.9613986,-0.3081329,-0.1830336,-0.1250993
14,-1.3184407,-1.147051,"('antisocial', 'social')",-1.2074951,-0.86726266,-1.2629678,-1.0071568,-0.255811
70,-1.3085903,-0.9426461,"('lethargic', 'energetic')",-0.1320692,0.2924182,-0.7203298,-0.325114,-0.3952158
61,1.2990757,1.258416,"('illogical', 'logical')",0.6469008,0.6761854,0.9729882,0.9673008,0.0056874
4,-1.2984018,-1.3889935,"('disliked', 'liked')",-6.1581016,-6.30647,-3.7282517,-3.8477316,0.1194799
84,1.2152017,1.0369691,"('inferior', 'superior')",1.2305187,1.263267,1.2228602,1.1501181,0.0727421
10,-1.1863308,-0.95751977,"('unsympathetic', 'sympathetic')",-0.6547314,-0.36136365,-0.9205311,-0.6594417,-0.2610894
75,-1.1541436,-1.1588718,"('meek', 'impulsive')",-0.082578644,-0.30518842,-0.6183611,-0.7320301,0.113669
55,-1.1362795,-1.0060194,"('incompetent', 'clever')",-0.39171028,-0.20701753,-0.7639949,-0.6065184,-0.1574765
33,1.1304171,1.0886774,"('wrong', 'right')",-0.49429736,-0.61483943,0.3180599,0.236919,0.0811409
15,1.0946356,1.2329805,"('boring', 'funny')",0.28873372,0.20444249,0.6916847,0.7187115,-0.0270268
58,1.0290971,0.91236717,"('undiscriminating', 'discriminating')",0.68079716,0.638144,0.8549471,0.7752556,0.0796915
8,0.9894443,0.71213543,"('unaffectionate', 'affectionate')",0.18446629,-0.0934111,0.5869553,0.3093622,0.2775931
48,0.9617935,0.86966175,"('unintelligent', 'intelligent')",0.88853246,0.8163473,0.925163,0.8430045,0.0821585
52,0.9511428,0.65835327,"('irrational', 'rational')",-0.19911969,-0.38630733,0.3760116,0.136023,0.2399886
3,-0.9489026,-0.8183047,"('repellent', 'pleasant')",0.27823928,0.35434672,-0.3353317,-0.231979,-0.1033527
69,0.90957016,0.8051095,"('lazy', 'industrious')",-0.7189073,-0.84754986,0.0953314,-0.0212202,0.1165516
86,0.8800018,0.8169379,"('uninfluential', 'influential')",-0.09227386,-0.0688176,0.393864,0.3740602,0.0198038
68,-0.8676989,-0.77757335,"('dependent', 'independent')",0.24617064,0.21532519,-0.3107641,-0.2811241,-0.02964
29,-0.8527304,-0.9487163,"('unfair', 'fair')",-0.21305043,-0.22857395,-0.5328904,-0.5886451,0.0557547
2,0.852522,0.837568,"('unlikable', 'likable')",0.5393281,0.62772846,0.6959251,0.7326483,-0.0367232
36,0.76396966,0.46594015,"('hostile', 'amicable')",0.5965328,0.15814456,0.6802512,0.3120424,0.3682088
83,0.7201735,0.6143857,"('powerless', 'powerful')",-0.8648521,-0.81336296,-0.0723393,-0.0994886,0.0271493
27,0.7182772,0.6387933,"('hardhearted', 'softhearted')",1.1835752,1.0560074,0.9509262,0.8474003,0.1035259
22,-0.7173519,-0.38835382,"('untrustworthy', 'trustworthy')",-0.9753047,-0.8003187,-0.8463283,-0.5943363,-0.251992
12,0.70321435,0.75273764,"('unsupportive', 'supportive')",-1.9121258,-1.783063,-0.6044557,-0.5151627,-0.089293
0,-0.69991857,-0.70665807,"('unsociable', 'sociable')",-0.539541,-0.44802013,-0.6197298,-0.5773391,-0.0423907
31,0.68864363,0.4958051,"('evil', 'good')",-0.5874428,-1.0836432,0.0506004,-0.293919,0.3445194
25,0.626711,0.3983283,"('egoistic', 'altruistic')",1.2717637,1.0944161,0.9492373,0.7463722,0.2028651
78,0.62405443,0.49646905,"('nonresilient', 'resilient')",0.48296088,0.31697607,0.5535077,0.4067225,0.1467852
66,-0.6234864,-0.66445506,"('inactive', 'active')",0.82110566,0.8059351,0.0988096,0.07074,0.0280696
76,-0.58435446,-0.26095116,"('anxious', 'daring')",-0.039380305,0.21512082,-0.3118674,-0.0229152,-0.2889522
63,0.58044547,0.72690624,"('unperceptive', 'insightful')",0.8658563,1.0422038,0.7231508,0.884555,-0.1614042
62,-0.54929566,-0.39428973,"('incompetent', 'brilliant')",-0.30452746,-0.14665063,-0.4269116,-0.2704702,-0.1564414
30,0.52091694,0.60933894,"('intolerant', 'tolerant')",0.8167002,1.0227102,0.6688086,0.8160245,-0.1472159
20,0.5110292,0.49893373,"('rough', 'thoughtful')",1.2931334,1.2542394,0.9020813,0.8765866,0.0254947
82,-0.50763357,-0.6794763,"('poor', 'rich')",5.41804,5.3171945,2.4552031,2.3188591,0.136344
50,-0.49677864,-0.5157494,"('clumsy', 'skillful')",-0.07560741,-0.17835404,-0.286193,-0.3470517,0.0608587
40,0.49303386,0.52337646,"('stingy', 'generous')",-1.6474823,-1.6764606,-0.5772242,-0.5765421,-0.0006821
49,0.47649252,0.3499222,"('unable', 'able')",-0.10840694,-0.14782669,0.1840428,0.1010478,0.082995
19,0.4642403,0.27305996,"('inhospitable', 'hospitable')",0.3106696,0.06889945,0.387455,0.1709797,0.2164753
43,-0.45421165,-0.24232593,"('irresponsible', 'responsible')",0.011396874,0.31523526,-0.2214074,0.0364547,-0.2578621
18,0.44746825,0.37502956,"('disagreeable', 'welcoming')",-0.39514348,-0.3634726,0.0261624,0.0057785,0.0203839
46,-0.41384488,-0.38829523,"('uncompetitive', 'competitive')",-0.5080004,-0.23585579,-0.4609226,-0.3120755,-0.1488471
87,0.39792037,0.37886357,"('unsuccessful', 'successful')",0.94840527,0.9707817,0.6731628,0.6748226,-0.0016598
38,-0.38457346,-0.23842977,"('untruthful', 'truthful')",0.22728959,0.18619567,-0.0786419,-0.026117,-0.0525249
37,-0.38345805,-0.2313036,"('fake', 'genuine')",-0.18914863,-0.068815276,-0.2863033,-0.1500594,-0.1362439
74,0.36110437,0.40369642,"('undedicated', 'dedicated')",-0.03831441,0.06458014,0.161395,0.2341383,-0.0727433
16,-0.33045897,-0.5791,"('unpopular', 'popular')",0.90278697,0.6828974,0.286164,0.0518987,0.2342653
73,0.3197888,0.29726917,"('helpless', 'self-reliant')",-3.2876434,-3.321764,-1.4839272,-1.5122474,0.0283202
32,-0.30505657,-0.3290233,"('unkind', 'kind')",0.27973425,0.4285296,-0.0126612,0.0497531,-0.0624143
47,0.2896965,0.33287632,"('stupid', 'smart')",4.5140824,4.5849276,2.4018896,2.4589019,-0.0570123
67,-0.24199525,-0.025120497,"('doubtful', 'determined')",-0.70125544,-0.5289458,-0.4716253,-0.2770332,-0.1945921
28,-0.23430005,-0.38154122,"('disloyal', 'loyal')",0.6611741,0.65262824,0.213437,0.1355435,0.0778935
24,0.20317882,0.41086084,"('dishonest', 'honest')",0.47021815,0.6398121,0.3366985,0.5253365,-0.188638
21,-0.1809283,0.0037860796,"('immoral', 'moral')",-0.4808122,-0.27685958,-0.3308702,-0.1365367,-0.1943335
56,-0.17812228,-0.024330676,"('impractical', 'practical')",-0.72141504,-0.48684394,-0.4497687,-0.2555873,-0.1941814
88,-0.14724249,-0.07261092,"('low', 'eminent')",0.36844084,0.36929166,0.1105992,0.1483404,-0.0377412
72,0.13579288,0.17791001,"('unambitious', 'ambitious')",-1.5225337,-1.5403521,-0.6933704,-0.6812211,-0.0121493
17,-0.13026398,-0.3119635,"('nasty', 'nice')",0.07812591,-0.082018465,-0.026069,-0.196991,0.170922
57,-0.12472426,-0.06630874,"('unimaginative', 'imaginative')",-2.6624563,-2.5730996,-1.3935902,-1.3197042,-0.073886
41,-0.119611464,-0.21035346,"('unforgiving', 'forgiving')",-0.39160937,-0.40152347,-0.2556104,-0.3059385,0.0503281
77,-0.09780346,-0.17715484,"('unmotivated', 'motivated')",-0.75848395,-0.7819553,-0.4281437,-0.4795551,0.0514114
59,0.07261532,0.019978628,"('foolish', 'wise')",0.10719009,0.04942081,0.0899027,0.0346997,0.055203
7,-0.03847706,0.0358207,"('insensitive', 'sensitive')",0.25233278,0.47711262,0.1069279,0.2564667,-0.1495388
35,-0.021973629,-0.03539659,"('corrupt', 'incorrupt')",0.39511678,0.06899817,0.1865716,0.0168008,0.1697708
79,0.014997054,-0.109601624,"('wavering', 'unwavering')",0.49478114,0.1465677,0.2548891,0.018483,0.2364061
60,0.010641217,0.099718705,"('inefficient', 'efficient')",0.12301904,0.45466965,0.0668301,0.2771942,-0.2103641
11,0.008461822,0.06567659,"('unhelpful', 'helpful')",1.7596465,1.9494616,0.8840542,1.0075691,-0.1235149
