,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
62,-0.8148378,-0.67445225,"('incompetent', 'brilliant')",2.6016257,2.3845768,0.59125245,0.48660958,0.7926801,0.7322447,0.0604354
26,-0.8098496,-0.91107106,"('hardhearted', 'benevolent')",0.43918863,0.48298088,1.1581069,1.2444224,0.262482,0.2721107,-0.0096287
8,-0.7946833,-0.819785,"('unaffectionate', 'affectionate')",-1.174399,-1.0046726,0.4721943,0.6356289,-0.4989627,-0.3962762,-0.1026865
75,0.7690889,0.6213807,"('meek', 'impulsive')",-1.6359581,-1.6208774,-1.0157939,-1.0568494,-0.6275543,-0.6854486,0.0578943
56,-0.7679709,-0.656749,"('impractical', 'practical')",2.5130453,2.3528347,-0.4489517,-0.44559115,0.4320409,0.4168315,0.0152094
54,-0.69694644,-0.6356496,"('incapable', 'capable')",-0.45325336,-0.2485913,0.7448127,0.7811561,-0.135129,-0.0343616,-0.1007674
67,0.6771802,0.59409565,"('doubtful', 'determined')",0.9626034,1.0300392,-0.4357407,-0.35768145,0.4013476,0.4221511,-0.0208035
44,0.67427164,0.77470416,"('prejudiced', 'unprejudiced')",-0.7795796,-0.6832827,-1.3590341,-1.3520885,-0.488114,-0.4202223,-0.0678917
77,-0.6322193,-0.5356541,"('unmotivated', 'motivated')",0.30422708,0.31084925,-0.4381758,-0.5484097,-0.2553893,-0.2577382,0.0023489
22,-0.5831793,-0.6007464,"('untrustworthy', 'trustworthy')",0.2557014,0.25459665,-0.5233059,-0.6308652,-0.2835946,-0.3256717,0.0420771
31,0.56592447,0.25282577,"('evil', 'good')",-2.7965724,-2.4564476,-1.5362748,-1.3348771,-1.255641,-1.1794996,-0.0761414
85,0.565059,0.63984144,"('insignificant', 'prestigious')",-3.7787645,-3.16511,-1.4119543,-0.8921348,-1.5418866,-1.1391344,-0.4027522
51,-0.5433556,-0.48727053,"('uneducated', 'educated')",1.6728487,1.5569209,0.21574038,0.08879346,0.4484111,0.386148,0.0622631
42,0.52644306,0.5314239,"('unreliable', 'reliable')",0.544182,0.653488,-2.8388028,-2.9427998,-0.5893926,-0.5859626,-0.00343
84,0.5262197,0.5266008,"('inferior', 'superior')",0.49252492,0.46490833,0.96467763,1.0960054,0.6611408,0.6958381,-0.0346973
18,-0.5064413,-0.44514483,"('disagreeable', 'welcoming')",-0.87991595,-0.73465544,-0.8300224,-0.79535794,-0.7387932,-0.6583861,-0.0804071
50,0.42072013,0.37954575,"('clumsy', 'skillful')",-0.6451185,-0.63484704,0.41190165,0.2900403,0.0625011,0.0115797,0.0509214
33,0.38899264,0.31434536,"('wrong', 'right')",-0.83204484,-0.6530711,-0.7462009,-0.68179315,-0.3964177,-0.340173,-0.0562447
66,0.37517327,0.4305284,"('inactive', 'active')",-0.87913007,-0.74934286,0.09669693,0.14214468,-0.1357533,-0.0588899,-0.0768634
4,0.36797622,0.27679935,"('disliked', 'liked')",-1.8753306,-1.65727,-7.8357606,-7.7468386,-3.1143716,-3.0424363,-0.0719353
17,-0.34902337,-0.4759278,"('nasty', 'nice')",-0.030265108,-0.24497655,-0.7680513,-0.81661355,-0.3824466,-0.512506,0.1300594
78,-0.3427585,-0.21397004,"('nonresilient', 'resilient')",0.13573264,0.28202686,0.97831947,0.9061668,0.2570979,0.3247412,-0.0676433
68,-0.32440466,-0.24408434,"('dependent', 'independent')",0.6882343,0.9034415,-0.8617022,-0.81747836,-0.1659575,-0.0527071,-0.1132504
52,0.29815724,0.17500624,"('irrational', 'rational')",-2.2399492,-2.1175373,-0.38418037,-0.19337995,-0.7753241,-0.7119703,-0.0633538
47,-0.29589957,-0.1721347,"('stupid', 'smart')",0.46235836,0.54868263,5.342484,5.4393554,1.8363142,1.9386344,-0.1023202
58,-0.28635338,-0.23369734,"('undiscriminating', 'discriminating')",0.20558606,0.28972626,-0.29337978,-0.24236217,-0.1247157,-0.0621111,-0.0626046
34,-0.27647117,-0.095606536,"('mean', 'honorable')",0.45984656,0.513336,5.3980927,5.555097,1.8604894,1.9909422,-0.1304528
70,-0.2710347,-0.07330233,"('lethargic', 'energetic')",2.5043015,2.433882,0.66848266,0.6121877,0.9672499,0.9909225,-0.0236726
80,0.26227447,0.43762457,"('dominated', 'dominating')",1.3567786,1.2247432,-0.19391984,-0.46377546,0.4750444,0.3995308,0.0755136
25,0.24185652,0.38532695,"('egoistic', 'altruistic')",-0.99993205,-0.7043002,0.71634686,0.8103548,-0.0139096,0.1637939,-0.1777035
15,0.22690387,0.019945076,"('boring', 'funny')",-0.64943326,-0.78927976,-0.43222314,-0.5047868,-0.2849175,-0.4247072,0.1397897
39,-0.20876946,0.0022287108,"('exploitative', 'cooperative')",1.374408,1.6007982,0.46252018,0.5673546,0.5427196,0.7234605,-0.1807409
74,-0.20806035,-0.07035981,"('undedicated', 'dedicated')",1.3760047,1.519307,-0.41726428,-0.3904705,0.2502267,0.3528256,-0.1025989
2,0.17526269,0.29104996,"('unlikable', 'likable')",0.26424828,0.5185448,0.14750372,0.2314072,0.1956716,0.3470006,-0.151329
83,-0.16758417,-0.091580234,"('powerless', 'powerful')",0.19929072,0.3054725,-0.6892746,-0.7344845,-0.2191893,-0.1735307,-0.0456586
16,0.16294485,0.068268836,"('unpopular', 'popular')",-1.2348157,-1.1618515,0.07013349,0.058855742,-0.3339125,-0.344909,0.0109965
36,0.15930437,0.024827445,"('hostile', 'amicable')",-3.2259815,-2.8571227,-0.6199899,-0.47858095,-1.228889,-1.1036254,-0.1252636
5,0.15065135,0.15431736,"('distant', 'outgoing')",-2.6388102,-2.17442,-1.1856885,-0.8550691,-1.2246157,-0.9583906,-0.2662251
27,0.13903388,0.14044286,"('hardhearted', 'softhearted')",-0.46220458,-0.4848606,0.76755905,0.9977256,0.1481295,0.2177693,-0.0696398
6,0.13054326,0.051666904,"('distant', 'open')",-3.2648587,-2.843825,-1.0998667,-0.76270807,-1.4113941,-1.1849554,-0.2264387
64,-0.12906983,0.04856287,"('shy', 'confident')",0.49009222,0.62942713,-6.1932487,-6.2396207,-1.9440754,-1.8538769,-0.0901985
87,0.11785269,0.25413784,"('unsuccessful', 'successful')",0.8357209,0.84236526,0.7452734,0.71829796,0.5662824,0.6049337,-0.0386513
71,0.10893588,0.29733518,"('diffident', 'self-confident')",-0.03712607,0.4323116,0.22640665,0.37369597,0.0994055,0.3677809,-0.2683754
40,-0.07326315,-0.033282764,"('stingy', 'generous')",-0.32579333,-0.14150025,-2.621944,-2.4504688,-1.0070001,-0.8750839,-0.1319162
20,-0.064625755,0.022038855,"('rough', 'thoughtful')",1.0737284,1.1403676,1.101079,1.1788936,0.7033939,0.7804333,-0.0770394
79,0.06133323,-0.11483213,"('wavering', 'unwavering')",-1.9877825,-1.8439379,-0.478384,-0.48590028,-0.8016111,-0.8148901,0.013279
19,-0.019121211,-0.051303525,"('inhospitable', 'hospitable')",-1.6537291,-1.5028986,-0.92694694,-0.8451028,-0.8665991,-0.7997683,-0.0668308
29,-0.0108433515,-0.13519412,"('unfair', 'fair')",-0.5060405,-0.48416182,-0.67265564,-0.5919868,-0.3965131,-0.4037809,0.0072678
37,0.000675302,-0.069388494,"('fake', 'genuine')",0.9139896,0.8089322,0.43940645,0.46585792,0.4513571,0.4018006,0.0495565
