,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,male-female
45,1.7380984,1.6527005,"('incompetent', 'competent')",0.19182405,0.25187793,0.08796541,0.058012985,0.6726293,0.6541971,0.0184322
59,-1.7093697,-1.5318702,"('foolish', 'wise')",-0.3735248,-0.31595063,0.19822378,0.17039566,-0.6282236,-0.5591418,-0.0690818
76,1.680858,1.6381204,"('anxious', 'daring')",0.07964282,0.20142993,-0.13693446,-0.11921424,0.5411888,0.5734454,-0.0322566
12,1.6434572,1.6238341,"('unsupportive', 'supportive')",0.3716988,0.48742852,-1.9741675,-1.9961897,0.0136629,0.0383576,-0.0246947
72,1.481658,1.4168302,"('unambitious', 'ambitious')",-0.1021969,-0.18260908,0.035885368,-0.24534087,0.4717821,0.3296267,0.1421554
86,1.4722204,1.3481588,"('uninfluential', 'influential')",-0.2188029,-0.27321684,-0.42430648,-0.55946016,0.2763703,0.1718273,0.104543
84,1.4314418,1.6020874,"('inferior', 'superior')",0.18106076,0.067828774,0.9628629,0.9843093,0.8584552,0.8847418,-0.0262866
51,1.424838,1.3437989,"('uneducated', 'educated')",-0.99732554,-1.115491,0.069377065,0.062180348,0.1656298,0.0968294,0.0688004
20,1.3801452,1.3714582,"('rough', 'thoughtful')",-0.50506085,-0.42495325,0.8921993,1.0039663,0.5890946,0.6501571,-0.0610625
16,-1.3708694,-1.261724,"('unpopular', 'popular')",-0.7409536,-0.57482916,0.5026881,0.5228991,-0.5363783,-0.4378846,-0.0984937
30,1.3397552,1.4202684,"('intolerant', 'tolerant')",0.25021356,0.28156933,0.59924525,0.69393635,0.729738,0.7985914,-0.0688534
11,1.3023884,1.2230643,"('unhelpful', 'helpful')",0.09431806,0.11117564,2.01636,1.8560268,1.1376888,1.0634222,0.0742666
67,1.2405957,1.4127822,"('doubtful', 'determined')",1.1509556,1.0958403,-0.39082614,-0.2627509,0.6669083,0.7486239,-0.0817156
7,1.2301501,1.3100641,"('insensitive', 'sensitive')",-0.31120217,-0.19210427,0.058941968,0.207483,0.3259633,0.4418143,-0.115851
81,1.1284516,0.9207326,"('submissive', 'aggressive')",-0.05923453,-0.4146746,-0.83657396,-0.8730264,0.0775477,-0.1223228,0.1998705
28,1.113482,1.2001108,"('disloyal', 'loyal')",-0.4741004,-0.41897148,1.1432377,1.0646974,0.5942064,0.6152789,-0.0210725
69,-1.1044213,-0.9307644,"('lazy', 'industrious')",0.76821464,0.6969328,-0.55477035,-0.32161832,-0.2969923,-0.18515,-0.1118423
70,1.0876259,1.1516384,"('lethargic', 'energetic')",-0.30621195,-0.23730518,0.057126854,0.0043053776,0.2795136,0.3062129,-0.0266993
48,1.0763519,0.8371804,"('unintelligent', 'intelligent')",-0.55648136,-0.6166919,0.86147285,0.7624093,0.4604478,0.3276326,0.1328152
15,-1.0651928,-1.0292242,"('boring', 'funny')",0.24872082,0.26676252,-0.26759169,-0.26533028,-0.3613545,-0.3425973,-0.0187572
78,1.042267,0.7453198,"('nonresilient', 'resilient')",0.08610662,0.02830525,0.53159535,0.23450333,0.553323,0.3360428,0.2172802
54,-1.0368357,-0.87137485,"('incapable', 'capable')",-0.78806895,-0.62829864,0.7913088,0.8852299,-0.3445319,-0.2048145,-0.1397174
38,1.0096067,1.0740736,"('untruthful', 'truthful')",0.66082215,0.68400973,0.1235899,0.01172597,0.5980062,0.5899365,0.0080697
18,-0.9704589,-0.82447034,"('disagreeable', 'welcoming')",-1.0191512,-0.7689576,-0.56532115,-0.51361,-0.8516438,-0.702346,-0.1492978
1,-0.93899775,-0.8882357,"('unfriendly', 'friendly')",-0.20238894,0.024583653,1.554848,1.6789883,0.1378204,0.2717788,-0.1339584
19,-0.90071636,-0.8205463,"('inhospitable', 'hospitable')",-1.2675145,-1.0848026,-0.4266175,-0.31974667,-0.8649494,-0.7416986,-0.1232508
44,-0.89246505,-0.70234036,"('prejudiced', 'unprejudiced')",-0.052432645,0.0032678507,-1.5010592,-1.3802994,-0.815319,-0.693124,-0.122195
63,0.8746634,0.6823331,"('unperceptive', 'insightful')",-0.18346459,-0.16371131,0.7815231,0.5774228,0.4909073,0.3653482,0.1255591
57,0.8649515,0.6766503,"('unimaginative', 'imaginative')",-0.21986483,-0.112079546,-3.4249425,-3.1833432,-0.9266186,-0.8729242,-0.0536944
71,0.7841063,1.0479245,"('diffident', 'self-confident')",0.9216915,1.1828531,0.3283007,0.32385957,0.6780329,0.8515458,-0.1735129
4,-0.7838484,-0.7903611,"('disliked', 'liked')",-0.109011665,-0.14291075,-7.599175,-7.046344,-2.8306783,-2.6598719,-0.1708064
88,-0.7591408,-0.7513167,"('low', 'eminent')",-0.40822744,-0.31061003,-0.3002221,-0.19666333,-0.4891968,-0.41953,-0.0696668
66,-0.75374734,-0.6318234,"('inactive', 'active')",-0.8394429,-0.7954473,0.70295596,0.6719641,-0.2967447,-0.2517688,-0.0449759
24,0.7064003,0.9609057,"('dishonest', 'honest')",0.43597296,0.45061362,0.61633265,0.5433102,0.5862353,0.6516098,-0.0653745
17,-0.6525284,-0.73177165,"('nasty', 'nice')",-0.14433497,-0.09603668,-0.7616058,-0.8207302,-0.5194897,-0.5495129,0.0300232
42,0.64035636,0.77345747,"('unreliable', 'reliable')",-0.11600439,0.031544503,-3.3419585,-3.0853372,-0.9392021,-0.7601117,-0.1790904
64,0.596568,0.7944091,"('shy', 'confident')",0.0037339404,-0.12254574,-6.905446,-6.6765203,-2.1017148,-2.0015523,-0.1001625
32,0.5942851,0.80564815,"('unkind', 'kind')",0.5723545,0.762419,0.93147767,0.9099436,0.6993725,0.8260036,-0.1266311
22,0.577571,0.6241945,"('untrustworthy', 'trustworthy')",-0.38096815,-0.35049626,-1.1056458,-1.1627407,-0.3030143,-0.2963475,-0.0066668
33,0.5698758,0.61366963,"('wrong', 'right')",0.69894296,0.6240697,-0.47412038,-0.49277124,0.2648995,0.2483227,0.0165768
52,-0.56573796,-0.56661546,"('irrational', 'rational')",-0.1401932,0.01024594,0.048455972,0.094373904,-0.2191584,-0.1539985,-0.0651599
47,0.5573404,0.54755425,"('stupid', 'smart')",0.9067061,1.1200306,6.0224853,5.894987,2.4955106,2.5208573,-0.0253467
27,-0.5430434,-0.5920532,"('hardhearted', 'softhearted')",-0.6626548,-0.5465973,1.2526959,1.230353,0.0156659,0.0305675,-0.0149016
3,0.5390289,0.42118466,"('repellent', 'pleasant')",-0.5345912,-0.44379997,0.57949096,0.6017987,0.1946429,0.1930611,0.0015818
26,-0.5220219,-0.36881524,"('hardhearted', 'benevolent')",0.3152148,0.51211923,1.3827932,1.6828153,0.3919954,0.6087064,-0.216711
25,-0.45765564,-0.51380295,"('egoistic', 'altruistic')",0.46898103,0.5240319,1.09501,1.2961373,0.3687785,0.4354554,-0.0666769
41,0.4351174,0.35847294,"('unforgiving', 'forgiving')",0.063312724,0.08502084,-0.17004813,-0.28130308,0.1094607,0.0540636,0.0553971
73,0.43049338,0.5727614,"('helpless', 'self-reliant')",-0.109406255,-0.21035334,-3.481864,-3.185262,-1.0535923,-0.9409513,-0.112641
83,0.4196329,0.50587547,"('powerless', 'powerful')",-0.37211692,-0.3922458,-1.0469109,-1.230482,-0.3331316,-0.3722841,0.0391525
58,0.32992807,0.32362792,"('undiscriminating', 'discriminating')",0.029019926,0.099201225,-0.28530654,-0.26758033,0.0245471,0.0517496,-0.0272025
40,0.3067279,0.26724854,"('stingy', 'generous')",-0.004952385,-0.094860144,-2.173415,-1.999485,-0.6238798,-0.6090322,-0.0148476
82,-0.27304828,-0.2683206,"('poor', 'rich')",-0.053684406,0.105547205,7.116176,6.837261,2.2631478,2.2248292,0.0383186
68,0.22571437,0.16385478,"('dependent', 'independent')",-1.2673854,-1.4536686,-0.6029907,-0.80317134,-0.5482206,-0.6976617,0.1494411
49,0.22010528,0.16724625,"('unable', 'able')",-0.71623665,-0.5619336,-0.061671175,-0.15173,-0.1859342,-0.1821391,-0.0037951
29,-0.19561546,-0.17928046,"('unfair', 'fair')",-1.0255611,-1.2092611,-0.5040145,-0.6599535,-0.5750637,-0.6828316,0.1077679
53,0.18315753,0.11562601,"('uncreative', 'creative')",-0.6113375,-0.38547802,0.48122072,0.5338078,0.0176803,0.0879853,-0.070305
50,0.16722527,0.2746182,"('clumsy', 'skillful')",0.09588127,0.4670772,0.55863863,0.48941913,0.2739151,0.4103715,-0.1364564
37,0.14159983,0.16354838,"('fake', 'genuine')",-0.5543855,-0.57024026,0.07179958,0.08425838,-0.113662,-0.1074778,-0.0061842
34,-0.11618943,0.042768653,"('mean', 'honorable')",0.080374606,0.28176302,5.8955507,5.7319226,1.9532453,2.0188181,-0.0655728
2,0.10951052,0.18378048,"('unlikable', 'likable')",0.09544092,0.32348585,0.4504404,0.5806394,0.2184639,0.3626353,-0.1441714
9,-0.08540931,0.18093225,"('unaffectionate', 'caring')",-0.17909953,0.066861674,1.6184144,1.6263992,0.4513019,0.624731,-0.1734291
