,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
44,0.8720146,0.45622915,"('prejudiced', 'unprejudiced')",-0.8257966,-0.98908913,-1.3035648,-1.6534271,-0.4191156,-0.7287624,0.3096468
60,0.8565154,0.6327134,"('inefficient', 'efficient')",1.1421733,0.95720685,-0.07254322,-0.2984693,0.6420485,0.4304837,0.2115648
5,-0.85555875,-1.2511253,"('distant', 'outgoing')",-0.18393523,-0.18789396,-0.2586173,-0.35303563,-0.4327038,-0.5973516,0.1646478
9,-0.8545495,-1.0407559,"('unaffectionate', 'caring')",0.5848507,0.5006421,1.2461808,1.1990334,0.325494,0.2196399,0.1058541
86,-0.8163612,-0.6307365,"('uninfluential', 'influential')",-0.32324064,-0.10432803,-0.2737575,-0.007966224,-0.4711198,-0.2476769,-0.2234429
0,-0.71817356,-0.7120677,"('unsociable', 'sociable')",-0.05788117,-0.065765716,-0.5869175,-0.54301035,-0.4543241,-0.4402813,-0.0140428
40,-0.71235335,-0.39701247,"('stingy', 'generous')",-1.1370273,-0.9318715,-1.9960849,-1.5634468,-1.2818219,-0.9641102,-0.3177117
66,-0.7070415,-0.52408206,"('inactive', 'active')",-1.622909,-1.3965921,0.6021749,0.89004755,-0.5759252,-0.3435422,-0.232383
71,-0.6721907,-0.5478328,"('diffident', 'self-confident')",0.8793998,1.0089186,0.24409105,0.49978608,0.1504334,0.3202906,-0.1698572
58,-0.63815737,-0.20907016,"('undiscriminating', 'discriminating')",0.35233617,0.73722476,0.011335527,0.36964893,-0.0914952,0.2992678,-0.390763
76,0.6115204,0.2020412,"('anxious', 'daring')",-0.5631435,-0.878329,0.20534097,-0.20070729,0.0845726,-0.2923317,0.3769043
42,0.599656,0.31206554,"('unreliable', 'reliable')",-1.7268325,-1.944875,-3.1624105,-3.182548,-1.4298623,-1.6051191,0.1752568
18,-0.57182974,-0.5717147,"('disagreeable', 'welcoming')",-0.5368262,-0.52056044,-0.35505968,-0.27318144,-0.4879052,-0.4551522,-0.032753
28,-0.5629852,-0.44475594,"('disloyal', 'loyal')",-0.28966734,-0.4923471,0.9699083,0.86553913,0.0390852,-0.0238546,0.0629398
79,-0.52566,-0.6526481,"('wavering', 'unwavering')",-1.2172923,-1.1633061,0.075057186,-0.0136434175,-0.5559651,-0.6098659,0.0539008
67,0.52334255,0.061831944,"('doubtful', 'determined')",0.48428324,0.20562139,-0.53274673,-0.9698847,0.158293,-0.2341438,0.3924368
29,0.52059925,0.54321516,"('unfair', 'fair')",-1.0506605,-0.89132243,-0.5570257,-0.5726259,-0.3623623,-0.3069111,-0.0554512
65,0.50001615,0.29216814,"('insecure', 'secure')",0.41867262,0.19882919,-0.2058572,-0.3571549,0.2376105,0.0446141,0.1929964
80,0.43905717,0.8240091,"('dominated', 'dominating')",-0.7199159,-0.5420446,-1.4121783,-1.149159,-0.5643457,-0.2890648,-0.2752809
64,0.42859408,0.43329406,"('shy', 'confident')",-0.7506402,-0.6911454,-6.468697,-6.189108,-2.2635811,-2.1489865,-0.1145946
55,0.4119385,0.78232634,"('incompetent', 'clever')",0.47609136,0.4069325,0.030548187,0.16434562,0.3061927,0.4512015,-0.1450088
51,0.41147226,0.46528405,"('uneducated', 'educated')",-0.39516318,-0.35532048,0.82883555,0.81546915,0.2817149,0.3084776,-0.0267627
33,0.41103345,0.3808473,"('wrong', 'right')",0.11223276,0.23345321,-0.5692824,-0.5170029,-0.0153387,0.0324325,-0.0477712
59,0.40433216,-0.03294254,"('foolish', 'wise')",0.5048447,0.44185722,0.40434387,0.18421334,0.4378403,0.1977093,0.240131
35,-0.3976962,-0.72798413,"('corrupt', 'incorrupt')",-0.61370444,-0.6735534,-0.49284458,-0.68899804,-0.5014151,-0.6968452,0.1954301
48,-0.39282927,-0.12515162,"('unintelligent', 'intelligent')",0.5929999,0.8036062,0.33251038,0.5894837,0.1775603,0.4226461,-0.2450858
24,0.38964486,0.5033455,"('dishonest', 'honest')",-1.3234264,-1.511587,0.8038624,0.560954,-0.0433064,-0.1490959,0.1057895
22,0.379271,0.71754336,"('untrustworthy', 'trustworthy')",-0.20861247,-0.063285016,-0.7994722,-0.60771763,-0.2096046,0.0155136,-0.2251182
41,-0.3748735,-0.17319609,"('unforgiving', 'forgiving')",-0.56346726,-0.43721214,0.042962946,0.29116687,-0.2984593,-0.1064138,-0.1920455
74,0.37302774,0.25118852,"('undedicated', 'dedicated')",-0.15095277,-0.15467998,0.070885606,0.0039264057,0.0976535,0.0334783,0.0641752
34,-0.34872964,-0.31158608,"('mean', 'honorable')",0.32088566,0.25271502,6.0233617,5.7440243,1.9985059,1.895051,0.1034549
7,-0.34293672,0.0016435701,"('insensitive', 'sensitive')",0.12686278,0.31570095,0.77603984,1.0198748,0.1866553,0.4457398,-0.2590845
17,-0.31841177,0.1561861,"('nasty', 'nice')",-0.33650813,-0.10718377,-0.6465828,-0.40989977,-0.4338342,-0.1202991,-0.3135351
85,0.28319874,0.30309284,"('insignificant', 'prestigious')",0.0009106472,0.10240042,0.5678091,0.6363064,0.2839728,0.3472666,-0.0632938
69,-0.27965975,-0.21059068,"('lazy', 'industrious')",-0.13509104,0.04398243,-0.8112076,-0.5194859,-0.4086528,-0.2286981,-0.1799547
4,-0.27257046,-0.1841025,"('disliked', 'liked')",-1.2691709,-1.1058146,-6.2043467,-5.6515036,-2.5820293,-2.3138069,-0.2682224
30,0.27118337,0.124125734,"('intolerant', 'tolerant')",1.0983595,0.9874054,1.1340754,0.8846041,0.8345394,0.6653784,0.169161
88,-0.2636514,-0.91203624,"('low', 'eminent')",-0.03760422,-0.32048228,0.5247594,0.18175645,0.0745013,-0.350254,0.4247553
72,-0.23028238,-0.42369592,"('unambitious', 'ambitious')",-0.99218434,-1.3232983,-1.1674678,-1.3805022,-0.7966448,-1.0424988,0.245854
63,0.22273484,0.33813122,"('unperceptive', 'insightful')",0.32095453,0.35175103,1.0332164,1.21152,0.5256352,0.6338007,-0.1081655
45,0.21930698,0.5595458,"('incompetent', 'competent')",-0.25309184,-0.13761103,-0.4757289,-0.38142788,-0.1698379,0.0135023,-0.1833402
46,-0.21201196,-0.25064635,"('uncompetitive', 'competitive')",-0.19855553,-0.29093575,-0.35036558,-0.30051932,-0.2536443,-0.2807005,0.0270562
14,0.20621179,0.17344183,"('antisocial', 'social')",0.07668516,-0.0832828,-0.69458777,-0.71572036,-0.1372303,-0.2085205,0.0712902
25,-0.20575373,-0.33603716,"('egoistic', 'altruistic')",0.32792294,0.30198532,1.6601573,1.6870735,0.5941089,0.5510072,0.0431017
3,0.19669718,0.49367163,"('repellent', 'pleasant')",0.013121003,0.1978652,0.18490587,0.34764346,0.1315747,0.3463934,-0.2148187
61,0.18327557,0.29722074,"('illogical', 'logical')",1.0815331,1.2224245,0.1365658,0.21676289,0.4671248,0.5788027,-0.1116779
84,0.18205875,-0.09877981,"('inferior', 'superior')",0.59168774,0.48564517,0.86548275,0.6970283,0.5464098,0.3612979,0.1851119
43,0.1755269,-0.25118893,"('irresponsible', 'responsible')",-0.40894586,-0.7839792,0.744736,0.29212052,0.170439,-0.2476826,0.4181216
20,-0.146008,0.04532799,"('rough', 'thoughtful')",0.57254505,0.58244133,0.41304693,0.51398104,0.2798613,0.3805834,-0.1007221
38,-0.1354028,-0.108584635,"('untruthful', 'truthful')",-0.6222836,-0.8469992,0.21494804,-0.11623514,-0.1809128,-0.357273,0.1763602
19,-0.1122601,-0.25008065,"('inhospitable', 'hospitable')",-0.39772785,-0.20604947,0.32525387,0.30169788,-0.061578,-0.0514774,-0.0101006
81,0.11018659,-0.23898137,"('submissive', 'aggressive')",-0.30081046,-0.5874138,-0.6315939,-0.8946297,-0.2740726,-0.573675,0.2996024
54,-0.09690527,-0.54190207,"('incapable', 'capable')",0.9616105,0.6678791,1.6657581,1.2331485,0.8434877,0.4530418,0.3904459
77,-0.089951195,-0.09816413,"('unmotivated', 'motivated')",0.7660568,0.69539046,-1.1990752,-1.2357093,-0.1743232,-0.2128277,0.0385045
82,0.08160304,-0.5135735,"('poor', 'rich')",0.75293595,0.2148267,6.8330755,5.9792504,2.5558715,1.8935013,0.6623702
49,0.080034085,-0.22087839,"('unable', 'able')",0.5671375,0.5560831,0.1384465,0.22669968,0.2618727,0.1873015,0.0745712
37,-0.077766865,-0.21236327,"('fake', 'genuine')",-0.61946946,-0.6611491,0.22245611,0.08656609,-0.1582601,-0.2623154,0.1040553
68,-0.07319607,-0.06628875,"('dependent', 'independent')",-0.684662,-0.6173814,-0.56427604,-0.47066733,-0.4407113,-0.3847792,-0.0559321
47,-0.07101555,-0.38935995,"('stupid', 'smart')",0.7031214,0.39480892,5.4551177,5.014276,2.0290745,1.6732416,0.3558329
52,0.0669242,0.12373808,"('irrational', 'rational')",0.51911426,0.676042,0.124968894,0.05375462,0.2370025,0.2845116,-0.0475091
70,-0.06544837,-0.15038526,"('lethargic', 'energetic')",-1.1103257,-1.0587292,0.7527176,0.780632,-0.1410188,-0.1428275,0.0018087
50,-0.06366193,-0.26272693,"('clumsy', 'skillful')",0.105608925,-0.08697803,0.33129013,0.22645874,0.1244124,-0.0410821,0.1654945
23,0.054897416,0.15416801,"('insincere', 'sincere')",1.2854791,1.0961416,6.1555314,5.5964007,2.4986359,2.2822367,0.2163992
32,0.048572935,-0.44083285,"('unkind', 'kind')",-0.16770287,-0.4574485,1.3978224,1.0665038,0.4262308,0.0560741,0.3701567
13,-0.042172257,-0.09262712,"('impolite', 'polite')",0.118734464,0.076314,-0.12330696,-0.06340661,-0.0155816,-0.0265732,0.0109916
11,0.039283954,-0.1327944,"('unhelpful', 'helpful')",1.332384,1.0289779,2.2487252,1.8473204,1.2067978,0.9145013,0.2922965
83,-0.036589593,-0.26284868,"('powerless', 'powerful')",0.047406673,-0.11815193,-1.2669808,-1.1701336,-0.4187212,-0.5170447,0.0983235
75,-0.028654633,-0.3774757,"('meek', 'impulsive')",-0.88796437,-1.0121197,-0.3202608,-0.47424516,-0.4122933,-0.6212802,0.2089869
16,0.025816508,-0.3052093,"('unpopular', 'popular')",0.21074131,0.100037664,0.7397283,0.6929753,0.3254287,0.1626012,0.1628275
12,0.021245614,0.2830844,"('unsupportive', 'supportive')",-0.28272706,-0.06382853,-1.6314698,-1.3276913,-0.6309838,-0.3694785,-0.2615053
15,0.0051777195,-0.23657706,"('boring', 'funny')",0.37749878,0.27294448,0.62683755,0.51624167,0.3365047,0.184203,0.1523017
