,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
86,-2.1527731,-2.0206115,"('uninfluential', 'influential')",-2.6808577,-2.5604026,0.051021162,0.19515881,-1.5942032,-1.4619517,-0.1322515
1,-1.8521398,-1.5283787,"('unfriendly', 'friendly')",0.24467002,0.008249737,1.5835918,1.2139715,-0.0079593,-0.1020525,0.0940932
88,-1.619113,-1.2803099,"('low', 'eminent')",-1.258425,-0.93778545,-0.10697825,0.28484532,-0.9948387,-0.6444167,-0.350422
8,-1.5014473,-1.1297106,"('unaffectionate', 'affectionate')",0.35115358,0.13716939,0.91563505,0.5931345,-0.0782196,-0.1331356,0.054916
9,-1.422569,-1.0310838,"('unaffectionate', 'caring')",0.57720006,0.33465412,2.0347967,1.7973182,0.3964759,0.3669628,0.0295131
19,-1.3915195,-0.91587514,"('inhospitable', 'hospitable')",-0.4871764,-0.47180498,-1.19595,-1.335006,-1.024882,-0.907562,-0.11732
53,-1.3794281,-1.2831837,"('uncreative', 'creative')",0.09442381,-0.16580552,-0.1526896,-0.32490027,-0.4792313,-0.5912965,0.1120652
28,-1.375746,-1.2779715,"('disloyal', 'loyal')",-0.7747233,-0.62369174,1.1437465,1.0930563,-0.3355743,-0.2695357,-0.0660386
0,-1.3225842,-1.0443444,"('unsociable', 'sociable')",-0.96719563,-0.7676306,0.58354443,0.80589503,-0.5687451,-0.33536,-0.2333851
36,-1.2924662,-1.0568639,"('hostile', 'amicable')",1.4216977,1.3464049,-0.88203067,-1.1681131,-0.250933,-0.2928574,0.0419244
26,-1.2859079,-1.1013001,"('hardhearted', 'benevolent')",1.3314264,1.4257339,1.3897771,1.5735809,0.4784319,0.6326716,-0.1542397
58,-1.2790225,-1.3917432,"('undiscriminating', 'discriminating')",-0.7736764,-0.9322747,-0.6215162,-0.6811492,-0.891405,-1.0017224,0.1103174
6,-1.2754537,-0.7839678,"('distant', 'open')",1.0085107,0.94875425,-0.22109622,-0.43007952,-0.1626797,-0.088431,-0.0742487
83,-1.2590241,-1.4033338,"('powerless', 'powerful')",0.13803913,0.2760745,-0.26777583,-0.16081977,-0.4629203,-0.4293597,-0.0335606
5,-1.1922252,-0.7204521,"('distant', 'outgoing')",0.94044876,0.95944834,-0.6238149,-0.75236344,-0.2918638,-0.1711224,-0.1207414
44,1.1691254,1.0342577,"('prejudiced', 'unprejudiced')",0.5337327,0.45772877,-1.11512,-1.0799394,0.1959127,0.137349,0.0585637
57,-1.14893,-1.1187857,"('unimaginative', 'imaginative')",-0.58806205,-0.76991886,-2.7273836,-2.32891,-1.4881252,-1.4058716,-0.0822536
85,-1.1336665,-0.80272543,"('insignificant', 'prestigious')",2.0176895,1.9776913,-1.068335,-1.3252568,-0.0614374,-0.050097,-0.0113404
74,-1.1160467,-1.0551033,"('undedicated', 'dedicated')",-1.8844819,-1.7461054,-0.45766923,-0.19762373,-1.1527326,-0.9996108,-0.1531218
79,-1.0942909,-0.75629956,"('wavering', 'unwavering')",0.86453485,0.8693448,-0.5547997,-0.6858104,-0.2615186,-0.1909217,-0.0705969
10,-0.99281543,-1.0813761,"('unsympathetic', 'sympathetic')",-2.318868,-2.4130545,0.7805926,0.8776521,-0.8436969,-0.8722595,0.0285626
61,-0.933639,-0.7089469,"('illogical', 'logical')",-0.86627895,-0.7053479,0.615119,0.58678627,-0.394933,-0.2758361,-0.1190969
45,-0.9323787,-1.0839764,"('incompetent', 'competent')",-1.83315,-1.9691811,0.5951259,0.71844614,-0.7234676,-0.778237,0.0547694
31,-0.9298053,-0.72592044,"('evil', 'good')",0.47130486,0.4265039,-1.8346937,-2.081905,-0.764398,-0.7937738,0.0293758
76,0.8393394,0.6103713,"('anxious', 'daring')",-0.261382,-0.32968515,0.4720901,0.6736491,0.3500158,0.3181117,0.0319041
77,-0.81213564,-1.061666,"('unmotivated', 'motivated')",-0.3024731,-0.22857092,-0.2502655,-0.3384839,-0.4549581,-0.542907,0.0879489
63,-0.7258917,-0.86422426,"('unperceptive', 'insightful')",-0.42374226,-0.5749595,1.418067,1.326072,0.0894777,-0.0377039,0.1271816
43,-0.7125908,-0.7165653,"('irresponsible', 'responsible')",-1.3246197,-1.3199769,1.4103326,1.5681143,-0.2089593,-0.1561426,-0.0528167
66,-0.7071872,-0.558722,"('inactive', 'active')",0.8128479,0.67543906,0.25991175,0.065653145,0.1218575,0.0607901,0.0610674
71,-0.69557667,-0.59918624,"('diffident', 'self-confident')",1.6471338,1.6121662,0.8526372,0.6771182,0.6013981,0.5633661,0.038032
12,-0.66079676,-0.58882004,"('unsupportive', 'supportive')",0.4401463,0.34896746,-1.4045161,-1.1051058,-0.5417222,-0.4483194,-0.0934028
46,-0.64123654,-0.9073312,"('uncompetitive', 'competitive')",-1.8312718,-1.9522108,-0.24555472,-0.012065129,-0.906021,-0.9572024,0.0511814
52,-0.60772943,-0.2555844,"('irrational', 'rational')",1.0180703,1.2134712,-0.45286402,-0.5750037,-0.0141744,0.1276277,-0.1418021
72,-0.5903073,-0.7932902,"('unambitious', 'ambitious')",0.28323847,0.15348738,1.0737536,0.97823614,0.2555616,0.1128111,0.1427505
54,-0.57029134,-0.41687152,"('incapable', 'capable')",0.93374276,0.79331446,1.2766722,0.9451405,0.5467079,0.4405278,0.1061801
78,-0.56930923,-0.7826315,"('nonresilient', 'resilient')",0.7679227,0.40747994,0.6663046,0.47243127,0.288306,0.0324266,0.2558794
2,0.5559394,0.7341238,"('unlikable', 'likable')",0.89305204,1.024574,1.1697005,1.349899,0.8728973,1.0361989,-0.1633016
49,-0.5269569,-0.69203246,"('unable', 'able')",-1.3072813,-1.3433064,0.14193758,-0.092135385,-0.5641002,-0.7091581,0.1450579
34,-0.52040595,-0.46279398,"('mean', 'honorable')",0.060835596,0.022088893,5.8377495,5.37348,1.7927264,1.6442582,0.1484682
87,-0.5189582,-0.58688825,"('unsuccessful', 'successful')",0.6303376,0.5868393,0.7214875,0.65890074,0.2776223,0.2196173,0.058005
33,0.49503627,0.56297743,"('wrong', 'right')",1.5474724,1.5131058,-0.37812904,-0.49288896,0.5547932,0.5277314,0.0270618
73,0.485069,0.56738925,"('helpless', 'self-reliant')",1.2797747,1.2184167,-4.0557814,-3.9996662,-0.7636459,-0.7379534,-0.0256925
32,-0.46962568,-0.3253071,"('unkind', 'kind')",-0.6910515,-0.59457046,1.5872443,1.7161596,0.142189,0.2654274,-0.1232384
