,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
22,0.46530128,0.26461753,"('untrustworthy', 'trustworthy')",-1.2449433,-1.2795435,0.019674987,0.31256956,-0.2533223,-0.2341188,-0.0192035
23,-0.43349916,-0.43841898,"('insincere', 'sincere')",-0.43742958,-0.4241285,7.593942,7.326597,2.2410045,2.1546833,0.0863212
64,0.42683864,0.35483655,"('shy', 'confident')",-0.58461535,-0.3700858,-5.8222547,-5.080048,-1.9933438,-1.6984324,-0.2949114
42,0.4239632,0.43739578,"('unreliable', 'reliable')",-0.023454526,-0.04633525,-2.775406,-2.3860269,-0.7916324,-0.6649888,-0.1266436
38,-0.41147098,-0.253967,"('untruthful', 'truthful')",0.33577394,0.3991337,1.018368,1.0984428,0.3142236,0.4145365,-0.1003129
67,0.4103952,0.3576799,"('doubtful', 'determined')",0.8577517,1.1276158,-0.06991117,0.21379028,0.399412,0.566362,-0.16695
16,-0.40216213,-0.35089418,"('unpopular', 'popular')",0.62671196,0.66335857,0.13408224,-0.012827184,0.119544,0.0998791,0.0196649
20,-0.39118612,-0.9313921,"('rough', 'thoughtful')",-0.42873394,-0.4270602,0.59734434,0.4206004,-0.0741919,-0.3126173,0.2384254
48,-0.35927716,-0.64858264,"('unintelligent', 'intelligent')",-0.82508427,-0.8964218,0.8847076,0.9233331,-0.0998846,-0.2072238,0.1073392
27,-0.3409007,-0.2929522,"('hardhearted', 'softhearted')",-0.37428358,-0.5423447,1.1826144,0.92863023,0.1558101,0.0311111,0.124699
15,-0.33866203,0.03243221,"('boring', 'funny')",1.0485239,1.2584842,-0.010262452,0.3206873,0.2331998,0.5372012,-0.3040014
11,-0.32813886,-0.22219245,"('unhelpful', 'helpful')",-0.7322653,-0.65891844,2.778613,3.057937,0.5727363,0.7256087,-0.1528724
41,-0.31315085,-0.050240275,"('unforgiving', 'forgiving')",-0.4030638,-0.24661586,0.3317455,0.69175845,-0.1281564,0.1316341,-0.2597905
14,-0.31243813,-0.29320586,"('antisocial', 'social')",-0.58872736,-0.16467382,0.30133972,0.7219192,-0.1999419,0.0880132,-0.2879551
29,0.3046518,0.19174007,"('unfair', 'fair')",-0.5782684,-0.4085145,-0.6705315,-0.6525142,-0.314716,-0.2897629,-0.0249531
62,0.29061827,0.18252411,"('incompetent', 'brilliant')",-0.63721746,-0.6762624,1.5538149,1.7068594,0.4024052,0.4043737,-0.0019685
4,-0.28194836,-0.0748486,"('disliked', 'liked')",1.0159281,1.158865,-7.5233636,-6.9104476,-2.263128,-1.9421438,-0.3209842
13,0.27220708,0.41221547,"('impolite', 'polite')",-0.85610557,-0.6530179,0.972614,1.1894774,0.1295718,0.316225,-0.1866532
30,0.2709619,0.45642355,"('intolerant', 'tolerant')",-0.7084589,-0.36590618,1.2678186,1.753419,0.2767739,0.6146455,-0.3378716
51,-0.25949267,-0.18423246,"('uneducated', 'educated')",-1.5404133,-1.3134992,-0.03215477,0.27340674,-0.6106869,-0.4081083,-0.2025786
65,0.23053552,0.17304657,"('insecure', 'secure')",-2.0358734,-1.9559715,0.99066305,1.1260518,-0.2715583,-0.2189577,-0.0526006
40,0.2233291,0.1844191,"('stingy', 'generous')",0.0904328,-0.08812548,-2.830245,-2.6645112,-0.8388277,-0.8560725,0.0172448
56,-0.21883446,-0.08066893,"('impractical', 'practical')",-0.82175946,-0.54208004,0.8232124,1.3133373,-0.0724605,0.2301961,-0.3026566
18,0.21203625,0.59034115,"('disagreeable', 'welcoming')",0.60034025,0.60772717,-0.8206063,-0.82764465,-0.0027433,0.1234746,-0.1262179
37,-0.20622101,-0.25933498,"('fake', 'genuine')",-1.054484,-1.0957611,0.34664828,0.29574865,-0.3046856,-0.3531158,0.0484302
50,-0.2039386,-0.35117638,"('clumsy', 'skillful')",0.7462065,0.59238136,-0.001214087,-0.22033706,0.1803513,0.006956,0.1733953
82,-0.20279212,-0.13225734,"('poor', 'rich')",-0.95084417,-1.1163871,6.541626,6.0790505,1.7959965,1.6101354,0.1858611
68,-0.19700901,-0.33306038,"('dependent', 'independent')",-1.9324888,-1.9988579,-1.2591313,-1.434564,-1.129543,-1.2554941,0.1259511
35,0.18777809,0.41833732,"('corrupt', 'incorrupt')",1.1402042,1.1999632,-1.5435587,-1.6595396,-0.0718588,-0.0137463,-0.0581125
81,0.18678614,0.22518891,"('submissive', 'aggressive')",-1.4450665,-1.3619384,0.39405054,0.7476173,-0.2880766,-0.1297107,-0.1583659
25,-0.17995363,0.108959414,"('egoistic', 'altruistic')",0.8150908,0.7948804,0.34129465,0.25537404,0.3254773,0.3864046,-0.0609273
7,-0.16605169,-0.4246749,"('insensitive', 'sensitive')",-0.69007736,-0.7627559,1.1163423,1.2742997,0.0867378,0.0289563,0.0577815
70,-0.13885556,-0.14095017,"('lethargic', 'energetic')",-1.5725286,-1.621428,0.99005234,1.2019112,-0.2404439,-0.1868223,-0.0536216
24,-0.13595146,0.09319948,"('dishonest', 'honest')",-0.97269714,-0.8660897,1.6980772,1.7795411,0.1964762,0.3355503,-0.1390741
75,0.12230085,-0.008111171,"('meek', 'impulsive')",0.7358464,0.5441313,-0.7761809,-0.88064396,0.0273221,-0.1148746,0.1421967
21,-0.113458164,-0.10893294,"('immoral', 'moral')",-0.8465719,-0.5807991,0.38884667,0.5906154,-0.1903945,-0.0330389,-0.1573556
3,0.1088961,-0.30318,"('repellent', 'pleasant')",-0.8706734,-1.0793707,0.9986801,0.71129394,0.0789676,-0.2237523,0.3027199
55,-0.06375466,-0.38782603,"('incompetent', 'clever')",-2.1006851,-2.1814387,0.66429055,0.79978853,-0.5000497,-0.5898254,0.0897757
80,0.058735542,-0.19258828,"('dominated', 'dominating')",-1.5978374,-1.559142,-0.47506365,-0.23796216,-0.6713885,-0.6632308,-0.0081577
39,0.05088904,0.057454955,"('exploitative', 'cooperative')",-0.008660223,0.112843454,0.4469663,0.60698146,0.163065,0.2590933,-0.0960283
69,-0.049968783,0.12591279,"('lazy', 'industrious')",2.2443902,2.376654,-1.7415975,-1.7403761,0.1509413,0.2540636,-0.1031223
60,-0.039513964,-0.20892695,"('inefficient', 'efficient')",-1.7285818,-1.7032793,1.5213219,1.7917398,-0.0822579,-0.0401555,-0.0421024
84,-0.022869267,-0.084727675,"('inferior', 'superior')",-1.3305954,-1.3107238,0.05627567,0.102481075,-0.4323963,-0.4309901,-0.0014062
17,-0.021248695,0.04342705,"('nasty', 'nice')",0.81721073,0.93736714,-0.0922528,0.12435143,0.2345697,0.3683819,-0.1338122
47,0.021088611,-0.10891476,"('stupid', 'smart')",0.20644839,0.26545945,6.3658338,6.068192,2.1977903,2.0749122,0.1228781
59,-0.0014268458,0.17286378,"('foolish', 'wise')",1.3146527,1.3402183,0.07894755,0.052408885,0.4640578,0.5218303,-0.0577725
