,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,2.739181,2.215589,"('impractical', 'practical')",1.9978038,1.8935124,0.11989838,-0.15786377,1.618961,1.3170791,0.3018819
60,2.4386706,1.7711426,"('inefficient', 'efficient')",2.7922022,2.8614979,0.5206583,0.2620557,1.9171772,1.6315654,0.2856118
12,2.3896935,2.300692,"('unsupportive', 'supportive')",1.6356051,1.810357,-1.6423213,-1.5903217,0.7943257,0.8402425,-0.0459168
30,2.3505085,2.0415423,"('intolerant', 'tolerant')",1.8158097,1.9559535,0.9426852,0.96484363,1.703001,1.6541131,0.0488879
36,-2.1624906,-1.5578225,"('hostile', 'amicable')",-2.5177417,-2.6136088,-0.31416956,-0.11083615,-1.6648005,-1.4274225,-0.237378
31,-2.030783,-1.479075,"('evil', 'good')",-1.7931659,-1.8027316,-1.6750194,-1.3285506,-1.8329894,-1.5367858,-0.2962036
13,1.9481648,1.4583594,"('impolite', 'polite')",1.4527143,1.4153802,0.3155378,0.10698616,1.2388056,0.9935753,0.2452303
49,-1.934768,-1.9908776,"('unable', 'able')",-0.27452415,-0.18771802,-0.35574228,-0.28165185,-0.8550115,-0.8200825,-0.034929
7,1.900903,1.6929684,"('insensitive', 'sensitive')",1.1719737,1.2233808,1.0037862,0.8773065,1.3588877,1.2645519,0.0943358
43,1.8577874,1.6006359,"('irresponsible', 'responsible')",0.9558274,1.071003,0.93936926,0.78837544,1.2509947,1.1533381,0.0976566
35,-1.7789085,-1.0105004,"('corrupt', 'incorrupt')",-2.1222615,-2.1373856,-0.56115395,-0.27945122,-1.4874414,-1.1424457,-0.3449957
0,1.773277,1.4776664,"('unsociable', 'sociable')",1.1115851,1.1204665,-0.1590882,-0.32586214,0.9085913,0.7574236,0.1511677
14,1.7366687,1.2077765,"('antisocial', 'social')",1.7943221,1.8763844,-0.44347548,-0.55149966,1.0291718,0.8442204,0.1849514
52,-1.7127612,-1.3684033,"('irrational', 'rational')",-2.4279933,-2.490064,-1.0039263,-0.7369683,-1.7148937,-1.5318117,-0.183082
10,1.67068,1.2477936,"('unsympathetic', 'sympathetic')",1.5566849,1.6481199,0.6382342,0.40798756,1.2885331,1.1013004,0.1872327
19,-1.6690061,-1.6222494,"('inhospitable', 'hospitable')",-1.1127626,-1.1254153,-0.21881078,-0.099630564,-1.0001932,-0.9490984,-0.0510948
6,-1.5548221,-0.9184308,"('distant', 'open')",-2.30109,-2.20756,0.27506107,0.53383774,-1.193617,-0.864051,-0.329566
85,-1.5132107,-0.5351914,"('insignificant', 'prestigious')",-1.0680267,-0.86752814,-0.151504,0.30199468,-0.9109138,-0.3669083,-0.5440055
71,1.5129678,1.7173324,"('diffident', 'self-confident')",-0.35811102,-0.2527101,0.17346476,0.4025278,0.4427739,0.6223834,-0.1796095
42,1.4691043,1.3567576,"('unreliable', 'reliable')",1.4694104,1.5626272,-2.1609352,-2.1981957,0.2591932,0.2403964,0.0187968
70,1.4275875,0.8695622,"('lethargic', 'energetic')",1.3251942,1.4064903,1.1888195,0.92937905,1.3138671,1.0684772,0.2453899
11,1.3664436,0.96719855,"('unhelpful', 'helpful')",1.8139914,1.7991729,2.473218,2.3741713,1.884551,1.7135143,0.1710367
68,-1.3615391,-1.7185988,"('dependent', 'independent')",-0.32454902,-0.29553807,-0.3796973,-0.3710814,-0.6885951,-0.7950727,0.1064776
23,1.340862,0.95842415,"('insincere', 'sincere')",0.0993045,0.07490611,6.177859,5.898728,2.5393418,2.3106861,0.2286557
44,-1.3216623,-1.1661769,"('prejudiced', 'unprejudiced')",-0.5757383,-0.4285555,-1.2749186,-1.2051443,-1.0574397,-0.9332922,-0.1241475
65,1.3191837,0.6872487,"('insecure', 'secure')",0.82028496,0.7307634,0.13207297,-0.14328377,0.7571805,0.4249095,0.332271
63,1.3187863,0.9082889,"('unperceptive', 'insightful')",1.800618,1.8080851,1.3621238,1.3229617,1.4938428,1.3464452,0.1473976
81,1.2943283,0.42396954,"('submissive', 'aggressive')",1.8198287,1.8143474,0.07221337,-0.19975053,1.0621235,0.6795222,0.3826013
46,1.278383,0.49297187,"('uncompetitive', 'competitive')",2.7727628,2.6864984,-0.09588216,-0.32410017,1.3184211,0.95179,0.3666311
9,1.2701921,1.7618287,"('unaffectionate', 'caring')",-0.41629174,-0.33543158,1.2590139,1.3303761,0.7043048,0.9189244,-0.2146196
55,1.2658224,0.6296717,"('incompetent', 'clever')",1.6107024,1.572123,0.33093768,0.068281636,1.0691542,0.7566921,0.3124621
66,-1.2296194,-0.9730885,"('inactive', 'active')",-0.0028514955,0.1969752,1.2127693,1.4662168,-0.0065672,0.2300345,-0.2366017
80,1.2009279,0.67171353,"('dominated', 'dominating')",2.2899415,2.3643985,-0.7193911,-0.81301606,0.9238261,0.741032,0.1827941
5,-1.1593587,-0.6837545,"('distant', 'outgoing')",-1.5975473,-1.4645792,-0.5604162,-0.28393888,-1.1057741,-0.8107576,-0.2950165
