,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.3785691,-2.3524847,"('unsympathetic', 'sympathetic')",-0.19657406,-0.17669663,0.97842795,0.9729236,0.27441624,0.3612764,-0.3305748,-0.2987453,-0.0318295
48,-2.0656562,-2.0411415,"('unintelligent', 'intelligent')",-0.5524373,-0.4524188,0.2544558,0.33286667,0.34396622,0.43405887,-0.5049179,-0.4316587,-0.0732592
69,2.0356936,2.0517628,"('lazy', 'industrious')",0.19781525,0.17233309,0.111092836,0.12952259,-0.76015294,-0.84167963,0.3961122,0.3779847,0.0181275
57,-2.0260277,-2.030923,"('unimaginative', 'imaginative')",-1.0229105,-1.052077,-0.5110328,-0.49605232,-2.3896818,-2.5257556,-1.4874132,-1.526202,0.0387888
86,-1.919441,-1.854972,"('uninfluential', 'influential')",0.26143256,0.24424025,0.48101264,0.48044428,0.077973634,-0.0039671473,-0.2747555,-0.2835636,0.0088081
81,-1.8665177,-1.7544122,"('submissive', 'aggressive')",-0.08358691,-0.02296593,1.2472814,1.3964484,-1.0806231,-0.8532581,-0.4458616,-0.308547,-0.1373146
41,-1.6563574,-1.5136297,"('unforgiving', 'forgiving')",-0.22166574,-0.11749614,-0.07540533,-0.032436095,-0.12255836,-0.13175537,-0.5189967,-0.4488293,-0.0701674
87,1.552619,1.5331119,"('unsuccessful', 'successful')",0.69561905,0.7607922,0.6488959,0.70615315,0.42417762,0.42301795,0.8303279,0.8557688,-0.0254409
24,-1.5303777,-1.5982891,"('dishonest', 'honest')",0.62582994,0.5667735,1.7492633,1.6454926,0.99671,1.0235808,0.4603564,0.4093894,0.050967
3,-1.453218,-1.3873991,"('repellent', 'pleasant')",-1.608456,-1.6113942,0.2860403,0.24915093,0.063082136,0.15939745,-0.6781379,-0.6475612,-0.0305767
55,-1.4333007,-1.3386894,"('incompetent', 'clever')",0.0813282,0.34702614,1.5433002,1.6500213,0.12133683,0.342031,0.0781661,0.2500972,-0.1719311
21,-1.4030046,-1.3277408,"('immoral', 'moral')",-0.15924855,-0.117036045,1.5206568,1.6350306,-0.92684466,-0.7431758,-0.2421103,-0.1382305,-0.1038798
72,-1.3972173,-1.3267388,"('unambitious', 'ambitious')",-0.8708447,-0.8361111,-0.15335262,-0.13729665,-0.96554464,-0.73895437,-0.8467399,-0.7597752,-0.0869647
70,-1.3930796,-1.3375132,"('lethargic', 'energetic')",0.08280456,0.19061717,2.262563,2.2726216,0.74485695,1.0592959,0.4242862,0.5462554,-0.1219692
30,-1.3917018,-1.4246156,"('intolerant', 'tolerant')",0.25793037,0.34137857,0.5226029,0.6053689,0.58694816,0.7482392,-0.0060551,0.0675928,-0.0736479
50,1.3493141,1.4421445,"('clumsy', 'skillful')",-0.3825459,-0.4572138,0.007928556,0.06120864,0.5490133,0.55826,0.3809275,0.4010999,-0.0201724
85,1.3144382,1.3376069,"('insignificant', 'prestigious')",-0.20038608,-0.3301195,-2.05021,-2.086105,0.5931429,0.43800902,-0.0857537,-0.1601522,0.0743985
23,-1.262308,-1.1931019,"('insincere', 'sincere')",0.35676154,0.3264003,1.044737,1.0536067,5.7045617,5.98035,1.4609381,1.5418139,-0.0808758
58,-1.2171235,-1.2297795,"('undiscriminating', 'discriminating')",-0.831978,-0.93478954,0.054433692,-0.081813484,0.5183848,0.28627586,-0.3690708,-0.4900267,0.1209559
77,-1.1815715,-1.1306876,"('unmotivated', 'motivated')",-1.0497372,-1.1004571,0.39802825,0.43183082,-1.3170385,-1.2893611,-0.7875798,-0.7721688,-0.015411
