,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
88,-1.7866967,-2.116425,"('low', 'eminent')",-1.0295323,-1.44438,-1.4833592,-1.7102447,-1.803419,-2.1280549,-1.1499379,-1.2676072,0.10465171,0.011054026,-1.0312483,-1.1653571,-1.1685059,-1.4030021,0.2344962
45,-1.3841166,-1.5453246,"('incompetent', 'competent')",-1.2854445,-1.114963,-0.5260433,-0.47154763,-0.8391118,-0.99483407,-2.8087544,-2.8839006,-0.039454,0.15109798,-1.2142544,-1.2806854,-1.1567399,-1.1628797,0.0061398
29,1.2450453,1.2277509,"('unfair', 'fair')",1.6909019,1.8484325,0.8500166,0.9417839,0.7519884,0.94321704,0.69537413,0.8187077,-0.2571228,-0.2746639,-0.55772126,-0.7508764,0.6312118,0.6791931,-0.0479813
77,-1.2317975,-1.3401821,"('unmotivated', 'motivated')",-1.0726913,-0.9788266,0.087095186,0.080303505,-0.4258843,-0.5308003,-2.3750482,-2.5668738,-0.10131687,-0.088755,-0.6715054,-0.6603247,-0.8273069,-0.8693513,0.0420444
73,1.2119666,1.1971462,"('helpless', 'self-reliant')",0.6169012,0.74911934,0.8018184,0.96113825,1.1719123,1.1951619,1.5218534,1.6157912,-0.25375813,-0.3033412,-2.937521,-2.9652443,0.304739,0.3499673,-0.0452283
86,-1.2029591,-1.450111,"('uninfluential', 'influential')",-0.81807005,-1.0397365,-1.0001554,-1.1914419,-0.33702478,-0.638954,-2.711589,-2.8211744,0.5576998,0.47468826,-0.7473819,-1.1618453,-0.8942115,-1.1183679,0.2241564
59,1.1598054,1.207685,"('foolish', 'wise')",1.5179772,1.2957243,0.35184982,0.34580374,-0.06359425,-0.12494547,1.1524153,1.0628674,0.97841716,0.8577726,0.23964766,0.1822729,0.7623598,0.6895973,0.0727625
28,-1.1505971,-1.5026699,"('disloyal', 'loyal')",-0.520455,-0.7692711,-0.7329947,-0.9721184,-1.3009322,-1.5687343,-1.7828748,-1.7831523,0.22178312,0.041469917,-0.013131253,-0.14305933,-0.7541717,-0.9567908,0.2026191
20,1.0614684,1.1454905,"('rough', 'thoughtful')",0.8268755,0.96559006,0.2899385,0.45180124,0.5425805,0.37766257,0.3666151,0.26643956,0.86404043,0.8186572,0.27007306,0.12168582,0.6030845,0.5924753,0.0106092
30,-1.0472176,-1.5025766,"('intolerant', 'tolerant')",-0.7957117,-0.81759846,-0.3229077,-0.48282132,-0.8937131,-1.2283775,-2.1294453,-2.3331141,0.38793024,0.420418,-0.5375756,-0.5481407,-0.762663,-0.9274587,0.1647957
67,1.0293068,1.221677,"('doubtful', 'determined')",0.6586418,1.2408181,0.8308748,1.0618104,0.7263162,0.95925367,0.31647232,0.3950551,0.56939524,0.7316221,-0.5391703,-0.31847584,0.5131196,0.7559658,-0.2428462
84,1.0274153,1.1895291,"('inferior', 'superior')",1.829271,1.9558694,0.19890721,0.16546287,0.5631035,0.5724859,0.11118381,0.07543614,0.74371314,0.7064318,0.5202574,0.45355344,0.7134073,0.7312527,-0.0178454
38,-1.0119987,-0.9891084,"('untruthful', 'truthful')",-1.0109296,-1.0899757,-0.65441334,-0.5757118,-1.1125793,-1.0309335,-0.7774536,-0.6715189,-0.6865396,-0.59979844,-0.06367144,0.11121929,-0.7596551,-0.692261,-0.0673941
60,-1.0100323,-1.1273758,"('inefficient', 'efficient')",-1.2692754,-0.96628684,0.26045844,0.2924871,0.004261465,-0.0026035458,-3.1120617,-3.1583009,-0.13110289,0.19311991,-0.93727964,-0.89214385,-0.8850047,-0.8087291,-0.0762756
7,-0.9315519,-0.9203681,"('insensitive', 'sensitive')",-0.76147515,-0.7019045,-0.52951074,-0.4183865,-0.6077657,-0.5621317,-2.7651734,-2.6699083,0.15564075,0.39317352,-0.08248357,-0.14653184,-0.7889029,-0.7180082,-0.0708947
8,-0.81865126,-1.0749056,"('unaffectionate', 'affectionate')",0.43457094,-0.21902606,-1.8361803,-1.9659556,-0.32761836,-0.54122037,-0.037253022,0.05966544,0.16813739,0.0663905,1.2150776,1.097661,-0.1717025,-0.3681987,0.1964962
66,0.8137098,0.87863576,"('inactive', 'active')",1.0181229,0.79822165,0.692855,0.6403646,0.26363963,0.15403523,0.9176739,0.97398263,1.2790177,1.3485657,1.7075933,1.6960187,0.9560875,0.9271178,0.0289697
40,0.8105353,0.47073108,"('stingy', 'generous')",0.66625965,0.4424318,-0.85532093,-0.968962,1.0405017,0.640892,0.22131138,0.036151536,0.049049355,-0.2311843,-2.2937005,-2.5919497,-0.0516234,-0.3145556,0.2629322
42,0.7894307,0.73245037,"('unreliable', 'reliable')",0.5003043,0.75333,-0.048996285,0.1420147,0.55287486,0.4102316,-0.86287355,-0.7943839,0.24096635,0.23621789,-3.3322217,-3.4440622,-0.3086451,-0.2806002,-0.0280449
48,-0.7879511,-0.923733,"('unintelligent', 'intelligent')",-0.39533108,-0.37677097,-1.3078507,-1.3518507,-0.17904337,-0.34376013,-1.8487916,-1.9808636,0.45088866,0.29041097,-0.99012357,-1.2936027,-0.7226004,-0.85431,0.1317096
