,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
58,0.72583926,0.4008085,"('undiscriminating', 'discriminating')",1.6208922,1.4198377,-0.21774244,-0.2115663,0.52754253,0.43383348,0.208436,-0.014757841,0.5729935,0.4056311,0.1673624
56,0.7067365,1.1402645,"('impractical', 'practical')",1.5120832,1.8601843,1.1902953,1.2523078,2.0629191,2.3638127,0.21223748,0.3504354,1.1368543,1.393401,-0.2565467
44,-0.70449424,-0.5645171,"('prejudiced', 'unprejudiced')",-0.35923326,-0.17522693,1.060466,1.2397482,0.45560703,0.6412196,-1.6511853,-1.4270725,-0.2397679,-0.0571697,-0.1825982
59,0.67211056,0.678153,"('foolish', 'wise')",0.9778422,0.8337543,-0.28751788,-0.2062321,-0.07058321,-0.14205582,0.10030366,0.20580189,0.2784311,0.2738842,0.0045469
76,0.6680881,0.96987444,"('anxious', 'daring')",0.49726614,0.7337747,1.3901691,1.4580425,1.2495309,1.4600145,0.6335502,0.80239075,0.8877209,1.0848193,-0.1970984
11,0.6376238,0.88971734,"('unhelpful', 'helpful')",1.4220233,1.652928,0.66903037,0.86377364,0.46351755,0.8700225,2.3794,2.4909344,1.114319,1.3534752,-0.2391562
1,0.6255401,0.28445825,"('unfriendly', 'friendly')",0.5458375,0.23137565,-1.9036498,-1.8475696,-1.2312121,-1.3763778,1.2783958,1.3217683,-0.1370177,-0.277269,0.1402513
54,0.58381474,0.7284674,"('incapable', 'capable')",0.9418118,0.9487097,0.017788325,0.23971759,0.012845399,0.30188403,0.59816206,0.7864555,0.4308845,0.6010468,-0.1701623
79,-0.5556635,-0.674773,"('wavering', 'unwavering')",0.07199052,0.01539655,-0.8190852,-0.5396623,-1.4386431,-1.1724052,-0.55738246,-0.47187603,-0.6597568,-0.568664,-0.0910928
64,0.5308276,0.488891,"('shy', 'confident')",0.7185001,0.8002012,0.9001027,0.6897243,0.9085234,0.83797437,-5.9600635,-6.0479736,-0.580422,-0.6462366,0.0658146
88,0.5293696,0.8381426,"('low', 'eminent')",-0.3854411,-0.2667243,-0.5868522,-0.25649905,-0.61950386,-0.10384726,0.22299476,0.5518993,-0.1678866,0.1525943,-0.3204809
81,0.4734441,0.7942171,"('submissive', 'aggressive')",1.1300092,1.3776323,0.68682504,0.78446454,1.3825498,1.7893256,-0.6152648,-0.57916766,0.6115127,0.8332943,-0.2217816
2,0.4633784,0.9999735,"('unlikable', 'likable')",2.6807184,2.831953,1.1979786,1.4748344,1.0646721,1.3301872,0.5463868,0.8536642,1.1906268,1.4981225,-0.3074957
35,-0.4242342,-0.6334617,"('corrupt', 'incorrupt')",-1.1016072,-1.286331,-1.2295125,-1.0914774,-1.3782191,-1.4988045,-0.9721343,-0.8231221,-1.0211414,-1.0666393,0.0454979
46,0.40424168,0.50739086,"('uncompetitive', 'competitive')",1.6723738,1.7082212,0.90863705,0.82969236,0.92678136,1.1300076,0.77838534,0.42697027,0.9380838,0.9204565,0.0176273
19,-0.36837742,-0.3753658,"('inhospitable', 'hospitable')",-0.07287137,-0.18270321,-0.45188677,-0.38753253,-1.0576413,-0.9916741,-0.3797836,-0.31192797,-0.4661121,-0.4498407,-0.0162714
66,0.36618352,0.24149254,"('inactive', 'active')",1.34309,1.2160022,0.53428006,0.45819902,0.0993772,-0.18331937,0.9354861,0.7428938,0.6556834,0.4950537,0.1606297
5,-0.3622049,-0.5792985,"('distant', 'outgoing')",0.09100021,0.0030565374,-1.0936247,-1.0477824,-1.4991205,-1.6751254,-0.96952665,-0.85065943,-0.7666953,-0.8299619,0.0632666
8,-0.3466566,-0.43340185,"('unaffectionate', 'affectionate')",-0.17027731,-0.24451299,-2.3937864,-2.2446103,-1.7432851,-1.8152993,-0.025326941,0.25707477,-0.9358665,-0.8961499,-0.0397166
69,-0.33565986,-0.5122599,"('lazy', 'industrious')",0.6440986,0.5088544,0.12038174,0.028288364,0.028798515,-0.35866746,-0.961643,-1.0769299,-0.1008048,-0.2821429,0.1813381
34,0.3183747,0.47372636,"('mean', 'honorable')",1.3652729,1.4115727,0.81890166,0.7782089,0.68357736,0.66647047,5.739786,5.716042,1.7851826,1.8092041,-0.0240215
62,0.3026765,0.6041035,"('incompetent', 'brilliant')",1.0732124,1.3613945,1.2366139,1.3745383,0.5381263,0.897273,0.64172286,0.6004819,0.7584703,0.9675583,-0.209088
84,0.29708114,0.046979256,"('inferior', 'superior')",0.7246799,0.61953014,-0.40914395,-0.642254,0.056596834,-0.10182236,0.38896453,0.24517183,0.2116357,0.033521,0.1781147
36,-0.29371253,-0.46450692,"('hostile', 'amicable')",0.31367972,0.045849845,-1.4197356,-1.2643481,-1.5809213,-1.6293349,-0.30727017,-0.22754343,-0.6575919,-0.7079767,0.0503848
82,-0.26217175,0.14284112,"('poor', 'rich')",-0.45751545,-0.3445809,-0.27430242,-0.057940826,0.385502,0.54554516,6.1842356,6.4105206,1.1151496,1.339277,-0.2241274
33,0.25276843,0.055636693,"('wrong', 'right')",1.6093808,1.3367393,0.24083768,0.15043667,-0.13383545,-0.40205058,-0.9404079,-1.0963998,0.2057487,0.0088724,0.1968763
38,-0.23052654,0.025684759,"('untruthful', 'truthful')",1.5527139,1.7054164,-0.574777,-0.28109136,-0.58746606,-0.24714795,0.008118605,0.1727823,0.0336126,0.2751288,-0.2415162
3,0.21947141,0.29548666,"('repellent', 'pleasant')",-0.14488822,-0.15882991,0.57571375,0.4258342,0.6926328,0.623086,0.8739666,0.7151874,0.4433793,0.3801528,0.0632265
15,-0.21633308,-0.18932514,"('boring', 'funny')",0.36446345,0.40255988,0.17026895,0.26711485,0.046630032,0.24947298,-0.15950425,-0.03767489,0.041105,0.1384295,-0.0973245
37,-0.17203419,-0.26784986,"('fake', 'genuine')",0.19494843,0.088031925,0.43960083,0.23617141,0.56096315,0.4438329,0.7250414,0.68682766,0.3497039,0.2374028,0.1123011
17,0.161306,0.09151499,"('nasty', 'nice')",-0.04322026,-0.01665378,-0.5964135,-0.59369755,-0.18695992,-0.28640035,-0.6943976,-0.66670996,-0.2719371,-0.2943893,0.0224522
77,0.14469692,0.23866905,"('unmotivated', 'motivated')",1.3141258,1.2853534,0.4658727,0.51535904,0.12321089,0.24103695,-0.675249,-0.90468585,0.2745315,0.2751465,-0.000615
68,0.14139047,0.10460876,"('dependent', 'independent')",-1.8405321,-1.956441,-0.406025,-0.6557242,-0.09292469,-0.3127886,-0.21900785,-0.5594974,-0.4834198,-0.6759685,0.1925487
78,0.1382048,0.058028754,"('nonresilient', 'resilient')",0.5970225,0.5501114,-1.0545794,-0.9935829,-0.6185421,-0.6615636,0.6065034,0.23404878,-0.0662781,-0.1625915,0.0963134
25,0.12861103,-0.005901061,"('egoistic', 'altruistic')",-0.41806924,-0.5269023,-1.5497288,-1.296457,-1.0322518,-0.9535521,1.2041742,1.3455967,-0.3334529,-0.2874432,-0.0460097
50,0.12717974,0.25314796,"('clumsy', 'skillful')",0.59087324,0.6444774,0.30503508,0.53286034,0.5820943,0.61961454,0.40089,0.41076857,0.4012145,0.4921738,-0.0909593
85,0.12299105,-0.027353052,"('insignificant', 'prestigious')",0.6648565,0.362471,-1.2413412,-0.8623387,-1.2057738,-1.0614575,-0.06296578,0.15154132,-0.3444467,-0.2874274,-0.0570193
29,0.121541664,-0.13896818,"('unfair', 'fair')",0.05399786,-0.021050334,-0.10696164,-0.29496497,0.07720734,-0.18413386,-0.46455947,-0.6315586,-0.0637548,-0.2541352,0.1903804
49,-0.09928794,0.1657674,"('unable', 'able')",-1.0967696,-0.91588604,-0.5394836,-0.3724028,-0.6742266,-0.38832402,-0.4564798,-0.44407025,-0.5732495,-0.3909831,-0.1822664
0,0.09642994,0.14469627,"('unsociable', 'sociable')",0.6222356,0.6528027,-0.06361305,-0.20558101,0.43480253,0.39121875,0.15716359,-0.011812916,0.2494037,0.1942647,0.055139
52,0.07892342,-0.10725349,"('irrational', 'rational')",0.06788337,-0.14609525,-0.3937225,-0.3659765,-1.2567002,-1.1517555,-0.5878762,-0.5033916,-0.4182984,-0.4548944,0.036596
48,-0.01873517,-0.11785747,"('unintelligent', 'intelligent')",-0.75514734,-0.8104244,-1.2244692,-1.2772417,-1.0698916,-1.1764157,0.38377723,0.16061911,-0.5368932,-0.644264,0.1073708
67,-0.011620026,0.1269812,"('doubtful', 'determined')",1.0392696,1.1275685,1.0345249,0.98268384,1.0222749,1.0703939,-0.72186345,-0.53132033,0.4725172,0.5552615,-0.0827443
