,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
39,2.79357,2.8501062,"('exploitative', 'cooperative')",1.1179719,1.1643643,1.9184684,1.7612052,1.3180337,1.3813288,0.33142978,0.41592476,1.4958948,1.5145858,-0.018691
71,2.3482058,2.3090227,"('diffident', 'self-confident')",2.0386443,1.9835055,-0.64853966,-0.64337367,-0.54339856,-0.7136108,0.41861096,0.35745353,0.7227046,0.6585994,0.0641052
26,2.1641057,1.9817368,"('hardhearted', 'benevolent')",0.5203201,0.35930818,-0.69029343,-0.57449037,-0.4285318,-0.4404751,1.3682166,1.5009688,0.5867635,0.5654097,0.0213538
7,2.1036491,2.2012012,"('insensitive', 'sensitive')",1.2275269,1.2795416,0.8233474,0.73308676,1.0875309,1.0278058,1.2340572,1.0381104,1.2952223,1.2559491,0.0392732
40,1.9387575,1.4108766,"('stingy', 'generous')",1.1386983,0.84640735,0.3370014,0.18995701,-0.13822377,-0.3513301,-1.1880317,-1.5818186,0.4176404,0.1028184,0.314822
74,1.8539962,1.9413077,"('undedicated', 'dedicated')",0.8772714,0.90326965,1.1457369,1.2482291,0.8941046,1.0973512,0.7775376,0.80534124,1.1097294,1.1990997,-0.0893703
42,1.7931238,1.8489777,"('unreliable', 'reliable')",1.4176928,1.445285,1.1573824,1.3436115,1.6640066,1.9158946,-2.0773497,-2.0918534,0.7909712,0.892383,-0.1014118
24,1.7905551,1.7785558,"('dishonest', 'honest')",0.6913164,0.7570162,0.26009715,0.21488091,0.58122176,0.6211976,0.8861267,1.0818164,0.8418634,0.8906935,-0.0488301
65,1.688461,2.0380638,"('insecure', 'secure')",0.3965539,0.5648271,1.1564527,0.99654627,1.6209903,1.6558272,0.4716568,0.3918939,1.0668229,1.1294316,-0.0626087
10,1.6856638,1.8442812,"('unsympathetic', 'sympathetic')",0.3964991,0.45497802,0.1937493,0.087541886,0.77405626,0.79425955,0.96712047,0.7359463,0.8034178,0.7834014,0.0200164
43,1.6468719,1.8220636,"('irresponsible', 'responsible')",1.793831,1.9828686,0.29724282,0.2539848,1.0666803,1.167107,1.6053922,1.623788,1.2820036,1.3699624,-0.0879588
20,1.6423312,1.5543314,"('rough', 'thoughtful')",0.16743006,0.116056494,0.4385471,0.29468858,0.3777469,0.11460731,1.0548916,0.95939624,0.7361894,0.607816,0.1283734
12,1.5800711,1.6509956,"('unsupportive', 'supportive')",1.9630286,1.9978977,-0.031004457,0.026101988,-0.35134992,-0.22479254,-1.395859,-1.5193518,0.3529773,0.3861702,-0.0331929
70,1.5258107,1.5890946,"('lethargic', 'energetic')",0.914498,1.0055982,1.787386,1.7681609,2.0511515,2.237785,1.8548853,1.6727926,1.6267462,1.6546862,-0.02794
60,1.452998,1.8119584,"('inefficient', 'efficient')",1.1441038,1.4559497,1.5772017,1.500193,2.278612,2.344864,0.57943475,0.5152535,1.40647,1.5256437,-0.1191737
31,-1.369098,-1.7057619,"('evil', 'good')",-1.1023455,-1.4554598,-1.5411375,-1.5782351,-1.9692822,-2.1951735,-1.514264,-1.5528926,-1.4992254,-1.6975046,0.1982792
23,1.3259243,1.6548002,"('insincere', 'sincere')",1.7574629,1.9352685,0.75641567,0.790315,0.8089248,1.0428813,5.747357,5.9143877,2.0792168,2.2675306,-0.1883138
32,1.305147,1.7268981,"('unkind', 'kind')",0.89161664,1.0584763,0.5954954,0.73131305,1.4176295,1.5711546,1.3569851,1.6091167,1.1133747,1.3393917,-0.226017
16,-1.2732044,-1.2552387,"('unpopular', 'popular')",-0.8767025,-1.0147719,-1.4606658,-1.200212,-1.0507492,-0.9381812,0.37688857,0.36204755,-0.8568867,-0.8092712,-0.0476155
72,1.2717792,1.4252361,"('unambitious', 'ambitious')",0.51221156,0.64801097,-0.7645088,-0.6578504,-0.5415309,-0.42456838,-0.7431102,-0.6223147,-0.0530318,0.0737027,-0.1267345
22,1.2377826,1.2687341,"('untrustworthy', 'trustworthy')",0.42748925,0.43397418,0.93293977,0.93497217,1.4802938,1.5399935,-0.10196145,-0.19320388,0.7953088,0.7968941,-0.0015853
75,-1.1949257,-1.0810323,"('meek', 'impulsive')",-0.17878729,-0.13370574,0.23996088,0.5027589,-0.2557,-0.04236394,-0.8401386,-0.7238996,-0.4459181,-0.2956485,-0.1502696
41,1.1496145,1.1757475,"('unforgiving', 'forgiving')",1.2282766,1.2703815,0.041899413,0.18075533,0.17210859,0.3516018,-0.08949527,-0.053779326,0.5004808,0.5849413,-0.0844605
83,1.1448456,1.0557331,"('powerless', 'powerful')",1.4999579,1.536705,-0.083972685,0.08432996,-0.19930959,6.829575e-05,-0.5545029,-0.6379237,0.3614037,0.4077826,-0.0463789
30,1.1302071,1.55914,"('intolerant', 'tolerant')",1.1713374,1.2982934,1.195577,1.2701862,1.0834475,1.4666717,1.0436124,1.2727313,1.1248363,1.3734046,-0.2485683
27,1.0651925,0.8777975,"('hardhearted', 'softhearted')",-0.75240475,-0.9479718,-0.2984783,-0.578051,0.1678823,-0.21573035,1.2801006,1.0133752,0.2924585,0.0298839,0.2625746
86,1.05308,0.8853412,"('uninfluential', 'influential')",0.20063522,0.12510923,-0.6778743,-0.88534135,-0.47451097,-0.58096385,0.588769,0.21921566,0.1380198,-0.0473278,0.1853476
13,0.99616283,1.4685874,"('impolite', 'polite')",1.4762514,1.7072974,1.1643476,1.0207162,1.2304412,1.2171872,0.47470918,0.32598615,1.0683825,1.1479548,-0.0795723
9,0.9953086,0.9306061,"('unaffectionate', 'caring')",1.424025,1.3410215,-1.4947164,-1.4937937,-0.99553084,-1.0974165,1.0064758,1.0988482,0.1871125,0.1558531,0.0312594
63,0.96878225,1.0626656,"('unperceptive', 'insightful')",1.8968143,1.9086349,0.6280627,0.681087,1.0303761,1.1316165,1.6764705,1.4495981,1.2401012,1.2467205,-0.0066193
80,0.9510867,1.0305973,"('dominated', 'dominating')",-0.12699562,0.052296557,1.4975971,1.4148068,1.1035339,1.2120211,-1.0266566,-1.2072694,0.4797131,0.5004905,-0.0207774
4,-0.9250396,-1.0405052,"('disliked', 'liked')",-0.66735536,-0.6716911,-1.1581001,-0.773187,-0.9036305,-0.6176651,-6.0600724,-6.000802,-1.9428396,-1.8207701,-0.1220695
21,0.9214574,1.3935947,"('immoral', 'moral')",1.737023,1.8923604,1.7385339,1.7328267,2.135069,2.3291366,-0.054775048,-0.07735642,1.2954616,1.4541124,-0.1586508
14,0.9167474,1.1549888,"('antisocial', 'social')",1.7750983,1.9777554,1.0002302,1.0391554,1.4440346,1.6483355,-0.2952267,-0.22573392,0.9681767,1.1189003,-0.1507236
57,0.91080815,0.70433855,"('unimaginative', 'imaginative')",0.18735333,0.11974103,-0.26217246,-0.32405928,0.25235194,0.29716954,-1.6196576,-1.9271423,-0.1062633,-0.2259905,0.1197272
51,0.8912131,1.063603,"('uneducated', 'educated')",0.59985375,0.6736667,0.5596016,0.57992685,0.56068116,0.598397,0.89589185,0.68679583,0.7014483,0.7204779,-0.0190296
6,-0.8872523,-1.2106616,"('distant', 'open')",-0.6267085,-0.8321428,-1.6900448,-1.6195396,-1.5863351,-1.7978146,-0.110084474,-0.009991124,-0.9800851,-1.0940299,0.1139448
73,0.88211024,0.9350937,"('helpless', 'self-reliant')",0.63827085,0.5564877,0.1779316,0.24653845,-0.22540593,-0.14759019,-3.650431,-3.5921884,-0.4355048,-0.4003317,-0.0351731
18,0.8614899,1.0570158,"('disagreeable', 'welcoming')",-0.28457206,-0.27846295,-0.23955898,-0.042080976,-1.2710228,-0.99520653,-0.24769077,-0.12330445,-0.236271,-0.0764078,-0.1598632
45,0.8492699,0.69805455,"('incompetent', 'competent')",0.4123414,0.44858208,0.34132573,0.33633828,0.857554,0.8618328,0.40433496,0.24015689,0.5729652,0.5169929,0.0559723
55,0.8485412,0.8984561,"('incompetent', 'clever')",0.10325504,0.1624356,0.953923,0.7890526,0.6067439,0.6400231,1.0118077,0.8307127,0.7048542,0.664136,0.0407182
53,0.83313054,0.62705183,"('uncreative', 'creative')",0.6997883,0.5069133,-0.16708769,-0.26600897,-0.18625075,-0.3217138,1.5872558,1.4502065,0.5533672,0.3992898,0.1540774
47,0.786479,1.0754972,"('stupid', 'smart')",1.5675309,1.64854,0.5631221,0.6098635,1.2427777,1.2925558,5.0234823,5.1444244,1.8366783,1.9541761,-0.1174978
61,0.7684579,0.8302094,"('illogical', 'logical')",1.7640458,1.809352,0.6349546,0.4706529,0.79273355,0.6271926,0.8952747,0.70692843,0.9710933,0.888867,0.0822263
87,0.7493713,1.0183234,"('unsuccessful', 'successful')",1.314696,1.3915501,0.64021933,0.7320362,0.9372622,1.0137496,0.67392415,0.5230497,0.8630945,0.9357418,-0.0726473
28,0.73264515,0.57028925,"('disloyal', 'loyal')",0.48864123,0.4280042,-0.5615596,-0.58921576,-0.7654864,-0.7653678,1.4503801,1.4662864,0.2689241,0.2219993,0.0469248
