,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.59535587,-0.38023365,"('untrustworthy', 'trustworthy')",-1.3103049,-1.1983911,-0.9528304,-0.7893124,-0.163518
9,0.58488,0.25012964,"('unaffectionate', 'caring')",1.3931884,1.1872295,0.9890342,0.7186795,0.2703547
46,-0.5826717,-0.47298878,"('uncompetitive', 'competitive')",-1.3311116,-1.3954428,-0.9568917,-0.9342158,-0.0226759
81,-0.5749971,-0.36841357,"('submissive', 'aggressive')",-0.9992253,-0.69809824,-0.7871112,-0.5332559,-0.2538553
44,-0.5437492,-0.5473235,"('prejudiced', 'unprejudiced')",-1.0460356,-0.932114,-0.7948924,-0.7397188,-0.0551736
70,-0.5288862,-0.28735238,"('lethargic', 'energetic')",0.4395781,0.5410465,-0.0446541,0.1268471,-0.1715012
39,0.5159492,0.522846,"('exploitative', 'cooperative')",0.14747584,0.3092963,0.3317125,0.4160711,-0.0843586
1,0.5123618,0.20071799,"('unfriendly', 'friendly')",1.46214,1.1331906,0.9872509,0.6669543,0.3202966
35,0.48762715,0.18306103,"('corrupt', 'incorrupt')",-0.24232976,-0.5558536,0.1226487,-0.1863963,0.309045
31,-0.46983862,-0.52923447,"('evil', 'good')",-0.8705869,-1.0461954,-0.6702127,-0.787715,0.1175023
13,0.45804617,0.52057403,"('impolite', 'polite')",-0.8733419,-0.88747454,-0.2076479,-0.1834503,-0.0241976
82,-0.45714778,-0.21839152,"('poor', 'rich')",6.921949,6.674321,3.2324007,3.2279649,0.0044358
47,-0.4506951,-0.34658587,"('stupid', 'smart')",5.4115596,5.3138647,2.4804323,2.4836395,-0.0032072
20,0.4239154,0.43256137,"('rough', 'thoughtful')",0.9987239,0.8999764,0.7113197,0.6662689,0.0450508
38,0.41991603,0.30203652,"('untruthful', 'truthful')",0.06374846,-0.0935913,0.2418322,0.1042226,0.1376096
53,-0.4064736,-0.72234434,"('uncreative', 'creative')",0.3301745,0.1540274,-0.0381496,-0.2841585,0.2460089
76,-0.39692643,-0.12071863,"('anxious', 'daring')",-0.3138137,-0.04965119,-0.35537,-0.0851849,-0.2701851
84,0.3695614,0.24916029,"('inferior', 'superior')",0.6816297,0.46743274,0.5255955,0.3582965,0.167299
29,-0.35454094,-0.3303808,"('unfair', 'fair')",-0.28679168,-0.33579427,-0.3206663,-0.3330875,0.0124212
27,-0.3068066,-0.30339256,"('hardhearted', 'softhearted')",1.2955585,1.1295573,0.4943759,0.4130824,0.0812935
0,0.2980698,0.30415446,"('unsociable', 'sociable')",-0.60141724,-0.6599926,-0.1516737,-0.1779191,0.0262454
24,-0.29780063,-0.27165335,"('dishonest', 'honest')",0.8332022,0.7497377,0.2677008,0.2390422,0.0286586
60,-0.2760616,-0.017234918,"('inefficient', 'efficient')",0.03187853,0.18831891,-0.1220915,0.085542,-0.2076335
37,0.25246096,0.32009113,"('fake', 'genuine')",0.5536016,0.58885723,0.4030313,0.4544742,-0.0514429
52,-0.24733615,-0.42187703,"('irrational', 'rational')",-0.07506362,-0.24107578,-0.1611999,-0.3314764,0.1702765
77,-0.23793757,-0.35443828,"('unmotivated', 'motivated')",-1.3432937,-1.3331075,-0.7906156,-0.8437729,0.0531573
41,0.23366722,0.2634153,"('unforgiving', 'forgiving')",-0.5343019,-0.5467512,-0.1503173,-0.1416679,-0.0086494
48,-0.17537387,-0.19939835,"('unintelligent', 'intelligent')",0.42837507,0.40972003,0.1265006,0.1051608,0.0213398
62,0.1403882,0.2888181,"('incompetent', 'brilliant')",0.6090007,0.5646064,0.3746944,0.4267123,-0.0520179
36,-0.12546805,-0.32862812,"('hostile', 'amicable')",-0.5160273,-0.6022641,-0.3207477,-0.4654461,0.1446984
75,0.114956915,0.074923456,"('meek', 'impulsive')",-0.61198413,-0.71204215,-0.2485136,-0.3185593,0.0700457
61,0.11456191,0.008355983,"('illogical', 'logical')",0.48557404,0.41491517,0.300068,0.2116356,0.0884324
23,-0.113435425,-0.07353804,"('insincere', 'sincere')",6.3411813,6.158701,3.113873,3.0425816,0.0712914
8,0.11232159,-0.1419892,"('unaffectionate', 'affectionate')",0.804319,0.54626745,0.4583203,0.2021391,0.2561812
66,0.110760644,-0.12414345,"('inactive', 'active')",0.29422325,0.12676455,0.2024919,0.0013105,0.2011814
26,0.09970111,0.034662858,"('hardhearted', 'benevolent')",1.2318902,1.2279795,0.6657957,0.6313212,0.0344745
16,-0.099664,-0.14526094,"('unpopular', 'popular')",0.15664262,0.04623863,0.0284893,-0.0495112,0.0780005
45,-0.09220247,0.14583607,"('incompetent', 'competent')",0.090123504,-0.013785063,-0.0010395,0.0660255,-0.067065
59,-0.07988489,-0.1645482,"('foolish', 'wise')",0.23804753,0.13109231,0.0790813,-0.0167279,0.0958092
17,-0.077981114,-0.2698933,"('nasty', 'nice')",-0.7334567,-0.68280774,-0.4057189,-0.4763505,0.0706316
49,-0.07028793,-0.031159371,"('unable', 'able')",-0.3339859,-0.41639864,-0.2021369,-0.223779,0.0216421
34,0.06705054,0.11771698,"('mean', 'honorable')",5.675975,5.5415463,2.8715127,2.8296316,0.0418811
28,0.058020137,-0.2874155,"('disloyal', 'loyal')",1.3804361,1.1662531,0.7192281,0.4394188,0.2798093
67,-0.055178832,0.12656736,"('doubtful', 'determined')",-0.5842222,-0.49897373,-0.3197005,-0.1862032,-0.1334973
80,-0.05479116,-0.064948134,"('dominated', 'dominating')",-0.69494754,-0.69811803,-0.3748693,-0.3815331,0.0066638
43,0.0541926,0.3241141,"('irresponsible', 'responsible')",0.56106764,0.5362142,0.3076301,0.4301642,-0.1225341
21,0.051170625,0.19225994,"('immoral', 'moral')",-1.157558,-0.9596689,-0.5531937,-0.3837045,-0.1694892
12,-0.035534933,0.04323446,"('unsupportive', 'supportive')",-2.3423173,-2.3409097,-1.1889261,-1.1488377,-0.0400884
78,0.031579353,0.06235612,"('nonresilient', 'resilient')",-0.1592675,-0.28474203,-0.0638441,-0.111193,0.0473489
42,0.022081789,0.21792579,"('unreliable', 'reliable')",-3.1108484,-2.930006,-1.5443833,-1.3560401,-0.1883432
87,0.00735721,0.15248746,"('unsuccessful', 'successful')",0.5727596,0.4826026,0.2900584,0.317545,-0.0274866
63,-0.0018883571,0.15270808,"('unperceptive', 'insightful')",0.36374804,0.30578104,0.1809298,0.2292446,-0.0483148
