,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
56,2.890108,3.164994,"('impractical', 'practical')",1.9772836,1.8744819,0.36582315,0.57750654,1.744405,1.8723275,-0.1279225
60,2.4744756,2.690152,"('inefficient', 'efficient')",2.302282,2.1919854,0.59477943,0.93492454,1.7905124,1.9390206,-0.1485082
36,-2.3142512,-2.5684323,"('hostile', 'amicable')",-1.6998265,-1.6199301,-0.18472248,-0.46608418,-1.3996,-1.5514822,0.1518822
13,2.2435129,2.4437428,"('impolite', 'polite')",2.7309606,2.7150517,0.107067704,0.24305311,1.693847,1.8006158,-0.1067688
12,2.18322,2.2098305,"('unsupportive', 'supportive')",0.5221328,0.52856135,-1.2927269,-1.1157204,0.4708753,0.5408905,-0.0700152
32,2.1561182,2.2038734,"('unkind', 'kind')",0.59866524,0.28818047,1.2030705,1.2865729,1.3192846,1.2595423,0.0597423
55,2.1356962,2.2717617,"('incompetent', 'clever')",1.9472309,1.7446638,0.5933778,0.640469,1.5587683,1.5522982,0.0064701
35,-2.1279047,-2.1419044,"('corrupt', 'incorrupt')",-1.3862227,-1.2198032,-0.5902469,-0.69953144,-1.3681246,-1.3537464,-0.0143782
62,2.1086075,2.3263009,"('incompetent', 'brilliant')",1.587854,1.5474868,0.4150713,0.71897155,1.3705111,1.5309197,-0.1604086
6,-2.0130367,-2.236138,"('distant', 'open')",-1.8947953,-1.7767327,-0.65379107,-0.68500143,-1.520541,-1.5659574,0.0454164
46,1.9721739,1.9247496,"('uncompetitive', 'competitive')",1.4203042,1.4137428,0.5534853,0.6354667,1.3153211,1.324653,-0.0093319
0,1.9704789,1.9256636,"('unsociable', 'sociable')",1.8095702,1.6577485,0.14615661,0.19270241,1.3087352,1.2587048,0.0500304
45,1.942551,1.9283558,"('incompetent', 'competent')",2.26031,2.0624835,0.3225686,0.28419262,1.5084764,1.4250107,0.0834657
5,-1.937072,-2.0147533,"('distant', 'outgoing')",-1.5621985,-1.4988208,-0.9610208,-0.89912784,-1.4867638,-1.4709007,-0.0158631
31,-1.8666503,-2.1289175,"('evil', 'good')",-1.8042781,-1.7187204,-1.2270553,-1.3638554,-1.6326612,-1.7371645,0.1045033
30,1.7951102,1.8471326,"('intolerant', 'tolerant')",1.6056159,1.476574,1.3855921,1.4393421,1.5954394,1.5876829,0.0077565
85,-1.787776,-1.9328833,"('insignificant', 'prestigious')",-2.1838682,-2.210308,0.33259484,0.32545957,-1.2130164,-1.2725773,0.0595609
66,-1.7252417,-1.7469174,"('inactive', 'active')",-1.0259113,-0.93074,0.4678329,0.5485959,-0.7611067,-0.7096872,-0.0514195
43,1.6962754,1.7777383,"('irresponsible', 'responsible')",2.3111143,2.2844374,0.9707006,1.0640085,1.6593634,1.7087282,-0.0493648
79,-1.622127,-1.7368028,"('wavering', 'unwavering')",-2.215692,-2.1815152,-0.26561093,-0.29473567,-1.3678099,-1.4043512,0.0365413
81,1.6077896,1.8235816,"('submissive', 'aggressive')",0.8041058,0.5554874,-0.2509449,-0.08959411,0.7203169,0.7631582,-0.0428413
63,1.5978394,1.5678056,"('unperceptive', 'insightful')",1.1006132,1.07747,1.5674986,1.6567634,1.4219837,1.434013,-0.0120293
22,1.5489371,1.340871,"('untrustworthy', 'trustworthy')",1.6576183,1.3370879,-0.10932336,-0.18670332,1.0324107,0.8304186,0.2019921
10,1.5189673,1.3638122,"('unsympathetic', 'sympathetic')",0.7151537,0.43926588,0.44086498,0.3684377,0.891662,0.7238386,0.1678234
51,1.5137279,1.6553494,"('uneducated', 'educated')",1.2084141,1.1869955,0.53288096,0.5887579,1.0850077,1.1437009,-0.0586932
21,1.4917161,1.6108913,"('immoral', 'moral')",1.396692,1.1988477,-0.059450522,0.04721242,0.9429859,0.9523172,-0.0093313
11,1.4908719,1.5573624,"('unhelpful', 'helpful')",0.5593378,0.52165765,2.0368078,2.1779919,1.3623392,1.419004,-0.0566648
41,1.4886733,1.420574,"('unforgiving', 'forgiving')",1.4384309,1.3654529,0.11260057,0.1467477,1.0132349,0.9775915,0.0356434
69,-1.4282677,-1.4110893,"('lazy', 'industrious')",-0.6437852,-0.585992,-0.59322864,-0.6088615,-0.8884272,-0.8686476,-0.0197796
16,-1.4143734,-1.4683958,"('unpopular', 'popular')",-1.7896008,-1.7008253,0.258034,0.25427794,-0.9819801,-0.9716477,-0.0103324
14,1.4088461,1.5239751,"('antisocial', 'social')",1.5530608,1.2599609,0.013351809,0.1752017,0.9917529,0.9863792,0.0053737
25,-1.4080821,-1.5323088,"('egoistic', 'altruistic')",-0.021529935,0.12801394,1.1197462,1.0356715,-0.1032886,-0.1228745,0.0195859
57,1.3721712,1.2802962,"('unimaginative', 'imaginative')",-0.554289,-0.7602576,-1.6770319,-1.6129967,-0.2863832,-0.3643194,0.0779362
52,-1.3351072,-1.6294088,"('irrational', 'rational')",-1.642444,-1.7400175,-0.34088722,-0.6336541,-1.1061462,-1.3343601,0.2282139
70,1.3034184,1.219504,"('lethargic', 'energetic')",1.1868811,1.1737553,1.4268397,1.4005976,1.305713,1.264619,0.041094
23,1.2927907,1.2451079,"('insincere', 'sincere')",0.7498762,0.7364313,5.170279,5.198109,2.4043153,2.3932161,0.0110992
65,1.2155029,1.2528276,"('insecure', 'secure')",2.17104,2.0216067,0.1852833,0.2125624,1.1906087,1.1623322,0.0282765
44,-1.2127017,-1.1614137,"('prejudiced', 'unprejudiced')",-1.0171486,-1.0677933,-1.4131273,-1.3379388,-1.2143259,-1.1890486,-0.0252773
47,1.1966269,1.0882037,"('stupid', 'smart')",0.41365027,0.25182238,4.770524,4.7076244,2.1269337,2.0158834,0.1110503
74,1.1759186,1.1388278,"('undedicated', 'dedicated')",1.1549939,1.2456763,0.4351768,0.5045612,0.9220298,0.9630218,-0.040992
86,1.0795074,1.0469656,"('uninfluential', 'influential')",0.5899071,0.4574731,0.02805876,-0.0071932673,0.5658244,0.4990818,0.0667426
48,1.0052286,1.1308136,"('unintelligent', 'intelligent')",1.0430931,0.98288053,0.641702,0.7304408,0.8966746,0.948045,-0.0513704
54,-0.9484345,-0.94709516,"('incapable', 'capable')",-0.8151436,-0.78440565,0.44696936,0.6426082,-0.4388696,-0.3629642,-0.0759054
37,0.9276791,0.6149967,"('fake', 'genuine')",0.78515273,0.75788605,0.4126337,0.27464727,0.7084885,0.5491767,0.1593118
53,-0.9189017,-1.0848316,"('uncreative', 'creative')",-0.418298,-0.6764216,0.64253354,0.5097411,-0.2315554,-0.4171707,0.1856153
64,0.85603476,0.9253495,"('shy', 'confident')",1.1260941,0.8205824,-5.2782607,-5.034159,-1.0987106,-1.0960758,-0.0026348
80,0.79764247,0.9475502,"('dominated', 'dominating')",1.7199372,1.7361937,-0.9350656,-0.8361933,0.5275046,0.6158502,-0.0883456
8,-0.77527404,-1.0105795,"('unaffectionate', 'affectionate')",-1.4353635,-1.3751184,0.21328816,0.08336337,-0.6657831,-0.7674448,0.1016617
50,-0.7721648,-0.88435996,"('clumsy', 'skillful')",-0.5666563,-0.61073196,0.24244675,0.22416657,-0.3654581,-0.4236418,0.0581837
17,-0.7712015,-0.77214736,"('nasty', 'nice')",-0.5081841,-0.6641762,-0.52300686,-0.59595764,-0.6007975,-0.6774271,0.0766296
39,0.7585571,0.7014034,"('exploitative', 'cooperative')",2.35842,2.2154887,0.44034666,0.39802253,1.1857746,1.1049716,0.080803
42,0.7338854,0.69569266,"('unreliable', 'reliable')",0.47886676,0.47082528,-2.5289536,-2.4065263,-0.4387338,-0.4133361,-0.0253977
19,-0.7276461,-0.74098295,"('inhospitable', 'hospitable')",-1.3537017,-1.2149394,-0.55414003,-0.44546816,-0.878496,-0.8004635,-0.0780325
75,-0.68099433,-0.6721059,"('meek', 'impulsive')",-2.1933253,-2.114032,-0.57741755,-0.53234965,-1.1505791,-1.1061625,-0.0444166
71,0.68027294,0.6106614,"('diffident', 'self-confident')",1.386554,1.4814792,0.65424794,0.7924462,0.9070249,0.9615289,-0.054504
72,0.64703697,0.72358084,"('unambitious', 'ambitious')",0.18869187,0.2320871,-1.30518,-1.1766257,-0.1564837,-0.0736526,-0.0828311
33,-0.63181245,-0.6810871,"('wrong', 'right')",0.7152994,0.82140535,-1.2303365,-1.2008593,-0.3822832,-0.3535137,-0.0287695
24,0.6227449,0.5685363,"('dishonest', 'honest')",0.9579732,0.8667023,0.41825217,0.36902747,0.6663234,0.601422,0.0649014
59,-0.60975146,-0.78690773,"('foolish', 'wise')",-0.4593208,-0.7004115,0.059419602,-0.017687742,-0.3365509,-0.501669,0.1651181
84,0.5836565,0.5753969,"('inferior', 'superior')",1.2699201,1.4247334,1.2609304,1.272375,1.0381691,1.0908351,-0.052666
78,0.54806113,0.6645598,"('nonresilient', 'resilient')",0.5051522,0.5708291,0.9913593,1.0101764,0.6815242,0.7485218,-0.0669976
9,0.5292784,0.49064717,"('unaffectionate', 'caring')",-0.2969667,-0.21288972,0.77218115,0.78009635,0.334831,0.3526179,-0.0177869
