,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
29,-0.57308966,-0.60046977,"('unfair', 'fair')",-0.71428585,-0.556381,-0.4901131,-0.45982802,-0.5924962,-0.5388929,-0.0536033
87,0.54401785,0.633341,"('unsuccessful', 'successful')",0.00045094732,0.10148077,0.765104,0.67548066,0.4365243,0.4701008,-0.0335765
67,0.52640504,0.5681987,"('doubtful', 'determined')",-0.60462254,-0.41828346,-0.8716276,-0.48954585,-0.316615,-0.1132102,-0.2034048
85,0.52301246,0.36553767,"('insignificant', 'prestigious')",1.1345215,0.73866045,0.95030916,0.9629713,0.869281,0.6890565,0.1802245
40,-0.5227765,-0.5102003,"('stingy', 'generous')",0.57149553,0.5677805,-1.6131359,-1.5557439,-0.5214723,-0.4993879,-0.0220844
17,-0.4986394,-0.18030623,"('nasty', 'nice')",-1.0947306,-0.84598935,-0.8190896,-0.5687194,-0.8041532,-0.5316716,-0.2724816
61,-0.44801325,-0.12249488,"('illogical', 'logical')",-0.6812435,-0.3828893,0.21391115,0.30248702,-0.3051152,-0.0676324,-0.2374828
0,0.443703,0.7151774,"('unsociable', 'sociable')",-0.16448054,-0.007830216,-0.47328395,-0.49523035,-0.0646872,0.0707056,-0.1353928
64,-0.40099975,-0.19288513,"('shy', 'confident')",-0.2979547,-0.26782385,-6.6641374,-6.8582873,-2.454364,-2.4396655,-0.0146985
12,0.39951086,0.39744154,"('unsupportive', 'supportive')",0.3954731,0.3664097,-1.7820141,-1.9127525,-0.32901,-0.3829671,0.0539571
74,0.39179453,0.41422278,"('undedicated', 'dedicated')",-0.14803484,0.007454835,0.08400388,-0.02733675,0.1092545,0.131447,-0.0221925
22,-0.38419503,-0.18446799,"('untrustworthy', 'trustworthy')",-1.0580835,-0.8867108,-1.0495133,-0.85891664,-0.8305973,-0.6433651,-0.1872322
69,-0.38226524,-0.25388744,"('lazy', 'industrious')",1.1153562,0.87527275,-0.3514908,-0.38398665,0.1272001,0.0791329,0.0480672
56,0.37481666,0.8626199,"('impractical', 'practical')",0.35410652,0.6620455,-0.6077134,-0.42742327,0.0404033,0.3657474,-0.3253441
11,-0.3670026,-0.31996542,"('unhelpful', 'helpful')",-0.31313127,-0.27819225,1.6660334,1.7772799,0.3286332,0.3930407,-0.0644075
48,0.35750565,0.40530393,"('unintelligent', 'intelligent')",0.9081391,1.0170923,0.4491094,0.34667498,0.5715847,0.5896904,-0.0181057
7,-0.3429305,-0.08958471,"('insensitive', 'sensitive')",-1.3077495,-0.8904634,0.4403734,0.5887567,-0.4034355,-0.1304305,-0.273005
60,0.33330122,0.64595795,"('inefficient', 'efficient')",-0.065419085,0.3570513,-0.20529,-0.16784438,0.020864,0.2783883,-0.2575243
14,0.3232463,0.88767946,"('antisocial', 'social')",-0.7338371,0.06418516,-0.85114056,-0.5203863,-0.4205771,0.1438261,-0.5644032
1,-0.32115996,-0.6264227,"('unfriendly', 'friendly')",0.39891082,0.058520466,1.7040489,1.6106689,0.5939333,0.3475889,0.2463444
81,-0.31665632,0.18066065,"('submissive', 'aggressive')",0.19635008,0.5398244,-0.80421597,-0.76702595,-0.3081741,-0.0155136,-0.2926605
53,-0.28115612,-0.4197681,"('uncreative', 'creative')",-0.6370206,-0.85807717,0.5832085,0.57829845,-0.1116561,-0.2331823,0.1215262
65,0.27817655,0.50894,"('insecure', 'secure')",-0.6850854,-0.3311186,-0.23923595,-0.22288351,-0.2153816,-0.0150207,-0.2003609
37,-0.27388388,-0.4687134,"('fake', 'genuine')",-0.77463937,-0.741142,0.18923947,0.1343424,-0.2864279,-0.3585043,0.0720764
32,0.26321062,0.5548435,"('unkind', 'kind')",0.31925344,0.2789528,1.1434834,1.0074319,0.5753158,0.6137427,-0.0384269
52,-0.2605469,-0.43959832,"('irrational', 'rational')",-0.2707867,-0.30761248,0.18181542,0.03170505,-0.1165061,-0.2385019,0.1219958
54,0.24883917,0.21311314,"('incapable', 'capable')",-0.25072736,-0.39510083,1.2415413,1.1162431,0.4132177,0.3114185,0.1017992
30,0.23475075,0.6790148,"('intolerant', 'tolerant')",0.05627241,0.4030279,0.63684773,0.95866877,0.3092903,0.6802371,-0.3709468
66,-0.22696155,-0.19017383,"('inactive', 'active')",-1.200001,-1.3093641,1.000745,0.87603104,-0.1420725,-0.2078356,0.0657631
79,0.22522865,0.16897765,"('wavering', 'unwavering')",-0.93241453,-0.9903772,0.011145508,0.21682432,-0.2320134,-0.2015251,-0.0304883
27,-0.21893016,-0.29011387,"('hardhearted', 'softhearted')",-0.311194,-0.6570232,1.5841166,1.3564258,0.3513308,0.1364296,0.2149012
41,0.19337142,0.52210146,"('unforgiving', 'forgiving')",0.38190904,0.49535573,-0.08301958,-0.07197923,0.1640869,0.3151593,-0.1510724
71,0.18736416,0.40877765,"('diffident', 'self-confident')",1.3445512,1.1142968,0.75191027,0.46155077,0.7612752,0.6615417,0.0997335
51,0.1830435,0.4145834,"('uneducated', 'educated')",-0.14197716,0.14059961,0.48493668,0.5226129,0.1753343,0.3592653,-0.183931
86,0.1634207,0.33428788,"('uninfluential', 'influential')",-0.002357971,0.07292704,-0.33318284,-0.43334436,-0.0573734,-0.0087098,-0.0486636
26,-0.15987235,-0.02966743,"('hardhearted', 'benevolent')",1.3126339,1.1621317,1.5455017,1.5100064,0.8994211,0.8808236,0.0185975
44,-0.15752369,-0.36812457,"('prejudiced', 'unprejudiced')",-1.0475925,-1.2426014,-1.2583499,-1.5158046,-0.8211554,-1.0421769,0.2210215
42,-0.15376602,-0.0787834,"('unreliable', 'reliable')",-0.2466645,-0.417984,-2.8434367,-3.1048098,-1.0812891,-1.2005258,0.1192367
19,0.1530511,0.038271233,"('inhospitable', 'hospitable')",-0.6779382,-0.9278897,0.013907742,0.045410186,-0.1703265,-0.2814027,0.1110762
68,-0.15072796,-0.21971825,"('dependent', 'independent')",-0.8174287,-0.64015716,-0.57954377,-0.4671514,-0.5159001,-0.4423423,-0.0735578
20,-0.1353526,-0.32535437,"('rough', 'thoughtful')",0.26176402,0.3061645,1.0330997,1.1052684,0.3865037,0.3620262,0.0244775
78,-0.1350347,-0.08809452,"('nonresilient', 'resilient')",1.7936684,1.6846375,0.5916346,0.52607137,0.7500894,0.7075381,0.0425513
3,-0.13459656,-0.10868005,"('repellent', 'pleasant')",-1.4638643,-1.1757245,-0.026632467,-0.0509765,-0.5416978,-0.445127,-0.0965708
43,0.13399696,0.3285884,"('irresponsible', 'responsible')",-0.16260426,-0.2512319,0.2242679,0.2835028,0.0652202,0.1202864,-0.0550662
35,0.1134898,0.019507676,"('corrupt', 'incorrupt')",-0.23840976,-0.3741693,-0.09232726,0.015229339,-0.0724157,-0.1131441,0.0407284
23,0.104991004,0.22783744,"('insincere', 'sincere')",-0.64048404,-0.55337155,5.649176,5.8189673,1.7045611,1.8311443,-0.1265832
82,-0.1023959,0.080287255,"('poor', 'rich')",-0.025307238,0.088047795,6.5033503,6.6689034,2.1252157,2.2790794,-0.1538637
38,-0.071851745,0.109583445,"('untruthful', 'truthful')",-0.4176405,-0.5044626,-0.2425146,0.016574517,-0.2440023,-0.1261016,-0.1179007
34,-0.06085822,0.19534475,"('mean', 'honorable')",-0.31144476,-0.34558988,6.2847047,6.4234147,1.9708006,2.0910565,-0.1202559
88,-0.05692674,-0.005694572,"('low', 'eminent')",-0.29691988,-0.2415669,0.23678407,0.34387854,-0.0390208,0.0322057,-0.0712265
77,0.052907906,-0.012496885,"('unmotivated', 'motivated')",0.42072383,0.27288514,-1.391266,-1.4679065,-0.3058781,-0.4025061,0.096628
49,0.036018595,0.27840224,"('unable', 'able')",0.3407537,0.3824135,0.1588737,0.2570817,0.1785487,0.3059658,-0.1274171
21,-0.024371546,0.16525602,"('immoral', 'moral')",-0.50547415,-0.13353351,-1.0029821,-0.9167476,-0.5109426,-0.2950084,-0.2159342
10,0.021345856,0.30404457,"('unsympathetic', 'sympathetic')",-1.3825014,-1.1967804,-0.6203588,-0.5651852,-0.6605048,-0.4859737,-0.1745311
59,-0.013282314,0.08160427,"('foolish', 'wise')",0.39815632,0.34302762,0.3784939,0.45139542,0.254456,0.2920091,-0.0375531
83,0.0051619746,0.10382475,"('powerless', 'powerful')",0.29559535,0.26095068,-1.0469885,-1.1250846,-0.2487437,-0.2534364,0.0046927
50,-0.0006888956,-0.2955203,"('clumsy', 'skillful')",-0.12344758,-0.344855,0.439838,0.34207147,0.1052338,-0.0994346,0.2046684
