,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
52,0.55324554,0.7707254,"('irrational', 'rational')",-0.52449346,-0.44096565,-0.34025764,-0.6510123,-0.1038352,-0.1070842,0.003249
35,0.53218037,0.76650053,"('corrupt', 'incorrupt')",0.5375948,0.7745989,-1.14354,-1.371291,-0.0245883,0.0566028,-0.0811911
67,0.52985644,0.2444502,"('doubtful', 'determined')",0.8363927,0.6093881,-0.33092648,-0.6730435,0.3451076,0.0602649,0.2848427
38,-0.51729274,-0.2544372,"('untruthful', 'truthful')",0.039673455,-0.06259014,-0.44298914,-0.40401715,-0.3068695,-0.2403482,-0.0665213
28,-0.5090411,-0.09648524,"('disloyal', 'loyal')",-0.4836951,-0.3248832,0.8556651,1.1183157,-0.0456904,0.2323158,-0.2780062
36,-0.50519884,-0.270704,"('hostile', 'amicable')",-0.6707015,-0.54045,-0.71208405,-1.1048182,-0.6293281,-0.6386574,0.0093293
44,-0.4923282,-0.870466,"('prejudiced', 'unprejudiced')",-0.748629,-0.9957766,-1.0474879,-1.3923324,-0.762815,-1.0861917,0.3233767
72,0.4632649,0.28139865,"('unambitious', 'ambitious')",0.13411191,-0.08498169,-0.3777724,-0.27424535,0.0732015,-0.0259428,0.0991443
75,0.43000916,0.6449756,"('meek', 'impulsive')",0.5332742,0.79079294,-0.49262327,-0.58149046,0.1568867,0.2847594,-0.1278727
68,-0.39146513,-0.63447624,"('dependent', 'independent')",-1.1169639,-1.3728843,-1.049335,-1.1619903,-0.852588,-1.0564502,0.2038622
77,-0.3845396,-0.5790093,"('unmotivated', 'motivated')",0.4434134,0.30756247,-0.8914529,-0.7723242,-0.2775264,-0.3479237,0.0703973
49,0.3837548,0.5097865,"('unable', 'able')",0.22784099,0.42676547,-0.39732695,-0.13616598,0.0714229,0.2667953,-0.1953724
73,0.38329503,0.8439847,"('helpless', 'self-reliant')",-0.42071614,-0.19102553,-3.2352798,-3.0632713,-1.0909003,-0.8034374,-0.2874629
26,0.33783174,0.82236564,"('hardhearted', 'benevolent')",-0.18134116,0.01034786,1.058464,1.2821828,0.4049849,0.7049654,-0.2999805
53,0.33465126,0.90961486,"('uncreative', 'creative')",-0.2590906,0.18996006,0.13352114,0.44349542,0.0696939,0.5143568,-0.4446629
47,0.3332484,-0.12898952,"('stupid', 'smart')",0.41652992,-0.21742576,5.0502677,4.6496677,1.9333487,1.4344174,0.4989313
18,-0.33319843,-0.16294342,"('disagreeable', 'welcoming')",-0.5892272,-0.4263299,-1.0061815,-0.9151372,-0.642869,-0.5014702,-0.1413988
66,-0.31856006,-0.6777147,"('inactive', 'active')",-0.34252542,-0.5065093,0.42486456,0.20907342,-0.0787403,-0.3250502,0.2463099
48,0.28147185,0.45963296,"('unintelligent', 'intelligent')",0.49588743,0.5999783,0.27932653,0.71359783,0.3522286,0.5910697,-0.2388411
7,-0.28107512,-0.13554917,"('insensitive', 'sensitive')",-0.77633655,-0.8607215,0.40184197,0.7136584,-0.2185232,-0.0942041,-0.1243191
62,0.2642407,0.22225931,"('incompetent', 'brilliant')",-0.22267076,-0.22718707,0.39886683,0.7205648,0.1468123,0.2385457,-0.0917334
1,0.2582186,0.90480065,"('unfriendly', 'friendly')",-0.065572605,0.18760768,0.4803999,0.5777963,0.2243486,0.5567349,-0.3323863
74,0.25354525,0.22944883,"('undedicated', 'dedicated')",0.38607988,0.19318075,-0.3219267,-0.25954857,0.1058995,0.0543603,0.0515392
31,-0.24546996,0.46601498,"('evil', 'good')",-0.4123,0.16898341,-1.4412491,-1.4867631,-0.699673,-0.2839216,-0.4157514
19,-0.23980984,0.13195062,"('inhospitable', 'hospitable')",-0.56163216,-0.16364457,-0.92509544,-0.74780995,-0.5755125,-0.2598346,-0.3156779
23,0.23423783,-0.08225793,"('insincere', 'sincere')",0.15666054,-0.28059953,5.723499,5.584663,2.0381323,1.7406019,0.2975304
11,0.20993486,0.14777677,"('unhelpful', 'helpful')",0.32930696,0.16970383,1.9040109,2.1305394,0.8144175,0.8160067,-0.0015892
79,-0.19702823,-0.19608127,"('wavering', 'unwavering')",0.4064235,0.5689864,-0.58715,-0.75834846,-0.1259182,-0.1284811,0.0025629
85,0.19165277,0.49733824,"('insignificant', 'prestigious')",0.833718,1.0384984,-0.9885937,-1.1181377,0.012259,0.139233,-0.126974
29,-0.17359601,-0.120059565,"('unfair', 'fair')",-0.3368122,-0.43782264,-0.38033846,-0.5598418,-0.2969156,-0.3725746,0.075659
16,0.14195047,0.25953883,"('unpopular', 'popular')",0.3106018,0.396554,0.5859549,0.3666115,0.3461691,0.3409015,0.0052676
6,-0.12902442,0.3233224,"('distant', 'open')",-0.7130455,-0.5747041,-0.98026645,-1.1440883,-0.6074454,-0.4651567,-0.1422887
78,0.12802874,0.062954426,"('nonresilient', 'resilient')",0.4845871,0.6868414,0.21536328,0.4220105,0.275993,0.3906021,-0.1146091
5,0.106548786,0.45984867,"('distant', 'outgoing')",-0.18477598,-0.01927168,-1.0604087,-1.1558818,-0.3795453,-0.2384349,-0.1411104
83,0.09694027,0.041307487,"('powerless', 'powerful')",0.107253164,-0.08271355,-1.0456593,-0.884128,-0.2804886,-0.3085113,0.0280227
88,0.09068678,-0.09382394,"('low', 'eminent')",0.3495933,0.12566957,-0.571567,-0.6345665,-0.0437623,-0.200907,0.1571447
12,0.062244065,0.1985915,"('unsupportive', 'supportive')",-0.1338153,-0.0416452,-2.275126,-1.7470412,-0.7822324,-0.5300316,-0.2522008
87,0.04526718,-0.39679,"('unsuccessful', 'successful')",0.9089467,0.54001325,1.268555,1.1130476,0.7409229,0.418757,0.3221659
20,-0.044414453,-0.021206945,"('rough', 'thoughtful')",0.49185345,0.4536887,1.0029604,1.1136936,0.4834665,0.5153918,-0.0319253
56,0.04016725,0.042767636,"('impractical', 'practical')",0.6788696,0.39197052,-0.40100175,-0.17992304,0.1060117,0.0849384,0.0210733
80,-0.04010801,-0.584291,"('dominated', 'dominating')",-0.14172453,-0.44751182,-0.53408146,-0.39252645,-0.238638,-0.4747764,0.2361384
32,0.034338776,0.1452777,"('unkind', 'kind')",-0.096421026,-0.31624055,0.66805923,0.81668735,0.2019923,0.2152415,-0.0132492
61,-0.0023596026,-0.00016819686,"('illogical', 'logical')",-0.48562568,-0.6704047,0.66261095,0.596753,0.0582086,-0.0246066,0.0828152
