,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
74,2.516868,2.2246199,"('undedicated', 'dedicated')",2.05105,1.8894427,0.20599255,0.08702995,1.5913035,1.4003641,0.1909394
39,2.4817667,2.3204148,"('exploitative', 'cooperative')",2.158807,1.958759,0.74136364,0.6398316,1.793979,1.6396685,0.1543105
12,2.4615965,2.3332508,"('unsupportive', 'supportive')",1.5432104,1.4521791,-1.0545812,-1.2005302,0.9834086,0.8616333,0.1217753
30,2.4382439,2.2074368,"('intolerant', 'tolerant')",1.1880286,1.1393837,-0.80845106,-0.73728204,0.9392738,0.8698461,0.0694277
4,-2.4047916,-2.22634,"('disliked', 'liked')",-0.06764266,-0.0009875707,-2.4986122,-2.7148793,-1.6570155,-1.6474023,-0.0096132
52,-2.366284,-1.9754959,"('irrational', 'rational')",-0.8153309,-0.61569387,0.4119896,0.47152978,-0.9232084,-0.7065534,-0.216655
8,-2.3290222,-2.2388566,"('unaffectionate', 'affectionate')",-0.5144322,-0.4017556,0.7346816,0.7693494,-0.7029243,-0.6237543,-0.07917
57,2.1914108,1.6335367,"('unimaginative', 'imaginative')",-0.0719696,-0.43913996,-1.6560011,-1.9691195,0.1544801,-0.2582409,0.412721
59,-2.1499102,-1.6442577,"('foolish', 'wise')",-0.15920688,0.063185215,0.35381496,0.3568958,-0.6517674,-0.4080589,-0.2437085
77,2.110234,1.7432555,"('unmotivated', 'motivated')",0.7207762,0.57174444,-0.031787943,-0.13929647,0.9330742,0.7252345,0.2078397
32,2.0429626,1.6440946,"('unkind', 'kind')",0.87333536,0.77055025,0.45715564,0.4289017,1.1244845,0.9478488,0.1766357
58,2.0138333,1.619995,"('undiscriminating', 'discriminating')",0.3774265,0.060846534,0.47173065,0.20275868,0.9543301,0.6278667,0.3264634
3,1.995783,1.6758292,"('repellent', 'pleasant')",-0.3320196,-0.40220833,-0.8577361,-0.93934304,0.2686758,0.1114259,0.1572499
1,-1.9280598,-1.99865,"('unfriendly', 'friendly')",-1.1156952,-1.2505165,1.5591404,1.3885978,-0.4948715,-0.6201895,0.125318
86,1.8729788,1.4485624,"('uninfluential', 'influential')",0.083644904,-0.16869935,-1.0175347,-1.21031,0.3130296,0.0231843,0.2898453
22,1.8563248,1.3852363,"('untrustworthy', 'trustworthy')",0.3826568,0.05170232,-1.2659838,-1.4935538,0.3243326,-0.0188717,0.3432043
51,1.8264482,1.4921589,"('uneducated', 'educated')",0.46133858,0.43328196,-1.4742355,-1.4093585,0.2711837,0.1720274,0.0991563
48,1.7516005,1.3954586,"('unintelligent', 'intelligent')",0.12102401,-0.06745817,-1.1195737,-1.119459,0.2510169,0.0695138,0.1815031
37,1.7208185,1.6369461,"('fake', 'genuine')",1.1839437,1.0570914,-0.6558351,-0.6201896,0.7496424,0.6912826,0.0583598
61,1.7048087,1.4839936,"('illogical', 'logical')",-0.072942495,-0.38272953,0.0108662695,-0.1560098,0.5475775,0.3150848,0.2324927
41,1.6451162,1.3162842,"('unforgiving', 'forgiving')",1.2132052,1.0461614,0.20764242,0.008690128,1.0219879,0.7903786,0.2316093
26,-1.6433533,-1.8617376,"('hardhearted', 'benevolent')",-0.010299526,-0.17331555,1.5281018,1.3328565,-0.0418504,-0.2340656,0.1922152
84,1.6304635,1.6135507,"('inferior', 'superior')",0.31620362,0.27398932,-0.20487024,-0.24020685,0.580599,0.549111,0.031488
75,-1.5560182,-1.2738181,"('meek', 'impulsive')",-1.027337,-0.8404386,-0.038252797,0.012508385,-0.8738693,-0.7005828,-0.1732865
44,-1.4925835,-1.3235549,"('prejudiced', 'unprejudiced')",-0.38190502,-0.41092733,-1.0293833,-0.9499241,-0.9679573,-0.8948021,-0.0731552
42,1.473813,1.3361279,"('unreliable', 'reliable')",1.2127398,1.1461965,-1.0631866,-1.1337686,0.5411221,0.4495186,0.0916035
28,1.4072287,1.106606,"('disloyal', 'loyal')",1.0323741,0.91594,-0.122985974,-0.122521274,0.7722056,0.6333416,0.138864
24,1.340064,1.0365576,"('dishonest', 'honest')",1.2596769,0.93973595,-0.6485114,-0.69050545,0.6504099,0.428596,0.2218139
64,1.2743196,1.0792032,"('shy', 'confident')",0.7650622,0.50697696,-3.7421246,-3.9100826,-0.5675809,-0.7746341,0.2070532
72,1.1808447,1.0227494,"('unambitious', 'ambitious')",0.5379623,0.4599844,-0.94432664,-0.9120469,0.2581601,0.190229,0.0679311
88,-1.0553572,-1.1859331,"('low', 'eminent')",-1.474495,-1.4723952,-0.4005765,-0.31404632,-0.9768097,-0.9907916,0.0139819
17,-1.0481805,-0.9234144,"('nasty', 'nice')",-0.47574708,-0.43498158,0.24476326,0.26790258,-0.4263881,-0.3634978,-0.0628903
20,1.0370926,0.9422982,"('rough', 'thoughtful')",0.3500591,0.23489802,-0.050185338,-0.04629959,0.4456555,0.3769655,0.06869
66,-1.0313157,-1.0162753,"('inactive', 'active')",-0.07985103,-0.18497099,1.4143443,1.3391604,0.1010592,0.0459714,0.0550878
68,1.0202134,0.9109534,"('dependent', 'independent')",-0.1337076,-0.41843638,-1.7130686,-1.7865331,-0.2755209,-0.4313387,0.1558178
19,-1.0197428,-0.81934017,"('inhospitable', 'hospitable')",-0.1264422,-0.04757302,-0.28200918,-0.234129,-0.4760648,-0.3670141,-0.1090507
87,1.0078355,0.79332423,"('unsuccessful', 'successful')",0.6410645,0.4795032,0.86750764,0.7430578,0.8388026,0.6719617,0.1668409
67,0.9296912,1.1312029,"('doubtful', 'determined')",1.2473904,1.398167,-0.2147947,-0.1442726,0.6540956,0.7950324,-0.1409368
47,0.82741374,0.56739813,"('stupid', 'smart')",0.27578294,0.23442616,2.1033654,2.1335042,1.068854,0.9784428,0.0904112
50,-0.7885546,-0.537302,"('clumsy', 'skillful')",-0.34392133,-0.12229143,0.33781755,0.37650847,-0.2648861,-0.0943617,-0.1705244
27,0.7502888,0.6026805,"('hardhearted', 'softhearted')",0.0894916,-0.054845445,0.007594567,0.013697015,0.2824583,0.1871774,0.0952809
54,-0.7210362,-0.7416956,"('incapable', 'capable')",-0.19231308,-0.16466703,1.4838091,1.4644191,0.1901533,0.1860188,0.0041345
83,0.70526785,0.50910807,"('powerless', 'powerful')",0.59847325,0.37382555,0.2907554,0.20815751,0.5314988,0.3636971,0.1678017
40,0.6044269,0.5169972,"('stingy', 'generous')",1.1499408,1.0135717,-0.46932617,-0.61150837,0.4283472,0.3063535,0.1219937
71,0.5945319,0.5762643,"('diffident', 'self-confident')",1.1246668,1.0008949,0.75822055,0.688861,0.8258065,0.7553401,0.0704664
38,0.568263,0.6321514,"('untruthful', 'truthful')",0.8478006,0.83615977,0.5543186,0.38354477,0.6567941,0.6172853,0.0395088
78,-0.34226522,-0.37816447,"('nonresilient', 'resilient')",-0.68188065,-0.6729315,1.0374017,0.9313647,0.0044186,-0.0399104,0.044329
18,-0.33040798,-0.40083903,"('disagreeable', 'welcoming')",-0.06953,-0.033305254,-0.48437196,-0.5271883,-0.29477,-0.3204442,0.0256742
15,-0.30877241,-0.27827975,"('boring', 'funny')",0.34680247,0.31932792,1.2937208,1.3329272,0.443917,0.4579918,-0.0140748
33,-0.2776386,-0.045286767,"('wrong', 'right')",0.48713428,0.4339045,0.9633968,0.9008652,0.3909642,0.4298277,-0.0388635
73,-0.24577051,0.044754423,"('helpless', 'self-reliant')",0.8478211,0.9413242,-1.195926,-1.1883887,-0.1979584,-0.0674367,-0.1305217
49,0.23017581,0.117430955,"('unable', 'able')",-0.8157461,-0.80836976,-0.82091177,-0.85086095,-0.4688274,-0.5139333,0.0451059
34,-0.16131952,-0.38052425,"('mean', 'honorable')",0.12754618,0.1658733,2.791111,2.8548405,0.9191125,0.8800632,0.0390493
29,-0.14462975,-0.22169837,"('unfair', 'fair')",0.039817825,-0.15042108,-0.3682425,-0.5172512,-0.1576848,-0.2964569,0.1387721
82,0.14100547,-0.024788857,"('poor', 'rich')",-1.8264016,-1.4475935,1.4796939,1.8053181,-0.0685674,0.1109786,-0.179546
53,0.13333486,-0.07541011,"('uncreative', 'creative')",-0.9546927,-1.0740069,1.2907982,1.2055552,0.1564801,0.0187127,0.1377674
9,0.115117654,0.06883012,"('unaffectionate', 'caring')",0.03908802,-0.009482257,1.3237475,1.2957542,0.4926511,0.4517007,0.0409504
2,0.07337497,0.03762176,"('unlikable', 'likable')",1.1465228,0.9785037,0.9401841,0.88991714,0.7200273,0.6353475,0.0846798
