,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
55,5.2895436,4.653236,"('incompetent', 'clever')",1.7785705,1.4465277,-1.6615783,-1.6810528,1.8021787,1.4729037,0.329275
31,-5.064444,-4.676331,"('evil', 'good')",-1.5133235,-1.579355,0.45013866,0.3638724,-2.0425429,-1.9639378,-0.0786051
10,4.9903955,4.3907924,"('unsympathetic', 'sympathetic')",1.2546725,0.8853625,-1.7147495,-1.780668,1.5101062,1.1651623,0.3449439
60,4.9154005,4.2034054,"('inefficient', 'efficient')",1.8214622,1.6754628,-0.75754684,-0.8271427,1.9931053,1.6839085,0.3091968
46,4.8036065,4.1040015,"('uncompetitive', 'competitive')",1.3802855,1.0420024,-0.95582783,-1.2601132,1.7426882,1.2952968,0.4473914
7,4.8015018,4.225685,"('insensitive', 'sensitive')",1.5534699,1.2659582,-0.06499577,-0.19481099,2.0966587,1.7656109,0.3310478
21,4.6391263,4.294343,"('immoral', 'moral')",1.1319824,0.9545238,-1.3948632,-1.4562919,1.4587485,1.2641917,0.1945568
36,-4.388728,-4.0751944,"('hostile', 'amicable')",-1.7765148,-1.7523965,1.8316872,1.6918495,-1.4445187,-1.3785804,-0.0659383
80,4.3443856,3.8491116,"('dominated', 'dominating')",1.641731,1.4610808,-1.0463623,-1.1489629,1.6465847,1.3870764,0.2595083
35,-4.288141,-3.6398616,"('corrupt', 'incorrupt')",-0.7790539,-0.7008688,1.0216433,1.0345341,-1.3485173,-1.1020654,-0.2464519
85,-4.095484,-3.528374,"('insignificant', 'prestigious')",-1.3177776,-1.3007777,1.5506643,1.4655461,-1.2875323,-1.1212018,-0.1663305
62,4.0828238,3.5132654,"('incompetent', 'brilliant')",1.3872259,1.3099138,-0.35305977,-0.3275498,1.7056634,1.4985431,0.2071203
79,-3.8373742,-3.3624504,"('wavering', 'unwavering')",-0.4834025,-0.42953324,1.3211982,1.2922897,-0.9998596,-0.8332313,-0.1666283
14,3.709307,3.0872247,"('antisocial', 'social')",1.367094,1.0614709,-1.2543695,-1.3800603,1.2740104,0.9228784,0.351132
6,-3.6957102,-3.3537028,"('distant', 'open')",-0.5723016,-0.5119092,1.2818396,1.230292,-0.9953908,-0.8784401,-0.1169507
69,-3.662028,-3.3279119,"('lazy', 'industrious')",-0.6844264,-0.5472756,1.2747768,1.2579181,-1.0238926,-0.8724231,-0.1514695
56,3.5925322,3.0733824,"('impractical', 'practical')",1.6938462,1.643778,-0.11274419,-0.10580324,1.7245447,1.5371191,0.1874256
5,-3.5692239,-3.2482388,"('distant', 'outgoing')",-0.6536034,-0.53492105,1.2056018,1.2067952,-1.0057419,-0.8587882,-0.1469537
23,3.5544043,3.139494,"('insincere', 'sincere')",1.7013694,1.6611396,2.9167218,2.981511,2.724165,2.5940482,0.1301168
43,3.46859,3.0627968,"('irresponsible', 'responsible')",1.5027429,1.2626545,-0.80134916,-0.91963977,1.3899946,1.1352705,0.2547241
13,3.3095362,2.9218102,"('impolite', 'polite')",0.97018945,0.858194,-0.6690835,-0.7259689,1.2035473,1.0180117,0.1855356
81,3.2824078,2.8025348,"('submissive', 'aggressive')",0.8798217,0.8099884,-1.9288776,-1.8355566,0.7444506,0.5923222,0.1521284
65,3.2562754,2.8231747,"('insecure', 'secure')",0.7902992,0.5171698,-0.7559045,-0.8554793,1.0968901,0.8282884,0.2686017
11,3.1168933,2.822078,"('unhelpful', 'helpful')",1.3412241,1.308314,0.30288658,0.33926788,1.5870013,1.4898866,0.0971147
70,2.9524295,2.5129304,"('lethargic', 'energetic')",0.9606631,0.8189745,-1.0866317,-1.0864203,0.9421536,0.7484949,0.1936587
45,2.868183,2.2581663,"('incompetent', 'competent')",1.1996845,0.96519977,-1.4213313,-1.5407146,0.8821786,0.5608838,0.3212948
0,2.8120315,2.1692572,"('unsociable', 'sociable')",0.3952756,0.032913923,-0.435714,-0.67480063,0.9238644,0.5091235,0.4147409
76,2.7918932,2.469473,"('anxious', 'daring')",1.4438171,1.2865559,-0.2288359,-0.1995453,1.3356247,1.1854944,0.1501303
63,2.721354,2.4430087,"('unperceptive', 'insightful')",0.9251361,0.8908387,0.4429124,0.27195022,1.3631342,1.2019325,0.1612017
16,-2.6445801,-2.4072561,"('unpopular', 'popular')",-1.8041954,-1.5365149,0.40832198,0.45549032,-1.3468178,-1.1627602,-0.1840576
25,-2.5976336,-2.3537912,"('egoistic', 'altruistic')",-1.090169,-0.9925065,1.1404912,1.1665206,-0.8491038,-0.7265924,-0.1225114
