,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
43,-1.2916235,-1.2161374,"('irresponsible', 'responsible')",-1.429074,-1.5027763,0.31374362,0.44757187,-0.8023179,-0.7571139,-0.045204
21,-1.2682829,-1.4829491,"('immoral', 'moral')",-1.4664477,-1.5458852,-0.58616483,-0.16539231,-1.1069652,-1.0647422,-0.042223
22,-1.2447078,-1.4096284,"('untrustworthy', 'trustworthy')",-1.0718929,-1.2298706,-0.72991335,-0.5518192,-1.0155047,-1.0637727,0.048268
32,-1.237269,-1.2103068,"('unkind', 'kind')",-1.4696554,-1.5246767,0.95292926,0.80416137,-0.5846651,-0.6436074,0.0589423
65,-1.2138929,-1.386288,"('insecure', 'secure')",-1.3431072,-1.4073315,-0.27127925,0.12342322,-0.9427598,-0.8900655,-0.0526943
58,-1.1231538,-1.1344258,"('undiscriminating', 'discriminating')",-1.1009879,-1.3326765,-0.24502766,-0.41733724,-0.8230564,-0.9614798,0.1384234
34,-1.1007987,-1.183681,"('mean', 'honorable')",-0.88509774,-0.7500528,5.872039,6.243495,1.2953808,1.436587,-0.1412062
82,-1.1005634,-1.222471,"('poor', 'rich')",-1.4112421,-1.4606408,6.4508977,6.9822073,1.3130307,1.4330319,-0.1200012
33,1.087538,1.098741,"('wrong', 'right')",1.2064048,1.1064104,-0.7564748,-0.98837733,0.5124894,0.4055914,0.106898
88,-1.0727702,-1.1168271,"('low', 'eminent')",-1.9634215,-2.0034175,-0.38594607,-0.36498508,-1.1407126,-1.1617432,0.0210306
17,-1.0566958,-1.1538368,"('nasty', 'nice')",-0.2596088,-0.24866726,-0.521708,-0.53059465,-0.6126709,-0.6443663,0.0316954
12,-1.0342827,-1.1001976,"('unsupportive', 'supportive')",-0.8063882,-1.0015723,-2.001993,-2.2159832,-1.2808879,-1.4392509,0.158363
67,1.0301082,0.87848264,"('doubtful', 'determined')",1.1309175,1.0492942,-0.45984292,-0.5715907,0.5670609,0.4520621,0.1149988
69,0.97402346,1.0975995,"('lazy', 'industrious')",2.2677612,2.4928174,-0.59940565,-1.075716,0.8807929,0.8382336,0.0425593
24,-0.9625171,-1.1378397,"('dishonest', 'honest')",-1.0436703,-1.2596301,0.40867424,0.334893,-0.5325044,-0.6875256,0.1550212
70,-0.955797,-1.1734493,"('lethargic', 'energetic')",-1.2203938,-1.488922,0.10174817,0.50931585,-0.6914809,-0.7176851,0.0262042
60,-0.9301992,-1.052083,"('inefficient', 'efficient')",-1.2264693,-1.2559134,-0.2790619,0.09618872,-0.8119102,-0.7372692,-0.074641
85,0.92428374,1.085705,"('insignificant', 'prestigious')",0.56968486,0.63031304,0.23755375,-0.41140404,0.5771741,0.4348714,0.1423027
81,-0.91083175,-1.0345954,"('submissive', 'aggressive')",-1.6341928,-1.7566353,-0.9918432,-0.7327667,-1.178956,-1.1746658,-0.0042902
7,-0.8817838,-1.0362834,"('insensitive', 'sensitive')",-0.9166863,-1.1036577,0.5967441,0.64993525,-0.4005753,-0.4966687,0.0960934
54,-0.87681633,-0.772522,"('incapable', 'capable')",-0.8713053,-0.8908507,0.7988775,0.88749045,-0.3164147,-0.2586274,-0.0577873
18,-0.8468419,-0.8623418,"('disagreeable', 'welcoming')",-1.2981274,-1.2179327,-0.5776712,-0.66846365,-0.9075468,-0.9162461,0.0086993
61,-0.7969621,-0.9499621,"('illogical', 'logical')",-0.93649644,-1.1376933,0.4668379,0.447051,-0.4222069,-0.5468681,0.1246612
59,0.79618543,1.0014347,"('foolish', 'wise')",0.93231684,0.96627665,0.38051286,0.06557673,0.7030051,0.6777627,0.0252424
40,-0.78694224,-0.89336073,"('stingy', 'generous')",-0.38852477,-0.5469104,-1.8979712,-2.3222044,-1.0244794,-1.2541585,0.2296791
76,-0.7509366,-0.9529076,"('anxious', 'daring')",-1.1082072,-1.2577589,-0.46746552,0.038834278,-0.7755365,-0.723944,-0.0515925
78,-0.74980557,-0.6678805,"('nonresilient', 'resilient')",-0.39137036,-0.35083035,0.54983795,0.7196843,-0.1971127,-0.0996755,-0.0974372
14,-0.7019606,-0.8799354,"('antisocial', 'social')",-0.94957036,-1.0947893,-0.3497654,-0.20791705,-0.6670988,-0.7275472,0.0604484
15,0.6960198,0.62743354,"('boring', 'funny')",0.67829365,0.6573744,-0.07990762,-0.37662882,0.4314686,0.3027264,0.1287422
55,-0.6789117,-0.81899023,"('incompetent', 'clever')",-1.517318,-1.6296773,0.08509706,0.52547723,-0.7037109,-0.6410635,-0.0626474
30,-0.66018444,-0.7813429,"('intolerant', 'tolerant')",-0.9844084,-1.1070341,0.35552043,0.29867792,-0.4296908,-0.5298997,0.1002089
9,-0.65476173,-0.58999336,"('unaffectionate', 'caring')",-0.7888895,-0.8953473,1.4245876,1.1431159,-0.0063545,-0.1140749,0.1077204
38,-0.6516702,-0.6885921,"('untruthful', 'truthful')",-0.38102323,-0.56136787,-0.43759954,-0.6421296,-0.4900976,-0.6306965,0.1405989
16,-0.5888339,-0.5441183,"('unpopular', 'popular')",-0.714314,-0.74197435,0.34383523,0.1962095,-0.3197709,-0.3632944,0.0435235
68,-0.5487283,-0.60897934,"('dependent', 'independent')",-0.7111348,-0.7340152,-0.8059932,-0.84900284,-0.6886188,-0.7306658,0.042047
29,-0.545315,-0.6192366,"('unfair', 'fair')",0.09019495,0.022675347,-0.40407565,-0.5497324,-0.2863986,-0.3820979,0.0956993
75,0.5263849,0.6137875,"('meek', 'impulsive')",0.60794073,0.7436786,-0.7896145,-0.9653765,0.1149037,0.1306965,-0.0157928
42,0.51381457,0.4512232,"('unreliable', 'reliable')",0.06422682,-0.15590815,-3.372175,-3.286644,-0.9313779,-0.9971097,0.0657318
52,0.5025464,0.58107287,"('irrational', 'rational')",0.04794179,0.08006251,0.3497389,-0.05465064,0.3000757,0.2021616,0.0979141
13,-0.49416006,-0.73073596,"('impolite', 'polite')",-0.22250026,-0.3760903,-0.7440186,-0.66926104,-0.486893,-0.5920291,0.1051361
8,-0.47610265,-0.4054617,"('unaffectionate', 'affectionate')",-0.31412798,-0.37916067,0.9986344,0.61244375,0.0694679,-0.0573929,0.1268608
20,-0.46461603,-0.36882758,"('rough', 'thoughtful')",-0.44102943,-0.43033472,1.0177362,1.1063738,0.0373636,0.1024038,-0.0650402
47,-0.4416012,-0.46112198,"('stupid', 'smart')",-0.08678312,-0.11425806,5.6986947,6.125096,1.7234368,1.8499053,-0.1264685
19,-0.3565529,-0.30665112,"('inhospitable', 'hospitable')",-0.2974021,-0.34669346,-0.33775178,-0.39328012,-0.3305689,-0.3488749,0.018306
39,0.32382426,0.48035514,"('exploitative', 'cooperative')",0.38110337,0.53365374,0.021585604,0.13810971,0.2421711,0.3840395,-0.1418684
83,-0.31805742,-0.1278749,"('powerless', 'powerful')",-0.60436654,-0.58295476,-1.4422698,-1.1365383,-0.7882312,-0.6157893,-0.1724419
2,-0.31661668,-0.3907446,"('unlikable', 'likable')",-0.5874151,-0.5090799,0.41349277,0.34476066,-0.163513,-0.1850213,0.0215083
37,-0.30700955,-0.5069554,"('fake', 'genuine')",-0.18694791,-0.40391916,0.13007922,0.020317059,-0.1212928,-0.2968525,0.1755597
5,0.3014034,0.48115945,"('distant', 'outgoing')",0.41291732,0.5417512,-0.42257026,-0.85175353,0.0972502,0.0570524,0.0401978
51,-0.297192,-0.5397503,"('uneducated', 'educated')",-1.3169951,-1.4592044,0.39064366,0.54900426,-0.4078478,-0.4833168,0.075469
56,-0.2927742,-0.29258883,"('impractical', 'practical')",-0.1492171,-0.3305121,-0.82002693,-0.53465784,-0.4206727,-0.3859196,-0.0347531
66,-0.2791024,-0.17981532,"('inactive', 'active')",0.23834378,0.33791855,0.49249667,0.47170115,0.1505793,0.2099348,-0.0593555
4,-0.24840966,-0.2978991,"('disliked', 'liked')",0.6221083,0.47055757,-7.16666,-7.8380194,-2.2643204,-2.5551203,0.2907999
27,-0.21383086,-0.2075172,"('hardhearted', 'softhearted')",-0.38180703,-0.30611846,1.3770607,0.9756548,0.2604742,0.1540064,0.1064678
44,0.21187066,0.28483707,"('prejudiced', 'unprejudiced')",0.4198953,0.67261064,-1.4937406,-1.4439803,-0.2873249,-0.1621775,-0.1251474
25,0.19890964,0.26588017,"('egoistic', 'altruistic')",0.8676362,0.8885077,1.5021302,1.3582374,0.8562253,0.8375417,0.0186836
79,-0.1671897,-0.14926678,"('wavering', 'unwavering')",-0.014809842,-0.06159871,-0.34156546,-0.35975602,-0.1745217,-0.1902072,0.0156855
26,-0.15910363,-0.07384977,"('hardhearted', 'benevolent')",0.031780567,0.025635213,1.6945151,1.196681,0.5223974,0.3828222,0.1395752
31,0.13904676,0.26435277,"('evil', 'good')",0.6668716,0.6924995,-0.73849,-1.3591665,0.0224761,-0.1341047,0.1565808
84,0.12277926,0.023292877,"('inferior', 'superior')",0.4047734,0.2511849,1.01523,0.98424655,0.5142608,0.4195748,0.094686
87,0.12108394,0.052704785,"('unsuccessful', 'successful')",0.17143878,0.14646679,1.0221335,1.1359477,0.4382188,0.4450397,-0.0068209
50,0.09129122,-0.086988375,"('clumsy', 'skillful')",0.27409393,0.022538014,0.37298173,0.48511094,0.2461223,0.1402202,0.1059021
6,0.08602342,0.32043737,"('distant', 'open')",0.20708615,0.3630439,-0.2814654,-0.59381956,0.0038814,0.0298872,-0.0260058
80,-0.08325046,-0.09267099,"('dominated', 'dominating')",-0.3217689,-0.32228386,-1.1395442,-0.7645425,-0.5148546,-0.3931658,-0.1216888
64,0.071375296,0.021361265,"('shy', 'confident')",0.08061408,-0.021277323,-6.59163,-6.7173057,-2.1465468,-2.2390739,0.0925271
71,-0.049498927,0.04053152,"('diffident', 'self-confident')",0.8646642,0.8868086,0.5950912,0.4135763,0.4700855,0.4469721,0.0231134
36,0.032480188,0.07177205,"('hostile', 'amicable')",0.5022248,0.542568,0.0687598,-0.22245657,0.2011549,0.1306278,0.0705271
74,0.021628145,-0.0937244,"('undedicated', 'dedicated')",-0.0547722,-0.20394878,-0.12051509,-0.1465631,-0.0512197,-0.1480788,0.0968591
