,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.2051167,-2.0006344,"('unfriendly', 'friendly')",1.8631263,1.9606808,-0.1709952,-0.0199768,-0.1510184
53,-1.7614677,-1.7015826,"('uncreative', 'creative')",0.85756505,0.8807273,-0.4519513,-0.4104276,-0.0415237
19,-1.6826819,-1.5755888,"('inhospitable', 'hospitable')",-0.11130081,-0.012421955,-0.8969914,-0.7940054,-0.102986
9,-1.6710949,-1.5318959,"('unaffectionate', 'caring')",1.0892636,1.2385002,-0.2909157,-0.1466978,-0.1442179
6,-1.6452675,-1.3811018,"('distant', 'open')",0.16352981,0.21448466,-0.7408688,-0.5833086,-0.1575602
36,-1.6264876,-1.6781557,"('hostile', 'amicable')",0.43145114,0.32664877,-0.5975182,-0.6757535,0.0782353
8,-1.532786,-1.3505265,"('unaffectionate', 'affectionate')",0.6079582,0.8660483,-0.4624139,-0.2422391,-0.2201748
66,-1.4195744,-1.4852365,"('inactive', 'active')",0.39187977,0.3332449,-0.5138473,-0.5759958,0.0621485
86,-1.3961425,-1.6244694,"('uninfluential', 'influential')",-0.05396184,-0.27812272,-0.7250522,-0.9512961,0.2262439
31,-1.3586651,-1.0622633,"('evil', 'good')",-0.7812884,-0.81941754,-1.0699768,-0.9408404,-0.1291364
44,1.2436686,1.1240476,"('prejudiced', 'unprejudiced')",-1.1583391,-1.1571716,0.0426647,-0.016562,0.0592267
10,-1.2268411,-1.2462301,"('unsympathetic', 'sympathetic')",-0.63616383,-0.70840675,-0.9315025,-0.9773184,0.0458159
5,-1.2049681,-1.0257071,"('distant', 'outgoing')",-0.37302887,-0.31608933,-0.7889985,-0.6708982,-0.1181003
54,-1.1628375,-1.3819839,"('incapable', 'capable')",1.1746281,1.3078594,0.0058953,-0.0370622,0.0429575
28,-1.0671377,-1.168471,"('disloyal', 'loyal')",0.90683144,0.6911771,-0.0801531,-0.2386469,0.1584938
60,0.99453664,0.9746103,"('inefficient', 'efficient')",0.26053938,0.16208634,0.627538,0.5683483,0.0591897
81,0.98358077,0.54784435,"('submissive', 'aggressive')",-0.61859345,-0.7791687,0.1824937,-0.1156622,0.2981559
24,-0.9607036,-0.93397063,"('dishonest', 'honest')",0.36442527,0.41418123,-0.2981392,-0.2598947,-0.0382445
0,-0.93451744,-1.0092113,"('unsociable', 'sociable')",-0.20433196,-0.337573,-0.5694247,-0.6733922,0.1039675
38,-0.92399377,-0.87695336,"('untruthful', 'truthful')",-0.3299469,-0.31338778,-0.6269704,-0.5951706,-0.0317998
16,-0.9237818,-1.022691,"('unpopular', 'popular')",0.5399908,0.31931126,-0.1918955,-0.3516899,0.1597944
33,-0.9147039,-0.9203777,"('wrong', 'right')",-0.70695215,-0.6528152,-0.810828,-0.7865964,-0.0242316
58,-0.86416173,-1.0408869,"('undiscriminating', 'discriminating')",0.13034499,-0.04494852,-0.3669084,-0.5429177,0.1760093
79,-0.8610428,-0.9720493,"('wavering', 'unwavering')",0.044758655,-0.118027136,-0.4081421,-0.5450382,0.1368961
80,0.8601305,0.58960867,"('dominated', 'dominating')",-1.5636644,-1.6593508,-0.351767,-0.534871,0.183104
57,-0.83852327,-0.9341498,"('unimaginative', 'imaginative')",-2.2879717,-2.3124511,-1.5632474,-1.6233004,0.060053
56,0.81706965,0.68531686,"('impractical', 'practical')",0.071474805,-0.11361551,0.4442722,0.2858507,0.1584215
71,-0.8129178,-0.7193576,"('diffident', 'self-confident')",0.7756215,0.80614126,-0.0186482,0.0433918,-0.06204
73,0.8022618,0.81930757,"('helpless', 'self-reliant')",-2.8090353,-2.6404514,-1.0033867,-0.9105719,-0.0928148
76,0.7512957,0.43073073,"('anxious', 'daring')",0.18562847,0.042815775,0.4684621,0.2367733,0.2316888
67,0.7397909,0.6809657,"('doubtful', 'determined')",-0.4976926,-0.60857713,0.1210492,0.0361943,0.0848549
42,0.7373973,0.4912825,"('unreliable', 'reliable')",-2.8832474,-2.9429748,-1.0729251,-1.2258462,0.1529211
45,-0.72141165,-0.7754804,"('incompetent', 'competent')",-0.27735785,-0.48158088,-0.4993848,-0.6285306,0.1291458
52,-0.7102675,-0.6624487,"('irrational', 'rational')",0.30289122,0.33439398,-0.2036881,-0.1640274,-0.0396607
27,-0.70412827,-0.4754691,"('hardhearted', 'softhearted')",1.2981997,1.3321798,0.2970357,0.4283553,-0.1313196
13,-0.69122624,-0.6181057,"('impolite', 'polite')",-0.59820956,-0.68244886,-0.6447179,-0.6502773,0.0055594
12,-0.68413407,-0.6120395,"('unsupportive', 'supportive')",-1.7121716,-1.6192392,-1.1981528,-1.1156393,-0.0825135
78,-0.68338317,-0.7009884,"('nonresilient', 'resilient')",0.12296805,0.10330038,-0.2802076,-0.298844,0.0186364
17,-0.6773932,-0.6844363,"('nasty', 'nice')",-0.48259914,-0.57689273,-0.5799962,-0.6306645,0.0506683
64,0.6760852,0.5028933,"('shy', 'confident')",-6.352922,-6.2408323,-2.8384185,-2.8689694,0.0305509
85,-0.64898884,-0.6929127,"('insignificant', 'prestigious')",0.9802875,0.9471682,0.1656493,0.1271277,0.0385216
25,-0.64627963,-0.48168743,"('egoistic', 'altruistic')",1.6459025,1.6781634,0.4998114,0.598238,-0.0984266
