,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
39,0.64242184,0.76199263,"('exploitative', 'cooperative')",0.24709457,0.28514767,0.4447582,0.5235702,-0.078812
72,-0.62346554,-0.5616543,"('unambitious', 'ambitious')",-1.1343919,-1.0681406,-0.8789287,-0.8148975,-0.0640312
30,0.6200748,0.5092853,"('intolerant', 'tolerant')",1.5549726,1.2239839,1.0875237,0.8666346,0.2208891
61,-0.61735505,-0.6852088,"('illogical', 'logical')",0.23026945,0.10646054,-0.1935428,-0.2893741,0.0958313
46,-0.59710425,-0.66719687,"('uncompetitive', 'competitive')",-0.6804334,-0.73981196,-0.6387688,-0.7035044,0.0647356
65,0.52820635,0.2819431,"('insecure', 'secure')",-0.27747384,-0.3027471,0.1253663,-0.010402,0.1357683
21,0.52415204,0.20831892,"('immoral', 'moral')",-0.43025118,-0.7333215,0.0469504,-0.2625013,0.3094517
14,0.50938034,0.3245612,"('antisocial', 'social')",-0.43588203,-0.6828138,0.0367492,-0.1791263,0.2158755
4,-0.50411814,-0.7321893,"('disliked', 'liked')",-5.865611,-6.028852,-3.1848645,-3.3805206,0.1956561
41,-0.49618447,-0.59211636,"('unforgiving', 'forgiving')",0.31297886,-0.095307246,-0.0916028,-0.3437118,0.252109
84,0.49288884,0.5172311,"('inferior', 'superior')",1.184852,1.1964345,0.8388704,0.8568328,-0.0179624
20,0.44572616,0.4160598,"('rough', 'thoughtful')",1.152614,1.1455995,0.7991701,0.7808297,0.0183404
18,-0.4306518,-0.49449104,"('disagreeable', 'welcoming')",-0.070638455,-0.34082896,-0.2506451,-0.41766,0.1670149
7,-0.42145875,-0.67811424,"('insensitive', 'sensitive')",0.6660772,0.36160824,0.1223092,-0.158253,0.2805622
62,0.4076934,0.29834676,"('incompetent', 'brilliant')",-0.028101858,-0.035905145,0.1897958,0.1312208,0.058575
50,0.39355302,0.255697,"('clumsy', 'skillful')",0.28193486,0.3649658,0.3377439,0.3103314,0.0274125
35,-0.3622876,-0.4550236,"('corrupt', 'incorrupt')",-0.14827709,-0.19539452,-0.2552823,-0.3252091,0.0699268
34,-0.36053842,-0.22482279,"('mean', 'honorable')",6.08236,5.9779096,2.8609107,2.8765433,-0.0156326
63,-0.35225034,-0.4815917,"('unperceptive', 'insightful')",0.9460619,1.0004829,0.2969058,0.2594456,0.0374602
29,-0.35062283,-0.48375675,"('unfair', 'fair')",-0.45648178,-0.6338338,-0.4035523,-0.5587953,0.155243
23,-0.33133018,-0.5370578,"('insincere', 'sincere')",5.45958,5.230087,2.5641248,2.3465145,0.2176103
43,-0.31061402,-0.27072924,"('irresponsible', 'responsible')",0.27848628,0.15912676,-0.0160639,-0.0558012,0.0397373
48,0.29623425,0.3482692,"('unintelligent', 'intelligent')",1.0137632,1.0635939,0.6549987,0.7059315,-0.0509328
82,-0.28142467,-0.40303802,"('poor', 'rich')",5.8936014,5.7419496,2.8060884,2.6694558,0.1366326
77,-0.2752932,-0.2679481,"('unmotivated', 'motivated')",-1.2433665,-1.3160594,-0.7593299,-0.7920038,0.0326739
59,0.2691035,0.008603742,"('foolish', 'wise')",0.4811293,0.45267016,0.3751164,0.230637,0.1444794
22,0.25771648,0.007828584,"('untrustworthy', 'trustworthy')",-0.83185244,-0.87640387,-0.287068,-0.4342876,0.1472196
74,-0.24981321,-0.3172503,"('undedicated', 'dedicated')",0.39984053,0.38358524,0.0750137,0.0331675,0.0418462
26,-0.24924885,-0.20246083,"('hardhearted', 'benevolent')",1.9529165,2.181657,0.8518338,0.9895982,-0.1377644
3,-0.24102427,-0.16036026,"('repellent', 'pleasant')",-0.016425079,0.00031650625,-0.1287247,-0.0800219,-0.0487028
55,0.18893531,0.10085708,"('incompetent', 'clever')",0.22214693,0.07634823,0.2055411,0.0886027,0.1169384
69,0.18107557,0.1237032,"('lazy', 'industrious')",-0.28674605,-0.28720337,-0.0528352,-0.0817501,0.0289149
40,-0.17505783,-0.17362458,"('stingy', 'generous')",-1.31303,-1.4449931,-0.7440439,-0.8093089,0.065265
15,-0.17351374,-0.0709142,"('boring', 'funny')",0.6484546,0.5366704,0.2374704,0.2328781,0.0045923
70,0.14256339,-0.004860554,"('lethargic', 'energetic')",0.5353072,0.42353806,0.3389353,0.2093388,0.1295965
49,0.12787545,0.08292027,"('unable', 'able')",0.18525118,0.23869514,0.1565633,0.1608077,-0.0042444
83,0.09091197,0.052303597,"('powerless', 'powerful')",-0.80869013,-0.9197007,-0.3588891,-0.4336985,0.0748094
75,-0.0858704,0.00839087,"('meek', 'impulsive')",-0.6640256,-0.57704717,-0.374948,-0.2843282,-0.0906198
32,-0.06810027,-0.1087364,"('unkind', 'kind')",1.0410203,1.0435684,0.48646,0.467416,0.019044
68,0.057944834,0.0011893697,"('dependent', 'independent')",-0.3186331,-0.44132158,-0.1303441,-0.2200661,0.089722
2,0.05553896,-0.13000283,"('unlikable', 'likable')",0.6444348,0.663067,0.3499869,0.2665321,0.0834548
87,-0.04878902,-0.3835586,"('unsuccessful', 'successful')",0.6997877,0.6974629,0.3254993,0.1569522,0.1685471
88,-0.036151182,-0.29814166,"('low', 'eminent')",0.5604452,0.42591083,0.262147,0.0638846,0.1982624
47,0.033720512,-0.06332572,"('stupid', 'smart')",5.3800335,5.2860074,2.706877,2.6113408,0.0955362
51,-0.027316716,-0.31095332,"('uneducated', 'educated')",0.7715252,0.4567051,0.3721043,0.0728759,0.2992284
37,0.022383641,-0.025574226,"('fake', 'genuine')",0.31758922,0.21838346,0.1699864,0.0964046,0.0735818
11,0.0074667633,-0.1332182,"('unhelpful', 'helpful')",1.6262628,1.5676765,0.8168648,0.7172292,0.0996356
