,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
81,-0.28997657,-0.5750237,"('submissive', 'aggressive')",-0.70423543,-0.89133346,-0.497106,-0.7331786,0.2360726
58,0.27451733,0.16356811,"('undiscriminating', 'discriminating')",0.34730786,0.3572979,0.3109126,0.260433,0.0504796
17,-0.27313673,-0.16989705,"('nasty', 'nice')",-0.44694188,-0.4290931,-0.3600393,-0.2994951,-0.0605442
15,-0.26644984,-0.18461896,"('boring', 'funny')",-0.27296448,-0.28026628,-0.2697071,-0.2324426,-0.0372645
82,0.2566356,0.0742525,"('poor', 'rich')",5.9936647,5.677132,3.1251502,2.8756924,0.2494578
76,0.25412396,-0.03457442,"('anxious', 'daring')",-0.4025902,-0.5003217,-0.0742331,-0.2674481,0.193215
41,0.23828125,0.16727372,"('unforgiving', 'forgiving')",-0.107124135,-0.16240337,0.0655786,0.0024352,0.0631434
73,-0.23799664,-0.12647726,"('helpless', 'self-reliant')",-2.9664013,-2.9891868,-1.602199,-1.557832,-0.044367
2,0.23222503,0.33205962,"('unlikable', 'likable')",0.32593122,0.46795523,0.2790781,0.4000074,-0.1209293
11,-0.21346724,-0.46207342,"('unhelpful', 'helpful')",1.6582481,1.5851747,0.7223904,0.5615506,0.1608398
5,0.21118948,0.55335087,"('distant', 'outgoing')",-0.39528584,-0.44514486,-0.0920482,0.054103,-0.1461512
32,-0.20165506,-0.15780087,"('unkind', 'kind')",0.5180987,0.4643354,0.1582218,0.1532673,0.0049545
12,0.1986682,0.16393222,"('unsupportive', 'supportive')",-1.784618,-1.8042208,-0.7929749,-0.8201443,0.0271694
65,0.19654952,0.25796184,"('insecure', 'secure')",-0.43356204,-0.22359899,-0.1185063,0.0171814,-0.1356877
28,0.18992469,0.04037932,"('disloyal', 'loyal')",1.1469809,1.0166018,0.6684528,0.5284905,0.1399623
20,-0.18286605,-0.3612809,"('rough', 'thoughtful')",1.0260304,0.93490547,0.4215822,0.2868123,0.1347699
85,-0.16093616,0.20820378,"('insignificant', 'prestigious')",-0.026294326,0.025087632,-0.0936152,0.1166457,-0.2102609
83,-0.13303001,0.10738118,"('powerless', 'powerful')",-0.78124106,-0.70800054,-0.4571355,-0.3003097,-0.1568258
27,0.112132676,-0.0049548303,"('hardhearted', 'softhearted')",0.9671037,0.81795365,0.5396182,0.4064994,0.1331188
78,-0.096863955,-0.039678823,"('nonresilient', 'resilient')",0.51185375,0.39660165,0.2074949,0.1784614,0.0290335
63,0.077228636,-0.14786658,"('unperceptive', 'insightful')",0.74757755,0.6191656,0.4124031,0.2356495,0.1767536
80,-0.054235637,-0.3212978,"('dominated', 'dominating')",-0.7034228,-0.8461814,-0.3788292,-0.5837396,0.2049104
54,-0.054205105,0.13068041,"('incapable', 'capable')",0.6988039,0.6812023,0.3222994,0.4059414,-0.083642
74,0.052413784,-0.14282146,"('undedicated', 'dedicated')",-0.33286378,-0.40552872,-0.140225,-0.2741751,0.1339501
45,-0.04844237,-0.38498878,"('incompetent', 'competent')",-0.024945922,-0.33437744,-0.0366941,-0.3596831,0.322989
46,-0.037848152,-0.36754116,"('uncompetitive', 'competitive')",-0.5535063,-0.52674764,-0.2956772,-0.4471444,0.1514672
37,0.035227455,-0.055347603,"('fake', 'genuine')",0.21216597,0.029025383,0.1236967,-0.0131611,0.1368578
7,0.020840432,-0.07734314,"('insensitive', 'sensitive')",0.2938065,0.26097125,0.1573235,0.0918141,0.0655094
57,0.014773787,-0.1932492,"('unimaginative', 'imaginative')",-3.1331205,-3.1156614,-1.5591733,-1.6544553,0.095282
87,-0.007901311,-0.113137394,"('unsuccessful', 'successful')",0.99970996,0.9254888,0.4959043,0.4061757,0.0897286
88,0.0017442442,-0.003971273,"('low', 'eminent')",-0.32661185,-0.3138311,-0.1624338,-0.1589012,-0.0035326
