,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
43,-0.7854705,-0.7062652,"('irresponsible', 'responsible')",-1.9658703,-1.9452199,0.24376342,0.48853832,-0.8358591,-0.7209822,-0.1148769
14,-0.780096,-0.52473307,"('antisocial', 'social')",-0.36363924,-0.20296101,0.09671308,0.13258323,-0.3490074,-0.1983703,-0.1506371
31,0.77178985,0.18578489,"('evil', 'good')",0.35908777,0.031565186,-1.1739545,-1.4687313,-0.014359,-0.4171271,0.4027681
68,-0.7517607,-0.8325441,"('dependent', 'independent')",-1.0587032,-1.1153306,-1.1046137,-1.0999757,-0.9716926,-1.0159501,0.0442575
34,-0.74206764,-0.53344715,"('mean', 'honorable')",-0.87706244,-0.5396496,5.3020062,5.532506,1.2276254,1.4864697,-0.2588443
32,-0.73831165,-0.66074824,"('unkind', 'kind')",-0.601161,-0.61919945,0.51066726,0.57148117,-0.2762685,-0.2361555,-0.040113
27,0.7164947,0.44950187,"('hardhearted', 'softhearted')",-0.58605045,-0.6161255,1.0834941,0.9466467,0.4046461,0.2600077,0.1446384
29,-0.70707196,-0.7741309,"('unfair', 'fair')",0.20860945,0.09513491,-0.34382161,-0.5297267,-0.2807614,-0.4029075,0.1221461
53,-0.6960208,-0.81821954,"('uncreative', 'creative')",-0.22246371,-0.1372301,0.202899,0.19842423,-0.2385285,-0.2523418,0.0138133
87,-0.6805036,-0.2467846,"('unsuccessful', 'successful')",0.5170383,0.7446696,1.0587008,1.1211828,0.2984118,0.5396893,-0.2412775
18,-0.6689741,-0.8095233,"('disagreeable', 'welcoming')",-0.37668082,-0.43408105,-0.8626767,-0.9503017,-0.6361105,-0.731302,0.0951915
28,-0.64957285,-0.9249185,"('disloyal', 'loyal')",-0.9238246,-1.1306819,1.1575302,1.163521,-0.1386224,-0.2973598,0.1587374
78,-0.6298602,-0.34100458,"('nonresilient', 'resilient')",-0.07070127,0.23215471,0.24405882,0.34812263,-0.1521676,0.0797576,-0.2319252
9,0.6035178,0.35448486,"('unaffectionate', 'caring')",-0.78959787,-0.9152929,0.8965218,0.9144718,0.2368139,0.1178879,0.118926
40,0.57494366,0.52207536,"('stingy', 'generous')",0.29873943,0.371067,-2.3073902,-2.3677464,-0.4779024,-0.4915347,0.0136323
63,-0.56239986,-0.29004058,"('unperceptive', 'insightful')",-0.44259962,-0.18943138,0.30786258,0.5576445,-0.232379,0.0260575,-0.2584365
17,0.55805284,0.2656605,"('nasty', 'nice')",-0.90167475,-1.0718266,-0.6556245,-0.6818094,-0.3330821,-0.4959918,0.1629097
20,-0.5498538,-0.5621222,"('rough', 'thoughtful')",0.32193553,0.4521206,0.6045751,0.58871496,0.1255523,0.1595711,-0.0340188
38,-0.52329165,-0.5320278,"('untruthful', 'truthful')",-0.5649391,-0.48742804,-0.8616265,-0.7199341,-0.6499524,-0.5797966,-0.0701558
7,-0.52128613,-0.36201587,"('insensitive', 'sensitive')",-0.47299966,-0.34848908,0.82757777,0.94754744,-0.0555694,0.0790142,-0.1345836
50,-0.5122161,-0.64978147,"('clumsy', 'skillful')",0.11292697,0.15137707,-0.027615555,0.08863328,-0.1423016,-0.1365904,-0.0057112
71,0.46175504,0.19622996,"('diffident', 'self-confident')",-0.53300846,-0.60929435,0.12761961,0.11951248,0.0187887,-0.0978506,0.1166393
83,-0.43773967,-0.33965275,"('powerless', 'powerful')",-0.271837,-0.17070492,-0.76104283,-0.57348174,-0.4902065,-0.3612798,-0.1289267
36,0.4278344,-0.1627101,"('hostile', 'amicable')",-0.23064116,-0.47139424,-0.65588164,-1.0271313,-0.1528961,-0.5537452,0.4008491
33,0.42358738,0.16256522,"('wrong', 'right')",1.0060004,0.73565924,-0.606533,-0.8159288,0.2743516,0.0274319,0.2469197
24,-0.39538646,-0.54953796,"('dishonest', 'honest')",-1.6403296,-1.7378187,0.1866531,0.23364195,-0.6163543,-0.6845716,0.0682173
66,0.3351953,0.16864116,"('inactive', 'active')",0.23345023,0.14339855,0.39307368,0.11845857,0.3205731,0.1434994,0.1770737
5,0.32819945,0.10485285,"('distant', 'outgoing')",-0.9273891,-0.94460887,-1.1918056,-1.138575,-0.5969984,-0.6594437,0.0624453
74,0.31832525,0.4344937,"('undedicated', 'dedicated')",0.115418375,0.27859735,-0.40482628,-0.36738208,0.0096391,0.1152363,-0.1055972
12,-0.31219977,-0.24820784,"('unsupportive', 'supportive')",-0.7812151,-0.62571687,-2.1232438,-2.018665,-1.0722195,-0.9641966,-0.1080229
1,0.30742598,-0.008816421,"('unfriendly', 'friendly')",0.30855682,0.24014391,0.8309831,0.71484107,0.482322,0.3153895,0.1669325
3,-0.2836866,-0.22530861,"('repellent', 'pleasant')",0.3212323,0.2826973,1.3314527,1.2717215,0.4563328,0.4430367,0.0132961
42,0.26821473,0.25236714,"('unreliable', 'reliable')",0.19638364,0.14586836,-2.7939305,-2.5961266,-0.776444,-0.7326303,-0.0438137
19,-0.24554184,-0.46749893,"('inhospitable', 'hospitable')",-0.28201315,-0.38012427,-0.6412445,-0.7152406,-0.3895998,-0.5209546,0.1313548
58,0.22149955,0.029454863,"('undiscriminating', 'discriminating')",1.1480508,1.1102241,0.1422779,0.07537098,0.5039427,0.4050167,0.098926
80,-0.2126691,0.20546773,"('dominated', 'dominating')",0.46797213,0.62673855,0.047503114,0.13646163,0.1009354,0.3228893,-0.2219539
39,0.20892967,0.05081828,"('exploitative', 'cooperative')",0.4825203,0.44417548,0.24190867,0.21244115,0.3111196,0.2358116,0.075308
16,-0.19731021,-0.24473539,"('unpopular', 'popular')",-0.26201653,-0.28205955,-0.08258471,-0.10477683,-0.1806372,-0.2105239,0.0298867
88,-0.17514199,-0.33299088,"('low', 'eminent')",-0.741625,-0.7193851,-0.38297012,-0.36253265,-0.4332457,-0.4716362,0.0383905
37,0.15005836,0.023189113,"('fake', 'genuine')",-0.3612438,-0.2886062,-0.035040684,0.13629624,-0.0820754,-0.0430403,-0.0390351
4,-0.13680744,-0.21891388,"('disliked', 'liked')",0.08115682,0.14568782,-8.107333,-8.248076,-2.7209946,-2.7737675,0.0527729
8,-0.12555446,-0.44731316,"('unaffectionate', 'affectionate')",-0.8939057,-0.92892337,0.33947825,0.35671395,-0.2266606,-0.3398409,0.1131803
84,-0.103298165,-0.15493065,"('inferior', 'superior')",0.023875259,0.120063454,0.37770995,0.38835046,0.099429,0.1178278,-0.0183988
75,-0.057861976,-0.2405464,"('meek', 'impulsive')",-0.05036834,0.045683295,-0.83544505,-0.8443149,-0.3145584,-0.3463927,0.0318343
72,0.055753328,0.23444636,"('unambitious', 'ambitious')",-0.17257318,-0.14022256,0.04775023,0.331242,-0.0230232,0.1418219,-0.1648451
35,0.03859496,-0.34979406,"('corrupt', 'incorrupt')",-0.6957535,-0.81506634,-0.88032067,-1.1017963,-0.5124931,-0.7555522,0.2430591
2,-0.034765273,0.10748049,"('unlikable', 'likable')",0.103697345,0.21107881,0.12571678,0.215628,0.0648829,0.1780624,-0.1131795
44,-0.02964082,-0.16259746,"('prejudiced', 'unprejudiced')",-0.62530625,-0.7078802,-1.379732,-1.3898617,-0.6782263,-0.7534464,0.0752201
15,-0.005505575,-0.080845796,"('boring', 'funny')",0.3371071,0.41170323,-0.020774681,0.0033028629,0.1036089,0.1113868,-0.0077779
