,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
22,-1.3718996,-1.4467915,"('untrustworthy', 'trustworthy')",-1.7214406,-1.6624136,-0.5174748,-0.6386748,-1.203605,-1.2492933,0.0456883
5,1.3507453,1.1699775,"('distant', 'outgoing')",0.81678444,0.477595,-0.9636623,-1.0184181,0.4012891,0.2097181,0.191571
44,-1.3234485,-1.3779564,"('prejudiced', 'unprejudiced')",-0.36526886,-0.48321098,-1.305238,-1.2630259,-0.9979851,-1.0413977,0.0434126
13,-1.2915051,-1.3762633,"('impolite', 'polite')",-1.895289,-1.865081,0.21925303,0.18439282,-0.9891803,-1.0189838,0.0298035
63,-1.2840673,-1.3763736,"('unperceptive', 'insightful')",-1.4852527,-1.4981896,0.27269897,0.19974832,-0.832207,-0.891605,0.059398
51,-1.2787296,-1.1457374,"('uneducated', 'educated')",-0.85420644,-0.6166336,1.0114162,1.0183777,-0.3738399,-0.2479978,-0.1258421
15,1.2410303,1.2247614,"('boring', 'funny')",1.5946432,1.43787,0.8182301,0.6944762,1.2179679,1.1190359,0.098932
82,-1.2226342,-1.1873572,"('poor', 'rich')",-1.2338473,-1.1275432,5.9501123,5.753273,1.1645436,1.1461242,0.0184194
2,1.2221361,1.0042367,"('unlikable', 'likable')",0.8274405,0.6368155,1.2288679,1.1111662,1.0928149,0.9174062,0.1754087
65,-1.205986,-1.3649768,"('insecure', 'secure')",-2.1339672,-2.2014005,0.6367053,0.5312036,-0.9010827,-1.0117245,0.1106418
53,1.1963873,1.1947976,"('uncreative', 'creative')",0.016738277,-0.12533367,0.7818343,0.55864894,0.6649866,0.5427043,0.1222823
54,1.1801001,0.86748546,"('incapable', 'capable')",1.096433,0.7384374,0.7487413,0.57666624,1.0084248,0.7275297,0.2808951
52,1.0696927,0.722917,"('irrational', 'rational')",1.1790034,0.72508967,-0.56033224,-0.8082522,0.5627879,0.2132515,0.3495364
57,-1.0272269,-0.8928652,"('unimaginative', 'imaginative')",-1.4136348,-1.341482,-2.9252322,-3.0977917,-1.7886979,-1.7773797,-0.0113182
84,0.98164177,0.7598814,"('inferior', 'superior')",0.99183446,0.737911,0.83565354,0.52239776,0.9363766,0.6733967,0.2629799
72,0.96902555,0.83727485,"('unambitious', 'ambitious')",-0.65745413,-0.74583054,-0.28722137,-0.25652358,0.0081167,-0.0550264,0.0631431
64,-0.96698785,-0.8625264,"('shy', 'confident')",-1.7517236,-1.5890098,-5.772963,-5.736009,-2.8305581,-2.7291819,-0.1013762
3,-0.9300984,-0.9530145,"('repellent', 'pleasant')",-1.4663421,-1.3768935,0.7032491,0.45078683,-0.5643971,-0.6263737,0.0619766
68,-0.9205142,-0.95844835,"('dependent', 'independent')",-0.7240351,-0.8152336,-1.4232111,-1.4611156,-1.0225868,-1.0782658,0.055679
11,-0.9134969,-1.1836138,"('unhelpful', 'helpful')",-1.7040102,-1.9538159,2.4582746,2.2791772,-0.0530775,-0.2860842,0.2330067
8,0.89850545,0.61848545,"('unaffectionate', 'affectionate')",0.28869554,-0.15420161,-0.038807496,-0.21443084,0.3827978,0.0832843,0.2995135
30,-0.89431304,-0.86795735,"('intolerant', 'tolerant')",-0.9756512,-0.972297,0.7375984,0.7495242,-0.3774553,-0.3635767,-0.0138786
37,-0.8564344,-0.85488313,"('fake', 'genuine')",-2.2268436,-2.2305388,-0.533056,-0.48606393,-1.2054447,-1.1904953,-0.0149494
80,-0.83724624,-0.7520263,"('dominated', 'dominating')",-1.4798459,-1.1921163,-0.21538465,-0.033577777,-0.844159,-0.6592401,-0.1849189
0,-0.82294685,-0.8418096,"('unsociable', 'sociable')",-1.6634003,-1.5825237,0.20174292,0.12694621,-0.7615348,-0.7657957,0.0042609
56,-0.7907486,-0.93029225,"('impractical', 'practical')",-1.0807707,-1.135507,0.207219,0.12689136,-0.5547668,-0.6463026,0.0915358
14,-0.7839106,-0.65293694,"('antisocial', 'social')",-1.3119338,-1.0072205,0.21506807,0.28728637,-0.6269254,-0.4576237,-0.1693017
62,-0.77508384,-0.8576985,"('incompetent', 'brilliant')",-1.3197174,-1.4378755,0.23287632,0.1787365,-0.6206416,-0.7056125,0.0849709
35,0.75448287,0.7495416,"('corrupt', 'incorrupt')",1.9538348,1.8872218,-1.0798161,-1.0619942,0.5428339,0.524923,0.0179109
18,0.74424016,0.68566495,"('disagreeable', 'welcoming')",0.606958,0.566623,-1.0495386,-0.94808495,0.1005532,0.101401,-0.0008478
60,-0.73859876,-0.9160943,"('inefficient', 'efficient')",-2.4724596,-2.5006354,0.3039924,0.4259974,-0.969022,-0.9969107,0.0278887
17,-0.7269462,-0.78450865,"('nasty', 'nice')",-0.13051671,-0.14504248,-0.42631862,-0.4686903,-0.4279272,-0.4660805,0.0381533
87,0.6928742,0.37560695,"('unsuccessful', 'successful')",0.5582055,0.4511798,1.0674255,0.89087605,0.7728351,0.5725543,0.2002808
88,0.6682063,0.7165655,"('low', 'eminent')",0.30016518,0.28802362,0.084925234,0.11607789,0.3510989,0.3735557,-0.0224568
12,0.65749866,0.58313394,"('unsupportive', 'supportive')",-0.39753044,-0.44502577,-1.7310313,-1.8390713,-0.4903544,-0.5669877,0.0766333
42,-0.6216279,-0.67853737,"('unreliable', 'reliable')",-0.41105598,-0.4011566,-2.8260791,-2.803325,-1.2862543,-1.2943397,0.0080854
66,0.56591606,0.47665465,"('inactive', 'active')",0.31865782,0.25665376,0.36826795,0.29590267,0.4176139,0.3430703,0.0745436
31,0.5547818,0.30001345,"('evil', 'good')",1.0223038,0.835051,-1.6232092,-1.7270344,-0.0153745,-0.1973233,0.1819488
73,0.554773,0.5060683,"('helpless', 'self-reliant')",0.67455775,0.5916753,-3.6888015,-3.6434665,-0.8198236,-0.8485743,0.0287507
7,-0.49448654,-0.65710384,"('insensitive', 'sensitive')",-1.3138816,-1.2877,0.20211282,0.025266562,-0.5354185,-0.6398458,0.1044273
19,-0.4408205,-0.60373235,"('inhospitable', 'hospitable')",-0.0026518404,-0.21103984,-0.5362396,-0.70064855,-0.3265706,-0.5051402,0.1785696
41,-0.41274217,-0.40317655,"('unforgiving', 'forgiving')",-0.60157627,-0.55867666,0.6933617,0.550613,-0.1069856,-0.1370801,0.0300945
25,0.40874967,0.09087326,"('egoistic', 'altruistic')",0.8773296,0.5745488,0.6497344,0.3957084,0.6452712,0.3537101,0.2915611
16,0.39703175,0.30138376,"('unpopular', 'popular')",1.2854502,1.2162945,0.26328528,0.124909,0.6485891,0.5475291,0.10106
29,-0.38514692,-0.6255932,"('unfair', 'fair')",0.011304043,-0.23052871,-1.0940088,-1.2479935,-0.4892839,-0.7013718,0.2120879
61,0.38483998,0.24240683,"('illogical', 'logical')",-0.3122811,-0.43705592,-0.08977443,-0.15386184,-0.0057385,-0.1161703,0.1104318
77,-0.3797359,-0.46236205,"('unmotivated', 'motivated')",-0.8483738,-0.81796646,-0.8501236,-0.8797965,-0.6927444,-0.7200417,0.0272973
28,-0.37767303,-0.483373,"('disloyal', 'loyal')",-1.2966691,-1.3811706,0.75436234,0.6354954,-0.3066599,-0.4096828,0.1030229
78,-0.36793008,-0.51500016,"('nonresilient', 'resilient')",-0.30278227,-0.39778665,0.26536813,0.12414373,-0.1351147,-0.262881,0.1277663
67,0.35415053,0.38251653,"('doubtful', 'determined')",1.0975287,1.1374793,0.108127266,0.20029621,0.5199355,0.5734307,-0.0534952
27,-0.35305262,-0.54260415,"('hardhearted', 'softhearted')",-1.5316865,-1.7779179,-0.003167132,-0.13365354,-0.6293021,-0.8180586,0.1887565
34,-0.33616838,-0.610669,"('mean', 'honorable')",-0.1379338,-0.31539696,5.1236367,4.93392,1.5498449,1.3359513,0.2138936
79,-0.3105097,-0.29799396,"('wavering', 'unwavering')",1.0674561,1.0400691,-0.86397296,-0.73980534,-0.0356755,0.0007566,-0.0364321
50,0.29145008,0.04774636,"('clumsy', 'skillful')",0.99173933,0.8498256,-0.30123925,-0.34045655,0.3273167,0.1857051,0.1416116
75,-0.2860064,-0.1834107,"('meek', 'impulsive')",1.0782084,1.0643107,-0.2930903,-0.20022364,0.1663706,0.2268921,-0.0605215
38,-0.24518031,-0.4322179,"('untruthful', 'truthful')",-0.34667346,-0.5881326,0.08633647,0.12122459,-0.1685057,-0.2997086,0.1312029
23,0.23293316,-0.16110851,"('insincere', 'sincere')",-1.0640013,-1.3893707,5.920091,5.616655,1.696341,1.3553918,0.3409492
24,-0.16566533,-0.25444502,"('dishonest', 'honest')",-1.8059183,-1.8569802,0.43694663,0.35537145,-0.5115457,-0.5853512,0.0738055
48,-0.1335699,-0.14019595,"('unintelligent', 'intelligent')",-1.2887096,-1.3601813,0.1284516,0.009275589,-0.431276,-0.4970339,0.0657579
4,0.12979874,0.35045666,"('disliked', 'liked')",0.6707641,0.88828534,-6.915802,-6.714923,-2.038413,-1.8253937,-0.2130193
32,-0.10832182,-0.43194494,"('unkind', 'kind')",-0.89258325,-1.1339477,1.0791208,0.82812005,0.0260719,-0.2459242,0.2719961
20,0.106651686,-0.09743023,"('rough', 'thoughtful')",-0.42274433,-0.6432315,0.69642,0.5761832,0.1267758,-0.0548262,0.181602
49,-0.061805334,-0.21366347,"('unable', 'able')",-0.30654877,-0.38853717,-0.72923046,-0.8012425,-0.3658615,-0.4678144,0.1019529
47,-0.05434071,-0.38353774,"('stupid', 'smart')",0.54948276,0.34387174,5.3490357,5.143667,1.9480592,1.7013337,0.2467255
58,-0.044388782,0.19538724,"('undiscriminating', 'discriminating')",0.15127623,0.29486132,0.042031173,0.11933045,0.0496395,0.203193,-0.1535535
86,-0.02180405,0.120184466,"('uninfluential', 'influential')",-1.3716291,-1.207764,-0.51959836,-0.49072477,-0.6376772,-0.5261015,-0.1115757
83,0.015804484,-0.18343204,"('powerless', 'powerful')",0.19719939,-0.00027319975,-1.1862756,-1.262512,-0.3244239,-0.4820724,0.1576485
