,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
55,-1.22181,-0.7439995,"('incompetent', 'clever')",1.0358199,1.2231967,0.8698214,0.9870223,0.2279438,0.4887398,-0.260796
35,1.1949977,0.79184383,"('corrupt', 'incorrupt')",-2.010421,-2.178094,-1.469157,-1.540561,-0.7615267,-0.9756037,0.214077
1,-1.184557,-1.3373573,"('unfriendly', 'friendly')",1.0802158,0.6450224,0.39582628,-0.12983571,0.0971617,-0.2740569,0.3712186
46,-1.1728269,-1.0350428,"('uncompetitive', 'competitive')",1.127553,1.2141203,-0.08452043,-0.030575272,-0.0432648,0.0495007,-0.0927655
51,-1.1656513,-0.75350475,"('uneducated', 'educated')",-0.38041803,-0.263184,0.66803974,0.7058378,-0.2926765,-0.103617,-0.1890595
75,1.1626604,1.0144312,"('meek', 'impulsive')",-1.3630586,-1.2454567,-0.8326954,-0.68823296,-0.3443646,-0.3064195,-0.0379451
11,-1.1152453,-1.0721126,"('unhelpful', 'helpful')",0.9111776,1.0408013,2.1175802,2.046176,0.6378375,0.6716216,-0.0337841
38,-1.1013942,-0.88391936,"('untruthful', 'truthful')",0.5473229,0.46168357,-0.22502361,-0.22813264,-0.2596983,-0.2167895,-0.0429088
23,-1.0933784,-0.975242,"('insincere', 'sincere')",0.9963111,1.0265399,5.536306,5.4513946,1.8130795,1.8342307,-0.0211512
44,1.0746616,1.2228858,"('prejudiced', 'unprejudiced')",-0.338352,-0.08551098,-1.3206502,-1.0210729,-0.1947802,0.0387673,-0.2335475
41,-1.0695666,-1.0978713,"('unforgiving', 'forgiving')",0.42002392,0.45618632,-0.30997437,-0.50500363,-0.319839,-0.3822296,0.0623906
74,-1.054037,-0.48628616,"('undedicated', 'dedicated')",0.0292782,0.22289316,-0.63918585,-0.59149486,-0.5546482,-0.2849626,-0.2696856
77,-1.0471619,-1.0774629,"('unmotivated', 'motivated')",0.50740826,0.5333152,-0.9620271,-0.8076296,-0.5005936,-0.4505924,-0.0500012
83,-1.0071207,-0.8631415,"('powerless', 'powerful')",0.1820957,0.38950196,-0.90303946,-0.71194804,-0.5760215,-0.3951958,-0.1808257
56,-1.0023693,-0.6331147,"('impractical', 'practical')",1.3542618,1.6722342,0.09975209,0.2639722,0.1505482,0.4343639,-0.2838157
78,-0.9980964,-0.8292263,"('nonresilient', 'resilient')",0.28055677,0.27292675,0.31941694,0.32800323,-0.1327076,-0.0760988,-0.0566088
12,-0.9455178,-1.130694,"('unsupportive', 'supportive')",0.96942776,0.85683614,-1.6530685,-1.9482393,-0.5430528,-0.7406991,0.1976463
9,-0.94453996,-1.278569,"('unaffectionate', 'caring')",0.36038777,0.0882269,0.38546804,-0.12071954,-0.0662281,-0.4370205,0.3707924
15,0.9404411,0.8908711,"('boring', 'funny')",-0.09448193,0.018407125,-0.13097358,-0.051244818,0.2383285,0.2860111,-0.0476826
58,-0.92322487,-0.96070385,"('undiscriminating', 'discriminating')",0.54620886,0.35373715,-0.18013847,-0.35347044,-0.1857182,-0.3201457,0.1344275
14,-0.9089719,-0.70908594,"('antisocial', 'social')",1.9283286,1.9833242,0.7338923,0.7263741,0.5844163,0.6668708,-0.0824545
57,-0.88826436,-1.0554686,"('unimaginative', 'imaginative')",0.27287197,0.17289752,-2.446,-2.7082894,-1.0204642,-1.1969535,0.1764893
19,-0.88164914,-0.7579452,"('inhospitable', 'hospitable')",-2.1787784,-1.9659122,-1.674259,-1.6198298,-1.578229,-1.4478957,-0.1303333
40,0.863078,0.50427204,"('stingy', 'generous')",0.5612107,0.2823061,-2.1207523,-2.5789187,-0.2321545,-0.5974468,0.3652923
65,-0.821847,-0.23950174,"('insecure', 'secure')",0.9539909,1.0820165,0.7717173,0.9574326,0.3012871,0.5999825,-0.2986954
32,-0.8016554,-0.42415613,"('unkind', 'kind')",0.34927392,0.4533133,0.6163804,0.70140475,0.0546663,0.2435206,-0.1888543
22,-0.8012273,-0.7776517,"('untrustworthy', 'trustworthy')",0.74916565,0.73656356,-0.5930593,-0.7152831,-0.2150403,-0.2521238,0.0370835
8,-0.6859722,-0.80437905,"('unaffectionate', 'affectionate')",-0.08210028,-0.26600453,-0.3589389,-0.7787647,-0.3756705,-0.6163828,0.2407123
66,0.6851312,0.42345306,"('inactive', 'active')",-1.130384,-1.1668663,0.095147476,0.046134107,-0.1167018,-0.2324264,0.1157246
49,-0.6438979,-0.49889264,"('unable', 'able')",-0.7578331,-0.5730763,-0.7422296,-0.46235737,-0.7146535,-0.5114421,-0.2032114
68,-0.6384214,-0.44141465,"('dependent', 'independent')",-1.3624985,-1.3133676,-1.029098,-0.85744,-1.010006,-0.8707407,-0.1392653
62,-0.5850411,-0.5333775,"('incompetent', 'brilliant')",1.4083004,1.5301249,0.80629563,0.7274495,0.543185,0.5747323,-0.0315473
7,-0.5789129,-0.8548648,"('insensitive', 'sensitive')",1.2537779,1.0894226,0.78724927,0.46364787,0.4873714,0.2327352,0.2546362
29,-0.54405713,-0.482858,"('unfair', 'fair')",-0.25636563,-0.20722172,-0.52148473,-0.35401127,-0.4406358,-0.3480303,-0.0926055
24,-0.5340247,-0.4608186,"('dishonest', 'honest')",1.5922244,1.5817764,0.3044919,0.11463702,0.4542305,0.411865,0.0423655
59,0.52347994,0.34410086,"('foolish', 'wise')",0.12543407,0.0030938536,-0.57940197,-0.6768421,0.0231707,-0.1098825,0.1330532
53,-0.5180531,-0.62404704,"('uncreative', 'creative')",0.56361103,0.29409236,-0.15689284,-0.3637031,-0.0371116,-0.2312193,0.1941077
88,-0.5047906,-0.23106185,"('low', 'eminent')",0.10526818,0.24103534,-0.29165575,-0.14418846,-0.2303927,-0.0447383,-0.1856544
16,-0.4982214,-0.31552628,"('unpopular', 'popular')",-0.6192592,-0.6353067,0.13020022,0.3707909,-0.3290934,-0.1933474,-0.135746
3,-0.4973362,-0.2352766,"('repellent', 'pleasant')",-0.001528928,0.11081591,1.1588445,1.4209619,0.2199931,0.4321671,-0.212174
48,-0.47924098,-0.56481826,"('unintelligent', 'intelligent')",1.2782815,1.2969072,0.89903957,0.8111327,0.5660267,0.5144072,0.0516195
2,0.47871947,0.90361714,"('unlikable', 'likable')",1.2869596,1.5592369,0.57233673,0.76193523,0.7793386,1.0749297,-0.2955911
87,-0.46711618,-0.46315488,"('unsuccessful', 'successful')",1.152588,1.243924,1.0834365,1.1670984,0.5896361,0.6492892,-0.0596531
30,-0.45945534,-0.19387686,"('intolerant', 'tolerant')",0.56017256,0.64762306,0.8976022,0.98843247,0.3327731,0.4807262,-0.1479531
33,0.4447314,0.22582471,"('wrong', 'right')",0.967806,0.87211436,-1.004427,-1.1105092,0.1360368,-0.00419,0.1402268
47,-0.4427966,-0.19439559,"('stupid', 'smart')",0.6577772,0.8413874,4.787311,4.9213886,1.6674306,1.8561268,-0.1886962
72,-0.43404213,-0.81218296,"('unambitious', 'ambitious')",0.6015726,0.4928364,-0.5023433,-0.72984165,-0.1116043,-0.3497294,0.2381251
73,0.42842874,0.19635338,"('helpless', 'self-reliant')",1.0749834,0.96517795,-3.3069916,-3.4348142,-0.6011931,-0.757761,0.1565679
70,-0.4111273,-0.36009973,"('lethargic', 'energetic')",0.28630292,0.23437469,0.4858769,0.3677203,0.1203508,0.0806651,0.0396857
39,-0.3919845,-0.064587176,"('exploitative', 'cooperative')",0.7446481,0.8801943,0.0057603363,0.09473521,0.1194746,0.3034474,-0.1839728
52,-0.37673926,-0.17800635,"('irrational', 'rational')",-0.43697548,-0.48105788,-0.6824455,-0.68104863,-0.4987201,-0.4467043,-0.0520158
34,-0.36718315,-0.18171215,"('mean', 'honorable')",-0.045744654,0.021815196,4.755865,4.9108133,1.4476458,1.5836388,-0.135993
67,0.36573568,0.51846904,"('doubtful', 'determined')",-0.25266013,0.09908354,-0.2556941,0.052131217,-0.0475395,0.2232279,-0.2707674
37,-0.2754417,-0.51700246,"('fake', 'genuine')",0.19800207,0.17299426,-0.33180767,-0.53304785,-0.1364158,-0.292352,0.1559362
76,-0.2549312,0.28964517,"('anxious', 'daring')",0.3976684,0.69209087,0.077588335,0.39643443,0.0734418,0.4593902,-0.3859484
6,-0.24285054,-0.23293947,"('distant', 'open')",-1.3736124,-1.569388,-1.8699644,-2.0631423,-1.1621424,-1.28849,0.1263476
42,0.22996347,0.39448634,"('unreliable', 'reliable')",1.0470594,1.0037485,-2.4940543,-2.461016,-0.4056772,-0.3542604,-0.0514168
64,-0.21846044,-0.20012756,"('shy', 'confident')",1.3549937,1.3429468,-4.6382833,-4.756571,-1.16725,-1.2045839,0.0373339
27,-0.20728306,-0.53274053,"('hardhearted', 'softhearted')",-0.4761826,-0.6258477,0.26642194,-0.040843286,-0.1390146,-0.3998105,0.2607959
81,-0.20098948,0.46191016,"('submissive', 'aggressive')",0.9873756,1.3882966,0.48938233,0.79764175,0.4252562,0.8826162,-0.45736
36,-0.19356152,-0.3387016,"('hostile', 'amicable')",-2.0523827,-2.3886287,-1.3484224,-1.4089173,-1.1981222,-1.3787492,0.180627
17,-0.18991828,-0.264629,"('nasty', 'nice')",-1.0750253,-1.0393113,-0.40352088,-0.2848331,-0.5561548,-0.5295911,-0.0265637
50,-0.17106736,-0.25818154,"('clumsy', 'skillful')",-0.2400825,-0.43057477,-0.34130996,-0.4379323,-0.2508199,-0.3755629,0.124743
25,0.14345561,0.48003426,"('egoistic', 'altruistic')",0.5262019,0.51910347,0.4019615,0.61668986,0.3572063,0.5386092,-0.1814029
31,0.14281549,-0.15573156,"('evil', 'good')",-1.350018,-1.5788846,-1.777305,-2.0064993,-0.9948359,-1.2470385,0.2522026
85,0.1173611,0.3234626,"('insignificant', 'prestigious')",0.09834525,-0.0021845624,-1.3483996,-1.3424541,-0.3775644,-0.340392,-0.0371724
26,-0.10926221,-0.32083476,"('hardhearted', 'benevolent')",1.0740759,0.8747473,1.3753477,0.97590214,0.7800538,0.5099382,0.2701156
84,0.09975686,0.11579298,"('inferior', 'superior')",0.7791805,0.7824685,0.7035739,0.7276701,0.5275037,0.5419772,-0.0144735
80,-0.07371846,0.071950376,"('dominated', 'dominating')",0.5264218,0.6517129,0.29267317,0.4446608,0.2484588,0.3894414,-0.1409826
5,-0.053639717,-0.0664739,"('distant', 'outgoing')",-1.0997573,-1.2551875,-1.4788214,-1.6960304,-0.8774061,-1.0058973,0.1284912
79,0.046052612,-0.063121304,"('wavering', 'unwavering')",-0.99342316,-1.0715957,-1.0490081,-0.9575986,-0.6654596,-0.6974386,0.031979
54,-0.043608207,0.093775064,"('incapable', 'capable')",-0.5237022,-0.40936014,0.26694635,0.34936926,-0.1001213,0.0112614,-0.1113827
4,0.036224447,-0.34446493,"('disliked', 'liked')",-0.37643334,-0.5881178,-6.388643,-6.6591396,-2.2429506,-2.5305742,0.2876236
18,-0.013481664,0.18100598,"('disagreeable', 'welcoming')",-0.44907612,-0.4012387,-1.2805927,-1.3581889,-0.5810502,-0.5261405,-0.0549097
82,0.012869075,0.32479513,"('poor', 'rich')",0.32154465,0.43391395,5.730291,5.9484735,2.0215681,2.2357275,-0.2141594
71,-0.00846833,-0.048055593,"('diffident', 'self-confident')",0.5877131,0.5228957,-0.20576763,-0.36914754,0.1244924,0.0352309,0.0892615
