,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
75,-0.300729,-0.20784771,"('meek', 'impulsive')",0.036505982,0.05751811,-0.536324,-0.5196497,-0.266849,-0.2233264,-0.0435226
30,0.29543114,0.7257799,"('intolerant', 'tolerant')",0.9418392,1.0443492,1.4353001,1.6622413,0.8908568,1.1441235,-0.2532667
58,-0.28652483,-0.25739726,"('undiscriminating', 'discriminating')",-0.9896096,-1.0507246,-0.41067284,-0.37059647,-0.5622691,-0.5595728,-0.0026963
33,0.2827726,-0.049232643,"('wrong', 'right')",0.76011837,0.52450186,-0.574237,-0.9938856,0.156218,-0.1728721,0.3290901
28,0.26030904,0.3281289,"('disloyal', 'loyal')",-0.17434646,-0.30379188,0.7181047,0.7436634,0.2680224,0.2560001,0.0120223
20,0.21827556,0.24999738,"('rough', 'thoughtful')",-0.2525484,-0.1384284,1.0592933,1.0631496,0.3416735,0.3915728,-0.0498993
88,0.21567103,0.24086305,"('low', 'eminent')",-0.19918433,-0.20314059,0.55898213,0.5626292,0.1918229,0.2001172,-0.0082943
45,-0.2142649,0.29026055,"('incompetent', 'competent')",0.6288036,0.8264358,-0.24161795,-0.09824597,0.0576403,0.3394835,-0.2818432
71,0.21056521,0.018953416,"('diffident', 'self-confident')",2.2598326,2.1417637,0.7913536,0.542127,1.0872506,0.900948,0.1863026
72,0.20982316,0.4529432,"('unambitious', 'ambitious')",0.21754959,0.29815346,-1.0304501,-0.6999842,-0.2010258,0.0170375,-0.2180633
78,0.2082867,0.44908944,"('nonresilient', 'resilient')",1.7850374,1.8521503,0.8183613,0.74332845,0.9372284,1.014856,-0.0776276
81,0.20191398,0.8877754,"('submissive', 'aggressive')",0.96956503,0.991741,-0.363396,0.13809869,0.269361,0.6725384,-0.4031774
0,0.18200633,0.6411023,"('unsociable', 'sociable')",0.51186204,0.48544723,-0.37987983,-0.19172847,0.1046629,0.311607,-0.2069441
67,0.17815608,0.20798348,"('doubtful', 'determined')",-0.16957855,-0.085596934,-0.5346731,-0.4070095,-0.1753652,-0.0948743,-0.0804909
87,-0.1780179,0.17506169,"('unsuccessful', 'successful')",0.4272247,0.332684,0.7056742,0.70328903,0.3182937,0.4036783,-0.0853846
38,-0.16282141,0.060517672,"('untruthful', 'truthful')",0.89878297,0.9876276,0.22784293,0.21969983,0.3212682,0.4226151,-0.1013469
54,0.15767188,-0.07044039,"('incapable', 'capable')",0.5266938,0.3034562,1.1223297,1.0788254,0.6022318,0.4372804,0.1649514
9,0.15133491,0.09017738,"('unaffectionate', 'caring')",0.9022521,0.7989878,1.1749445,1.1310579,0.7428438,0.6734077,0.0694361
14,-0.13176063,0.5949783,"('antisocial', 'social')",0.078302085,0.43124783,-0.6534802,-0.25765494,-0.2356462,0.2561904,-0.4918366
51,0.11101714,0.603027,"('uneducated', 'educated')",0.40593004,0.5104766,0.65538335,0.8478036,0.3907768,0.6537691,-0.2629923
49,0.10346928,0.4633961,"('unable', 'able')",0.7206876,0.88462657,0.15351504,0.33494467,0.3258906,0.5609891,-0.2350985
29,0.08999312,0.037200525,"('unfair', 'fair')",-0.024008285,0.08769095,-0.5475763,-0.54724556,-0.1605305,-0.1407847,-0.0197458
64,-0.081898846,-0.15234874,"('shy', 'confident')",0.42466915,0.31685993,-6.108517,-6.0310984,-1.9219157,-1.9555291,0.0336134
66,0.059711322,-0.1229586,"('inactive', 'active')",-0.58083093,-0.5453409,1.1886741,0.8549472,0.2225182,0.0622159,0.1603023
50,0.056659874,-0.13700427,"('clumsy', 'skillful')",0.7992145,0.43232027,0.6694417,0.5173597,0.5084387,0.2708919,0.2375468
73,0.032591004,0.027485292,"('helpless', 'self-reliant')",0.25118205,0.17838168,-3.3146088,-3.3708076,-1.0102785,-1.0549802,0.0447017
85,0.029108837,-0.79813725,"('insignificant', 'prestigious')",0.40774944,0.116702676,0.504794,-0.15263736,0.3138841,-0.278024,0.5919081
55,-0.024604723,0.7311674,"('incompetent', 'clever')",-0.24582061,-0.1550991,0.0320886,0.31038597,-0.0794456,0.2954847,-0.3749303
57,0.023402736,0.31096408,"('unimaginative', 'imaginative')",0.061246112,-0.14523922,-2.6869144,-2.6288137,-0.8674219,-0.8210297,-0.0463922
