,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.289721,-3.8585923,"('evil', 'good')",-1.2599851,-1.1520147,-1.4574276,-1.7895331,-2.0023778,-2.2667133,0.2643355
21,2.784415,3.0831802,"('immoral', 'moral')",1.7483917,1.7626327,-0.05685953,-0.01587913,1.4919825,1.6099779,-0.1179954
76,2.313367,2.6850314,"('anxious', 'daring')",0.12963387,0.2456153,0.47172618,0.8805261,0.9715757,1.2703909,-0.2988152
16,-1.8720266,-2.03144,"('unpopular', 'popular')",-0.32188642,-0.3698525,0.37274224,0.19594067,-0.6070569,-0.7351173,0.1280604
60,1.871524,2.5722191,"('inefficient', 'efficient')",0.9688401,1.1365956,0.47885552,0.9424639,1.1064065,1.5504262,-0.4440197
32,1.8593819,1.9380187,"('unkind', 'kind')",2.2330432,2.3250563,1.9165132,2.077894,2.0029796,2.1136564,-0.1106768
23,1.6827949,2.054646,"('insincere', 'sincere')",0.5795674,0.56365454,6.071033,6.4139357,2.7777983,3.0107454,-0.2329471
12,1.6725867,1.9581581,"('unsupportive', 'supportive')",2.483939,2.5332863,-1.1482846,-1.1486629,1.0027471,1.1142605,-0.1115134
52,-1.5940226,-2.031221,"('irrational', 'rational')",-0.77018315,-0.9671592,-0.44271645,-0.8751562,-0.9356407,-1.2911788,0.3555381
36,-1.5410726,-2.1277907,"('hostile', 'amicable')",-1.1759584,-1.2333492,-0.3090648,-0.69937265,-1.0086986,-1.3535042,0.3448056
56,1.5401264,2.092837,"('impractical', 'practical')",1.5276926,1.7090114,0.016826723,0.5483696,1.0282152,1.4500726,-0.4218574
6,-1.4761453,-2.0082364,"('distant', 'open')",-0.1271703,-0.13990803,0.05641366,-0.1629344,-0.515634,-0.7703596,0.2547256
43,1.42554,1.7318457,"('irresponsible', 'responsible')",1.7077588,1.7162541,0.96403337,1.0561674,1.3657773,1.5014224,-0.1356451
74,1.3404186,1.6755832,"('undedicated', 'dedicated')",0.44572744,0.5415469,0.05193046,0.08711675,0.6126922,0.7680823,-0.1553901
70,1.333775,1.8864319,"('lethargic', 'energetic')",0.44376582,0.5582566,1.153134,1.7123125,0.9768917,1.385667,-0.4087753
39,1.267136,0.91373867,"('exploitative', 'cooperative')",0.20803909,0.25350922,0.20454869,0.1803607,0.5599079,0.4492029,0.110705
84,1.2630638,1.2437696,"('inferior', 'superior')",0.7961155,0.80749774,0.72997195,0.7518562,0.9297171,0.9343745,-0.0046574
4,-1.2518303,-1.3606251,"('disliked', 'liked')",0.5841621,0.75510204,-6.194664,-6.237424,-2.2874441,-2.2809823,-0.0064618
69,-1.2340223,-1.7316275,"('lazy', 'industrious')",0.37432164,0.3691804,-0.1664226,-0.5342421,-0.3420411,-0.6322297,0.2901886
5,-1.1748077,-1.6350142,"('distant', 'outgoing')",-0.14468905,-0.15727907,-0.4520586,-0.65958834,-0.5905185,-0.8172939,0.2267754
10,1.1566447,1.6998695,"('unsympathetic', 'sympathetic')",0.5270348,0.48208505,0.19075678,0.47457257,0.6248121,0.8855091,-0.260697
34,1.1360389,1.2994282,"('mean', 'honorable')",0.88898504,0.9020516,6.0868783,6.316243,2.7039674,2.839241,-0.1352736
18,1.1311479,0.9254431,"('disagreeable', 'welcoming')",-0.34752125,-0.37422377,-0.17966235,-0.29377204,0.2013214,0.0858158,0.1155056
65,1.1209944,1.4815373,"('insecure', 'secure')",-0.26682198,-0.29725638,-0.06024314,0.42582747,0.2646431,0.5367028,-0.2720597
7,1.0947621,1.2487894,"('insensitive', 'sensitive')",0.2402281,0.22537038,0.9674498,1.2599752,0.76748,0.9113784,-0.1438984
48,1.0561639,1.4178883,"('unintelligent', 'intelligent')",1.1732675,1.1899945,0.95959246,1.1316894,1.063008,1.246524,-0.183516
62,1.0369501,1.892599,"('incompetent', 'brilliant')",0.9199344,1.2211531,0.5144408,0.95330435,0.8237751,1.3556856,-0.5319105
17,-1.0272803,-1.0420699,"('nasty', 'nice')",-0.34680957,-0.16845259,-0.2405166,-0.23946258,-0.5382022,-0.4833284,-0.0548738
8,-1.0224475,-1.3266358,"('unaffectionate', 'affectionate')",-0.6125332,-0.7705968,0.17721358,0.030384794,-0.4859224,-0.6889493,0.2030269
41,0.9791462,1.0814284,"('unforgiving', 'forgiving')",0.8738221,0.94720536,0.27662063,0.18291278,0.7098629,0.7371822,-0.0273193
26,0.9552806,0.8179085,"('hardhearted', 'benevolent')",1.2486246,1.2092127,1.6226765,1.365251,1.2755272,1.1307907,0.1447365
24,0.9350872,1.1303643,"('dishonest', 'honest')",0.6217539,0.658494,0.9445823,1.2883213,0.8338078,1.0257265,-0.1919187
79,0.8152391,0.29471883,"('wavering', 'unwavering')",-0.08628876,0.019320447,0.4179869,0.21931247,0.3823124,0.1777839,0.2045285
11,0.8101722,1.2885661,"('unhelpful', 'helpful')",0.54058623,0.56326413,2.1018813,2.3412125,1.1508799,1.3976809,-0.246801
25,-0.80133265,-1.1188563,"('egoistic', 'altruistic')",-0.11831909,-0.26765075,1.2812374,1.1708786,0.1205285,-0.0718761,0.1924046
47,-0.76694655,-0.4521098,"('stupid', 'smart')",1.1342145,1.1479657,5.2232895,5.5458126,1.8635192,2.0805562,-0.217037
80,0.69958067,1.1786962,"('dominated', 'dominating')",0.3744563,0.3553062,-0.70417047,-0.6381734,0.1232888,0.2986096,-0.1753208
59,0.6965091,0.21881832,"('foolish', 'wise')",1.3962008,1.2554936,0.7027582,0.39751083,0.9318228,0.6239409,0.3078819
3,-0.65030295,-0.3101807,"('repellent', 'pleasant')",-0.8763788,-0.732648,-0.03800624,0.16735928,-0.5215626,-0.2918231,-0.2297395
46,0.6411615,1.3081369,"('uncompetitive', 'competitive')",1.150507,1.0568411,-0.4996584,-0.35869732,0.43067,0.6687602,-0.2380902
42,0.6336617,0.6759909,"('unreliable', 'reliable')",1.6778911,1.4970286,-2.2346506,-2.1000812,0.0256341,0.0243127,0.0013214
63,0.6039699,0.8574362,"('unperceptive', 'insightful')",1.0681933,1.0752672,1.3992432,1.5977552,1.0238021,1.1768195,-0.1530174
22,0.600219,0.9729183,"('untrustworthy', 'trustworthy')",0.3772429,0.56553304,-0.82253605,-0.4965413,0.051642,0.3473034,-0.2956614
2,0.59559333,0.71637976,"('unlikable', 'likable')",1.5298722,1.4305294,0.6217684,0.5586805,0.9157446,0.9018633,0.0138813
86,0.58883387,1.0233265,"('uninfluential', 'influential')",0.40027344,0.4437039,-0.07112943,-0.027900385,0.3059926,0.47971,-0.1737174
37,0.5858083,0.5983859,"('fake', 'genuine')",0.5069244,0.3728473,0.5682591,0.6807002,0.5536639,0.5506444,0.0030195
35,-0.5760554,-1.2055498,"('corrupt', 'incorrupt')",-1.3981316,-1.3444462,-0.3708573,-0.73760563,-0.7816815,-1.0958672,0.3141857
27,0.5698036,0.24219477,"('hardhearted', 'softhearted')",0.8839568,0.98037726,2.0808432,1.7369227,1.1782012,0.9864983,0.1917029
53,-0.5589997,-0.4446702,"('uncreative', 'creative')",-0.89719427,-1.0695851,0.23984724,0.36558756,-0.4054489,-0.3828892,-0.0225597
44,-0.5302827,-0.814475,"('prejudiced', 'unprejudiced')",-0.55020785,-0.5586134,-1.1762537,-1.4643685,-0.7522481,-0.9458189,0.1935708
77,0.5222928,0.6413783,"('unmotivated', 'motivated')",0.58473194,0.34005356,-0.89923,-0.861796,0.0692649,0.0398786,0.0293863
13,0.4930328,0.9486979,"('impolite', 'polite')",0.8556092,0.8547884,0.05045417,0.23751798,0.4663654,0.6803348,-0.2139694
83,0.4884334,0.6011978,"('powerless', 'powerful')",0.6089987,0.58139354,-0.8742732,-0.8931696,0.0743863,0.0964739,-0.0220876
40,0.4634539,0.57987624,"('stingy', 'generous')",0.53243893,0.506917,-1.61738,-1.4521906,-0.2071624,-0.1217992,-0.0853632
15,-0.42929086,-0.4452111,"('boring', 'funny')",0.13632618,0.09636593,0.42294112,0.4595523,0.0433255,0.0369024,0.0064231
61,-0.42121458,-0.25724748,"('illogical', 'logical')",-0.21496725,-0.24007112,0.10466045,0.029787319,-0.1771738,-0.1558438,-0.02133
1,-0.3972364,-0.59429306,"('unfriendly', 'friendly')",0.829738,0.7192961,1.5213675,1.3645856,0.6512897,0.4965296,0.1547601
82,-0.39604038,0.11543986,"('poor', 'rich')",-0.07522948,-0.064628884,5.8333592,6.305048,1.7873631,2.1186196,-0.3312565
68,-0.31283793,-0.127689,"('dependent', 'independent')",-0.82758796,-0.6900232,-0.45990032,-0.336487,-0.5334421,-0.384733,-0.1487091
19,-0.30549416,-0.5378245,"('inhospitable', 'hospitable')",0.46014118,0.37381077,0.011824917,-0.13370311,0.0554906,-0.099239,0.1547296
