,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,1.8518751,2.0676336,"('inefficient', 'efficient')",0.19121908,0.1416697,1.0215471,1.1046517,-0.0831046
39,1.7428933,1.7959269,"('exploitative', 'cooperative')",-0.29462254,-0.12571427,0.7241354,0.8351063,-0.1109709
31,-1.6504345,-1.8829992,"('evil', 'good')",-0.6815802,-0.80676067,-1.1660073,-1.3448799,0.1788726
6,-1.5880576,-1.7706667,"('distant', 'open')",-0.32165477,-0.48487753,-0.9548562,-1.1277721,0.1729159
66,-1.4646072,-1.5572166,"('inactive', 'active')",0.08343623,-0.06487825,-0.6905855,-0.8110474,0.1204619
86,-1.4189111,-1.2750142,"('uninfluential', 'influential')",-0.46120882,-0.6182407,-0.94006,-0.9466274,0.0065674
49,1.3293393,1.2353597,"('unable', 'able')",0.4250932,0.5065535,0.8772162,0.8709565,0.0062597
1,-1.2674383,-1.6670762,"('unfriendly', 'friendly')",1.645401,1.3250331,0.1889814,-0.1710216,0.360003
53,-1.2318473,-1.4556456,"('uncreative', 'creative')",0.60828173,0.524546,-0.3117828,-0.4655498,0.153767
30,1.1824877,1.3149046,"('intolerant', 'tolerant')",0.7933273,0.804013,0.9879075,1.0594587,-0.0715512
8,-1.1444496,-1.4466181,"('unaffectionate', 'affectionate')",0.93928874,0.75294876,-0.1025804,-0.3468347,0.2442543
85,-1.1426163,-1.3540165,"('insignificant', 'prestigious')",-0.12568283,-0.14585604,-0.6341496,-0.7499363,0.1157867
84,1.1391218,1.2056152,"('inferior', 'superior')",1.0466048,1.1417452,1.0928633,1.1736802,-0.0808169
5,-1.1210636,-1.3379444,"('distant', 'outgoing')",-0.26736385,-0.38238794,-0.6942137,-0.8601662,0.1659525
36,-1.117634,-1.5777162,"('hostile', 'amicable')",0.1873915,0.031959668,-0.4651213,-0.7728783,0.307757
65,1.1164967,1.343909,"('insecure', 'secure')",-0.41625288,-0.27694336,0.3501219,0.5334828,-0.1833609
21,1.071637,1.4756987,"('immoral', 'moral')",-0.4839473,-0.52989954,0.2938449,0.4728996,-0.1790547
16,-0.9796644,-1.2397681,"('unpopular', 'popular')",0.5710035,0.5221674,-0.2043304,-0.3588004,0.15447
14,0.95521903,1.5668207,"('antisocial', 'social')",-0.7411052,-0.528987,0.1070569,0.5189168,-0.4118599
25,-0.92804086,-1.1143854,"('egoistic', 'altruistic')",0.9426762,0.9961556,0.0073177,-0.0591149,0.0664326
48,0.91968703,0.8576838,"('unintelligent', 'intelligent')",1.5597215,1.4308546,1.2397043,1.1442692,0.0954351
19,-0.90526724,-1.317564,"('inhospitable', 'hospitable')",-0.34763628,-0.47299704,-0.6264517,-0.8952805,0.2688288
56,0.87630284,1.1994683,"('impractical', 'practical')",-0.6271827,-0.6355196,0.1245601,0.2819743,-0.1574142
62,0.87526447,1.1700847,"('incompetent', 'brilliant')",0.6566271,0.6685823,0.7659458,0.9193335,-0.1533877
20,0.85926354,0.9735343,"('rough', 'thoughtful')",0.8554187,0.99978,0.8573411,0.9866571,-0.129316
50,0.84752774,0.5559525,"('clumsy', 'skillful')",0.48723477,0.3628754,0.6673813,0.4594139,0.2079674
73,0.8281806,0.7100072,"('helpless', 'self-reliant')",-3.2607872,-3.1651585,-1.2163033,-1.2275757,0.0112724
79,-0.82702255,-1.074153,"('wavering', 'unwavering')",-0.3166898,-0.36256063,-0.5718561,-0.7183568,0.1465007
4,-0.824249,-0.92089486,"('disliked', 'liked')",-7.0074406,-7.0437083,-3.9158449,-3.9823017,0.0664568
57,-0.753273,-0.523322,"('unimaginative', 'imaginative')",-3.2911735,-3.262352,-2.0222232,-1.892837,-0.1293862
81,0.7380034,0.94287336,"('submissive', 'aggressive')",-0.5837677,-0.6075787,0.0771178,0.1676473,-0.0905295
67,0.72158295,0.85122883,"('doubtful', 'determined')",-0.67740446,-0.64338297,0.0220892,0.1039229,-0.0818337
82,-0.7206406,-0.6397358,"('poor', 'rich')",6.806063,6.6908607,3.0427113,3.0255625,0.0171488
75,-0.7167679,-0.8162781,"('meek', 'impulsive')",-0.62781733,-0.58258283,-0.6722926,-0.6994305,0.0271379
27,-0.7077235,-0.83747435,"('hardhearted', 'softhearted')",1.0297948,0.86999434,0.1610357,0.01626,0.1447757
9,-0.6982682,-0.89173394,"('unaffectionate', 'caring')",1.5345339,1.3067138,0.4181328,0.2074899,0.2106429
10,-0.6726725,-0.21336286,"('unsympathetic', 'sympathetic')",-0.60816485,-0.62427485,-0.6404186,-0.4188189,-0.2215997
3,-0.6481553,-0.17885813,"('repellent', 'pleasant')",0.4134795,0.5200585,-0.1173379,0.1706002,-0.2879381
76,0.64211833,0.9612336,"('anxious', 'daring')",-0.34318873,-0.26803488,0.1494648,0.3465994,-0.1971346
52,-0.6369508,-1.1462705,"('irrational', 'rational')",0.19610557,0.11738347,-0.2204226,-0.5144435,0.2940209
29,0.61861336,0.65570724,"('unfair', 'fair')",-0.27268857,-0.32993278,0.1729624,0.1628872,0.0100752
17,-0.59686714,-0.864457,"('nasty', 'nice')",-0.6999025,-0.7061229,-0.6483848,-0.7852899,0.1369051
18,-0.5841827,-0.46420056,"('disagreeable', 'welcoming')",-0.47241762,-0.6023574,-0.5283002,-0.5332789,0.0049787
72,-0.569509,-0.46024713,"('unambitious', 'ambitious')",-0.045130774,-0.2019284,-0.3073199,-0.3310878,0.0237679
40,-0.56328636,-0.22861166,"('stingy', 'generous')",-2.1177967,-2.1806269,-1.3405415,-1.2046193,-0.1359222
59,0.56077087,0.3660263,"('foolish', 'wise')",0.47001353,0.52183205,0.5153922,0.4439292,0.071463
46,-0.5189372,-0.11753334,"('uncompetitive', 'competitive')",-0.99925196,-1.0578809,-0.7590946,-0.5877071,-0.1713875
12,-0.48056117,-0.2545531,"('unsupportive', 'supportive')",-2.164181,-2.2801101,-1.3223711,-1.2673316,-0.0550395
42,0.47307897,0.6849186,"('unreliable', 'reliable')",-3.590614,-3.5829086,-1.5587676,-1.448995,-0.1097726
55,0.4643757,0.8490579,"('incompetent', 'clever')",0.104046315,0.17404965,0.284211,0.5115538,-0.2273428
88,-0.45804608,-0.59455204,"('low', 'eminent')",-0.19369979,-0.39591208,-0.3258729,-0.495232,0.1693591
68,0.45151812,0.3832849,"('dependent', 'independent')",-0.35719293,-0.4555602,0.0471626,-0.0361377,0.0833003
11,0.44847593,0.5507839,"('unhelpful', 'helpful')",1.7453101,1.7576461,1.096893,1.154215,-0.057322
45,-0.40182492,0.06127994,"('incompetent', 'competent')",-0.1438835,-0.11114404,-0.2728542,-0.0249321,-0.2479221
35,-0.4013461,-0.7464543,"('corrupt', 'incorrupt')",-0.43206307,-0.40246773,-0.4167046,-0.574461,0.1577564
28,0.38525844,0.18727782,"('disloyal', 'loyal')",1.3210024,1.0591114,0.8531304,0.6231946,0.2299358
23,0.3764372,0.46058354,"('insincere', 'sincere')",6.0216947,5.881294,3.1990659,3.1709387,0.0281272
69,0.37243798,0.056811687,"('lazy', 'industrious')",-0.6260395,-0.46811303,-0.1268008,-0.2056507,0.0788499
15,0.36145133,0.16893463,"('boring', 'funny')",0.13137841,0.074979275,0.2464149,0.121957,0.1244579
83,0.34606385,0.35424775,"('powerless', 'powerful')",-0.78583056,-0.8119211,-0.2198834,-0.2288367,0.0089533
78,0.34083658,0.35190964,"('nonresilient', 'resilient')",0.57786393,0.45533937,0.4593503,0.4036245,0.0557258
38,-0.32217193,-0.37075883,"('untruthful', 'truthful')",0.009995727,-0.06310606,-0.1560881,-0.2169324,0.0608443
26,-0.31997374,-0.28900322,"('hardhearted', 'benevolent')",1.4915442,1.4078184,0.5857853,0.5594076,0.0263777
13,-0.25721753,0.04582537,"('impolite', 'polite')",-0.82885075,-1.016933,-0.5430341,-0.4855538,-0.0574803
37,0.25234446,0.3330784,"('fake', 'genuine')",0.04260225,0.07936947,0.1474734,0.2062239,-0.0587505
64,0.23256953,0.29188228,"('shy', 'confident')",-6.904499,-6.759043,-3.3359647,-3.2335806,-0.1023841
44,0.22608289,0.3952683,"('prejudiced', 'unprejudiced')",-1.6504792,-1.4862483,-0.7121981,-0.54549,-0.1667081
22,0.20853557,0.6778498,"('untrustworthy', 'trustworthy')",-1.1594181,-1.0614216,-0.4754413,-0.1917859,-0.2836554
51,-0.198168,-0.058628455,"('uneducated', 'educated')",0.24869896,0.11735952,0.0252655,0.0293655,-0.0041
2,0.17444137,0.40414095,"('unlikable', 'likable')",0.25690266,0.32533735,0.215672,0.3647391,-0.1490671
77,0.16917731,0.10602063,"('unmotivated', 'motivated')",-0.8784222,-0.85823566,-0.3546225,-0.3761075,0.021485
33,-0.1637077,-0.24414796,"('wrong', 'right')",-0.6925237,-0.7944091,-0.4281157,-0.5192785,0.0911628
80,0.16314432,0.44762424,"('dominated', 'dominating')",-1.2095305,-1.0497477,-0.5231931,-0.3010617,-0.2221314
54,-0.14460605,-0.40412208,"('incapable', 'capable')",1.0483103,1.127619,0.4518521,0.3617485,0.0901036
47,-0.13511677,0.19326122,"('stupid', 'smart')",5.4700546,5.670712,2.667469,2.9319866,-0.2645176
32,0.12547804,0.45954645,"('unkind', 'kind')",0.8280915,0.773244,0.4767848,0.6163952,-0.1396104
71,0.123409,0.3094784,"('diffident', 'self-confident')",0.44206727,0.4484153,0.2827381,0.3789468,-0.0962087
61,0.11044918,0.16381265,"('illogical', 'logical')",0.21948971,0.27556112,0.1649694,0.2196869,-0.0547175
34,-0.09721274,0.043558113,"('mean', 'honorable')",5.934282,5.926646,2.9185345,2.9851022,-0.0665677
74,-0.08182115,0.32404247,"('undedicated', 'dedicated')",-0.71641845,-0.66604733,-0.3991198,-0.1710024,-0.2281174
41,-0.074597254,0.1393882,"('unforgiving', 'forgiving')",-0.17384219,-0.292282,-0.1242197,-0.0764469,-0.0477728
87,0.061451063,0.086578175,"('unsuccessful', 'successful')",0.55777377,0.80344176,0.3096124,0.44501,-0.1353976
43,0.047286734,0.548478,"('irresponsible', 'responsible')",0.054056663,0.06612973,0.0506717,0.3073039,-0.2566322
63,-0.044740483,0.2712196,"('unperceptive', 'insightful')",0.8208572,0.66808146,0.3880584,0.4696505,-0.0815921
58,-0.039125636,0.01895446,"('undiscriminating', 'discriminating')",0.15098137,0.1700314,0.0559279,0.0944929,-0.038565
0,-0.038204335,0.013641188,"('unsociable', 'sociable')",-0.23159175,-0.2863673,-0.134898,-0.1363631,0.0014651
7,0.025398575,0.22010992,"('insensitive', 'sensitive')",0.043198384,-0.0016366676,0.0342985,0.1092366,-0.0749381
24,-0.012823634,0.17415914,"('dishonest', 'honest')",0.48099047,0.42121083,0.2340834,0.297685,-0.0636016
70,0.004559461,0.45703438,"('lethargic', 'energetic')",-0.22416997,-0.17076351,-0.1098053,0.1431354,-0.2529407
