,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
63,-1.3858314,-1.8708513,"('unperceptive', 'insightful')",-0.6311228,-0.6430618,1.7089691,1.9145545,1.5107203,1.4356394,0.3006838,0.2090702,0.0916136
3,-1.3664114,-1.2069378,"('repellent', 'pleasant')",-1.3869375,-1.3386159,0.52808475,0.86317205,0.35337994,0.51557875,-0.467971,-0.2917007,-0.1762703
21,-1.3313036,-1.5836931,"('immoral', 'moral')",0.054347344,0.0047337115,0.3452121,0.82067,-0.50395447,-0.501556,-0.3589246,-0.3149614,-0.0439632
50,1.3282193,1.2428664,"('clumsy', 'skillful')",0.5300175,0.5161581,0.326926,0.389636,0.4952904,0.4728494,0.6701133,0.6553774,0.0147359
69,1.2963383,1.7452956,"('lazy', 'industrious')",1.5423907,1.6610298,0.27519655,0.36845922,-0.76178175,-0.8665832,0.5880359,0.7270503,-0.1390144
72,-1.267068,-1.4520499,"('unambitious', 'ambitious')",-0.53876144,-0.3314983,-0.36218324,-0.34713927,-0.95211035,-0.94990486,-0.7800308,-0.7701481,-0.0098827
12,-1.2443523,-1.4123945,"('unsupportive', 'supportive')",0.12034097,0.28620163,0.036725722,0.22926798,-1.165928,-1.3051186,-0.5633034,-0.5505109,-0.0127925
8,-1.2413577,-1.242995,"('unaffectionate', 'affectionate')",-0.67662865,-0.42495978,-0.70576084,-0.88293874,0.61953646,0.608259,-0.5010527,-0.4856586,-0.0153941
53,-1.2322807,-1.0598621,"('uncreative', 'creative')",-2.1780787,-1.6059271,0.4118059,0.6283099,1.0900158,1.203133,-0.4771344,-0.2085865,-0.2685479
45,-1.2220156,-1.5891495,"('incompetent', 'competent')",-0.43029356,-0.5347645,0.1544661,0.19458804,-0.30698198,-0.24495967,-0.4512063,-0.5435714,0.0923651
24,-1.2168348,-1.3564954,"('dishonest', 'honest')",-0.18924543,-0.14054708,-1.0868368,-1.0836885,0.5959039,0.786895,-0.4742533,-0.448459,-0.0257943
35,1.1968291,1.6349608,"('corrupt', 'incorrupt')",0.027117655,0.13947548,-1.4716483,-1.5371302,-0.3964093,-0.47087166,-0.1610277,-0.0583914,-0.1026363
59,1.1882337,1.225583,"('foolish', 'wise')",0.12039017,0.106060535,-0.8874265,-1.0931194,0.116184406,0.024727823,0.1343455,0.065813,0.0685325
81,-1.1837723,-1.3968558,"('submissive', 'aggressive')",-0.12439006,-0.18835431,1.0303642,1.008104,-0.7211225,-0.6442871,-0.2497302,-0.3053483,0.0556181
46,-1.1822866,-1.656187,"('uncompetitive', 'competitive')",-0.7879468,-0.92041254,1.5005077,1.9246869,0.26909736,0.32437763,-0.0501571,-0.0818838,0.0317267
23,-1.1360524,-1.4568594,"('insincere', 'sincere')",-0.05407518,-0.12679929,-0.31509933,-0.4160964,5.532117,6.147163,1.0067225,1.0368519,-0.0301294
13,-1.0841626,-1.4090117,"('impolite', 'polite')",0.4820361,0.29415205,0.68758297,0.7295713,0.35498133,0.33611298,0.1101095,-0.0122939,0.1224034
55,-1.0622349,-1.4617256,"('incompetent', 'clever')",-0.20250538,-0.14175794,0.41443282,0.7651169,0.17479059,0.3774297,-0.1688792,-0.1152342,-0.053645
9,-1.0481074,-0.84305626,"('unaffectionate', 'caring')",-0.7233645,-0.3623134,0.15910733,0.096953794,1.3478947,1.5255761,-0.0661175,0.10429,-0.1704075
77,-1.0151811,-1.1171113,"('unmotivated', 'motivated')",-0.3510922,-0.3279192,1.0482566,1.2216927,-1.0690542,-1.1435914,-0.3467677,-0.3417323,-0.0050354
14,-0.9750172,-1.1835798,"('antisocial', 'social')",0.17659171,0.16850865,2.0906157,2.2316527,-0.43132722,-0.41886857,0.2152158,0.1994283,0.0157875
76,-0.94939935,-1.1966691,"('anxious', 'daring')",-0.69320375,-0.8356674,1.0153849,1.1791928,0.2835888,0.37957132,-0.0859074,-0.1183931,0.0324857
85,0.938999,1.2025946,"('insignificant', 'prestigious')",-0.08700476,0.10774979,-0.44436145,-0.4150345,0.27448106,0.17470092,0.1705285,0.2675027,-0.0969742
33,0.91165847,1.0048629,"('wrong', 'right')",0.8164932,0.9231212,0.32834312,0.24796571,-0.48889852,-0.6550361,0.391899,0.3802284,0.0116706
7,-0.90578747,-1.023317,"('insensitive', 'sensitive')",-0.23843488,-0.215859,0.5630165,0.6616872,1.0298743,1.0469935,0.1121671,0.1173762,-0.0052091
30,-0.84315634,-0.94710237,"('intolerant', 'tolerant')",0.08481951,0.12756732,1.3308644,1.4377879,1.2250192,1.2011983,0.4493867,0.4548628,-0.0054761
38,-0.8320965,-1.1381332,"('untruthful', 'truthful')",-0.14025143,-0.17585094,-1.0552393,-1.1837798,0.1826324,0.09300282,-0.4612387,-0.6011903,0.1399516
22,-0.7539314,-0.88623977,"('untrustworthy', 'trustworthy')",-0.21148859,-0.09132396,0.18340118,0.6082091,-0.7224112,-0.6139073,-0.3761075,-0.2458155,-0.130292
88,-0.7399717,-0.9170137,"('low', 'eminent')",-0.2341795,-0.10768067,-0.120411,-0.23510073,0.30927247,0.30052677,-0.1963224,-0.2398171,0.0434947
43,-0.7133224,-1.0731376,"('irresponsible', 'responsible')",-0.01605193,-0.16817425,-0.40427995,-0.392785,0.5507761,0.5275005,-0.1457196,-0.2766491,0.1309295
32,-0.6992098,-0.83985716,"('unkind', 'kind')",0.6787605,0.76714575,0.8370078,0.93498445,1.4156588,1.3793962,0.5580543,0.5604173,-0.002363
16,0.65994716,0.6310865,"('unpopular', 'popular')",-0.07887699,-0.19019142,-0.77209765,-0.8743691,0.36405617,0.249464,0.0432572,-0.0460025,0.0892597
29,0.63049525,0.46723843,"('unfair', 'fair')",-0.0784815,-0.28308505,-0.56667846,-0.67572147,-0.47809488,-0.7377835,-0.1231899,-0.3073379,0.184148
61,-0.605787,-0.5164369,"('illogical', 'logical')",-0.6522442,-0.6352793,-0.076274134,-0.021632481,0.32706904,0.33688477,-0.2518091,-0.209116,-0.0426931
26,-0.56886685,-0.624308,"('hardhearted', 'benevolent')",-0.16790463,0.27715752,1.3502102,1.1648133,1.3551112,1.4284098,0.4921375,0.5615182,-0.0693807
44,0.5450963,0.65357304,"('prejudiced', 'unprejudiced')",0.024307568,-0.21882191,-0.9200973,-0.9141548,-1.909775,-1.8355201,-0.5651171,-0.5787309,0.0136138
87,0.53128684,0.28165996,"('unsuccessful', 'successful')",0.09731228,-0.114408284,1.0514001,1.006375,0.7720895,0.81490046,0.6130221,0.4971318,0.1158903
4,0.5237161,0.51530594,"('disliked', 'liked')",-0.03229656,0.07226444,-0.09609594,-0.037740495,-5.4525585,-6.1993027,-1.2643087,-1.4123682,0.1480595
40,-0.47171938,-0.43073425,"('stingy', 'generous')",0.0833728,0.3115647,0.5672806,0.874693,-0.82400095,-0.8988685,-0.1612667,-0.0358363,-0.1254304
18,-0.45805383,-0.36285257,"('disagreeable', 'welcoming')",-0.45869517,-0.23708469,-0.14313462,0.00072690845,-0.0797575,-0.21921754,-0.2849103,-0.204607,-0.0803033
71,0.4518757,0.53572816,"('diffident', 'self-confident')",1.2355437,1.340666,0.7998347,0.79560196,0.54056126,0.4540516,0.7569538,0.7815119,-0.0245581
84,0.42055115,0.40705705,"('inferior', 'superior')",0.2298205,0.20663503,0.20954266,0.24960162,0.92009735,0.83111244,0.4450029,0.4236015,0.0214014
31,-0.41034392,-0.13561578,"('evil', 'good')",-0.58387786,-0.35426617,-1.7926683,-2.0616088,-1.2716098,-1.5614619,-1.014625,-1.0282382,0.0136132
62,-0.4082144,-0.7920826,"('incompetent', 'brilliant')",-0.18696952,-0.27436867,0.59329903,0.7380427,0.15098894,0.2922613,0.037276,-0.0090368,0.0463128
5,0.3970816,0.5595322,"('distant', 'outgoing')",-0.6012366,-0.407812,-1.1201079,-1.2285824,-0.31809574,-0.43540877,-0.4105896,-0.3780677,-0.0325219
42,0.3846519,0.19606788,"('unreliable', 'reliable')",0.30046907,0.23909508,1.055452,1.3255267,-2.5559077,-2.644853,-0.2038337,-0.2210408,0.0172071
65,-0.38232213,-0.60567987,"('insecure', 'secure')",-0.536754,-0.7692657,0.4927224,0.49954998,-0.121789955,0.05442269,-0.1370359,-0.2052432,0.0682073
67,0.3510087,0.16714111,"('doubtful', 'determined')",0.6477572,0.41453484,0.5082322,0.4396435,-0.8113204,-0.92458713,0.1739194,0.0241831,0.1497363
74,-0.33761692,-0.6340799,"('undedicated', 'dedicated')",4.355237e-05,-0.000998579,0.074031726,0.15392238,0.31658298,0.23564725,0.0132603,-0.0613772,0.0746375
17,-0.32510683,-0.26436484,"('nasty', 'nice')",0.03346842,0.010793122,-1.4965775,-1.474553,-0.9866239,-0.82980454,-0.69371,-0.6394823,-0.0542277
51,-0.3052884,-0.6495346,"('uneducated', 'educated')",-0.046150167,-0.050584115,1.0083013,1.2080915,0.99005777,0.99274457,0.4117301,0.3751794,0.0365507
34,-0.29562175,-0.42023626,"('mean', 'honorable')",-0.18331718,-0.30884185,0.0768902,0.10424185,6.118088,6.3718085,1.4290098,1.436743,-0.0077332
25,-0.29417396,-0.052627183,"('egoistic', 'altruistic')",0.39562064,0.6633232,0.7678374,0.71442825,1.4886327,1.5352403,0.5894792,0.7150911,-0.1256119
37,-0.29234427,-0.51064605,"('fake', 'genuine')",0.17277358,0.11001971,0.3818988,0.5304386,0.969938,1.0174066,0.3080665,0.2868047,0.0212618
49,-0.2915373,-0.36058286,"('unable', 'able')",-0.03280516,0.02577332,-0.45891702,-0.37831905,-0.03190744,0.010537871,-0.2037917,-0.1756477,-0.028144
2,0.27205297,0.22360641,"('unlikable', 'likable')",0.46707135,0.44669846,1.5963367,1.7307425,0.8362202,0.8981239,0.7929204,0.8247928,-0.0318724
78,-0.2686392,-0.33911446,"('nonresilient', 'resilient')",0.16589889,0.34330857,1.1626637,1.1658694,0.8345325,0.6770888,0.473614,0.4617881,0.0118259
70,-0.2644432,-0.5570657,"('lethargic', 'energetic')",-0.1904521,-0.29067948,1.1525334,1.5297724,1.006442,1.1244136,0.42602,0.4516102,-0.0255902
82,-0.24114257,-0.5801868,"('poor', 'rich')",-0.68625057,-0.65933204,0.9540535,1.0269034,6.0693345,6.455629,1.5239987,1.5607533,-0.0367546
27,-0.22794256,-0.29494455,"('hardhearted', 'softhearted')",-0.60824424,-0.51473343,0.7260879,0.82014596,1.5211262,1.4907395,0.3527568,0.3753019,-0.0225451
58,-0.21101834,-0.3260408,"('undiscriminating', 'discriminating')",-1.31611,-1.2795049,0.5250044,0.52942634,0.24459457,0.06813791,-0.1893823,-0.2519954,0.0626131
68,0.19916055,0.10661221,"('dependent', 'independent')",-1.0752424,-1.2811583,-0.39611182,-0.21172589,-0.21934891,-0.38770968,-0.3728856,-0.4434954,0.0706098
79,-0.18886597,-0.3071166,"('wavering', 'unwavering')",-0.14603443,-0.24140123,-2.007073,-2.2442174,-0.41186947,-0.385572,-0.6884607,-0.7945768,0.1061161
80,0.18717638,0.0068640523,"('dominated', 'dominating')",-0.35318998,-0.3879863,1.076125,1.2327608,-1.0522444,-0.82779896,-0.0355332,0.0059599,-0.0414931
54,0.18024781,0.08253893,"('incapable', 'capable')",0.0026358515,0.050151058,0.17919868,0.01316338,0.8307962,0.80671865,0.2982196,0.238143,0.0600766
47,0.17589945,0.024779648,"('stupid', 'smart')",1.0198807,0.9872678,0.6276891,0.68670225,5.1542134,5.5518165,1.7444206,1.8126415,-0.0682209
60,-0.17149073,-0.47434103,"('inefficient', 'efficient')",0.7228848,0.6252501,0.9359072,1.0011132,0.20167494,0.21011005,0.422244,0.3405331,0.0817109
64,-0.16423926,-0.21308708,"('shy', 'confident')",-0.39894548,-0.45028755,0.75797707,0.9359908,-6.059762,-6.465021,-1.4662424,-1.5481012,0.0818588
36,0.13473764,0.4195183,"('hostile', 'amicable')",-0.5750891,-0.36142427,-1.4454947,-1.6271,-0.10875429,-0.19537705,-0.4986501,-0.4410958,-0.0575543
39,-0.13209112,0.20472598,"('exploitative', 'cooperative')",0.5521355,0.4727131,-0.20399548,-0.15814859,-0.16804285,0.12123992,0.0120015,0.1601326,-0.1481311
19,0.12449387,0.18575521,"('inhospitable', 'hospitable')",-1.0001051,-0.92845464,-1.2291627,-1.2057148,-0.077481195,-0.12542093,-0.5455638,-0.5184588,-0.027105
83,-0.11573896,-0.24167062,"('powerless', 'powerful')",-0.2330407,-0.24930367,0.23843092,0.38852486,-0.7507129,-0.606216,-0.2152654,-0.1771664,-0.038099
66,0.10821662,0.10506356,"('inactive', 'active')",-0.91547334,-0.9900755,1.0306978,1.0978993,0.9548948,0.92722446,0.294584,0.285028,0.009556
20,-0.09169064,-0.14394386,"('rough', 'thoughtful')",0.0756511,0.0869628,0.5013495,0.6785458,0.9338069,1.0096288,0.3547792,0.4077983,-0.0530191
52,0.08681043,0.347077,"('irrational', 'rational')",-0.43716592,-0.48164883,-1.3498302,-1.6475132,-0.36468586,-0.3141475,-0.5162179,-0.5240581,0.0078402
6,-0.0769058,0.14543173,"('distant', 'open')",-0.7058966,-0.4539202,-1.442769,-1.4877261,0.23229423,0.30470115,-0.4983193,-0.3728784,-0.1254409
15,-0.061010234,-0.19795428,"('boring', 'funny')",0.64441866,0.73023933,-1.1832472,-1.3233314,0.3663891,0.3208301,-0.0583624,-0.1175541,0.0591917
75,0.03593503,0.035893917,"('meek', 'impulsive')",-0.58016545,-0.589266,-0.57323295,-0.6472704,-0.5248267,-0.61515296,-0.4105725,-0.4539489,0.0433764
56,0.009238176,-0.47231838,"('impractical', 'practical')",1.1161951,0.9039317,0.10286054,0.10799542,-0.2058456,-0.16051003,0.255612,0.0947747,0.1608373
