,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
31,-1.3013692,-1.395693,"('evil', 'good')",-1.1222115,-1.0546913,-1.4805717,-1.1632216,-1.3013841,-1.2045352,-0.0968489
19,-1.2777456,-1.2979362,"('inhospitable', 'hospitable')",-1.4425484,-1.4270198,-0.2774672,0.005276026,-0.9992537,-0.90656,-0.0926937
10,-1.1860528,-1.0509901,"('unsympathetic', 'sympathetic')",-0.6635795,-0.7074072,-0.2023534,-0.532666,-0.6839952,-0.7636878,0.0796926
45,-1.1452274,-1.0812685,"('incompetent', 'competent')",-0.12348164,-0.31471375,-0.12760217,-0.42817897,-0.4654371,-0.6080538,0.1426167
43,-1.1438085,-1.0431161,"('irresponsible', 'responsible')",-0.79625916,-0.7573637,0.19135801,0.19484755,-0.5829032,-0.5352107,-0.0476925
84,1.0988246,1.0236242,"('inferior', 'superior')",0.574638,0.51530683,1.0610727,0.94819504,0.9115117,0.829042,0.0824697
38,-1.069848,-1.016468,"('untruthful', 'truthful')",-0.96431476,-0.9851562,-0.05754486,-0.06724889,-0.6972359,-0.6896243,-0.0076116
74,-1.0518728,-0.90191865,"('undedicated', 'dedicated')",0.2943706,0.39054847,0.091123104,0.04975376,-0.2221264,-0.1538721,-0.0682543
27,-1.0272797,-0.9711478,"('hardhearted', 'softhearted')",-0.3974605,-0.25121447,1.1282548,1.0663806,-0.0988285,-0.0519939,-0.0468346
39,1.0098723,0.92583746,"('exploitative', 'cooperative')",1.7789319,1.8468423,0.15816334,0.23863368,0.9823225,1.0037711,-0.0214486
58,-0.99912083,-0.96201015,"('undiscriminating', 'discriminating')",0.29850113,0.19834761,-0.044539914,-0.18256126,-0.2483865,-0.3154079,0.0670214
1,-0.90868044,-0.90021974,"('unfriendly', 'friendly')",0.021225715,0.14355466,0.7621961,1.2264249,-0.0417529,0.1565866,-0.1983395
0,-0.895732,-1.0483769,"('unsociable', 'sociable')",0.6421282,0.31755373,-0.49540937,-0.89939606,-0.249671,-0.5434064,0.2937354
83,0.8604255,0.7309655,"('powerless', 'powerful')",0.3928219,0.29171908,-0.6301751,-0.8461825,0.2076908,0.058834,0.1488568
86,-0.85451937,-1.0909542,"('uninfluential', 'influential')",0.11540872,-0.1639303,-0.045706905,-0.44040653,-0.2616059,-0.565097,0.3034911
13,-0.85111046,-1.1315354,"('impolite', 'polite')",0.21381286,-0.0806034,0.23053837,-0.42734885,-0.1355864,-0.5464959,0.4109095
28,-0.81017953,-1.0874468,"('disloyal', 'loyal')",-0.20833638,-0.38051212,0.736965,0.65977144,-0.0938503,-0.2693958,0.1755455
9,-0.79927206,-0.9019163,"('unaffectionate', 'caring')",-0.58803487,-0.4692328,0.5873957,0.88854295,-0.2666371,-0.1608687,-0.1057684
67,0.7803991,0.7105747,"('doubtful', 'determined')",0.5974673,0.62392545,-0.13674161,-0.26307505,0.4137082,0.3571417,0.0565665
8,-0.76115704,-0.7623892,"('unaffectionate', 'affectionate')",-1.2797077,-1.0862532,-0.24290429,0.20985962,-0.7612563,-0.5462609,-0.2149954
69,0.7000476,0.71582,"('lazy', 'industrious')",-0.021061476,0.1229593,-0.4072338,-0.30378634,0.0905841,0.178331,-0.0877469
72,-0.6875602,-0.64621264,"('unambitious', 'ambitious')",-1.4554574,-1.3167589,-0.99181485,-0.7601233,-1.0449442,-0.9076982,-0.137246
63,-0.6820759,-0.65424496,"('unperceptive', 'insightful')",0.6044003,0.55128753,1.1970123,0.9304342,0.3731122,0.2758256,0.0972866
40,0.66094095,0.69952255,"('stingy', 'generous')",-0.012881643,-0.041373536,-1.5449928,-1.8166695,-0.2989778,-0.3861735,0.0871957
75,0.6587353,0.92900676,"('meek', 'impulsive')",-1.2652828,-1.0994897,-0.22576495,0.076849125,-0.2774375,-0.0312113,-0.2462262
41,-0.6492323,-0.75800955,"('unforgiving', 'forgiving')",-0.56774694,-0.78558713,0.29679757,0.08246847,-0.3067272,-0.4870427,0.1803155
70,-0.64906204,-0.4754984,"('lethargic', 'energetic')",-0.54802144,-0.5227571,0.8697541,0.73041666,-0.1091098,-0.0892796,-0.0198302
57,-0.64572537,-0.5391344,"('unimaginative', 'imaginative')",-0.24964292,-0.2805231,-2.2836685,-2.6141448,-1.059679,-1.1446007,0.0849217
32,-0.6453233,-0.8924872,"('unkind', 'kind')",-0.5967952,-0.61972755,0.63812006,0.57363963,-0.2013328,-0.3128584,0.1115256
51,-0.6063989,-0.86240196,"('uneducated', 'educated')",-0.1560536,-0.5473846,0.7278824,0.32832015,-0.0115234,-0.3604888,0.3489654
85,0.59671134,0.6043801,"('insignificant', 'prestigious')",-0.53047544,-0.4015104,-0.29522368,0.164654,-0.0763293,0.1225079,-0.1988372
79,-0.59062433,-0.60614175,"('wavering', 'unwavering')",-1.749459,-1.7208177,-0.08128832,0.13713253,-0.8071239,-0.7299423,-0.0771816
78,-0.5903238,-0.6968986,"('nonresilient', 'resilient')",1.547481,1.4669887,0.4040718,0.19244955,0.453743,0.3208466,0.1328964
48,0.58550584,0.3392641,"('unintelligent', 'intelligent')",0.52760607,0.4364868,0.661409,0.3725676,0.591507,0.3827728,0.2087342
6,-0.5783654,-0.50220436,"('distant', 'open')",-1.8527781,-1.6058832,-0.21304229,0.21774395,-0.8813953,-0.6301145,-0.2512808
65,-0.51566035,-0.70001036,"('insecure', 'secure')",0.49600774,0.28296372,-0.008756415,-0.16797875,-0.0094697,-0.1950085,0.1855388
36,-0.5118857,-0.5763924,"('hostile', 'amicable')",-1.720498,-1.7383852,-0.16932929,0.21562092,-0.800571,-0.6997189,-0.1008521
66,-0.49176997,-0.27515447,"('inactive', 'active')",-1.4496565,-1.3503308,0.83055586,0.8877129,-0.3702902,-0.2459241,-0.1243661
3,-0.48993543,-0.3316732,"('repellent', 'pleasant')",0.576358,0.602633,0.020455632,0.0508365,0.0356261,0.1072654,-0.0716393
42,-0.48137298,-0.43933767,"('unreliable', 'reliable')",-1.4500762,-1.5435946,-2.6544123,-2.7171507,-1.5286204,-1.5666943,0.0380739
12,-0.47973567,-0.4848123,"('unsupportive', 'supportive')",0.056078628,0.06530968,-1.8568913,-2.0731628,-0.7601828,-0.8308884,0.0707056
22,-0.44523603,-0.5137219,"('untrustworthy', 'trustworthy')",0.24425538,0.0687179,-0.9624712,-1.0416694,-0.3878173,-0.4955578,0.1077405
23,-0.4369508,-0.45680892,"('insincere', 'sincere')",0.81105155,0.8668197,5.1257353,5.3203335,1.8332787,1.9101148,-0.0768361
11,-0.43565366,-0.4075912,"('unhelpful', 'helpful')",0.98618853,1.0032331,2.117616,1.9948984,0.8893836,0.8635135,0.0258701
50,-0.42100474,-0.3775305,"('clumsy', 'skillful')",-0.7839368,-0.76851714,0.24947554,0.4041595,-0.3184887,-0.247296,-0.0711927
73,0.41704455,0.5777024,"('helpless', 'self-reliant')",-0.34734273,-0.3106522,-3.1733406,-3.064449,-1.0345462,-0.9324663,-0.1020799
88,-0.39786422,-0.47284043,"('low', 'eminent')",-0.72092044,-0.592131,-0.24120979,-0.20379485,-0.4533315,-0.4229221,-0.0304094
49,0.39768955,0.22337216,"('unable', 'able')",0.6342776,0.58307964,0.1525119,0.13729118,0.3948263,0.314581,0.0802453
16,-0.39610848,-0.43724716,"('unpopular', 'popular')",-0.46619684,-0.5677016,0.57889664,0.51956487,-0.0944695,-0.1617946,0.0673251
54,-0.3934315,-0.22410479,"('incapable', 'capable')",-0.34045857,-0.26456127,0.989783,1.3703767,0.0852976,0.2939035,-0.2086059
82,-0.38248852,-0.205921,"('poor', 'rich')",-0.5722919,-0.5218006,5.8910184,6.2579775,1.6454126,1.8434186,-0.198006
4,-0.36878613,-0.5450394,"('disliked', 'liked')",-1.1412338,-1.4297308,-5.7214003,-6.2918096,-2.4104733,-2.7555265,0.3450532
64,-0.3188186,-0.61280286,"('shy', 'confident')",0.1564605,-0.079918325,-5.5781455,-6.1439676,-1.9135013,-2.2788963,0.365395
76,0.29882386,0.5917773,"('anxious', 'daring')",-0.5163818,-0.47677884,0.6125275,0.47223577,0.1316565,0.1957448,-0.0640883
24,-0.283206,-0.36972606,"('dishonest', 'honest')",-1.6969932,-1.6853955,0.50488776,0.55697817,-0.4917705,-0.4993811,0.0076106
59,0.2716056,0.047237743,"('foolish', 'wise')",-0.45317748,-0.39096192,-0.006407699,0.28549755,-0.0626599,-0.0194089,-0.043251
30,-0.27086598,-0.5134875,"('intolerant', 'tolerant')",1.3658401,1.2618822,0.9003861,0.5962987,0.66512,0.4482311,0.2168889
35,-0.25937545,-0.29914036,"('corrupt', 'incorrupt')",-1.2360486,-1.1495955,-0.61463076,-0.26091266,-0.7033516,-0.5698828,-0.1334688
80,-0.2528929,-0.27641833,"('dominated', 'dominating')",0.37847477,0.25042087,-0.8468369,-1.116503,-0.2404184,-0.3808335,0.1404151
62,0.2519809,0.36726657,"('incompetent', 'brilliant')",1.1295578,1.1463543,0.2934423,0.19083083,0.558327,0.5681506,-0.0098236
5,-0.24721502,-0.2792888,"('distant', 'outgoing')",-1.2612714,-1.0447266,-0.64838314,-0.3494759,-0.7189565,-0.5578304,-0.1611261
26,-0.23955007,-0.2940037,"('hardhearted', 'benevolent')",-0.22749723,-0.09830669,0.731696,0.9233573,0.0882162,0.1770156,-0.0887994
33,0.22842675,0.11082472,"('wrong', 'right')",-0.3006918,-0.34718648,-0.7588457,-0.59224653,-0.2770369,-0.2762028,-0.0008341
18,-0.2169295,-0.46181008,"('disagreeable', 'welcoming')",-0.30488738,-0.48854458,-0.7496654,-0.7072249,-0.4238274,-0.5525266,0.1286992
17,-0.20651422,-0.3204835,"('nasty', 'nice')",-0.40281945,-0.54833937,-0.60426104,-0.6806895,-0.4045316,-0.5165041,0.1119725
29,-0.2021734,-0.087118074,"('unfair', 'fair')",-0.41088352,-0.47466627,-0.6808796,-0.51406157,-0.4313122,-0.3586153,-0.0726969
7,-0.19983812,-0.40585878,"('insensitive', 'sensitive')",0.12142844,0.04120702,0.27638504,0.017873965,0.0659918,-0.1155926,0.1815844
55,0.19712771,0.12937085,"('incompetent', 'clever')",0.4291141,0.21591856,0.09993291,-0.29634374,0.2420582,0.0163152,0.225743
34,0.191677,0.24130964,"('mean', 'honorable')",0.55746335,0.61339176,5.970088,6.1128373,2.2397428,2.3225129,-0.0827701
56,-0.18765543,-0.19169281,"('impractical', 'practical')",0.524719,0.3777741,0.25001496,-0.037022017,0.1956928,0.0496864,0.1460064
52,-0.18634495,-0.3235136,"('irrational', 'rational')",-0.6418273,-0.5855613,-0.3722995,0.04387047,-0.4001572,-0.2884015,-0.1117557
20,0.1774979,0.38055253,"('rough', 'thoughtful')",0.36795765,0.46569002,0.9002176,0.98201954,0.4818911,0.6094207,-0.1275296
21,-0.14953238,-0.32904968,"('immoral', 'moral')",0.8137315,0.6104817,-0.73228496,-1.0235188,-0.0226953,-0.2473623,0.224667
47,-0.13772592,0.0136210285,"('stupid', 'smart')",0.7198823,0.8435366,5.4987197,5.7891493,2.0269588,2.2154357,-0.1884769
15,-0.12824094,-0.3353066,"('boring', 'funny')",-1.1352094,-1.1068381,0.42740697,0.39677072,-0.2786811,-0.348458,0.0697769
25,-0.12316814,-0.19734234,"('egoistic', 'altruistic')",0.1724759,0.06924264,0.8836922,1.1603625,0.311,0.3440876,-0.0330876
44,0.117976196,0.50962335,"('prejudiced', 'unprejudiced')",-0.9029823,-0.7303242,-1.2018794,-0.8648041,-0.6622952,-0.361835,-0.3004602
61,-0.113787964,-0.22026253,"('illogical', 'logical')",1.0154893,0.7779883,0.0750742,-0.09548271,0.3255919,0.154081,0.1715109
77,-0.09578919,-0.4312834,"('unmotivated', 'motivated')",0.7099266,0.5795615,-0.9458662,-1.0589474,-0.1105763,-0.3035565,0.1929802
46,-0.094613634,-0.06739859,"('uncompetitive', 'competitive')",1.4706607,1.2872283,-0.16334467,-0.6538849,0.4042341,0.1886483,0.2155858
68,-0.08978069,-0.24874157,"('dependent', 'independent')",0.7019679,0.5890492,-0.10565908,-0.4083614,0.1688427,-0.0226846,0.1915273
81,0.08623272,-0.009194337,"('submissive', 'aggressive')",-0.030509874,-0.27388632,-0.17677525,-0.61724395,-0.0403508,-0.3001082,0.2597574
53,0.07193917,0.15336423,"('uncreative', 'creative')",0.5433821,0.6984816,0.9430332,0.99669695,0.5194515,0.6161809,-0.0967294
2,0.06192442,0.15681882,"('unlikable', 'likable')",0.49744627,0.5800689,0.67118686,0.9222387,0.4101859,0.5530421,-0.1428562
37,0.061587118,0.18877345,"('fake', 'genuine')",-0.28840405,-0.19541308,0.25950265,0.4147984,0.0108952,0.1360529,-0.1251577
87,-0.052075677,-0.1006369,"('unsuccessful', 'successful')",0.6303845,0.59861624,0.7887076,0.5553698,0.4556721,0.3511164,0.1045557
60,0.04937336,0.013236109,"('inefficient', 'efficient')",1.9387381,1.8625866,0.4547973,0.094351314,0.8143029,0.6567247,0.1575782
71,-0.026437137,-0.24358995,"('diffident', 'self-confident')",0.47425544,0.4036663,0.3398102,0.3212674,0.2625428,0.1604479,0.1020949
14,0.011813326,-0.0006808471,"('antisocial', 'social')",0.68598324,0.40295404,-0.9174653,-1.1760173,-0.0732229,-0.2579147,0.1846918
