,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
56,2.9574597,2.4929519,"('impractical', 'practical')",1.8927779,1.4719678,0.45848072,0.45609316,1.7695729,1.473671,0.2959019
60,2.6746793,1.974629,"('inefficient', 'efficient')",2.4357696,1.9173504,0.32958403,0.4383058,1.8133443,1.4434284,0.3699159
36,-2.5063,-2.081623,"('hostile', 'amicable')",-2.0272098,-1.5715165,-0.2850349,-0.33836266,-1.6061815,-1.3305008,-0.2756807
55,2.4959297,1.8131492,"('incompetent', 'clever')",1.8851556,1.542374,0.50632066,0.4033304,1.6291353,1.2529511,0.3761842
6,-2.487492,-1.7918998,"('distant', 'open')",-2.1828978,-1.6880374,-0.5888332,-0.32386896,-1.7530745,-1.2679354,-0.4851391
31,-2.4416633,-1.7880304,"('evil', 'good')",-2.4069793,-2.0188596,-1.4731406,-1.2381546,-2.107261,-1.6816816,-0.4255794
62,2.4086385,2.168167,"('incompetent', 'brilliant')",1.4888517,1.5992093,0.37751928,0.6941669,1.4250031,1.487181,-0.0621779
13,2.3459773,1.7912474,"('impolite', 'polite')",2.8039446,2.5269058,-0.111631215,-0.22910583,1.6794302,1.3630158,0.3164144
32,2.2982652,2.0639877,"('unkind', 'kind')",0.375626,0.123127274,1.188569,1.071487,1.2874867,1.0862006,0.2012861
5,-2.2882085,-1.6510793,"('distant', 'outgoing')",-1.7932827,-1.5362661,-1.0781847,-0.6452576,-1.719892,-1.2775343,-0.4423577
46,2.2853289,1.3953954,"('uncompetitive', 'competitive')",1.2511686,1.3827405,0.20201355,0.07739873,1.2461704,0.9518449,0.2943255
12,2.2803893,2.2094536,"('unsupportive', 'supportive')",0.33169603,0.39535105,-1.428931,-1.2228181,0.3943848,0.4606621,-0.0662773
35,-2.236702,-1.5926604,"('corrupt', 'incorrupt')",-1.4286023,-1.115168,-0.7913566,-0.3955673,-1.4855536,-1.0344653,-0.4510883
81,2.1610897,1.4099958,"('submissive', 'aggressive')",1.2554278,0.4007382,-0.100436196,-0.49192697,1.1053604,0.4396024,0.665758
85,-2.008037,-1.4746306,"('insignificant', 'prestigious')",-2.5217915,-2.30805,0.28296307,0.111879565,-1.4156218,-1.2236003,-0.1920215
30,2.0002115,1.6486945,"('intolerant', 'tolerant')",1.3524995,1.4510857,1.611294,1.356689,1.6546683,1.4854897,0.1691786
45,1.9952193,1.7216463,"('incompetent', 'competent')",1.6541598,2.1617808,0.15675199,0.41867444,1.2687105,1.4340339,-0.1653234
21,1.9796886,1.0721368,"('immoral', 'moral')",1.4696857,0.8413716,0.05681295,-0.54161197,1.1687291,0.4572988,0.7114303
0,1.9619526,1.5275347,"('unsociable', 'sociable')",1.5605282,1.4861417,-0.045593802,-0.07014515,1.1589623,0.9811771,0.1777852
51,1.8711554,1.2210413,"('uneducated', 'educated')",1.2235103,0.87867105,0.18133327,0.13672037,1.0919996,0.7454776,0.346522
66,-1.8203263,-1.5378704,"('inactive', 'active')",-0.9031765,-0.8614071,0.42349997,0.5634522,-0.7666676,-0.6119417,-0.1547259
43,1.8012007,1.471381,"('irresponsible', 'responsible')",2.4469416,2.2616131,1.0110816,1.0907383,1.7530746,1.6079108,0.1451638
11,1.7947284,1.3624301,"('unhelpful', 'helpful')",1.0203873,0.5237879,2.0391293,2.0918603,1.6180817,1.3260261,0.2920556
10,1.7638551,1.1091166,"('unsympathetic', 'sympathetic')",0.52549726,0.48727554,0.38788766,0.2176673,0.8924134,0.6046865,0.2877269
52,-1.6976643,-1.0370066,"('irrational', 'rational')",-1.8098497,-1.6645323,-0.27884546,-0.26916102,-1.2621198,-0.9902333,-0.2718865
63,1.661734,1.2823228,"('unperceptive', 'insightful')",0.78724056,1.0278226,1.1018999,1.3185997,1.1836248,1.2095817,-0.0259569
70,1.6538494,1.1262448,"('lethargic', 'energetic')",1.3560996,1.4191469,1.4070727,1.4583502,1.4723406,1.3345806,0.13776
65,1.5868227,0.91282827,"('insecure', 'secure')",2.7116044,2.078806,-0.0015882179,-0.12130611,1.4322796,0.956776,0.4755036
23,1.5710188,0.9919897,"('insincere', 'sincere')",1.0676085,0.6276289,5.475758,5.193997,2.7047952,2.2712053,0.4335899
14,1.5547014,1.1089629,"('antisocial', 'social')",1.2595654,1.0888716,-0.03692429,-0.13964103,0.9257808,0.6860645,0.2397163
69,-1.5521011,-0.9770777,"('lazy', 'industrious')",-0.84594786,-0.81943893,-0.86905277,-0.552172,-1.0890339,-0.7828962,-0.3061377
79,-1.496695,-1.2581682,"('wavering', 'unwavering')",-1.8737932,-1.9374446,-0.42759824,-0.23141947,-1.2660288,-1.1423442,-0.1236846
41,1.4635262,1.4549755,"('unforgiving', 'forgiving')",0.51159495,1.2137511,0.16661811,0.104521096,0.7139131,0.9244158,-0.2105027
22,1.3956934,1.1835477,"('untrustworthy', 'trustworthy')",1.3197161,1.3373251,-0.60671693,-0.38049027,0.7028975,0.7134608,-0.0105633
25,-1.3096223,-1.3131579,"('egoistic', 'altruistic')",-0.0031956509,-0.08997471,1.353279,1.1088156,0.013487,-0.0981057,0.1115927
74,1.2808651,1.0120299,"('undedicated', 'dedicated')",0.9553921,0.96864015,0.44265476,0.59762347,0.8929706,0.8594311,0.0335395
57,1.2797867,1.1501863,"('unimaginative', 'imaginative')",-1.0896685,-0.85798675,-2.0943184,-1.8515897,-0.6347334,-0.5197967,-0.1149367
53,-1.2727002,-1.0954614,"('uncreative', 'creative')",-0.813829,-0.5938745,0.49125233,0.5620612,-0.531759,-0.3757582,-0.1560008
16,-1.2641598,-1.1466396,"('unpopular', 'popular')",-1.584524,-1.5971315,0.5051578,0.24546543,-0.7811753,-0.8327685,0.0515932
44,-1.2363471,-1.2860986,"('prejudiced', 'unprejudiced')",-0.61034304,-1.0047247,-1.2611859,-1.3318139,-1.0359587,-1.2075458,0.1715871
86,1.1447493,0.7770044,"('uninfluential', 'influential')",0.044200066,0.20943245,-0.24254988,-0.14560091,0.3154665,0.2802786,0.0351879
47,1.0903124,1.1110626,"('stupid', 'smart')",0.28271714,0.2658144,4.996112,4.9858074,2.1230472,2.1208947,0.0021525
48,0.97634244,0.7580462,"('unintelligent', 'intelligent')",0.6873023,0.7393643,0.2955544,0.52972496,0.6530664,0.6757118,-0.0226454
37,0.9615456,0.96306884,"('fake', 'genuine')",1.1314217,1.1043129,0.24073364,0.7110269,0.7779003,0.9261363,-0.148236
42,0.9593594,0.764317,"('unreliable', 'reliable')",0.56937563,0.6256193,-2.5278172,-2.2974448,-0.3330274,-0.3025029,-0.0305245
80,0.93554366,0.53777695,"('dominated', 'dominating')",1.9735612,1.6944729,-0.9441067,-1.0846453,0.6549994,0.3825348,0.2724646
8,-0.9104913,-0.32472497,"('unaffectionate', 'affectionate')",-1.4496373,-1.0878434,0.17866027,0.6677617,-0.7271562,-0.2482689,-0.4788873
64,0.88447696,0.7688283,"('shy', 'confident')",0.6469533,0.6306996,-5.6518946,-5.2943163,-1.3734881,-1.2982628,-0.0752253
54,-0.84859705,-0.6774107,"('incapable', 'capable')",-0.369134,-0.62587214,0.89825475,0.75738406,-0.1064921,-0.1819663,0.0754742
19,-0.8168204,-0.5479548,"('inhospitable', 'hospitable')",-1.2598003,-1.2212648,-0.62648374,-0.42335996,-0.9010348,-0.7308598,-0.170175
75,-0.7967695,-0.3132195,"('meek', 'impulsive')",-2.3948174,-2.0101404,-0.7353987,-0.3702095,-1.3089952,-0.8978565,-0.4111387
17,-0.7607795,-0.7826013,"('nasty', 'nice')",-0.7592521,-0.7630763,-0.66791224,-0.83048534,-0.7293146,-0.7920543,0.0627397
1,-0.7511641,-0.21885158,"('unfriendly', 'friendly')",-1.0297587,-0.5702725,0.7637764,0.9947564,-0.3390488,0.0685441,-0.4075929
29,-0.7436906,-0.37392497,"('unfair', 'fair')",-0.28889295,-0.3106504,-0.9776287,-0.68051594,-0.6700708,-0.4550304,-0.2150404
76,0.7369638,0.04955946,"('anxious', 'daring')",1.7290156,1.2894902,0.82483923,0.6350999,1.0969396,0.6580499,0.4388897
33,-0.73499167,-0.3419456,"('wrong', 'right')",0.7202476,0.8722769,-1.1424024,-0.92073107,-0.3857155,-0.1301333,-0.2555822
28,-0.7190406,-0.55399007,"('disloyal', 'loyal')",-0.5026863,-0.28160998,0.5984788,0.82585,-0.2077494,-0.00325,-0.2044994
72,0.6910706,1.021839,"('unambitious', 'ambitious')",0.21625312,0.3787912,-1.2975188,-0.6972551,-0.130065,0.2344584,-0.3645234
27,-0.64982694,-0.44520712,"('hardhearted', 'softhearted')",-0.41720292,-0.42128098,0.696609,0.8043627,-0.1234736,-0.0207085,-0.1027651
78,0.6377675,0.22890486,"('nonresilient', 'resilient')",0.3493413,0.27929303,0.7802774,0.6865634,0.5891287,0.3982538,0.1908749
59,-0.63738215,-0.08677511,"('foolish', 'wise')",-0.70567244,-0.4919016,0.017467551,0.38480687,-0.4418623,-0.0646233,-0.377239
84,0.6260354,0.77128226,"('inferior', 'superior')",0.98933667,1.2268542,0.92369455,1.1374325,0.8463555,1.0451897,-0.1988342
2,0.60266805,0.61278194,"('unlikable', 'likable')",0.7853238,0.60468394,0.35060084,0.47951543,0.5795309,0.5656604,0.0138705
39,0.5882255,0.4741108,"('exploitative', 'cooperative')",2.53131,2.0508344,0.33992615,0.24013264,1.1531539,0.9216926,0.2314613
4,-0.5611413,-0.2191474,"('disliked', 'liked')",-1.4059961,-0.78241926,-6.2540073,-5.82195,-2.7403816,-2.2745056,-0.465876
67,0.48987418,0.4390694,"('doubtful', 'determined')",0.72646934,0.68703973,-0.5101541,-0.33713973,0.2353965,0.2629898,-0.0275933
71,0.48956475,0.62686825,"('diffident', 'self-confident')",1.5567945,1.186113,0.46734792,0.6433768,0.8379024,0.818786,0.0191164
77,0.47377637,-0.08843081,"('unmotivated', 'motivated')",0.08840833,-0.60660547,-0.51623344,-0.92152005,0.0153171,-0.5388521,0.5541692
24,0.44585305,0.53366077,"('dishonest', 'honest')",0.69024813,0.8998375,0.3423536,0.5588295,0.4928183,0.6641092,-0.1712909
87,0.44120002,0.15855914,"('unsuccessful', 'successful')",1.8788867,1.6179682,0.86793816,1.1218089,1.062675,0.9661121,0.0965629
88,0.43404025,0.2407594,"('low', 'eminent')",-0.5915014,-1.023952,0.4442089,0.32787994,0.0955826,-0.1517709,0.2473535
9,0.42203218,0.7882006,"('unaffectionate', 'caring')",-0.4436037,-0.12298414,0.8623593,1.1556536,0.2802626,0.6069567,-0.3266941
34,0.4081239,0.04728006,"('mean', 'honorable')",-0.9808707,-1.3841335,5.623077,5.4340463,1.6834434,1.3657309,0.3177125
82,0.3479166,0.0979372,"('poor', 'rich')",-0.07056585,-0.07566966,5.643855,5.5376315,1.9737353,1.8532996,0.1204357
7,0.30945584,-0.11147021,"('insensitive', 'sensitive')",1.2200955,1.0822806,0.7163451,0.64068794,0.7486321,0.5371661,0.211466
50,-0.30691904,-0.40128183,"('clumsy', 'skillful')",-0.15507686,-0.23365183,0.0688232,0.52661264,-0.1310576,-0.036107,-0.0949506
15,-0.29113638,-0.04595296,"('boring', 'funny')",0.3366993,-0.019411713,0.16713534,0.11627467,0.0708994,0.01697,0.0539294
26,-0.2723198,0.104508296,"('hardhearted', 'benevolent')",0.87704164,1.4988352,1.7624484,1.8856488,0.7890568,1.1629974,-0.3739406
61,0.22778796,0.14371173,"('illogical', 'logical')",1.1298797,1.0813032,-0.0027643377,0.023175197,0.4516344,0.4160634,0.035571
3,-0.17093006,-0.60457414,"('repellent', 'pleasant')",-0.5276245,-0.8175516,0.62740314,0.2217743,-0.0237171,-0.4001172,0.3764001
38,0.16293997,0.25722072,"('untruthful', 'truthful')",-0.27446184,-0.32222924,-0.25628996,-0.17926472,-0.1226039,-0.0814244,-0.0411795
20,0.13528445,0.068053514,"('rough', 'thoughtful')",0.42192248,0.47270942,1.1006738,1.3282835,0.5526269,0.6230155,-0.0703886
68,0.12572517,0.06084,"('dependent', 'independent')",0.12688263,-0.11871936,-1.1798238,-0.8950644,-0.309072,-0.3176479,0.0085759
58,-0.08786623,-0.022281889,"('undiscriminating', 'discriminating')",0.06410772,0.7206941,0.06665339,0.16704184,0.0142983,0.2884847,-0.2741864
18,-0.0748775,-0.25047255,"('disagreeable', 'welcoming')",-0.47982168,-0.6596138,-0.55439246,-0.60073084,-0.3696972,-0.5036057,0.1339085
83,-0.052422293,-0.1004073,"('powerless', 'powerful')",-0.22743684,-0.5347324,-0.7003449,-0.54385597,-0.3267347,-0.3929985,0.0662638
73,-0.02307158,0.29324675,"('helpless', 'self-reliant')",-0.50393045,-0.17108731,-2.9782033,-2.5327532,-1.1684018,-0.8035312,-0.3648706
49,0.011684027,-0.13494577,"('unable', 'able')",-0.48740315,-0.41981733,-0.23821186,-0.079726666,-0.237977,-0.2114966,-0.0264804
40,0.00987622,0.24671577,"('stingy', 'generous')",-1.2258244,-0.2794942,-2.0026574,-1.5740677,-1.0728685,-0.5356154,-0.5372531
