,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
27,-0.74351215,-0.74367326,"('hardhearted', 'softhearted')",0.18129624,0.2508837,-0.7100539,-0.66182697,0.31852087,0.33411172,1.3557479,1.4512234,0.0803998,0.1261437,-0.0457439
88,-0.7131035,-0.6762368,"('low', 'eminent')",-0.4518632,-0.36757708,-0.07075353,-0.109040305,-0.92804426,-0.9218957,-0.037780505,-0.16298115,-0.440309,-0.4475462,0.0072372
32,0.65404004,0.8482978,"('unkind', 'kind')",0.14730662,0.2892957,0.30961895,0.3284198,1.5139909,1.3713877,0.88294417,0.91501087,0.7015801,0.7504824,-0.0489023
34,0.62562996,0.7160753,"('mean', 'honorable')",-0.23212948,-0.187446,1.4636886,1.4636627,0.908232,0.88233954,6.4680557,6.4460607,1.8466953,1.8641384,-0.0174431
78,-0.60355484,-0.4947658,"('nonresilient', 'resilient')",0.00061018765,-0.0747522,-0.04670795,-0.14537893,0.13179974,0.2404709,0.135661,0.24861197,-0.0764384,-0.0451628,-0.0312756
52,-0.585338,-0.6927682,"('irrational', 'rational')",0.36929882,0.43440914,-1.2988261,-1.4243481,-1.1076747,-1.0049937,0.15086211,0.21753183,-0.4943356,-0.4940338,-0.0003018
61,0.5838185,0.6057622,"('illogical', 'logical')",0.49271044,0.47593835,0.29927626,0.08754179,1.0486349,0.93360037,0.13560005,0.043369696,0.512008,0.4292425,0.0827655
84,0.5654956,0.47907957,"('inferior', 'superior')",0.8815945,0.88317037,-0.4626494,-0.45426795,0.75304973,0.6269053,0.23734601,0.20928732,0.3949673,0.3488349,0.0461324
20,0.56548095,0.63261235,"('rough', 'thoughtful')",1.1958244,1.1664883,0.92172015,0.88463813,1.0003438,0.79982257,1.1405114,1.133035,0.9647761,0.9233192,0.0414569
2,0.5413212,0.6886771,"('unlikable', 'likable')",0.56524646,0.6412579,1.0652387,1.1604855,0.9503071,1.1257541,0.3548529,0.34362218,0.6953933,0.7919593,-0.096566
72,0.531674,0.53234863,"('unambitious', 'ambitious')",0.24200316,0.26088965,1.8542246,1.7886105,0.47215578,0.52414054,-1.141089,-1.1224957,0.3917937,0.3966987,-0.004905
18,-0.49176586,-0.33348647,"('disagreeable', 'welcoming')",0.25766945,0.37807727,-0.26007828,-0.083396114,-1.0187144,-0.8155078,-0.34290618,-0.1342127,-0.3711591,-0.1977052,-0.1734539
73,0.48113787,0.52109504,"('helpless', 'self-reliant')",-0.21833766,-0.15497606,0.46750012,0.6741138,-0.0022827685,0.14501956,-3.2374818,-3.1809785,-0.5018929,-0.3991452,-0.1027477
19,-0.45221198,-0.59194374,"('inhospitable', 'hospitable')",0.8712214,0.81202567,-0.5446854,-0.5436877,-0.47400483,-0.6143272,-0.40050834,-0.35375038,-0.2000378,-0.2583367,0.0582989
79,0.43452656,0.26309502,"('wavering', 'unwavering')",0.042766724,0.018454587,-0.6750094,-0.77846295,-1.8907834,-1.946764,-0.24766286,-0.19821191,-0.4672325,-0.5283779,0.0611454
77,0.43360788,0.5559623,"('unmotivated', 'motivated')",0.8590871,0.9175192,1.2418416,1.2754142,0.549433,0.5201486,-0.85888004,-0.72716683,0.4450179,0.5083755,-0.0633576
28,0.4312064,0.46696562,"('disloyal', 'loyal')",0.5090128,0.590298,0.12555057,0.06592148,0.08221947,0.05078932,1.211116,1.1176436,0.471821,0.4583236,0.0134974
10,0.39847678,0.58775866,"('unsympathetic', 'sympathetic')",0.089900106,0.16133386,0.85894674,0.93466777,1.3171539,1.1463835,-0.52698857,-0.59717745,0.4274978,0.4465933,-0.0190955
86,0.39542663,0.4184444,"('uninfluential', 'influential')",0.5061377,0.45705807,0.46895608,0.35085154,1.1702276,1.1818874,-0.20543745,-0.2975062,0.4670621,0.422147,0.0449151
49,-0.3953873,-0.5095104,"('unable', 'able')",0.18337853,0.075367086,0.6945026,0.70528644,-0.10648928,-0.07254271,-0.48649,-0.46472844,-0.0220971,-0.0532256,0.0311285
48,-0.37371865,-0.29703712,"('unintelligent', 'intelligent')",-1.2049547,-1.1879797,-0.7693797,-0.8202397,0.09251328,-0.15259458,0.36931217,0.30740756,-0.3772455,-0.4300887,0.0528432
66,0.2975443,0.18772285,"('inactive', 'active')",0.17633158,0.15458915,1.0776592,1.0201088,0.15352543,0.19892651,0.8451739,0.9907517,0.5100469,0.5104198,-0.0003729
59,-0.29374707,-0.46073812,"('foolish', 'wise')",-0.27182427,-0.10704884,-0.6996653,-0.57119983,-0.7457835,-0.61417466,0.14054798,0.2900146,-0.3740944,-0.2926294,-0.081465
24,0.24470451,0.3422174,"('dishonest', 'honest')",0.14291319,0.31076205,-0.07174073,-0.0065486208,0.60230505,0.42481333,0.46781346,0.3655615,0.2771991,0.2873611,-0.010162
53,-0.21258798,-0.26934043,"('uncreative', 'creative')",-0.48016378,-0.53279895,0.68931586,0.5017796,0.34520158,0.44836506,1.4995729,1.5072438,0.3682677,0.3310498,0.0372179
5,-0.20709066,-0.46149385,"('distant', 'outgoing')",0.34001926,0.2576776,-0.57796925,-0.6898247,-2.1047776,-2.008123,-0.76765794,-0.7284825,-0.6634953,-0.7260493,0.062554
3,0.20122941,0.41224456,"('repellent', 'pleasant')",0.31938386,0.41769287,1.1292969,1.2321466,1.3754512,1.458485,0.83378667,0.90338546,0.7718297,0.884791,-0.1129613
41,0.19647089,0.18034947,"('unforgiving', 'forgiving')",-0.100584276,-0.18848354,-0.6981469,-0.8473331,0.91758126,0.8012495,-0.020031186,-0.033212252,0.059058,-0.017486,0.076544
69,-0.18239976,-0.3849371,"('lazy', 'industrious')",0.25398582,0.2401944,-0.022121627,0.18114863,-0.03404624,0.13085744,-0.46828672,-0.3638426,-0.0905737,-0.0393158,-0.0512579
71,-0.17568581,-0.17397478,"('diffident', 'self-confident')",0.60855675,0.69184244,0.8708263,0.90441114,0.9256687,0.85524917,0.31102952,0.21216002,0.5080791,0.4979376,0.0101415
74,0.16065563,0.13274074,"('undedicated', 'dedicated')",0.58958435,0.5450195,1.252216,1.088991,1.6498876,1.61365,0.29133862,0.216659,0.7887364,0.719412,0.0693244
51,0.074011914,0.17900929,"('uneducated', 'educated')",-0.30638734,-0.30958465,0.6089544,0.6058658,0.9712736,0.99074817,0.60886896,0.61743623,0.3913443,0.416695,-0.0253507
87,-0.06644632,-0.31299233,"('unsuccessful', 'successful')",0.08923801,-0.068850026,0.9632297,0.6411635,1.834682,1.7382426,0.47472382,0.48610333,0.6590855,0.4967334,0.1623521
58,0.06037051,0.013539132,"('undiscriminating', 'discriminating')",0.048863642,0.061011963,0.6788831,0.68870723,1.2613215,1.2616916,0.23873973,0.17021134,0.4576357,0.4390323,0.0186034
4,-0.054141972,-0.39565778,"('disliked', 'liked')",-0.029263975,-0.16273546,-0.07747892,-0.1876662,-0.571761,-0.7299519,-6.7392745,-6.7810884,-1.4943841,-1.6514198,0.1570357
6,0.043684527,-0.21177578,"('distant', 'open')",0.28731143,0.20709488,-0.7711053,-0.8863474,-1.9990062,-1.9805706,0.14792049,0.18876746,-0.458239,-0.5365663,0.0783273
15,-0.025330823,-0.23580368,"('boring', 'funny')",0.56969345,0.43556815,-0.06731571,-0.099688776,-0.25930905,-0.1694074,0.2948575,0.19877625,0.1025191,0.0258889,0.0766302
29,-0.015974835,-0.06629013,"('unfair', 'fair')",-0.9382246,-0.90785706,-1.3633986,-1.4143503,-0.4631957,-0.60080004,-0.2421984,-0.26297358,-0.6045984,-0.6504542,0.0458558
25,0.013158038,-0.053128965,"('egoistic', 'altruistic')",1.7519162,1.773743,-0.612455,-0.6728647,-1.5472428,-1.5006282,1.4413602,1.2791421,0.2093473,0.1652527,0.0440946
