,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
56,3.4040208,3.347844,"('impractical', 'practical')",2.6605587,2.5128517,1.5165743,1.4759556,2.8524191,2.737682,-0.20963337,-0.44443062,2.0447878,1.9259806,0.1188072
14,2.891969,2.9169967,"('antisocial', 'social')",1.2989297,1.2306261,2.0727289,1.9668055,2.2081332,2.1441617,-0.51161355,-0.6358307,1.5920297,1.524552,0.0674777
36,-2.2955074,-2.4211295,"('hostile', 'amicable')",-1.8368276,-1.8891138,-1.4199731,-1.4362816,-2.5707538,-2.6345165,0.64619964,0.70987046,-1.4953725,-1.5342342,0.0388617
21,2.295062,2.6141899,"('immoral', 'moral')",1.7189555,1.8124534,1.54669,1.60928,1.6634092,1.8462106,-0.24887615,-0.16042686,1.3950481,1.5443415,-0.1492934
31,-2.2513645,-2.4773781,"('evil', 'good')",-1.4691344,-1.4723057,-1.8617761,-2.104631,-2.7653089,-2.6961195,-0.8363831,-0.9380124,-1.8367933,-1.9376892,0.1008959
70,2.209279,2.1819105,"('lethargic', 'energetic')",1.4511118,1.4264388,2.8220587,2.8954997,2.6861415,2.7595236,1.4558369,1.2691591,2.1248856,2.1065063,0.0183793
23,2.0799313,2.2521677,"('insincere', 'sincere')",0.93883586,1.0104798,0.6376194,0.5104461,2.2584612,2.0854793,6.2961955,6.2036967,2.4422085,2.4124538,0.0297547
16,-2.0144994,-2.0119493,"('unpopular', 'popular')",-1.9346627,-1.8735937,-1.2454324,-1.3013195,-1.2309694,-1.1423329,0.51665574,0.65852284,-1.1817816,-1.1341345,-0.0476471
81,2.0076356,1.9313775,"('submissive', 'aggressive')",0.73735434,0.5794332,2.0767841,1.871776,1.7137928,1.7514863,-0.8894961,-1.068627,1.1292141,1.0130893,0.1161248
39,1.8802347,1.9361162,"('exploitative', 'cooperative')",0.77306664,0.85531235,2.2826762,2.2132597,3.1200864,3.109768,0.28819853,0.35363895,1.6688524,1.693619,-0.0247666
30,1.8558041,1.8826295,"('intolerant', 'tolerant')",0.14149559,0.16543916,1.5483223,1.5694318,2.1512692,2.0921206,1.3421032,1.3151882,1.4077988,1.404962,0.0028368
42,1.8254601,1.8644463,"('unreliable', 'reliable')",1.3628592,1.5547037,0.66760945,0.81967103,0.8859236,0.9244517,-3.005184,-3.1011634,0.3473337,0.4124219,-0.0650882
35,-1.8139535,-2.1053042,"('corrupt', 'incorrupt')",-0.25804693,-0.27068394,-1.7635181,-1.9730192,-2.9155025,-2.9101067,-0.14585981,-0.16021575,-1.3793762,-1.483866,0.1044898
7,1.7397254,1.7900017,"('insensitive', 'sensitive')",0.6526644,0.72169054,1.8501337,1.9584347,1.8045353,1.8605613,1.3485575,1.248073,1.4791232,1.5157523,-0.0366291
8,-1.7295567,-1.842152,"('unaffectionate', 'affectionate')",-0.797593,-0.81128764,-1.7374407,-1.8764971,-2.3149939,-2.307394,0.40663633,0.25926656,-1.2345896,-1.3156129,0.0810233
60,1.7194036,1.8191961,"('inefficient', 'efficient')",1.1782019,1.1469743,2.0838544,2.1614788,3.1049244,2.9448414,-0.12845305,-0.23129007,1.5915861,1.5682402,0.0233459
12,1.7050774,1.7675457,"('unsupportive', 'supportive')",0.72301996,0.780563,1.1728895,1.2354325,0.7166636,0.7528015,-2.2955148,-2.3272667,0.4044271,0.4418152,-0.0373881
11,1.6801949,1.7343749,"('unhelpful', 'helpful')",1.0239607,1.0179843,0.91874444,0.86661524,1.2334204,1.2027799,1.4497324,1.3732061,1.2612105,1.2389921,0.0222184
83,1.6476852,1.5751399,"('powerless', 'powerful')",0.5974348,0.48813066,0.83245456,0.7889075,-0.08805549,-0.12779334,-0.9721219,-1.1434339,0.4034794,0.3161902,0.0872892
57,1.6399888,1.5305583,"('unimaginative', 'imaginative')",0.32132882,0.2599605,2.1416683,2.0598557,1.391128,1.4908203,-2.3865418,-2.4319937,0.6215144,0.5818403,0.0396741
46,1.6203531,1.7109439,"('uncompetitive', 'competitive')",0.9127045,0.9004361,2.973097,2.949621,1.8326256,1.84869,-0.45303938,-0.44426963,1.3771482,1.3930842,-0.015936
13,1.4720576,1.6404418,"('impolite', 'polite')",0.72750694,0.7015888,1.333064,1.426784,1.2109894,1.2032143,-0.87140703,-0.8374003,0.7744422,0.8269257,-0.0524835
43,1.4017831,1.4395746,"('irresponsible', 'responsible')",0.70685923,0.7160303,1.3137686,1.2642629,3.095017,3.0914307,0.9587029,0.891781,1.4952262,1.4806158,0.0146104
68,-1.3280311,-1.2665832,"('dependent', 'independent')",-1.03539,-0.9952556,0.00193041,0.16477163,-0.2544008,-0.27638727,-0.79652095,-0.7559611,-0.6824824,-0.6258832,-0.0565992
75,-1.325098,-1.5888841,"('meek', 'impulsive')",-0.07414158,-0.22605255,0.39790863,0.32936066,-1.3247939,-1.2682893,-0.06424272,-0.10434896,-0.4780736,-0.5716428,0.0935692
62,1.290282,1.0497909,"('incompetent', 'brilliant')",1.3678458,1.1530784,1.4934727,1.3199643,2.380475,2.2489722,-0.13478541,-0.40833002,1.279458,1.0726952,0.2067628
47,1.2580248,1.1991396,"('stupid', 'smart')",0.46617058,0.47636247,0.8066984,0.77711266,1.4992131,1.6043985,6.0945454,5.98443,2.0249306,2.0082886,0.016642
33,1.2477257,1.0921602,"('wrong', 'right')",1.4340031,1.5430254,-0.18592225,0.034969114,-0.96849036,-0.62490875,-0.6913226,-0.55751586,0.1671987,0.2975461,-0.1303474
22,1.240114,1.3137839,"('untrustworthy', 'trustworthy')",0.8977485,0.88933504,1.3520439,1.3323687,1.668115,1.7017508,-0.31371135,-0.35673708,0.9688621,0.9761003,-0.0072382
76,1.1095579,1.1885054,"('anxious', 'daring')",1.3963084,1.3807787,1.0572817,1.1066508,1.7350806,1.6318195,0.061040606,-0.048377566,1.0718538,1.0518754,0.0199784
55,1.1010683,1.1513745,"('incompetent', 'clever')",0.9738339,0.8497746,1.3862388,1.3816676,1.6855596,1.6452291,0.19791628,0.08071471,1.0689234,1.0217521,0.0471713
1,-1.095967,-1.2434415,"('unfriendly', 'friendly')",-1.2349325,-1.2693814,-1.6474165,-1.8389368,0.2198295,0.16852802,1.5672266,1.5521674,-0.438252,-0.5262129,0.0879609
85,-1.0872879,-1.1378419,"('insignificant', 'prestigious')",-1.2760142,-1.1185596,-1.5673516,-1.5504453,-2.3008926,-2.293386,0.15996681,0.22160296,-1.2143159,-1.175726,-0.0385899
65,1.0752605,1.2527447,"('insecure', 'secure')",-0.8758217,-0.8190205,1.1378089,1.0297538,2.5742598,2.4536827,0.15901418,0.13370426,0.8141044,0.8101729,0.0039315
63,1.0741253,1.0523202,"('unperceptive', 'insightful')",0.9578085,0.9559248,1.6977445,1.6766102,1.9966018,1.9956876,0.8988959,0.8880024,1.3250352,1.3137091,0.0113261
40,1.0122058,0.98432857,"('stingy', 'generous')",0.2083704,0.26917487,0.47957385,0.56023777,0.57141805,0.5076421,-1.3079966,-1.3817458,0.1927143,0.1879275,0.0047868
26,0.9886469,1.0038357,"('hardhearted', 'benevolent')",0.1635613,0.23856932,0.4488957,0.46760637,1.3007087,1.236636,1.4043663,1.376799,0.8612358,0.8646893,-0.0034535
80,0.98668873,0.9169896,"('dominated', 'dominating')",1.396745,1.2538567,1.64948,1.5863022,1.4721558,1.373463,-1.6238759,-1.7326822,0.7762388,0.6795858,0.096653
67,0.9751228,0.79418063,"('doubtful', 'determined')",1.7920979,1.8037783,0.40518624,0.5572965,0.28038266,0.37888172,-0.8387818,-0.93059176,0.5228015,0.5207091,0.0020924
64,0.9657263,0.99059623,"('shy', 'confident')",0.6496537,0.6305298,1.185918,1.3380036,0.9155378,1.023535,-6.826681,-6.6341615,-0.621969,-0.5302993,-0.0916697
82,-0.94407845,-0.9164467,"('poor', 'rich')",-0.6110996,-0.64093024,-0.71340185,-0.99234825,0.23961063,0.21603943,7.0015717,6.8332715,0.9945205,0.8999172,0.0946033
37,0.9328015,0.8761143,"('fake', 'genuine')",0.5625294,0.6010159,0.42910093,0.4797998,0.34465295,0.34757137,0.6610012,0.46461007,0.5860172,0.5538223,0.0321949
54,-0.9222793,-0.9706685,"('incapable', 'capable')",0.49992186,0.53960645,-0.28786677,-0.26266122,0.068912804,0.1501678,0.9949942,0.95937055,0.0707366,0.083163,-0.0124264
45,0.9026022,0.6493195,"('incompetent', 'competent')",1.1200448,0.88747036,0.75939983,0.53697765,2.402789,2.1468782,-0.017227506,-0.31039906,1.0335217,0.7820494,0.2514723
17,0.8326277,0.78280765,"('nasty', 'nice')",1.2524427,1.2131475,-0.5590547,-0.5299462,-0.5602911,-0.60670155,-0.86158174,-0.7942028,0.0208286,0.0130209,0.0078077
44,0.82931834,0.82041496,"('prejudiced', 'unprejudiced')",0.2079905,0.15876187,0.4612349,0.41944036,-0.5429955,-0.4571033,-0.95035887,-0.9636681,0.0010379,-0.0044309,0.0054688
50,-0.8136842,-0.7745592,"('clumsy', 'skillful')",-0.7168567,-0.5750293,-0.076526344,0.06472533,-0.64121884,-0.47472495,0.33906785,0.4428066,-0.3818437,-0.2633563,-0.1184874
38,0.7921343,0.7683215,"('untruthful', 'truthful')",0.11536159,0.13997376,0.22153871,0.22661968,-0.17454483,-0.29046422,-0.34276113,-0.38058344,0.1223457,0.0927735,0.0295722
0,0.7834613,0.81935966,"('unsociable', 'sociable')",-0.2802526,-0.41245526,0.2862993,0.15395086,2.146036,1.9102012,-0.12610766,-0.164901,0.5618872,0.4612311,0.1006561
9,-0.7513236,-0.7789362,"('unaffectionate', 'caring')",0.32789958,0.39004815,-0.88689584,-0.86264145,-0.31445307,-0.36491728,0.91273564,0.87374204,-0.1424075,-0.1485409,0.0061334
