,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
39,1.9520168,1.8239125,"('exploitative', 'cooperative')",1.4782262,1.6001544,0.3807293,0.5077611,1.2703241,1.3106093,-0.0402852
36,-1.7708522,-1.7986436,"('hostile', 'amicable')",-1.2333021,-1.4169323,-0.11530729,-0.24655862,-1.0398205,-1.1540449,0.1142244
16,-1.6119652,-1.5869858,"('unpopular', 'popular')",-0.4605431,-0.65974295,0.56293046,0.39724004,-0.5031926,-0.6164963,0.1133037
1,-1.4808121,-1.1685201,"('unfriendly', 'friendly')",-0.70834607,-0.5814288,1.343308,1.6069242,-0.2819501,-0.0476749,-0.2342752
29,-1.4402632,-1.2739071,"('unfair', 'fair')",-0.74632925,-0.64164776,-0.24127108,-0.11063651,-0.8092878,-0.6753971,-0.1338907
81,1.4285384,1.1471903,"('submissive', 'aggressive')",0.86864686,0.81798375,-0.27624398,-0.40583658,0.6736472,0.5197792,0.153868
31,-1.4083842,-1.1265383,"('evil', 'good')",-1.4102943,-1.4273086,-0.81370515,-0.8481783,-1.2107945,-1.1340084,-0.0767861
51,1.1942819,1.1885387,"('uneducated', 'educated')",0.3806032,0.4255747,0.30421296,0.47918326,0.626366,0.6977655,-0.0713995
53,-1.1817056,-1.0630801,"('uncreative', 'creative')",-0.37775776,-0.3453488,0.30289328,0.47971252,-0.4188567,-0.3095721,-0.1092846
4,-1.1572697,-0.82934994,"('disliked', 'liked')",-0.76215965,-0.7886992,-6.9162188,-7.2599487,-2.9452159,-2.9593328,0.0141169
76,1.0544298,1.0367368,"('anxious', 'daring')",0.96647173,0.9537238,-0.24385993,-0.18019827,0.5923472,0.6034208,-0.0110736
24,1.0024375,1.3607541,"('dishonest', 'honest')",-0.07147477,0.10336974,0.29723093,0.5040744,0.4093979,0.6560661,-0.2466682
60,0.97161937,0.87636876,"('inefficient', 'efficient')",1.5177149,1.6825453,0.20332372,0.26016295,0.8975526,0.9396923,-0.0421397
72,0.9224838,0.89778554,"('unambitious', 'ambitious')",2.1944695,2.1987934,-0.21575734,-0.23521343,0.9670653,0.9537885,0.0132768
45,-0.9012146,-0.470466,"('incompetent', 'competent')",-0.27682686,-0.15850317,-0.1723361,-0.034166835,-0.4501259,-0.2210453,-0.2290806
8,-0.8870766,-0.7013283,"('unaffectionate', 'affectionate')",-0.44987503,-0.5201628,0.4310546,0.6166815,-0.3019657,-0.2016032,-0.1003625
64,0.88217175,0.87984705,"('shy', 'confident')",0.81679213,0.8643449,-5.5891447,-5.9374576,-1.2967269,-1.3977553,0.1010284
57,-0.84409374,-0.5005154,"('unimaginative', 'imaginative')",0.057500333,0.17525029,-3.1569495,-3.0331218,-1.3145143,-1.1194623,-0.195052
